region,climatezone,stratum,age,age_ka,age_ka_scaled,n_datasets_marginalised,estimate,estimate_error,conf_low,conf_high,analysis,model_id,variable,model_profile,source_model_file,prediction_draws_used,prediction_range,prediction_estimand,value
Europe,Cold_Without_dry_season_Cold_Summer,Europe__Cold_Without_dry_season_Cold_Summer,8000,8,1.4441452,93,0.92720375,0.03085268,0.86777633,0.98801132,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Cold_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Cold_Summer_2026-07-06__4805399ffc87d168794259a2fc345a45__.qs,1000,group_observed,equal_weighted_dataset_mean,0.92720375
Europe,Cold_Without_dry_season_Cold_Summer,Europe__Cold_Without_dry_season_Cold_Summer,8500,8.5,1.65285188,91,1.06496975,0.05247978,0.97017971,1.17297455,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Cold_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Cold_Summer_2026-07-06__4805399ffc87d168794259a2fc345a45__.qs,1000,group_observed,equal_weighted_dataset_mean,1.06496975
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,500,0.5,-1.68778725,111,0.53807871,0.02213222,0.49599016,0.58196611,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.53807871
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,1000,1,-1.48059275,143,0.51463658,0.01414148,0.48612536,0.54294441,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.51463658
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,1500,1.5,-1.27339825,152,0.48839657,0.01219641,0.46284631,0.51392183,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.48839657
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,2000,2,-1.06620374,152,0.48304972,0.01093731,0.46136058,0.5052259,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.48304972
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,2500,2.5,-0.85900924,152,0.48945383,0.0105848,0.46956816,0.51086831,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.48945383
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,3000,3,-0.65181474,152,0.50941726,0.01128922,0.48818396,0.5317893,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.50941726
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,3500,3.5,-0.44462023,152,0.54357035,0.01214887,0.51881884,0.56662976,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.54357035
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,4000,4,-0.23742573,152,0.59167744,0.01400297,0.56507099,0.61953462,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.59167744
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,4500,4.5,-0.03023123,152,0.65268792,0.01382183,0.6262222,0.67885808,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.65268792
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,5000,5,0.17696328,152,0.71879432,0.01630885,0.68863505,0.74986815,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.71879432
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,5500,5.5,0.38415778,152,0.78110502,0.01688092,0.74785447,0.81558272,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.78110502
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,6000,6,0.59135228,152,0.83914974,0.01888781,0.80415007,0.8770088,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.83914974
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,6500,6.5,0.79854679,151,0.89221636,0.01961402,0.85686264,0.9320639,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.89221636
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,7000,7,1.00574129,152,0.95952007,0.02059131,0.92145889,1.00184016,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,0.95952007
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,7500,7.5,1.21293579,151,1.05091585,0.02426163,1.00606543,1.10117212,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,1.05091585
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,8000,8,1.4201303,150,1.18458354,0.02831118,1.13089237,1.24406622,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,1.18458354
Europe,Cold_Without_dry_season_Warm_Summer,Europe__Cold_Without_dry_season_Warm_Summer,8500,8.5,1.6273248,139,1.3391197,0.04691892,1.25229099,1.43457715,pap_temporal,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Cold_Without_dry_season_Warm_Summer_2026-07-14__9d6bea47cd76516f09f50e02e77118bd__.qs,1000,group_observed,equal_weighted_dataset_mean,1.3391197
Europe,Polar,Europe__Polar,500,0.5,-1.71811163,20,0.2760008,0.02551368,0.23522634,0.33390733,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.2760008
Europe,Polar,Europe__Polar,1000,1,-1.50763779,28,0.30622905,0.02090118,0.26973828,0.35380227,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.30622905
Europe,Polar,Europe__Polar,1500,1.5,-1.29716395,30,0.29553287,0.01439463,0.27036123,0.32648984,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.29553287
Europe,Polar,Europe__Polar,2000,2,-1.0866901,30,0.3037377,0.01231412,0.27979397,0.32818929,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.3037377
Europe,Polar,Europe__Polar,2500,2.5,-0.87621626,30,0.32443212,0.01259886,0.30011648,0.34795709,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.32443212
Europe,Polar,Europe__Polar,3000,3,-0.66574241,30,0.35695956,0.01392332,0.32868327,0.38295454,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.35695956
Europe,Polar,Europe__Polar,3500,3.5,-0.45526857,30,0.40040188,0.01574876,0.36996594,0.43064217,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.40040188
Europe,Polar,Europe__Polar,4000,4,-0.24479473,30,0.45294049,0.01845828,0.41768183,0.48928081,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.45294049
Europe,Polar,Europe__Polar,4500,4.5,-0.03432088,30,0.51187108,0.02114599,0.47255723,0.5554161,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.51187108
Europe,Polar,Europe__Polar,5000,5,0.17615296,30,0.57343816,0.02452862,0.52969295,0.62519877,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.57343816
Europe,Polar,Europe__Polar,5500,5.5,0.38662681,30,0.63366382,0.02570051,0.58798546,0.6880093,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.63366382
Europe,Polar,Europe__Polar,6000,6,0.59710065,30,0.6921164,0.02686596,0.64249058,0.74782336,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.6921164
Europe,Polar,Europe__Polar,6500,6.5,0.80757449,30,0.75136065,0.02837257,0.69706635,0.81280783,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.75136065
Europe,Polar,Europe__Polar,7000,7,1.01804834,30,0.81581985,0.03226042,0.7518188,0.88181314,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.81581985
Europe,Polar,Europe__Polar,7500,7.5,1.22852218,30,0.89147496,0.04003121,0.81709048,0.97097026,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.89147496
Europe,Polar,Europe__Polar,8000,8,1.43899603,29,0.97602024,0.05103008,0.88003443,1.08126472,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,0.97602024
Europe,Polar,Europe__Polar,8500,8.5,1.64946987,29,1.09551303,0.07422592,0.95842443,1.25646466,pap_temporal,pap_temporal__dcca_axis_1__Europe__Polar,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Polar_2026-07-06__909f990effb5e8698fd4b72081823544__.qs,1000,group_observed,equal_weighted_dataset_mean,1.09551303
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,500,0.5,-1.607284,12,0.70126077,0.09317178,0.54012346,0.90204451,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.70126077
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,1000,1,-1.4042864,14,0.56874734,0.04482385,0.48867798,0.66054014,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.56874734
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,1500,1.5,-1.20128881,14,0.51768648,0.0352808,0.45834489,0.60072476,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.51768648
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,2000,2,-0.99829121,14,0.49377762,0.02928308,0.44254703,0.55805082,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.49377762
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,2500,2.5,-0.79529361,14,0.49224488,0.02857905,0.44067034,0.55050782,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.49224488
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,3000,3,-0.59229602,14,0.51413816,0.03159113,0.45262884,0.58062196,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.51413816
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,3500,3.5,-0.38929842,14,0.55470623,0.03409187,0.48957997,0.62893388,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.55470623
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,4000,4,-0.18630082,14,0.59993679,0.03927801,0.53088539,0.68045999,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.59993679
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,4500,4.5,0.01669677,14,0.64023455,0.04387261,0.55890476,0.72590954,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.64023455
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,5000,5,0.21969437,14,0.68815928,0.05424638,0.58217972,0.79023117,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.68815928
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,5500,5.5,0.42269196,14,0.76045653,0.05062661,0.66222546,0.85865273,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.76045653
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,6000,6,0.62568956,14,0.85365628,0.05221033,0.76136166,0.96007153,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.85365628
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,6500,6.5,0.82868716,14,0.94963845,0.06649577,0.84599447,1.10228962,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,0.94963845
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,7000,7,1.03168475,14,1.04033284,0.07440695,0.9203864,1.21395295,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,1.04033284
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,7500,7.5,1.23468235,14,1.13519208,0.07789984,1.00062841,1.29991073,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,1.13519208
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,8000,8,1.43767995,14,1.25347201,0.08856038,1.08652011,1.43783128,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,1.25347201
Europe,Temperate_Dry_Summer,Europe__Temperate_Dry_Summer,8500,8.5,1.64067754,13,1.44892575,0.16440211,1.14550372,1.79658086,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Dry_Summer_2026-07-06__18ee083ad00d118465031c7c1949c6c0__.qs,1000,group_observed,equal_weighted_dataset_mean,1.44892575
Europe,Temperate_Without_dry_season,Europe__Temperate_Without_dry_season,500,0.5,-1.71245659,62,0.47846617,0.02740284,0.42629442,0.53329238,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season_2026-07-06__22c1eab7247ccee1a628e03e82721aba__.qs,1000,group_observed,equal_weighted_dataset_mean,0.47846617
Europe,Temperate_Without_dry_season,Europe__Temperate_Without_dry_season,1000,1,-1.50142268,87,0.50500579,0.01685774,0.47166232,0.53873861,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season_2026-07-06__22c1eab7247ccee1a628e03e82721aba__.qs,1000,group_observed,equal_weighted_dataset_mean,0.50500579
Europe,Temperate_Without_dry_season,Europe__Temperate_Without_dry_season,1500,1.5,-1.29038877,93,0.54871954,0.01750005,0.51918427,0.5846277,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season_2026-07-06__22c1eab7247ccee1a628e03e82721aba__.qs,1000,group_observed,equal_weighted_dataset_mean,0.54871954
Europe,Temperate_Without_dry_season,Europe__Temperate_Without_dry_season,2000,2,-1.07935485,93,0.58160932,0.01592806,0.55400639,0.61519989,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season_2026-07-06__22c1eab7247ccee1a628e03e82721aba__.qs,1000,group_observed,equal_weighted_dataset_mean,0.58160932
Europe,Temperate_Without_dry_season,Europe__Temperate_Without_dry_season,2500,2.5,-0.86832094,93,0.62470288,0.01734652,0.59469863,0.66206722,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season_2026-07-06__22c1eab7247ccee1a628e03e82721aba__.qs,1000,group_observed,equal_weighted_dataset_mean,0.62470288
Europe,Temperate_Without_dry_season,Europe__Temperate_Without_dry_season,3000,3,-0.65728703,93,0.67503192,0.01912046,0.63987693,0.71685153,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season_2026-07-06__22c1eab7247ccee1a628e03e82721aba__.qs,1000,group_observed,equal_weighted_dataset_mean,0.67503192
Europe,Temperate_Without_dry_season,Europe__Temperate_Without_dry_season,3500,3.5,-0.44625311,93,0.72691761,0.01971144,0.69027122,0.76714683,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season_2026-07-06__22c1eab7247ccee1a628e03e82721aba__.qs,1000,group_observed,equal_weighted_dataset_mean,0.72691761
Europe,Temperate_Without_dry_season,Europe__Temperate_Without_dry_season,4000,4,-0.2352192,93,0.77171007,0.02204296,0.73008471,0.81532108,pap_temporal,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season,dcca_axis_1,within_stratum_dataset_fs,pap_temporal__dcca_axis_1__Europe__Temperate_Without_dry_season_2026-07-06__22c1eab7247ccee1a628e03e82721aba__.qs,1000,group_observed,equal_weighted_dataset_mean,0.77171007
