analysis,aggregation_level,predictor,profile,individual_sum,total_sum,pooled_allocation,n_models,signed_allocation,delta_from_signed,model_id,region,climatezone,age
spatial_spd,model,human,signed,-0.0362,0.083,-0.43614457831325304,1,-0.43614457831325304,0,analysis=spatial_spd|dataset_id=4058|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.0505,0.084,0.6011904761904762,1,0.6011904761904762,0,analysis=spatial_spd|dataset_id=40627|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0332,0.084,0.3952380952380952,1,0.3952380952380952,0,analysis=spatial_spd|dataset_id=40627|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.1972,0.21,0.939047619047619,1,0.939047619047619,0,analysis=spatial_spd|dataset_id=40634|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0126,0.21,0.060000000000000005,1,0.060000000000000005,0,analysis=spatial_spd|dataset_id=40634|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.0366,0.04,0.915,1,0.915,0,analysis=spatial_spd|dataset_id=40642|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0029,0.04,0.0725,1,0.0725,0,analysis=spatial_spd|dataset_id=40642|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,-0.0255,0.09,-0.2833333333333333,1,-0.2833333333333333,0,analysis=spatial_spd|dataset_id=40666|region=North America|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.1153,0.09,1.281111111111111,1,1.281111111111111,0,analysis=spatial_spd|dataset_id=40666|region=North America|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.2661,0.575,0.46278260869565224,1,0.46278260869565224,0,analysis=spatial_spd|dataset_id=40791|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.3092,0.575,0.5377391304347826,1,0.5377391304347826,0,analysis=spatial_spd|dataset_id=40791|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2776,0.372,0.746236559139785,1,0.746236559139785,0,analysis=spatial_spd|dataset_id=40793|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0941,0.372,0.25295698924731186,1,0.25295698924731186,0,analysis=spatial_spd|dataset_id=40793|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2741,0.41,0.6685365853658537,1,0.6685365853658537,0,analysis=spatial_spd|dataset_id=40795|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1356,0.41,0.3307317073170732,1,0.3307317073170732,0,analysis=spatial_spd|dataset_id=40795|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2988,0.517,0.5779497098646035,1,0.5779497098646035,0,analysis=spatial_spd|dataset_id=40797|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.2179,0.517,0.4214700193423598,1,0.4214700193423598,0,analysis=spatial_spd|dataset_id=40797|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.1525,0.131,1.16412213740458,1,1.16412213740458,0,analysis=spatial_spd|dataset_id=40799|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,-0.0215,0.131,-0.16412213740458012,1,-0.16412213740458012,0,analysis=spatial_spd|dataset_id=40799|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2495,0.373,0.6689008042895442,1,0.6689008042895442,0,analysis=spatial_spd|dataset_id=40803|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1237,0.373,0.3316353887399464,1,0.3316353887399464,0,analysis=spatial_spd|dataset_id=40803|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.3895,0.341,1.1422287390029324,1,1.1422287390029324,0,analysis=spatial_spd|dataset_id=4081|region=Asia|climatezone=Cold_Dry_Winter,NA,NA,NA
spatial_spd,model,human,signed,-0.0484,0.341,-0.14193548387096772,1,-0.14193548387096772,0,analysis=spatial_spd|dataset_id=4081|region=Asia|climatezone=Cold_Dry_Winter,NA,NA,NA
spatial_spd,model,climate,signed,0.2727,0.265,1.0290566037735849,1,1.0290566037735849,0,analysis=spatial_spd|dataset_id=40844|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,human,signed,-0.0074,0.265,-0.027924528301886794,1,-0.027924528301886794,0,analysis=spatial_spd|dataset_id=40844|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,climate,signed,-0.0012,0.11,-0.010909090909090908,1,-0.010909090909090908,0,analysis=spatial_spd|dataset_id=40854|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1112,0.11,1.0109090909090908,1,1.0109090909090908,0,analysis=spatial_spd|dataset_id=40854|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.1611,0.214,0.752803738317757,1,0.752803738317757,0,analysis=spatial_spd|dataset_id=40861|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0534,0.214,0.24953271028037385,1,0.24953271028037385,0,analysis=spatial_spd|dataset_id=40861|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2906,0.485,0.5991752577319588,1,0.5991752577319588,0,analysis=spatial_spd|dataset_id=40875|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1944,0.485,0.4008247422680412,1,0.4008247422680412,0,analysis=spatial_spd|dataset_id=40875|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.1866,0.38,0.49105263157894735,1,0.49105263157894735,0,analysis=spatial_spd|dataset_id=40914|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1931,0.38,0.508157894736842,1,0.508157894736842,0,analysis=spatial_spd|dataset_id=40914|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.3853,0.58,0.6643103448275862,1,0.6643103448275862,0,analysis=spatial_spd|dataset_id=4092|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1944,0.58,0.3351724137931035,1,0.3351724137931035,0,analysis=spatial_spd|dataset_id=4092|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2116,0.23,0.92,1,0.92,0,analysis=spatial_spd|dataset_id=40951|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0184,0.23,0.08,1,0.08,0,analysis=spatial_spd|dataset_id=40951|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.0018,0.127,0.014173228346456693,1,0.014173228346456693,0,analysis=spatial_spd|dataset_id=40958|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1251,0.127,0.9850393700787401,1,0.9850393700787401,0,analysis=spatial_spd|dataset_id=40958|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.0939,0.207,0.45362318840579713,1,0.45362318840579713,0,analysis=spatial_spd|dataset_id=40976|region=North America|climatezone=Temperate_Dry_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.113,0.207,0.5458937198067634,1,0.5458937198067634,0,analysis=spatial_spd|dataset_id=40976|region=North America|climatezone=Temperate_Dry_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.3768,0.513,0.7345029239766082,1,0.7345029239766082,0,analysis=spatial_spd|dataset_id=40988|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1359,0.513,0.2649122807017544,1,0.2649122807017544,0,analysis=spatial_spd|dataset_id=40988|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.241,0.199,1.2110552763819094,1,1.2110552763819094,0,analysis=spatial_spd|dataset_id=40990|region=Asia|climatezone=Cold_Dry_Winter,NA,NA,NA
spatial_spd,model,human,signed,-0.0417,0.199,-0.20954773869346732,1,-0.20954773869346732,0,analysis=spatial_spd|dataset_id=40990|region=Asia|climatezone=Cold_Dry_Winter,NA,NA,NA
spatial_spd,model,climate,signed,0.2676,0.325,0.8233846153846154,1,0.8233846153846154,0,analysis=spatial_spd|dataset_id=40992|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0572,0.325,0.176,1,0.176,0,analysis=spatial_spd|dataset_id=40992|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.3263,0.318,1.0261006289308174,1,1.0261006289308174,0,analysis=spatial_spd|dataset_id=40997|region=Asia|climatezone=Cold_Dry_Winter,NA,NA,NA
spatial_spd,model,human,signed,-0.0079,0.318,-0.024842767295597486,1,-0.024842767295597486,0,analysis=spatial_spd|dataset_id=40997|region=Asia|climatezone=Cold_Dry_Winter,NA,NA,NA
spatial_spd,model,climate,signed,0.1277,0.16,0.7981250000000001,1,0.7981250000000001,0,analysis=spatial_spd|dataset_id=41001|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0327,0.16,0.204375,1,0.204375,0,analysis=spatial_spd|dataset_id=41001|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.5777,0.703,0.8217638691322903,1,0.8217638691322903,0,analysis=spatial_spd|dataset_id=41016|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1249,0.703,0.17766714082503557,1,0.17766714082503557,0,analysis=spatial_spd|dataset_id=41016|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.3302,0.377,0.8758620689655172,1,0.8758620689655172,0,analysis=spatial_spd|dataset_id=41018|region=North America|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.0468,0.377,0.12413793103448276,1,0.12413793103448276,0,analysis=spatial_spd|dataset_id=41018|region=North America|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.1373,0.106,1.2952830188679245,1,1.2952830188679245,0,analysis=spatial_spd|dataset_id=41025|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,human,signed,-0.0312,0.106,-0.2943396226415094,1,-0.2943396226415094,0,analysis=spatial_spd|dataset_id=41025|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.4514,0.641,0.7042121684867395,1,0.7042121684867395,0,analysis=spatial_spd|dataset_id=41027|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1891,0.641,0.29500780031201246,1,0.29500780031201246,0,analysis=spatial_spd|dataset_id=41027|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2429,0.256,0.948828125,1,0.948828125,0,analysis=spatial_spd|dataset_id=41183|region=North America|climatezone=Cold_Dry_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0131,0.256,0.051171875,1,0.051171875,0,analysis=spatial_spd|dataset_id=41183|region=North America|climatezone=Cold_Dry_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.1111,0.327,0.3397553516819572,1,0.3397553516819572,0,analysis=spatial_spd|dataset_id=41189|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.2159,0.327,0.6602446483180429,1,0.6602446483180429,0,analysis=spatial_spd|dataset_id=41189|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.2281,0.241,0.9464730290456431,1,0.9464730290456431,0,analysis=spatial_spd|dataset_id=4118|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0126,0.241,0.05228215767634855,1,0.05228215767634855,0,analysis=spatial_spd|dataset_id=4118|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.3987,0.393,1.0145038167938931,1,1.0145038167938931,0,analysis=spatial_spd|dataset_id=4120|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,-0.0057,0.393,-0.01450381679389313,1,-0.01450381679389313,0,analysis=spatial_spd|dataset_id=4120|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2487,0.285,0.8726315789473685,1,0.8726315789473685,0,analysis=spatial_spd|dataset_id=41222|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.0366,0.285,0.12842105263157896,1,0.12842105263157896,0,analysis=spatial_spd|dataset_id=41222|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.3357,0.341,0.984457478005865,1,0.984457478005865,0,analysis=spatial_spd|dataset_id=41228|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.0057,0.341,0.016715542521994135,1,0.016715542521994135,0,analysis=spatial_spd|dataset_id=41228|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.0822,0.134,0.6134328358208955,1,0.6134328358208955,0,analysis=spatial_spd|dataset_id=41241|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.0522,0.134,0.3895522388059702,1,0.3895522388059702,0,analysis=spatial_spd|dataset_id=41241|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.4538,0.56,0.8103571428571428,1,0.8103571428571428,0,analysis=spatial_spd|dataset_id=41245|region=Asia|climatezone=Cold_Dry_Winter,NA,NA,NA
spatial_spd,model,human,signed,0.1062,0.56,0.18964285714285714,1,0.18964285714285714,0,analysis=spatial_spd|dataset_id=41245|region=Asia|climatezone=Cold_Dry_Winter,NA,NA,NA
spatial_spd,model,climate,signed,0.0855,0.282,0.3031914893617022,1,0.3031914893617022,0,analysis=spatial_spd|dataset_id=41247|region=Asia|climatezone=Temperate_Dry_Winter,NA,NA,NA
spatial_spd,model,human,signed,0.1962,0.282,0.6957446808510639,1,0.6957446808510639,0,analysis=spatial_spd|dataset_id=41247|region=Asia|climatezone=Temperate_Dry_Winter,NA,NA,NA
spatial_spd,model,climate,signed,0.2364,0.427,0.5536299765807963,1,0.5536299765807963,0,analysis=spatial_spd|dataset_id=4133|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.191,0.427,0.44730679156908665,1,0.44730679156908665,0,analysis=spatial_spd|dataset_id=4133|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2301,0.241,0.9547717842323652,1,0.9547717842323652,0,analysis=spatial_spd|dataset_id=4136|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0109,0.241,0.045228215767634854,1,0.045228215767634854,0,analysis=spatial_spd|dataset_id=4136|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.1858,0.224,0.8294642857142857,1,0.8294642857142857,0,analysis=spatial_spd|dataset_id=4137|region=Asia|climatezone=Arid,NA,NA,NA
spatial_spd,model,human,signed,0.0382,0.224,0.17053571428571426,1,0.17053571428571426,0,analysis=spatial_spd|dataset_id=4137|region=Asia|climatezone=Arid,NA,NA,NA
spatial_spd,model,climate,signed,0.5824,0.571,1.0199649737302978,1,1.0199649737302978,0,analysis=spatial_spd|dataset_id=41399|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,-0.0113,0.571,-0.01978984238178634,1,-0.01978984238178634,0,analysis=spatial_spd|dataset_id=41399|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.3562,0.372,0.9575268817204302,1,0.9575268817204302,0,analysis=spatial_spd|dataset_id=41421|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.016,0.372,0.043010752688172046,1,0.043010752688172046,0,analysis=spatial_spd|dataset_id=41421|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.168,0.219,0.767123287671233,1,0.767123287671233,0,analysis=spatial_spd|dataset_id=41448|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0507,0.219,0.2315068493150685,1,0.2315068493150685,0,analysis=spatial_spd|dataset_id=41448|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.4433,0.425,1.0430588235294118,1,1.0430588235294118,0,analysis=spatial_spd|dataset_id=4145|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,human,signed,-0.0182,0.425,-0.04282352941176471,1,-0.04282352941176471,0,analysis=spatial_spd|dataset_id=4145|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.3143,0.482,0.6520746887966806,1,0.6520746887966806,0,analysis=spatial_spd|dataset_id=41467|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.1673,0.482,0.34709543568464735,1,0.34709543568464735,0,analysis=spatial_spd|dataset_id=41467|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.1813,0.216,0.8393518518518518,1,0.8393518518518518,0,analysis=spatial_spd|dataset_id=41469|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0343,0.216,0.1587962962962963,1,0.1587962962962963,0,analysis=spatial_spd|dataset_id=41469|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.1976,0.262,0.7541984732824427,1,0.7541984732824427,0,analysis=spatial_spd|dataset_id=4147|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.0643,0.262,0.24541984732824426,1,0.24541984732824426,0,analysis=spatial_spd|dataset_id=4147|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.4268,0.598,0.7137123745819398,1,0.7137123745819398,0,analysis=spatial_spd|dataset_id=41485|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.1714,0.598,0.2866220735785953,1,0.2866220735785953,0,analysis=spatial_spd|dataset_id=41485|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.5138,0.514,0.9996108949416342,1,0.9996108949416342,0,analysis=spatial_spd|dataset_id=4148|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,5e-4,0.514,9.727626459143969e-4,1,9.727626459143969e-4,0,analysis=spatial_spd|dataset_id=4148|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.3947,0.497,0.7941649899396378,1,0.7941649899396378,0,analysis=spatial_spd|dataset_id=41491|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.102,0.497,0.20523138832997986,1,0.20523138832997986,0,analysis=spatial_spd|dataset_id=41491|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.3581,0.375,0.9549333333333333,1,0.9549333333333333,0,analysis=spatial_spd|dataset_id=41499|region=North America|climatezone=Cold_Dry_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0171,0.375,0.0456,1,0.0456,0,analysis=spatial_spd|dataset_id=41499|region=North America|climatezone=Cold_Dry_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2138,0.26,0.8223076923076923,1,0.8223076923076923,0,analysis=spatial_spd|dataset_id=41502|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.0467,0.26,0.1796153846153846,1,0.1796153846153846,0,analysis=spatial_spd|dataset_id=41502|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.3755,0.44,0.8534090909090909,1,0.8534090909090909,0,analysis=spatial_spd|dataset_id=4150|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.065,0.44,0.14772727272727273,1,0.14772727272727273,0,analysis=spatial_spd|dataset_id=4150|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.0496,0.171,0.29005847953216374,1,0.29005847953216374,0,analysis=spatial_spd|dataset_id=41527|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,0.121,0.171,0.7076023391812865,1,0.7076023391812865,0,analysis=spatial_spd|dataset_id=41527|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.1328,0.218,0.6091743119266055,1,0.6091743119266055,0,analysis=spatial_spd|dataset_id=41543|region=Europe|climatezone=Temperate_Dry_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0851,0.218,0.3903669724770642,1,0.3903669724770642,0,analysis=spatial_spd|dataset_id=41543|region=Europe|climatezone=Temperate_Dry_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.1007,0.157,0.6414012738853503,1,0.6414012738853503,0,analysis=spatial_spd|dataset_id=4154|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0564,0.157,0.3592356687898089,1,0.3592356687898089,0,analysis=spatial_spd|dataset_id=4154|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.1434,0.288,0.49791666666666673,1,0.49791666666666673,0,analysis=spatial_spd|dataset_id=41585|region=North America|climatezone=Polar,NA,NA,NA
spatial_spd,model,human,signed,0.1449,0.288,0.503125,1,0.503125,0,analysis=spatial_spd|dataset_id=41585|region=North America|climatezone=Polar,NA,NA,NA
spatial_spd,model,climate,signed,0.2343,0.262,0.8942748091603053,1,0.8942748091603053,0,analysis=spatial_spd|dataset_id=41589|region=Europe|climatezone=Polar,NA,NA,NA
spatial_spd,model,human,signed,0.0276,0.262,0.10534351145038168,1,0.10534351145038168,0,analysis=spatial_spd|dataset_id=41589|region=Europe|climatezone=Polar,NA,NA,NA
spatial_spd,model,climate,signed,0.3652,0.525,0.6956190476190476,1,0.6956190476190476,0,analysis=spatial_spd|dataset_id=41606|region=North America|climatezone=Polar,NA,NA,NA
spatial_spd,model,human,signed,0.16,0.525,0.30476190476190473,1,0.30476190476190473,0,analysis=spatial_spd|dataset_id=41606|region=North America|climatezone=Polar,NA,NA,NA
spatial_spd,model,climate,signed,0.0766,0.066,1.1606060606060606,1,1.1606060606060606,0,analysis=spatial_spd|dataset_id=41612|region=North America|climatezone=Polar,NA,NA,NA
spatial_spd,model,human,signed,-0.011,0.066,-0.16666666666666666,1,-0.16666666666666666,0,analysis=spatial_spd|dataset_id=41612|region=North America|climatezone=Polar,NA,NA,NA
spatial_spd,model,climate,signed,0.3291,0.466,0.7062231759656652,1,0.7062231759656652,0,analysis=spatial_spd|dataset_id=41614|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.1372,0.466,0.2944206008583691,1,0.2944206008583691,0,analysis=spatial_spd|dataset_id=41614|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.507,0.606,0.8366336633663367,1,0.8366336633663367,0,analysis=spatial_spd|dataset_id=41631|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0986,0.606,0.1627062706270627,1,0.1627062706270627,0,analysis=spatial_spd|dataset_id=41631|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.2327,0.217,1.0723502304147465,1,1.0723502304147465,0,analysis=spatial_spd|dataset_id=41634|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,human,signed,-0.0161,0.217,-0.07419354838709677,1,-0.07419354838709677,0,analysis=spatial_spd|dataset_id=41634|region=Europe|climatezone=Temperate_Without_dry_season,NA,NA,NA
spatial_spd,model,climate,signed,0.1178,0.188,0.6265957446808511,1,0.6265957446808511,0,analysis=spatial_spd|dataset_id=4168|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,human,signed,0.0707,0.188,0.376063829787234,1,0.376063829787234,0,analysis=spatial_spd|dataset_id=4168|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.5193,0.494,1.0512145748987853,1,1.0512145748987853,0,analysis=spatial_spd|dataset_id=4170|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,human,signed,-0.0257,0.494,-0.05202429149797571,1,-0.05202429149797571,0,analysis=spatial_spd|dataset_id=4170|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.43120000000000003,0.414,1.041545893719807,1,1.041545893719807,0,analysis=spatial_spd|dataset_id=41748|region=Europe|climatezone=Polar,NA,NA,NA
spatial_spd,model,human,signed,-0.0177,0.414,-0.0427536231884058,1,-0.0427536231884058,0,analysis=spatial_spd|dataset_id=41748|region=Europe|climatezone=Polar,NA,NA,NA
spatial_spd,model,climate,signed,0.3385,0.339,0.9985250737463127,1,0.9985250737463127,0,analysis=spatial_spd|dataset_id=41756|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,human,signed,4e-4,0.339,0.0011799410029498525,1,0.0011799410029498525,0,analysis=spatial_spd|dataset_id=41756|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,NA,NA,NA
spatial_spd,model,climate,signed,0.3381,0.445,0.7597752808988765,1,0.7597752808988765,0,analysis=spatial_spd|dataset_id=41762|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,NA,NA,NA
