dataset_id,n_input_rows,n_unique_ages,n_collapsed_rows,had_repeated_ages
2373,14,14,0,FALSE
518,14,14,0,FALSE
1445,14,14,0,FALSE
1835,17,14,3,TRUE
15325,14,14,0,FALSE
1823,14,14,0,FALSE
966,14,14,0,FALSE
4378,14,14,0,FALSE
40567,14,14,0,FALSE
532,14,14,0,FALSE
44941,13,13,0,FALSE
48738,14,14,0,FALSE
4168,11,11,0,FALSE
15713,14,14,0,FALSE
22650,14,14,0,FALSE
26439,10,10,0,FALSE
4497,14,14,0,FALSE
2634,14,14,0,FALSE
21537,14,14,0,FALSE
2332,14,14,0,FALSE
1776,14,14,0,FALSE
4092,17,14,3,TRUE
18110,13,13,0,FALSE
3839,13,13,0,FALSE
2048,13,13,0,FALSE
302,14,14,0,FALSE
15103,14,14,0,FALSE
1391,13,13,0,FALSE
208,14,14,0,FALSE
24053,14,14,0,FALSE
1862,12,12,0,FALSE
15244,13,13,0,FALSE
2297,14,14,0,FALSE
1883,13,13,0,FALSE
3149,13,13,0,FALSE
701,14,14,0,FALSE
3840,14,14,0,FALSE
20223,14,14,0,FALSE
42649,13,13,0,FALSE
2324,14,14,0,FALSE
1698,13,13,0,FALSE
15081,20,14,6,TRUE
16217,14,14,0,FALSE
41016,14,14,0,FALSE
21772,14,14,0,FALSE
45731,9,9,0,FALSE
41448,14,14,0,FALSE
1571,14,14,0,FALSE
24861,14,14,0,FALSE
21895,14,14,0,FALSE
22656,14,14,0,FALSE
2661,14,14,0,FALSE
47604,14,14,0,FALSE
1617,13,13,0,FALSE
48960,14,14,0,FALSE
22944,12,12,0,FALSE
346,12,12,0,FALSE
15762,17,14,3,TRUE
2629,14,14,0,FALSE
17419,14,14,0,FALSE
3043,14,14,0,FALSE
3884,10,10,0,FALSE
45391,14,14,0,FALSE
40951,14,14,0,FALSE
22966,14,14,0,FALSE
3035,14,14,0,FALSE
47110,13,13,0,FALSE
1154,14,14,0,FALSE
47555,14,14,0,FALSE
527,14,14,0,FALSE
46280,14,14,0,FALSE
21913,14,14,0,FALSE
971,14,14,0,FALSE
4184,9,9,0,FALSE
844,14,14,0,FALSE
1440,14,14,0,FALSE
45319,20,14,6,TRUE
45320,16,13,3,TRUE
48816,14,14,0,FALSE
42683,17,14,3,TRUE
21818,14,14,0,FALSE
15276,14,14,0,FALSE
2626,14,14,0,FALSE
2591,14,14,0,FALSE
4239,14,14,0,FALSE
2367,13,13,0,FALSE
45343,14,14,0,FALSE
26319,14,14,0,FALSE
684,14,14,0,FALSE
19909,14,14,0,FALSE
45329,14,14,0,FALSE
26505,14,14,0,FALSE
1523,14,14,0,FALSE
1590,14,14,0,FALSE
24110,14,14,0,FALSE
43513,14,14,0,FALSE
813,17,14,3,TRUE
16016,13,13,0,FALSE
298,14,14,0,FALSE
782,14,14,0,FALSE
15831,14,14,0,FALSE
48624,17,14,3,TRUE
1770,14,14,0,FALSE
4517,14,14,0,FALSE
4398,14,14,0,FALSE
22849,13,13,0,FALSE
24356,14,14,0,FALSE
1701,14,14,0,FALSE
1707,12,12,0,FALSE
23006,14,14,0,FALSE
4154,13,13,0,FALSE
1761,14,14,0,FALSE
4355,18,12,6,TRUE
40582,13,13,0,FALSE
15130,13,13,0,FALSE
4041,20,14,6,TRUE
22812,13,13,0,FALSE
363,17,14,3,TRUE
1646,12,12,0,FALSE
1679,14,14,0,FALSE
1829,14,14,0,FALSE
3558,13,13,0,FALSE
14948,14,14,0,FALSE
41399,14,14,0,FALSE
26435,14,14,0,FALSE
1670,14,14,0,FALSE
1697,17,14,3,TRUE
1393,14,14,0,FALSE
42570,16,13,3,TRUE
46611,14,14,0,FALSE
1763,14,14,0,FALSE
19901,14,14,0,FALSE
1980,13,13,0,FALSE
20001,14,14,0,FALSE
48837,12,12,0,FALSE
973,13,13,0,FALSE
1658,17,14,3,TRUE
22367,14,14,0,FALSE
4545,14,14,0,FALSE
15247,14,14,0,FALSE
15356,14,14,0,FALSE
357,17,14,3,TRUE
14556,14,14,0,FALSE
48777,14,14,0,FALSE
3054,13,13,0,FALSE
776,14,14,0,FALSE
1880,14,14,0,FALSE
4311,14,14,0,FALSE
48976,14,14,0,FALSE
3482,20,14,6,TRUE
15185,14,14,0,FALSE
21580,14,14,0,FALSE
42681,13,13,0,FALSE
24319,14,14,0,FALSE
15734,14,14,0,FALSE
691,13,13,0,FALSE
860,14,14,0,FALSE
22745,13,13,0,FALSE
24321,14,14,0,FALSE
1604,13,13,0,FALSE
45349,14,14,0,FALSE
294,14,14,0,FALSE
21917,13,13,0,FALSE
24042,13,13,0,FALSE
48984,14,14,0,FALSE
672,13,13,0,FALSE
15732,12,12,0,FALSE
45713,14,14,0,FALSE
22820,13,13,0,FALSE
1390,13,13,0,FALSE
2671,14,14,0,FALSE
16075,14,14,0,FALSE
4367,14,14,0,FALSE
19820,13,13,0,FALSE
22894,14,14,0,FALSE
2645,13,13,0,FALSE
22890,14,14,0,FALSE
253,14,14,0,FALSE
2647,13,13,0,FALSE
13097,14,14,0,FALSE
15789,14,14,0,FALSE
221,14,14,0,FALSE
15132,14,14,0,FALSE
15331,14,14,0,FALSE
1814,14,14,0,FALSE
22936,13,13,0,FALSE
3041,14,14,0,FALSE
24057,14,14,0,FALSE
1630,14,14,0,FALSE
2622,13,13,0,FALSE
40875,14,14,0,FALSE
2888,14,14,0,FALSE
17400,14,14,0,FALSE
24190,14,14,0,FALSE
20034,14,14,0,FALSE
1030,14,14,0,FALSE
1961,14,14,0,FALSE
41025,13,13,0,FALSE
2644,14,14,0,FALSE
1897,14,14,0,FALSE
2378,14,14,0,FALSE
1650,14,14,0,FALSE
15309,14,14,0,FALSE
355,14,14,0,FALSE
2351,14,14,0,FALSE
46457,14,14,0,FALSE
1656,13,13,0,FALSE
3031,14,14,0,FALSE
41222,14,14,0,FALSE
23008,13,13,0,FALSE
20306,17,14,3,TRUE
543,14,14,0,FALSE
4147,14,14,0,FALSE
17406,14,14,0,FALSE
48935,13,13,0,FALSE
40861,14,14,0,FALSE
39474,13,13,0,FALSE
48361,13,13,0,FALSE
25,14,14,0,FALSE
1107,14,14,0,FALSE
14289,13,13,0,FALSE
25767,14,14,0,FALSE
22678,14,14,0,FALSE
48656,13,13,0,FALSE
15350,10,10,0,FALSE
16231,14,14,0,FALSE
2590,13,13,0,FALSE
17381,14,14,0,FALSE
2599,14,14,0,FALSE
4397,14,14,0,FALSE
14921,14,14,0,FALSE
15292,14,14,0,FALSE
15306,14,14,0,FALSE
2054,2,2,0,FALSE
3500,14,14,0,FALSE
4330,14,14,0,FALSE
2476,14,14,0,FALSE
21700,14,14,0,FALSE
2382,14,14,0,FALSE
24593,13,13,0,FALSE
2343,14,14,0,FALSE
4501,14,14,0,FALSE
41756,13,13,0,FALSE
22689,17,14,3,TRUE
20883,12,12,0,FALSE
15136,13,13,0,FALSE
20616,14,14,0,FALSE
3926,14,14,0,FALSE
45379,13,13,0,FALSE
21770,14,14,0,FALSE
25773,14,14,0,FALSE
4256,14,14,0,FALSE
1782,14,14,0,FALSE
2620,14,14,0,FALSE
4024,14,14,0,FALSE
489,14,14,0,FALSE
24256,14,14,0,FALSE
1716,14,14,0,FALSE
26431,14,14,0,FALSE
17296,13,13,0,FALSE
19266,13,13,0,FALSE
15872,13,13,0,FALSE
537,14,14,0,FALSE
47011,14,14,0,FALSE
14951,14,14,0,FALSE
17873,13,13,0,FALSE
15420,14,14,0,FALSE
3138,14,14,0,FALSE
1691,14,14,0,FALSE
22660,14,14,0,FALSE
4148,14,14,0,FALSE
206,14,14,0,FALSE
1105,14,14,0,FALSE
1524,14,14,0,FALSE
2652,14,14,0,FALSE
47590,13,13,0,FALSE
48072,13,13,0,FALSE
20872,14,14,0,FALSE
209,14,14,0,FALSE
2065,13,13,0,FALSE
25318,14,14,0,FALSE
4485,13,13,0,FALSE
969,11,11,0,FALSE
1674,13,13,0,FALSE
20372,14,14,0,FALSE
41543,14,14,0,FALSE
41469,14,14,0,FALSE
1773,14,14,0,FALSE
254,14,14,0,FALSE
1693,14,14,0,FALSE
45188,13,13,0,FALSE
1981,14,14,0,FALSE
4279,12,12,0,FALSE
22759,14,14,0,FALSE
2882,14,14,0,FALSE
1577,14,14,0,FALSE
20515,14,14,0,FALSE
2265,14,14,0,FALSE
2925,13,13,0,FALSE
17334,14,14,0,FALSE
47005,14,14,0,FALSE
40799,13,13,0,FALSE
41585,13,13,0,FALSE
15302,14,14,0,FALSE
40854,14,14,0,FALSE
2615,13,13,0,FALSE
14884,14,14,0,FALSE
856,14,14,0,FALSE
12,14,14,0,FALSE
1820,20,14,6,TRUE
15929,14,14,0,FALSE
41842,14,14,0,FALSE
45387,12,12,0,FALSE
15142,14,14,0,FALSE
852,14,14,0,FALSE
4269,14,14,0,FALSE
25370,14,14,0,FALSE
2068,14,14,0,FALSE
25221,14,14,0,FALSE
41018,13,13,0,FALSE
21774,12,12,0,FALSE
4012,14,14,0,FALSE
41241,14,14,0,FALSE
41499,14,14,0,FALSE
47564,12,12,0,FALSE
778,14,14,0,FALSE
4320,14,14,0,FALSE
1843,11,11,0,FALSE
547,14,14,0,FALSE
42566,14,14,0,FALSE
21938,9,9,0,FALSE
2342,14,14,0,FALSE
3871,13,13,0,FALSE
41228,13,13,0,FALSE
46659,14,14,0,FALSE
24441,14,14,0,FALSE
40795,14,14,0,FALSE
21915,13,13,0,FALSE
14523,13,13,0,FALSE
25344,13,13,0,FALSE
41502,13,13,0,FALSE
772,14,14,0,FALSE
46645,13,13,0,FALSE
3452,13,13,0,FALSE
3910,16,13,3,TRUE
48735,14,14,0,FALSE
48614,14,14,0,FALSE
22352,13,13,0,FALSE
15876,12,12,0,FALSE
45710,12,12,0,FALSE
17945,14,14,0,FALSE
3875,16,4,12,TRUE
15719,14,14,0,FALSE
2955,14,14,0,FALSE
22910,12,12,0,FALSE
16061,14,14,0,FALSE
549,18,12,6,TRUE
45719,13,13,0,FALSE
2610,14,14,0,FALSE
20838,12,12,0,FALSE
24390,14,14,0,FALSE
21319,14,14,0,FALSE
15740,14,14,0,FALSE
16275,14,14,0,FALSE
2303,17,14,3,TRUE
1574,14,14,0,FALSE
2962,13,13,0,FALSE
1780,14,14,0,FALSE
22797,14,14,0,FALSE
2318,14,14,0,FALSE
20,13,13,0,FALSE
26518,14,14,0,FALSE
2919,13,13,0,FALSE
20758,14,14,0,FALSE
24097,14,14,0,FALSE
501,14,14,0,FALSE
1848,14,14,0,FALSE
45385,13,13,0,FALSE
2908,13,13,0,FALSE
22683,14,14,0,FALSE
17711,13,13,0,FALSE
2023,14,14,0,FALSE
336,14,14,0,FALSE
14525,14,14,0,FALSE
1667,14,14,0,FALSE
41491,14,14,0,FALSE
48621,13,13,0,FALSE
48889,17,14,3,TRUE
45400,14,14,0,FALSE
805,14,14,0,FALSE
22992,13,13,0,FALSE
15768,13,13,0,FALSE
41911,14,14,0,FALSE
22316,13,13,0,FALSE
219,14,14,0,FALSE
