analysis,aggregation_level,predictor,profile,individual_sum,total_sum,pooled_allocation,n_models,signed_allocation,delta_from_signed,region,climatezone,age
h2_spd,region_climatezone,human,signed,0.1547,0.402,0.38482587064676615,1,0.38482587064676615,0,Latin America,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,climate,signed,0.4114,0.584,0.7044520547945206,1,0.7044520547945206,0,Latin America,Temperate_Dry_Winter,NA
h2_spd,region_climatezone,human,signed,0.1726,0.584,0.2955479452054795,1,0.2955479452054795,0,Latin America,Temperate_Dry_Winter,NA
h2_spd,region_climatezone,climate,signed,0.2174,0.658,0.3303951367781155,1,0.3303951367781155,0,Latin America,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,signed,0.4406,0.658,0.6696048632218845,1,0.6696048632218845,0,Latin America,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,signed,0.6561,0.833,0.7876350540216087,1,0.7876350540216087,0,Latin America,Tropical,NA
h2_spd,region_climatezone,human,signed,0.1772,0.833,0.21272509003601442,1,0.21272509003601442,0,Latin America,Tropical,NA
h2_spd,region_climatezone,climate,signed,0.7208,0.75,0.9610666666666666,1,0.9610666666666666,0,North America,Arid,NA
h2_spd,region_climatezone,human,signed,0.0291,0.75,0.0388,1,0.0388,0,North America,Arid,NA
h2_spd,region_climatezone,climate,signed,0.6726,0.768,0.87578125,1,0.87578125,0,North America,Cold_Dry_Summer,NA
h2_spd,region_climatezone,human,signed,0.0952,0.768,0.12395833333333334,1,0.12395833333333334,0,North America,Cold_Dry_Summer,NA
h2_spd,region_climatezone,climate,signed,0.8751,1.32,0.6629545454545455,1,0.6629545454545455,0,North America,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,human,signed,0.4449,1.32,0.33704545454545454,1,0.33704545454545454,0,North America,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,climate,signed,0.764,0.943,0.8101802757158006,1,0.8101802757158006,0,North America,Cold_Without_dry_season_Hot_Summer,NA
h2_spd,region_climatezone,human,signed,0.1789,0.943,0.1897136797454931,1,0.1897136797454931,0,North America,Cold_Without_dry_season_Hot_Summer,NA
h2_spd,region_climatezone,climate,signed,0.9947,1.133,0.8779346866725508,1,0.8779346866725508,0,North America,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,human,signed,0.1384,1.133,0.12215357458075904,1,0.12215357458075904,0,North America,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,climate,signed,0.6302,0.703,0.896443812233286,1,0.896443812233286,0,North America,Polar,NA
h2_spd,region_climatezone,human,signed,0.0727,0.703,0.10341394025604553,1,0.10341394025604553,0,North America,Polar,NA
h2_spd,region_climatezone,climate,signed,0.5903,0.732,0.8064207650273225,1,0.8064207650273225,0,North America,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,human,signed,0.1418,0.732,0.19371584699453553,1,0.19371584699453553,0,North America,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,climate,signed,0.5098,0.85,0.599764705882353,1,0.599764705882353,0,North America,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,signed,0.3399,0.85,0.39988235294117647,1,0.39988235294117647,0,North America,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,signed,0.8384,1.06,0.7909433962264151,1,0.7909433962264151,0,Oceania,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,signed,0.222,1.06,0.20943396226415092,1,0.20943396226415092,0,Oceania,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,signed,0.8612,1.021,0.8434867776689521,1,0.8434867776689521,0,Oceania,Tropical,NA
h2_spd,region_climatezone,human,signed,0.1595,1.021,0.15621939275220373,1,0.15621939275220373,0,Oceania,Tropical,NA
h2_spd,region_climatezone,climate,zero_truncated,0.5843,0.6986,0.8363870598339537,1,0.8359084406294708,4.7861920448288853e-4,Asia,Arid,NA
h2_spd,region_climatezone,human,zero_truncated,0.1143,0.6986,0.16361294016604638,1,0.16351931330472103,9.362686132535769e-5,Asia,Arid,NA
h2_spd,region_climatezone,climate,zero_truncated,0.8835,1.0857999999999999,0.8136857616503961,1,0.8135359116022098,1.498500481862397e-4,Asia,Cold_Dry_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.2023,1.0857999999999999,0.186314238349604,1,0.18627992633517496,3.431201442904985e-5,Asia,Cold_Dry_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.8045,1.0611,0.7581754782772595,1,0.7582469368520264,-7.145857476686945e-5,Asia,Cold_Dry_Winter,NA
h2_spd,region_climatezone,human,zero_truncated,0.2566,1.0611,0.24182452172274058,1,0.24184731385485392,-2.2792132113341745e-5,Asia,Cold_Dry_Winter,NA
h2_spd,region_climatezone,climate,zero_truncated,0.5738,0.8378,0.6848889949868704,1,0.6847255369928401,1.634579940302805e-4,Asia,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.264,0.8378,0.31511100501312966,1,0.3150357995226731,7.520549045658687e-5,Asia,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.4086,0.4188,0.9756446991404012,1,0.9751789976133652,4.6570152703595546e-4,Asia,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.0102,0.4188,0.024355300859598854,1,0.024343675417661102,1.1625441937751502e-5,Asia,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.6599,0.9466000000000001,0.6971265582083245,1,0.6968321013727562,2.9445683556827973e-4,Asia,Polar,NA
h2_spd,region_climatezone,human,zero_truncated,0.2867,0.9466000000000001,0.30287344179167547,1,0.30274551214361145,1.2792964806401796e-4,Asia,Polar,NA
h2_spd,region_climatezone,climate,zero_truncated,0.6126,0.9174,0.6677567037279268,1,0.6680479825517993,-2.9127882387247617e-4,Asia,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.3048,0.9174,0.3322432962720733,1,0.33238822246455835,-1.449261924850731e-4,Asia,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.603,0.8755999999999999,0.6886706258565556,1,0.6883561643835616,3.1446147299396543e-4,Asia,Temperate_Dry_Winter,NA
h2_spd,region_climatezone,human,zero_truncated,0.2726,0.8755999999999999,0.3113293741434445,1,0.31118721461187215,1.4215953157237227e-4,Asia,Temperate_Dry_Winter,NA
h2_spd,region_climatezone,climate,zero_truncated,0.7753,0.8371,0.9261736948990563,1,0.926284348864994,-1.1065396593767929e-4,Asia,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,zero_truncated,0.0618,0.8371,0.07382630510094373,1,0.07383512544802867,-8.820347084936841e-6,Asia,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,zero_truncated,0.2408,0.3255,0.7397849462365591,1,0.7386503067484662,0.0011346394880928923,Europe,Arid,NA
h2_spd,region_climatezone,human,zero_truncated,0.0847,0.3255,0.26021505376344084,1,0.2598159509202454,3.991028431954424e-4,Europe,Arid,NA
h2_spd,region_climatezone,climate,zero_truncated,0.9466,1.0756999999999999,0.8799851259644883,1,0.8797397769516728,2.453490128154767e-4,Europe,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.1291,1.0756999999999999,0.12001487403551177,1,0.11998141263940519,3.346139610657661e-5,Europe,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.9871,1.0389,0.9501395706997786,1,0.9500481231953802,9.144750439837868e-5,Europe,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.0518,1.0389,0.04986042930022139,1,0.04985563041385948,4.798886361907784e-6,Europe,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.6551,0.7449,0.8794469056249161,1,0.8793288590604027,1.1804656451341877e-4,Europe,Polar,NA
h2_spd,region_climatezone,human,zero_truncated,0.0898,0.7449,0.12055309437508391,1,0.12053691275167785,1.6181623406053003e-5,Europe,Polar,NA
h2_spd,region_climatezone,climate,zero_truncated,0.5066,0.7131000000000001,0.7104192960314122,1,0.7105189340813465,-9.963804993429193e-5,Europe,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.2065,0.7131000000000001,0.2895807039685878,1,0.28962131837307153,-4.061440448371867e-5,Europe,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.9482,1.0141,0.935016270584755,1,0.9351084812623275,-9.221067757247958e-5,Europe,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,zero_truncated,0.0659,1.0141,0.06498372941524505,1,0.06499013806706114,-6.40865181608663e-6,Europe,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,zero_truncated,0.7841,0.9533,0.8225112766180636,1,0.8227701993704093,-2.5892275234573603e-4,Latin America,Arid,NA
h2_spd,region_climatezone,human,zero_truncated,0.1692,0.9533,0.17748872338193641,1,0.17754459601259182,-5.587263065540138e-5,Latin America,Arid,NA
h2_spd,region_climatezone,climate,zero_truncated,0.6635,0.8633,0.7685624927603383,1,0.7688296639629201,-2.6717120258179516e-4,Latin America,Polar,NA
h2_spd,region_climatezone,human,zero_truncated,0.1998,0.8633,0.23143750723966178,1,0.23151796060254926,-8.045336288747817e-5,Latin America,Polar,NA
h2_spd,region_climatezone,climate,zero_truncated,0.2475,0.4022,0.6153654898060666,1,0.6156716417910447,-3.0615198497807583e-4,Latin America,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.1547,0.4022,0.38463451019393335,1,0.38482587064676615,-1.9136045283280056e-4,Latin America,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.4114,0.584,0.7044520547945206,1,0.7044520547945206,0,Latin America,Temperate_Dry_Winter,NA
h2_spd,region_climatezone,human,zero_truncated,0.1726,0.584,0.2955479452054795,1,0.2955479452054795,0,Latin America,Temperate_Dry_Winter,NA
h2_spd,region_climatezone,climate,zero_truncated,0.2174,0.658,0.3303951367781155,1,0.3303951367781155,0,Latin America,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,zero_truncated,0.4406,0.658,0.6696048632218845,1,0.6696048632218845,0,Latin America,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,zero_truncated,0.6561,0.8333,0.7873514940597623,1,0.7876350540216087,-2.835599618463691e-4,Latin America,Tropical,NA
h2_spd,region_climatezone,human,zero_truncated,0.1772,0.8333,0.2126485059402376,1,0.21272509003601442,-7.658409577682157e-5,Latin America,Tropical,NA
h2_spd,region_climatezone,climate,zero_truncated,0.7208,0.7499,0.9611948259767968,1,0.9610666666666666,1.2815931013021586e-4,North America,Arid,NA
h2_spd,region_climatezone,human,zero_truncated,0.0291,0.7499,0.0388051740232031,1,0.0388,5.1740232030958455e-6,North America,Arid,NA
h2_spd,region_climatezone,climate,zero_truncated,0.6726,0.7678,0.8760093774420421,1,0.87578125,2.2812744204214752e-4,North America,Cold_Dry_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.0952,0.7678,0.1239906225579578,1,0.12395833333333334,3.228922462446271e-5,North America,Cold_Dry_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.8751,1.32,0.6629545454545455,1,0.6629545454545455,0,North America,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.4449,1.32,0.33704545454545454,1,0.33704545454545454,0,North America,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.764,0.9429000000000001,0.8102662000212111,1,0.8101802757158006,8.592430541043417e-5,North America,Cold_Without_dry_season_Hot_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.1789,0.9429000000000001,0.18973379997878884,1,0.1897136797454931,2.012023329572843e-5,North America,Cold_Without_dry_season_Hot_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.9947,1.1331,0.8778572058953314,1,0.8779346866725508,-7.748077721936308e-5,North America,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.1384,1.1331,0.1221427941046686,1,0.12215357458075904,-1.0780476090432867e-5,North America,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.6302,0.7029,0.8965713472755726,1,0.896443812233286,1.275350422866861e-4,North America,Polar,NA
h2_spd,region_climatezone,human,zero_truncated,0.0727,0.7029,0.10342865272442738,1,0.10341394025604553,1.4712468381847255e-5,North America,Polar,NA
h2_spd,region_climatezone,climate,zero_truncated,0.5903,0.7321000000000001,0.8063106133041934,1,0.8064207650273225,-1.1015172312911492e-4,North America,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,human,zero_truncated,0.1418,0.7321000000000001,0.19368938669580657,1,0.19371584699453553,-2.646029872896416e-5,North America,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,climate,zero_truncated,0.5098,0.8497,0.599976462280805,1,0.599764705882353,2.1175639845205652e-4,North America,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,zero_truncated,0.3399,0.8497,0.40002353771919497,1,0.39988235294117647,1.4118477801849938e-4,North America,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,zero_truncated,0.8384,1.0604,0.7906450396076953,1,0.7909433962264151,-2.9835661871979724e-4,Oceania,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,zero_truncated,0.222,1.0604,0.20935496039230478,1,0.20943396226415092,-7.900187184614604e-5,Oceania,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,zero_truncated,0.8612,1.0207,0.8437346918781229,1,0.8434867776689521,2.4791420917080753e-4,Oceania,Tropical,NA
h2_spd,region_climatezone,human,zero_truncated,0.1595,1.0207,0.15626530812187717,1,0.15621939275220373,4.591536967343823e-5,Oceania,Tropical,NA
h2_spd,region_climatezone,climate,exclude_negative,0.5843,0.699,0.8359084406294708,1,0.8359084406294708,0,Asia,Arid,NA
h2_spd,region_climatezone,human,exclude_negative,0.1143,0.699,0.16351931330472103,1,0.16351931330472103,0,Asia,Arid,NA
h2_spd,region_climatezone,climate,exclude_negative,0.8835,1.086,0.8135359116022098,1,0.8135359116022098,0,Asia,Cold_Dry_Summer,NA
h2_spd,region_climatezone,human,exclude_negative,0.2023,1.086,0.18627992633517496,1,0.18627992633517496,0,Asia,Cold_Dry_Summer,NA
h2_spd,region_climatezone,climate,exclude_negative,0.8045,1.061,0.7582469368520264,1,0.7582469368520264,0,Asia,Cold_Dry_Winter,NA
h2_spd,region_climatezone,human,exclude_negative,0.2566,1.061,0.24184731385485392,1,0.24184731385485392,0,Asia,Cold_Dry_Winter,NA
h2_spd,region_climatezone,climate,exclude_negative,0.5738,0.838,0.6847255369928401,1,0.6847255369928401,0,Asia,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,human,exclude_negative,0.264,0.838,0.3150357995226731,1,0.3150357995226731,0,Asia,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,climate,exclude_negative,0.4086,0.419,0.9751789976133652,1,0.9751789976133652,0,Asia,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,human,exclude_negative,0.0102,0.419,0.024343675417661102,1,0.024343675417661102,0,Asia,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,climate,exclude_negative,0.6599,0.947,0.6968321013727562,1,0.6968321013727562,0,Asia,Polar,NA
h2_spd,region_climatezone,human,exclude_negative,0.2867,0.947,0.30274551214361145,1,0.30274551214361145,0,Asia,Polar,NA
h2_spd,region_climatezone,climate,exclude_negative,0.6126,0.917,0.6680479825517993,1,0.6680479825517993,0,Asia,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,human,exclude_negative,0.3048,0.917,0.33238822246455835,1,0.33238822246455835,0,Asia,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,climate,exclude_negative,0.603,0.876,0.6883561643835616,1,0.6883561643835616,0,Asia,Temperate_Dry_Winter,NA
h2_spd,region_climatezone,human,exclude_negative,0.2726,0.876,0.31118721461187215,1,0.31118721461187215,0,Asia,Temperate_Dry_Winter,NA
h2_spd,region_climatezone,climate,exclude_negative,0.7753,0.837,0.926284348864994,1,0.926284348864994,0,Asia,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,exclude_negative,0.0618,0.837,0.07383512544802867,1,0.07383512544802867,0,Asia,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,exclude_negative,0.2408,0.326,0.7386503067484662,1,0.7386503067484662,0,Europe,Arid,NA
h2_spd,region_climatezone,human,exclude_negative,0.0847,0.326,0.2598159509202454,1,0.2598159509202454,0,Europe,Arid,NA
h2_spd,region_climatezone,climate,exclude_negative,0.9466,1.076,0.8797397769516728,1,0.8797397769516728,0,Europe,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,human,exclude_negative,0.1291,1.076,0.11998141263940519,1,0.11998141263940519,0,Europe,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,climate,exclude_negative,0.9871,1.039,0.9500481231953802,1,0.9500481231953802,0,Europe,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,human,exclude_negative,0.0518,1.039,0.04985563041385948,1,0.04985563041385948,0,Europe,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,climate,exclude_negative,0.6551,0.745,0.8793288590604027,1,0.8793288590604027,0,Europe,Polar,NA
h2_spd,region_climatezone,human,exclude_negative,0.0898,0.745,0.12053691275167785,1,0.12053691275167785,0,Europe,Polar,NA
h2_spd,region_climatezone,climate,exclude_negative,0.5066,0.713,0.7105189340813465,1,0.7105189340813465,0,Europe,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,human,exclude_negative,0.2065,0.713,0.28962131837307153,1,0.28962131837307153,0,Europe,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,climate,exclude_negative,0.9482,1.014,0.9351084812623275,1,0.9351084812623275,0,Europe,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,exclude_negative,0.0659,1.014,0.06499013806706114,1,0.06499013806706114,0,Europe,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,exclude_negative,0.7841,0.953,0.8227701993704093,1,0.8227701993704093,0,Latin America,Arid,NA
h2_spd,region_climatezone,human,exclude_negative,0.1692,0.953,0.17754459601259182,1,0.17754459601259182,0,Latin America,Arid,NA
