summary_level,metric,contrast,cohort,n_units,n_finite,minimum,lower_quartile,median,mean,upper_quartile,maximum,n_negative,n_zero,n_positive,region
continent,unique_adjusted_r2_pure_human,spd_events_minus_spd,as_coded,14,14,-0.0013651487104672233,7.867509537462236e-4,0.0033865853027076342,0.0029357601500428843,0.004811577387435095,0.006225876985576195,2,0,12,North America
continent,unique_adjusted_r2_pure_human,spd_events_minus_spd,observed_events_only,14,14,-0.0013351477013581192,1.0667736841321607e-4,0.00242868579692479,0.002034578564743642,0.003882583637086573,0.005813860946226712,3,0,11,North America
continent,zero_allocation_climate,events_minus_spd,as_coded,14,14,-0.04476026449585124,-0.010592256287966242,-0.0029718080106460043,-0.005105979733361015,0.004300785915191993,0.014442999392744182,9,0,5,North America
continent,zero_allocation_climate,events_minus_spd,observed_events_only,14,14,-0.01360445691174228,-0.0041395889314468776,0.0024645919094574975,0.001896022713441561,0.009146255692884464,0.014273195311644227,6,0,8,North America
continent,zero_allocation_climate,spd_events_minus_spd,as_coded,14,14,-0.047405899480125524,-0.018514406261465555,-0.015629429446460952,-0.01065134525003904,-0.005195897400615171,0.06501618996222341,13,0,1,North America
continent,zero_allocation_climate,spd_events_minus_spd,observed_events_only,14,14,-0.018499143219739334,-0.015969929786762434,-0.012011090018874265,-0.010361885949970496,-0.00553826712729015,0.00643582460925346,13,0,1,North America
continent,zero_allocation_human,events_minus_spd,as_coded,14,14,-0.055826297782724216,-0.03282972176846195,-0.006856229851014864,-0.014192257782576493,0.00176908755858248,0.02236339035865476,10,0,4,North America
continent,zero_allocation_human,events_minus_spd,observed_events_only,14,14,-0.05658591210357885,-0.03487498641409023,-0.014280033013186606,-0.016601051698991922,0.0020210852685596335,0.02296049056896686,10,0,4,North America
continent,zero_allocation_human,spd_events_minus_spd,as_coded,14,14,5.38970584070611e-4,0.01346206327879779,0.02326586994087812,0.022816455442078436,0.031188032818450263,0.04490953073438113,0,0,14,North America
continent,zero_allocation_human,spd_events_minus_spd,observed_events_only,14,14,6.39410826874999e-4,0.01141024125776036,0.02133822409626041,0.021403289248906904,0.0320667157447151,0.04492101831111942,0,0,14,North America
continent,controlled_balance,events_minus_spd,as_coded,5,5,-0.029899999999999982,-0.0264,-0.0208,-0.019219999999999994,-0.011499999999999996,-0.007499999999999993,5,0,0,Oceania
continent,controlled_balance,events_minus_spd,observed_events_only,5,5,-0.029899999999999982,-0.0264,-0.0208,-0.019219999999999994,-0.011499999999999996,-0.007499999999999993,5,0,0,Oceania
continent,controlled_balance,spd_events_minus_spd,as_coded,5,5,-0.010900000000000007,-0.008300000000000002,0.005300000000000006,0.0038399999999999992,0.011900000000000003,0.021199999999999997,2,0,3,Oceania
continent,controlled_balance,spd_events_minus_spd,observed_events_only,5,5,-0.010900000000000007,-0.008300000000000002,0.005300000000000006,0.0038399999999999992,0.011900000000000003,0.021199999999999997,2,0,3,Oceania
continent,controlled_climate,events_minus_spd,as_coded,5,5,-0.010300000000000004,-0.002600000000000005,0.0012000000000000066,0.0024999999999999983,0.011399999999999993,0.0128,2,0,3,Oceania
continent,controlled_climate,events_minus_spd,observed_events_only,5,5,-0.010300000000000004,-0.002600000000000005,0.0012000000000000066,0.0024999999999999983,0.011399999999999993,0.0128,2,0,3,Oceania
continent,controlled_climate,spd_events_minus_spd,as_coded,5,5,-0.0126,-0.0054,-0.0049999999999999906,-0.004839999999999997,-0.004399999999999987,0.0031999999999999945,4,0,1,Oceania
continent,controlled_climate,spd_events_minus_spd,observed_events_only,5,5,-0.0126,-0.0054,-0.0049999999999999906,-0.004839999999999997,-0.004399999999999987,0.0031999999999999945,4,0,1,Oceania
continent,controlled_human,events_minus_spd,as_coded,5,5,-0.0402,-0.0196,-0.0141,-0.01672,-0.0136,0.003899999999999999,4,0,1,Oceania
continent,controlled_human,events_minus_spd,observed_events_only,5,5,-0.0402,-0.0196,-0.0141,-0.01672,-0.0136,0.003899999999999999,4,0,1,Oceania
continent,controlled_human,spd_events_minus_spd,as_coded,5,5,-0.0153,-0.0133,0.006500000000000002,-9.999999999999996e-4,0.008499999999999999,0.0086,2,0,3,Oceania
continent,controlled_human,spd_events_minus_spd,observed_events_only,5,5,-0.0153,-0.0133,0.006500000000000002,-9.999999999999996e-4,0.008499999999999999,0.0086,2,0,3,Oceania
continent,unique_adjusted_r2_pure_climate,events_minus_spd,as_coded,5,5,-0.022302703462862783,-0.005256239528097728,0.0024167539276904737,0.004628612432884949,0.02274910719746226,0.02553614403023252,2,0,3,Oceania
continent,unique_adjusted_r2_pure_climate,events_minus_spd,observed_events_only,5,5,-0.022302703462862783,-0.005256239528097728,0.0024167539276904737,0.004628612432884949,0.02274910719746226,0.02553614403023252,2,0,3,Oceania
continent,unique_adjusted_r2_pure_climate,spd_events_minus_spd,as_coded,5,5,-0.025250840566969246,-0.010793324836221085,-0.00997849460810063,-0.009608218608553232,-0.008392062689555613,0.006373629658080415,4,0,1,Oceania
continent,unique_adjusted_r2_pure_climate,spd_events_minus_spd,observed_events_only,5,5,-0.025250840566969246,-0.010793324836221085,-0.00997849460810063,-0.009608218608553232,-0.008392062689555613,0.006373629658080415,4,0,1,Oceania
continent,unique_adjusted_r2_pure_human,events_minus_spd,as_coded,5,5,-0.04541075447180554,-0.01842302708166832,-0.016643229523399583,-0.013198970135521071,-7.492845897696387e-4,0.015231444989037723,4,0,1,Oceania
continent,unique_adjusted_r2_pure_human,events_minus_spd,observed_events_only,5,5,-0.04541075447180554,-0.01842302708166832,-0.016643229523399583,-0.013198970135521071,-7.492845897696387e-4,0.015231444989037723,4,0,1,Oceania
continent,unique_adjusted_r2_pure_human,spd_events_minus_spd,as_coded,5,5,-0.019621959756884633,-0.018291849219165823,-0.003949341421066288,-0.005803766060184267,0.001162730470440021,0.011681589625755384,3,0,2,Oceania
continent,unique_adjusted_r2_pure_human,spd_events_minus_spd,observed_events_only,5,5,-0.019621959756884633,-0.018291849219165823,-0.003949341421066288,-0.005803766060184267,0.001162730470440021,0.011681589625755384,3,0,2,Oceania
continent,zero_allocation_climate,events_minus_spd,as_coded,5,5,-0.02167832167832151,0.08626160170966135,0.08759124087591241,0.14473739772511496,0.14770811427227515,0.42380435344604733,1,0,4,Oceania
continent,zero_allocation_climate,events_minus_spd,observed_events_only,5,5,-0.02167832167832151,0.08626160170966135,0.08759124087591241,0.14473739772511496,0.14770811427227515,0.42380435344604733,1,0,4,Oceania
continent,zero_allocation_climate,spd_events_minus_spd,as_coded,5,5,-0.1745350082773396,-0.08442822384428217,-0.0674569407435508,-0.03168837411047718,0.08038706143687424,0.08759124087591241,3,0,2,Oceania
continent,zero_allocation_climate,spd_events_minus_spd,observed_events_only,5,5,-0.1745350082773396,-0.08442822384428217,-0.0674569407435508,-0.03168837411047718,0.08038706143687424,0.08759124087591241,3,0,2,Oceania
continent,zero_allocation_human,events_minus_spd,as_coded,5,5,-0.4238043534460472,-0.15080789946140036,-0.08759124087591241,-0.14535735476293996,-0.08626160170966145,0.021678321678321705,4,0,1,Oceania
continent,zero_allocation_human,events_minus_spd,observed_events_only,5,5,-0.4238043534460472,-0.15080789946140036,-0.08759124087591241,-0.14535735476293996,-0.08626160170966145,0.021678321678321705,4,0,1,Oceania
continent,zero_allocation_human,spd_events_minus_spd,as_coded,5,5,-0.08759124087591241,-0.08368925539360375,0.06745694074355085,0.031027935319131304,0.08442822384428225,0.1745350082773396,2,0,3,Oceania
continent,zero_allocation_human,spd_events_minus_spd,observed_events_only,5,5,-0.08759124087591241,-0.08368925539360375,0.06745694074355085,0.031027935319131304,0.08442822384428225,0.1745350082773396,2,0,3,Oceania
