summary_index,summary_level,cohort,metric,contrast,n_source_rows,maximum_absolute_difference,reconciled
948,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
949,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,1,0,TRUE
950,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,1,0,TRUE
951,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,1,0,TRUE
952,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,1,0,TRUE
953,climate_zone_within_continent,as_coded,climate,events_minus_spd,1,0,TRUE
954,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,1,0,TRUE
955,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,1,0,TRUE
956,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,1,0,TRUE
957,climate_zone_within_continent,as_coded,human,events_minus_spd,1,0,TRUE
958,climate_zone_within_continent,observed_events_only,human,events_minus_spd,1,0,TRUE
959,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,1,0,TRUE
960,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,1,0,TRUE
961,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,1,0,TRUE
962,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,1,0,TRUE
963,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,1,0,TRUE
964,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,1,0,TRUE
965,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,1,0,TRUE
966,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,1,0,TRUE
967,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,1,0,TRUE
968,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,1,0,TRUE
969,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
970,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
971,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
972,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
973,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
974,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
975,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
976,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
977,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,1,0,TRUE
978,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,1,0,TRUE
979,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,1,0,TRUE
980,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,1,0,TRUE
981,climate_zone_within_continent,as_coded,climate,events_minus_spd,13,0,TRUE
982,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,13,0,TRUE
983,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,13,0,TRUE
984,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,13,0,TRUE
985,climate_zone_within_continent,as_coded,human,events_minus_spd,13,0,TRUE
986,climate_zone_within_continent,observed_events_only,human,events_minus_spd,13,0,TRUE
987,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,13,0,TRUE
988,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,13,0,TRUE
989,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,13,0,TRUE
990,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,13,0,TRUE
991,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,13,0,TRUE
992,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,13,0,TRUE
993,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,13,0,TRUE
994,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,13,0,TRUE
995,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,13,0,TRUE
996,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,13,0,TRUE
997,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,13,0,TRUE
998,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,13,0,TRUE
999,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,13,0,TRUE
1000,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,13,0,TRUE
1001,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,13,0,TRUE
1002,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,13,0,TRUE
1003,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,13,0,TRUE
1004,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,13,0,TRUE
1005,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,13,0,TRUE
1006,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,13,0,TRUE
1007,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,13,0,TRUE
1008,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,13,0,TRUE
1009,climate_zone_within_continent,as_coded,climate,events_minus_spd,1,0,TRUE
1010,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,1,0,TRUE
1011,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,1,0,TRUE
1012,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,1,0,TRUE
1013,climate_zone_within_continent,as_coded,human,events_minus_spd,1,0,TRUE
1014,climate_zone_within_continent,observed_events_only,human,events_minus_spd,1,0,TRUE
1015,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,1,0,TRUE
1016,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,1,0,TRUE
1017,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,1,0,TRUE
1018,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,1,0,TRUE
1019,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,1,0,TRUE
1020,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,1,0,TRUE
1021,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,1,0,TRUE
1022,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,1,0,TRUE
1023,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,1,0,TRUE
1024,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,1,0,TRUE
1025,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
1026,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
1027,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
1028,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
1029,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
1030,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
1031,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
1032,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
1033,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,1,0,TRUE
1034,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,1,0,TRUE
1035,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,1,0,TRUE
1036,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,1,0,TRUE
