cohort,region,age,status__events,status__spd,status__spd_events,human_climate_only_balance__events,human_climate_only_balance__spd,human_climate_only_balance__spd_events,controlled_human__events,controlled_human__spd,controlled_human__spd_events,controlled_climate__events,controlled_climate__spd,controlled_climate__spd_events,controlled_balance__events,controlled_balance__spd,controlled_balance__spd_events,zero_allocation_human__events,zero_allocation_human__spd,zero_allocation_human__spd_events,zero_allocation_climate__events,zero_allocation_climate__spd,zero_allocation_climate__spd_events,zero_allocation_space__events,zero_allocation_space__spd,zero_allocation_space__spd_events,unique_adjusted_r2_pure_human__events,unique_adjusted_r2_pure_human__spd,unique_adjusted_r2_pure_human__spd_events,unique_adjusted_r2_pure_climate__events,unique_adjusted_r2_pure_climate__spd,unique_adjusted_r2_pure_climate__spd_events,unique_adjusted_r2_pure_space__events,unique_adjusted_r2_pure_space__spd,unique_adjusted_r2_pure_space__spd_events,controlled_ranking__events,controlled_ranking__spd,controlled_ranking__spd_events,human_climate_only_ranking__events,human_climate_only_ranking__spd,human_climate_only_ranking__spd_events,human_climate_only_balance__spd_events_minus_spd,human_climate_only_balance__events_minus_spd,controlled_human__spd_events_minus_spd,controlled_human__events_minus_spd,controlled_climate__spd_events_minus_spd,controlled_climate__events_minus_spd,controlled_balance__spd_events_minus_spd,controlled_balance__events_minus_spd,zero_allocation_human__spd_events_minus_spd,zero_allocation_human__events_minus_spd,zero_allocation_climate__spd_events_minus_spd,zero_allocation_climate__events_minus_spd,zero_allocation_space__spd_events_minus_spd,zero_allocation_space__events_minus_spd,unique_adjusted_r2_pure_human__spd_events_minus_spd,unique_adjusted_r2_pure_human__events_minus_spd,unique_adjusted_r2_pure_climate__spd_events_minus_spd,unique_adjusted_r2_pure_climate__events_minus_spd,unique_adjusted_r2_pure_space__spd_events_minus_spd,unique_adjusted_r2_pure_space__events_minus_spd,controlled_ranking__spd_events_vs_spd_reversal,controlled_ranking__events_vs_spd_reversal,human_climate_only_ranking__spd_events_vs_spd_reversal,human_climate_only_ranking__events_vs_spd_reversal,estimable__spd,estimable__spd_events,estimable__events,three_way_estimable,estimability_change__spd_events_vs_spd,estimability_change__events_vs_spd
as_coded,Latin America,4000,spatial_model_estimated,spatial_model_estimated,spatial_model_estimated,-0.1628,-0.1643,-0.1351,0.0191,0.0274,0.0544,0.1749,0.1938,0.1835,-0.1558,-0.1664,-0.1291,0.0910824988078207,0.1229802513464991,0.21742605915267788,0.8340486409155937,0.86983842010772,0.7334132693844925,0.0748688602765856,0.00718132854578097,0.04916067146282974,0.021491490399907276,0.0407383317595319,0.062005676982747504,0.17031743409430133,0.20923251444295843,0.18529728265466927,0.02084522636069841,0.004395335172175829,0.011483835077421234,climate,climate,climate,climate,climate,climate,0.029200000000000004,0.0015000000000000013,0.026999999999999996,-0.008300000000000002,-0.010300000000000004,-0.0189,0.0373,0.010599999999999998,0.09444580780617877,-0.03189775253867841,-0.13642515072322747,-0.035789779192126225,0.04197934291704877,0.06768753173080463,0.021267345223215606,-0.019246841359624622,-0.023935231788289157,-0.038915080348657094,0.0070884999052454045,0.01644989118852258,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,Latin America,4500,spatial_model_estimated,no_spatial_terms_selected,spatial_model_estimated,-0.1553,-0.16590000000000002,-0.14029999999999998,0.0101,0.0157,0.0275,0.1313,0.1816,0.135,-0.1212,-0.16590000000000002,-0.10750000000000001,0.044434667839859214,0.07957425240750125,0.11298274445357435,0.5776506819181698,0.9204257475924987,0.5546425636811833,0.37791465024197096,0,0.3323746918652424,0.0038097882941859895,0.02117226795077798,0.019876077304940454,0.09091129471818427,0.18704610896322627,0.0943889713150059,0.04905921771878685,0,0.03539691408565604,climate,climate,climate,climate,climate,climate,0.02560000000000004,0.010600000000000026,0.011800000000000001,-0.005599999999999999,-0.0466,-0.05030000000000001,0.05840000000000001,0.04470000000000002,0.0334084920460731,-0.03513958456764204,-0.3657831839113155,-0.3427750656743289,0.3323746918652424,0.37791465024197096,-0.001296190645837525,-0.01736247965659199,-0.09265713764822037,-0.096134814245042,0.03539691408565604,0.04905921771878685,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,Latin America,5000,spatial_model_estimated,spatial_model_estimated,spatial_model_estimated,-0.16690000000000002,-0.1544,-0.1514,-0.003,0.0191,0.0204,0.1305,0.1419,0.1392,-0.1335,-0.12279999999999999,-0.11879999999999999,0,0.08138048572645931,0.08699360341151387,0.6178977272727273,0.6046016190881978,0.5936034115138593,0.3821022727272727,0.314017895185343,0.31940298507462683,-0.005190372925890974,0.021278728904059463,0.021061075510865335,0.09491248041435163,0.11251704422916231,0.10741342544210741,0.04974470351514482,0.030699741108777046,0.033463779831676255,climate,climate,climate,climate,climate,climate,0.0030000000000000027,-0.012500000000000011,0.0013000000000000025,-0.022099999999999998,-0.002700000000000008,-0.011399999999999993,0.0040000000000000036,-0.010700000000000015,0.0056131176850545556,-0.08138048572645931,-0.010998207574338448,0.013296108184529531,0.005385089889283823,0.0680843775419297,-2.1765339319412824e-4,-0.026469101829950437,-0.005103618787054898,-0.01760456381481068,0.002764038722899209,0.01904496240636777,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,Latin America,5500,spatial_model_estimated,no_spatial_terms_selected,no_spatial_terms_selected,-0.1559,-0.1464,-0.1517,-0.0028,0.0094,0.0043,0.1152,0.1558,0.156,-0.118,-0.1464,-0.1517,0,0.05690072639225182,0.026824703680598878,0.615056059797117,0.9430992736077483,0.9731752963194011,0.3849439402028831,0,0,-0.004671374441485687,0.011958029104286783,0.007069902448745613,0.07537025619574744,0.15834138493002314,0.1587793531435404,0.03552051637676146,0,0,climate,climate,climate,climate,climate,climate,-0.005299999999999999,-0.009500000000000008,-0.0051,-0.0122,2.0000000000000573e-4,-0.0406,-0.005299999999999999,0.02840000000000001,-0.030076022711652942,-0.05690072639225182,0.030076022711652883,-0.3280432138106313,0,0.3849439402028831,-0.0048881266555411695,-0.01662940354577247,4.379682135172702e-4,-0.0829711287342757,0,0.03552051637676146,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,Latin America,6000,no_spatial_terms_selected,no_spatial_terms_selected,no_spatial_terms_selected,-0.1609,-0.1508,-0.1574,-0.0011,0.0095,0.0064,0.1598,0.1603,0.1638,-0.1609,-0.1508,-0.1574,0,0.05594817432273262,0.03760282021151587,1,0.9440518256772673,0.9623971797884842,0,0,0,0.003929384412721393,0.015132624006980566,0.015498322417945243,0.16482210003466768,0.1659062775160065,0.17282154128463023,0,0,0,climate,climate,climate,climate,climate,climate,-0.0066000000000000225,-0.010099999999999998,-0.0030999999999999995,-0.0106,0.003500000000000003,-5.000000000000004e-4,-0.0066000000000000225,-0.010099999999999998,-0.018345354111216752,-0.05594817432273262,0.01834535411121685,0.05594817432273269,0,0,3.656984109646766e-4,-0.011203239594259173,0.006915263768623725,-0.0010841774813388216,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,Latin America,6500,no_spatial_terms_selected,no_spatial_terms_selected,no_spatial_terms_selected,-0.1578,-0.1674,-0.1644,0.0032,-0.0044,-0.0029,0.161,0.163,0.1615,-0.1578,-0.1674,-0.1644,0.0194884287454324,0,0,0.9805115712545676,1,1,0,0,0,0.0010513046894126132,-0.004489876908555401,-0.0046097807461752405,0.15877945599313914,0.16292425551857104,0.15979770447180486,0,0,0,climate,climate,climate,climate,climate,climate,0.0030000000000000027,0.009599999999999997,0.0015000000000000005,0.007600000000000001,-0.0015000000000000013,-0.0020000000000000018,0.0030000000000000027,0.009599999999999997,0,0.0194884287454324,0,-0.01948842874543244,0,0,-1.1990383761983914e-4,0.005541181597968015,-0.0031265510467661795,-0.004144799525431897,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,Latin America,7000,no_spatial_terms_selected,no_spatial_terms_selected,no_spatial_terms_selected,-0.1163,-0.1156,-0.1166,0.0077,0.0064,0.0068,0.124,0.122,0.1234,-0.1163,-0.1156,-0.1166,0.05846621108580106,0.049844236760124616,0.0522273425499232,0.9415337889141988,0.9501557632398755,0.9477726574500769,0,0,0,0.005756720953555172,0.002452787395990641,0.004222589847627578,0.12196807620269434,0.11811025291463917,0.12088151056329999,0,0,0,climate,climate,climate,climate,climate,climate,-0.0010000000000000009,-7.000000000000062e-4,3.999999999999993e-4,0.0013,0.0013999999999999985,0.0020000000000000018,-0.0010000000000000009,-7.000000000000062e-4,0.002383105789798584,0.008621974325676442,-0.002383105789798612,-0.008621974325676685,0,0,0.001769802451636937,0.0033039335575645312,0.0027712576486608187,0.0038578232880551733,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,Latin America,7500,spatial_model_estimated,spatial_model_estimated,spatial_model_estimated,-0.13790000000000002,-0.14609999999999998,-0.141,0.006,-3e-4,0.0049,0.1394,0.1225,0.1225,-0.1334,-0.12279999999999999,-0.1176,0.03683241252302026,0,0.028048082427017746,0.8557397176181707,0.7227138643067847,0.7012020606754437,0.1074278698588091,0.27728613569321536,0.27074985689753867,0.009642938361568154,0.001938346660397161,0.007461769256081996,0.1385550212395973,0.10134028796790584,0.10158487724980647,0.01972247829947571,0.024298594235356408,0.025205891121499513,climate,climate,climate,climate,climate,climate,0.005099999999999993,0.008199999999999957,0.0052,0.0063,0,0.0169,0.005199999999999996,-0.010599999999999998,0.028048082427017746,0.03683241252302026,-0.021511803631341087,0.13302585331138594,-0.006536278795676698,-0.16985826583440627,0.005523422595684835,0.007704591701170993,2.4458928190063123e-4,0.03721473327169145,9.072968861431052e-4,-0.004576115935880698,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,Latin America,8000,no_spatial_terms_selected,no_spatial_terms_selected,no_spatial_terms_selected,-0.1209,-0.07039999999999999,-0.0693,-0.0057,0.0512,0.053,0.1152,0.1216,0.1223,-0.1209,-0.07039999999999999,-0.0693,0,0.2962962962962963,0.30233884768967484,1,0.7037037037037037,0.6976611523103251,0,0,0,-0.004301236912515827,0.05906996817961807,0.06148499083932224,0.11656888845367919,0.12945287471719635,0.13084092797049984,0,0,0,climate,climate,climate,climate,climate,climate,0.0010999999999999899,-0.0505,0.001799999999999996,-0.056900000000000006,7.000000000000062e-4,-0.006400000000000003,0.0010999999999999899,-0.0505,0.006042551393378559,-0.2962962962962963,-0.006042551393378615,0.2962962962962963,0,0,0.002415022659704169,-0.0633712050921339,0.0013880532533034895,-0.012883986263517166,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,Latin America,8500,spatial_model_estimated,spatial_model_estimated,spatial_model_estimated,-0.1271,-0.11770000000000001,-0.12259999999999999,-0.0057,0.0098,0.0055,0.0911,0.0953,0.0956,-0.0968,-0.08549999999999999,-0.0901,0,0.05654933641084824,0.03252513305736251,0.5740390674228103,0.5499134448932488,0.5653459491425192,0.4259609325771896,0.3935372186959031,0.4021289178001183,-0.005255062893637863,0.015052413002135334,0.010811391020550842,0.061326623133824865,0.06827936279109603,0.06849356071852863,0.036309629781281605,0.03619964545198695,0.035469876465682115,climate,climate,climate,climate,climate,climate,-0.004899999999999974,-0.009399999999999978,-0.0043,-0.0155,3.000000000000086e-4,-0.004199999999999995,-0.004600000000000007,-0.011300000000000004,-0.024024203353485735,-0.05654933641084824,0.015432504249270451,0.02412562252956152,0.0085916991042152,0.03242371388128651,-0.004241021981584492,-0.020307475895773197,2.1419792743260224e-4,-0.0069527396572711675,-7.297689863048351e-4,1.0998432929465451e-4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
