cohort,proxy_variant,radius_km,spd_radius_specification,profile_id,aggregation_level,profile,adjusted_balance,n_records,weight_sum,region,climatezone,ranking,selection_status,requested_regional_events,retained_human_predictors,reference_category
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,signed,-0.10770280231091314,37,15.59,North America,Temperate_Without_dry_season,climate,selected,fc;es,spd;fc;es,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,signed,-0.05481180438150444,1,0.54,Oceania,Arid,climate,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,signed,0.15723084614601132,1,0.266,Oceania,Cold_Without_dry_season_Cold_Summer,human,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,signed,0.05590546734665541,2,1.1440000000000001,Oceania,Cold_Without_dry_season_Warm_Summer,human,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,signed,-0.24204157471681992,1,0.373,Oceania,Polar,climate,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,signed,0.06742101809823339,1,0.369,Oceania,Temperate_Dry_Summer,human,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,signed,0.06696445765383913,1,0.239,Oceania,Temperate_Dry_Winter,human,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,signed,-0.03325762920919088,22,11.975,Oceania,Temperate_Without_dry_season,climate,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,signed,-0.15798850385632807,5,2.687,Oceania,Tropical,climate,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,overall,zero_truncated,-0.3787379717070954,1023,274.6817,All,All,climate,selected,continent_specific;see_regional_model_audit,continent_specific;see_regional_model_audit,continent_specific;see_regional_model_audit
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region,zero_truncated,-0.3675387644424469,89,22.3053,Asia,All,climate,selected,fi;fc;ei,spd;fi;fc;ei,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region,zero_truncated,-0.3753965957965137,299,79.7714,Europe,All,climate,selected,fi;fc;ec;cc,spd;fi;fc;ec;cc,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region,zero_truncated,-0.43505574678615516,70,19.9294,Latin America,All,climate,selected,weak;strong,spd;weak;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region,zero_truncated,-0.394222862428137,531,141.2583,North America,All,climate,selected,fc;es,spd;fc;es,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region,zero_truncated,-0.13407409377735832,34,11.4173,Oceania,All,climate,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.2932970950859898,15,3.4037,Asia,Arid,climate,selected,fi;fc;ei,spd;fi;fc;ei,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,0.10408350639097465,3,0.8047,Asia,Cold_Dry_Summer,human,selected,fi;fc;ei,spd;fi;fc;ei,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.49158263429383975,20,4.8842,Asia,Cold_Dry_Winter,climate,selected,fi;fc;ei,spd;fi;fc;ei,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.7161301473139451,10,2.7269,Asia,Cold_Without_dry_season_Cold_Summer,climate,selected,fi;fc;ei,spd;fi;fc;ei,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.02935646233968735,2,0.3118,Asia,Cold_Without_dry_season_Hot_Summer,climate,selected,fi;fc;ei,spd;fi;fc;ei,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.543878512869464,13,3.2125,Asia,Cold_Without_dry_season_Warm_Summer,climate,selected,fi;fc;ei,spd;fi;fc;ei,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.04110662342437941,11,2.5294,Asia,Polar,climate,selected,fi;fc;ei,spd;fi;fc;ei,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.10657089380144452,8,2.3663,Asia,Temperate_Dry_Winter,climate,selected,fi;fc;ei,spd;fi;fc;ei,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.3955867022924409,7,2.0658,Asia,Temperate_Without_dry_season,climate,selected,fi;fc;ei,spd;fi;fc;ei,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,0.04535002975852719,3,1.057,Europe,Arid,human,selected,fi;fc;ec;cc,spd;fi;fc;ec;cc,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.987255175419176,1,0.2842,Europe,Cold_Dry_Summer,climate,selected,fi;fc;ec;cc,spd;fi;fc;ec;cc,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.5231249654350262,80,20.543,Europe,Cold_Without_dry_season_Cold_Summer,climate,selected,fi;fc;ec;cc,spd;fi;fc;ec;cc,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.3692040579363621,117,30.8416,Europe,Cold_Without_dry_season_Warm_Summer,climate,selected,fi;fc;ec;cc,spd;fi;fc;ec;cc,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.5304215302587321,25,5.8411,Europe,Polar,climate,selected,fi;fc;ec;cc,spd;fi;fc;ec;cc,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.10009739806435446,8,1.4377,Europe,Temperate_Dry_Summer,climate,selected,fi;fc;ec;cc,spd;fi;fc;ec;cc,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.21944441157645114,65,19.7668,Europe,Temperate_Without_dry_season,climate,selected,fi;fc;ec;cc,spd;fi;fc;ec;cc,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.338696162225574,5,1.1934,Latin America,Arid,climate,selected,weak;strong,spd;weak;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.11932059447983002,2,0.47100000000000003,Latin America,Cold_Dry_Summer,climate,selected,weak;strong,spd;weak;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.5342188695747241,24,7.3176,Latin America,Polar,climate,selected,weak;strong,spd;weak;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.7427306570077471,8,1.9878,Latin America,Temperate_Dry_Summer,climate,selected,weak;strong,spd;weak;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.19732441471571915,2,0.7176,Latin America,Temperate_Dry_Winter,climate,selected,weak;strong,spd;weak;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.44978417266187054,15,3.8225,Latin America,Temperate_Without_dry_season,climate,selected,weak;strong,spd;weak;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.21801108722706172,14,4.4195,Latin America,Tropical,climate,selected,weak;strong,spd;weak;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.35771181494931253,16,2.7239,North America,Arid,climate,selected,fc;es,spd;fc;es,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.31296115568825905,49,11.3071,North America,Cold_Dry_Summer,climate,selected,fc;es,spd;fc;es,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.45911864040136013,136,36.204,North America,Cold_Without_dry_season_Cold_Summer,climate,selected,fc;es,spd;fc;es,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.4737984718861853,51,12.9961,North America,Cold_Without_dry_season_Hot_Summer,climate,selected,fc;es,spd;fc;es,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.35249850002031635,189,56.1243,North America,Cold_Without_dry_season_Warm_Summer,climate,selected,fc;es,spd;fc;es,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.5997883927347059,36,8.9222,North America,Polar,climate,selected,fc;es,spd;fc;es,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.10646877843767659,17,4.1689,North America,Temperate_Dry_Summer,climate,selected,fc;es,spd;fc;es,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.31953882761317726,37,8.8118,North America,Temperate_Without_dry_season,climate,selected,fc;es,spd;fc;es,bi
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.16794950814565104,1,0.3356,Oceania,Arid,climate,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,0.6935440031494834,1,0.1565,Oceania,Cold_Without_dry_season_Cold_Summer,human,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,0.1322105168757015,2,0.42089999999999994,Oceania,Cold_Without_dry_season_Warm_Summer,human,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-1.0162696815619299,1,0.18330000000000002,Oceania,Polar,climate,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,0.24631884931424824,1,0.2721,Oceania,Temperate_Dry_Summer,human,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.03088169604201951,1,0.10189999999999999,Oceania,Temperate_Dry_Winter,climate,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.09293185374439801,22,8.3711,Oceania,Temperate_Without_dry_season,climate,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,spd_events,250,250_km_with_500_km_fallback,human_event_as_coded_spatial_aggregation_spd_events,region_climatezone,zero_truncated,-0.46845598042903897,5,1.5758999999999999,Oceania,Tropical,climate,selected,weak;medium;strong,spd;weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,overall,signed,-0.05910341933984193,187,86.04,All,All,climate,no_spatial_signal,continent_specific;see_regional_model_audit,continent_specific;see_regional_model_audit,continent_specific;see_regional_model_audit
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region,signed,-0.05747172708564194,31,12.634,Asia,All,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region,signed,-0.006365438861443163,79,39.067,Europe,All,climate,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region,signed,-0.14949471062027733,31,12.043,Latin America,All,climate,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region,signed,-0.15746408315935978,25,11.496,North America,All,climate,no_spatial_signal,fc;es,fc;es,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region,signed,-0.046287953703703685,21,10.8,Oceania,All,climate,no_spatial_signal,weak;medium;strong,weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.07200059605685467,6,2.181,Asia,Arid,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,0.06392076069730585,2,1.262,Asia,Cold_Dry_Summer,human,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.023443457698371004,4,1.903,Asia,Cold_Dry_Winter,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.07982641509433962,3,1.06,Asia,Cold_Without_dry_season_Cold_Summer,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.06259999999999996,1,0.222,Asia,Cold_Without_dry_season_Hot_Summer,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.07571760932944607,4,1.715,Asia,Cold_Without_dry_season_Warm_Summer,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.02350386521308233,6,2.018,Asia,Polar,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.18,1,0.734,Asia,Temperate_Dry_Winter,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.12813508771929827,4,1.539,Asia,Temperate_Without_dry_season,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,0.041411911231884056,4,2.208,Europe,Arid,human,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.11708040860999631,17,8.223,Europe,Cold_Without_dry_season_Cold_Summer,climate,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,0.05579751221393673,31,15.556,Europe,Cold_Without_dry_season_Warm_Summer,human,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,0.09329577177789102,4,1.963,Europe,Polar,human,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,0.04280855188141395,2,0.877,Europe,Temperate_Dry_Summer,human,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.04551100585937501,21,10.24,Europe,Temperate_Without_dry_season,climate,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,0.21599999999999994,1,0.215,Latin America,Cold_Dry_Summer,human,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.20038123993558773,7,2.484,Latin America,Polar,climate,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.21334756731223423,5,2.117,Latin America,Temperate_Dry_Summer,climate,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.13280000000000003,1,0.375,Latin America,Temperate_Dry_Winter,climate,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.16154759732360094,8,3.2880000000000003,Latin America,Temperate_Without_dry_season,climate,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.08878577441077444,9,3.564,Latin America,Tropical,climate,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.0958,1,0.155,North America,Arid,climate,no_spatial_signal,fc;es,fc;es,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.2337850198412699,5,3.024,North America,Cold_Without_dry_season_Hot_Summer,climate,no_spatial_signal,fc;es,fc;es,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.12626526742513403,17,7.647,North America,Cold_Without_dry_season_Warm_Summer,climate,no_spatial_signal,fc;es,fc;es,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,0.03379999999999994,1,0.041,North America,Temperate_Dry_Summer,human,no_spatial_signal,fc;es,fc;es,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.1975,1,0.629,North America,Temperate_Without_dry_season,climate,no_spatial_signal,fc;es,fc;es,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.05759999999999999,1,0.504,Oceania,Arid,climate,no_spatial_signal,weak;medium;strong,weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,0.0518,1,0.241,Oceania,Cold_Without_dry_season_Cold_Summer,human,no_spatial_signal,weak;medium;strong,weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.121,1,0.438,Oceania,Cold_Without_dry_season_Warm_Summer,climate,no_spatial_signal,weak;medium;strong,weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.15169999999999997,1,0.373,Oceania,Polar,climate,no_spatial_signal,weak;medium;strong,weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,0.09540000000000001,1,0.322,Oceania,Temperate_Dry_Summer,human,no_spatial_signal,weak;medium;strong,weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.0805,1,0.257,Oceania,Temperate_Dry_Winter,climate,no_spatial_signal,weak;medium;strong,weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.024401752493933667,13,7.418,Oceania,Temperate_Without_dry_season,climate,no_spatial_signal,weak;medium;strong,weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,signed,-0.16262975140336802,2,1.2469999999999999,Oceania,Tropical,climate,no_spatial_signal,weak;medium;strong,weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,overall,zero_truncated,-0.17407421451102964,187,55.3827,All,All,climate,no_spatial_signal,continent_specific;see_regional_model_audit,continent_specific;see_regional_model_audit,continent_specific;see_regional_model_audit
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region,zero_truncated,-0.168979935179,31,8.0838,Asia,All,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region,zero_truncated,-0.02774724837132254,79,25.1124,Europe,All,climate,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region,zero_truncated,-0.46089945574334007,31,7.6802,Latin America,All,climate,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region,zero_truncated,-0.4238208723604721,25,7.2172,North America,All,climate,no_spatial_signal,fc;es,fc;es,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region,zero_truncated,-0.13435129165466242,21,7.2891,Oceania,All,climate,no_spatial_signal,weak;medium;strong,weak;medium;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.24115988140863412,6,1.3829,Asia,Arid,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,0.25675306957708055,2,0.733,Asia,Cold_Dry_Summer,human,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.08544886682149434,4,1.2487000000000001,Asia,Cold_Dry_Winter,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.37228182081762834,3,0.6898,Asia,Cold_Without_dry_season_Cold_Summer,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.3686690223792696,1,0.1698,Asia,Cold_Without_dry_season_Hot_Summer,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.23938062356141449,4,0.9558,Asia,Cold_Without_dry_season_Warm_Summer,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.007707641196013326,6,1.505,Asia,Polar,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.43774319066147865,1,0.41119999999999995,Asia,Temperate_Dry_Winter,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.37889833940866763,4,0.9875999999999999,Asia,Temperate_Without_dry_season,climate,no_spatial_signal,fi;fc;ei,fi;fc;ei,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,0.07892258429082695,4,1.5927,Europe,Arid,human,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.3440136505829937,17,5.2745,Europe,Cold_Without_dry_season_Cold_Summer,climate,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,0.14211209849778605,31,9.7789,Europe,Cold_Without_dry_season_Warm_Summer,human,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,0.2892245912611149,4,1.0459,Europe,Polar,human,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,0.2753408417308832,2,0.6748,Europe,Temperate_Dry_Summer,human,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.13134487666034156,21,6.7456000000000005,Europe,Temperate_Without_dry_season,climate,no_spatial_signal,fi;fc;ec;cc,fi;fc;ec;cc,bi
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,1.0000000000000002,1,0.157,Latin America,Cold_Dry_Summer,human,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.5486968449931415,7,1.7496,Latin America,Polar,climate,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.6880381303813036,5,1.3008,Latin America,Temperate_Dry_Summer,climate,no_spatial_signal,weak;strong,weak;strong,no_impact
as_coded,events,NA,not_applicable,human_event_as_coded_spatial_aggregation_events,region_climatezone,zero_truncated,-0.6720647773279353,1,0.1976,Latin America,Temperate_Dry_Winter,climate,no_spatial_signal,weak;strong,weak;strong,no_impact
