dataset_id,have_events,region,chronology_availability,included_in_filtered_predictors,cohort,included_in_cohort,proxy_variant,requested_regional_events,retained_human_predictors,retained_climate_predictors,excluded_event_variables,reference_category
1013,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1013,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1013,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1013,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1013,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1024,TRUE,North America,observed_events,TRUE,as_coded,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1024,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1024,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1024,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1024,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1024,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1028,TRUE,North America,observed_events,TRUE,as_coded,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1028,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1028,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1028,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1028,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1028,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1030,TRUE,North America,observed_events,TRUE,as_coded,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1030,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1030,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1030,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1030,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1030,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1104,TRUE,North America,observed_events,TRUE,as_coded,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1104,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1104,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1104,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1104,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1104,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1105,TRUE,North America,observed_events,TRUE,as_coded,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1105,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1105,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1105,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1105,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1105,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1107,TRUE,North America,observed_events,TRUE,as_coded,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1107,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1107,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1107,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1107,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1107,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1142,TRUE,North America,observed_events,TRUE,as_coded,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1142,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1142,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1142,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1142,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1142,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1148,TRUE,North America,observed_events,TRUE,as_coded,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1148,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1148,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1148,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1148,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1148,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1149,TRUE,North America,observed_events,TRUE,as_coded,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1149,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1149,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1149,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1149,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1149,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1152,TRUE,North America,observed_events,TRUE,as_coded,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1152,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd,,spd,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1152,TRUE,North America,observed_events,TRUE,as_coded,TRUE,spd_events,fc;es,spd;fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
1152,TRUE,North America,observed_events,TRUE,observed_events_only,TRUE,events,fc;es,fc;es,temp_annual;temp_cold;prec_summer;prec_win,fi;ei;ec;cc;weak;strong;medium;bi;no_impact,bi
