analysis_scope,cohort,dataset_id,region,climatezone,status__events,status__spd,status__spd_events,total_adjusted_r_squared__events,total_adjusted_r_squared__spd,total_adjusted_r_squared__spd_events,human__events,human__spd,human__spd_events,climate__events,climate__spd,climate__spd_events,time__events,time__spd,time__spd_events,signed_difference__events,signed_difference__spd,signed_difference__spd_events,signed_balance__events,signed_balance__spd,signed_balance__spd_events,zero_balance__events,zero_balance__spd,zero_balance__spd_events,unique_adjusted_r2_pure_human__events,unique_adjusted_r2_pure_human__spd,unique_adjusted_r2_pure_human__spd_events,unique_adjusted_r2_pure_climate__events,unique_adjusted_r2_pure_climate__spd,unique_adjusted_r2_pure_climate__spd_events,unique_adjusted_r2_pure_time__events,unique_adjusted_r2_pure_time__spd,unique_adjusted_r2_pure_time__spd_events,signed_ranking__events,signed_ranking__spd,signed_ranking__spd_events,zero_ranking__events,zero_ranking__spd,zero_ranking__spd_events,total_adjusted_r_squared__spd_events_minus_spd,total_adjusted_r_squared__events_minus_spd,human__spd_events_minus_spd,human__events_minus_spd,climate__spd_events_minus_spd,climate__events_minus_spd,time__spd_events_minus_spd,time__events_minus_spd,signed_difference__spd_events_minus_spd,signed_difference__events_minus_spd,signed_balance__spd_events_minus_spd,signed_balance__events_minus_spd,zero_balance__spd_events_minus_spd,zero_balance__events_minus_spd,unique_adjusted_r2_pure_human__spd_events_minus_spd,unique_adjusted_r2_pure_human__events_minus_spd,unique_adjusted_r2_pure_climate__spd_events_minus_spd,unique_adjusted_r2_pure_climate__events_minus_spd,unique_adjusted_r2_pure_time__spd_events_minus_spd,unique_adjusted_r2_pure_time__events_minus_spd,signed_ranking__spd_events_vs_spd_reversal,signed_ranking__events_vs_spd_reversal,zero_ranking__spd_events_vs_spd_reversal,zero_ranking__events_vs_spd_reversal,estimable__spd,estimable__spd_events,estimable__events,three_way_estimable,estimability_change__spd_events_vs_spd,estimability_change__events_vs_spd,age,human_climate_only_balance__events,human_climate_only_balance__spd,human_climate_only_balance__spd_events,controlled_human__events,controlled_human__spd,controlled_human__spd_events,controlled_climate__events,controlled_climate__spd,controlled_climate__spd_events,controlled_balance__events,controlled_balance__spd,controlled_balance__spd_events,zero_allocation_human__events,zero_allocation_human__spd,zero_allocation_human__spd_events,zero_allocation_climate__events,zero_allocation_climate__spd,zero_allocation_climate__spd_events,zero_allocation_space__events,zero_allocation_space__spd,zero_allocation_space__spd_events,unique_adjusted_r2_pure_space__events,unique_adjusted_r2_pure_space__spd,unique_adjusted_r2_pure_space__spd_events,controlled_ranking__events,controlled_ranking__spd,controlled_ranking__spd_events,human_climate_only_ranking__events,human_climate_only_ranking__spd,human_climate_only_ranking__spd_events,human_climate_only_balance__spd_events_minus_spd,human_climate_only_balance__events_minus_spd,controlled_human__spd_events_minus_spd,controlled_human__events_minus_spd,controlled_climate__spd_events_minus_spd,controlled_climate__events_minus_spd,controlled_balance__spd_events_minus_spd,controlled_balance__events_minus_spd,zero_allocation_human__spd_events_minus_spd,zero_allocation_human__events_minus_spd,zero_allocation_climate__spd_events_minus_spd,zero_allocation_climate__events_minus_spd,zero_allocation_space__spd_events_minus_spd,zero_allocation_space__events_minus_spd,unique_adjusted_r2_pure_space__spd_events_minus_spd,unique_adjusted_r2_pure_space__events_minus_spd,controlled_ranking__spd_events_vs_spd_reversal,controlled_ranking__events_vs_spd_reversal,human_climate_only_ranking__spd_events_vs_spd_reversal,human_climate_only_ranking__events_vs_spd_reversal,aggregation_level,profile,adjusted_balance__spd,adjusted_balance__spd_events,adjusted_balance__events,n_records__spd,n_records__spd_events,n_records__events,weight_sum__spd,weight_sum__spd_events,weight_sum__events,ranking__spd,ranking__spd_events,ranking__events,adjusted_balance__spd_events_minus_spd,adjusted_balance__events_minus_spd,n_records__spd_events_minus_spd,n_records__events_minus_spd,weight_sum__spd_events_minus_spd,weight_sum__events_minus_spd,ranking__spd_events_vs_spd_reversal,ranking__events_vs_spd_reversal
dataset,as_coded,813,North America,Cold_Without_dry_season_Hot_Summer,missing_predictor_group,estimated,estimated,NA,0.364,0.364,NA,0.0756,0.0756,NA,0.2209,0.2209,NA,0.0673,0.0673,NA,-0.1453,-0.1453,NA,-0.3991758241758242,-0.3991758241758242,NA,-0.49005059021922437,-0.49005059021922437,NA,-0.051512445285509356,-0.051512445285509356,NA,0.08755171421596819,0.08755171421596819,NA,-0.027583381368173177,-0.027583381368173177,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,16016,North America,Arid,missing_predictor_group,estimated,estimated,NA,0.116,0.116,NA,0.0168,0.0168,NA,0.0213,0.0213,NA,0.0775,0.0775,NA,-0.0045000000000000005,-0.0045000000000000005,NA,-0.03879310344827586,-0.03879310344827586,NA,-0.11811023622047247,-0.11811023622047247,NA,0.030242014732457023,0.030242014732457023,NA,-0.12047647250989235,-0.12047647250989235,NA,2.415968939635249e-4,2.415968939635249e-4,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,298,North America,Cold_Without_dry_season_Warm_Summer,missing_predictor_group,estimated,estimated,NA,0.189,0.189,NA,0.0654,0.0654,NA,0.0765,0.0765,NA,0.0468,0.0468,NA,-0.011099999999999999,-0.011099999999999999,NA,-0.05873015873015872,-0.05873015873015872,NA,-0.07822410147991543,-0.07822410147991543,NA,-0.028698347094384125,-0.028698347094384125,NA,-0.0557619235019694,-0.0557619235019694,NA,-0.06773494545624548,-0.06773494545624548,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,782,North America,Cold_Without_dry_season_Warm_Summer,missing_predictor_group,estimated,estimated,NA,0.229,0.229,NA,0.1263,0.1263,NA,0.0156,0.0156,NA,0.0875,0.0875,NA,0.11069999999999999,0.11069999999999999,NA,0.4834061135371179,0.4834061135371179,NA,0.7801268498942917,0.7801268498942917,NA,0.11998660471063294,0.11998660471063294,NA,0.06254758909109015,0.06254758909109015,NA,0.1380737994472343,0.1380737994472343,NA,human,human,NA,human,human,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,15831,North America,Temperate_Without_dry_season,missing_predictor_group,estimated,estimated,NA,0.382,0.382,NA,0.0554,0.0554,NA,0.1568,0.1568,NA,0.1702,0.1702,NA,-0.10139999999999999,-0.10139999999999999,NA,-0.26544502617801047,-0.26544502617801047,NA,-0.4778510838831291,-0.4778510838831291,NA,-6.076690193241863e-4,-6.076690193241863e-4,NA,0.14645977505441754,0.14645977505441754,NA,0.14496721241896804,0.14496721241896804,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,48624,Latin America,Temperate_Dry_Summer,estimated,estimated,estimated,0.213,0.338,0.258,-0.0473,0.1036,0.0467,0.1047,0.0699,0.0477,0.1555,0.1642,0.1641,-0.152,0.033699999999999994,-0.0010000000000000009,-0.7136150234741784,0.09970414201183429,-0.0038759689922480654,-1,0.19423631123919305,-0.01059322033898306,-0.07639639148035715,0.048300146264621646,-0.03084669800583606,0.006361724065594543,-0.06382183642086536,-0.1154139958182745,0.05814115607506387,0.07500330446778647,0.06742533897589353,climate,human,climate,climate,human,climate,-0.08000000000000002,-0.12500000000000003,-0.0569,-0.1509,-0.022200000000000004,0.0348,-1.0000000000001674e-4,-0.008700000000000013,-0.034699999999999995,-0.18569999999999998,-0.10358011100408236,-0.8133191654860127,-0.2048295315781761,-1.1942363112391932,-0.0791468442704577,-0.1246965377449788,-0.05159215939740913,0.0701835604864599,-0.007577965491892935,-0.016862148392722598,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,1770,North America,Cold_Without_dry_season_Cold_Summer,missing_predictor_group,estimated,estimated,NA,0.518,0.518,NA,0.0242,0.0242,NA,0.2781,0.2781,NA,0.2159,0.2159,NA,-0.2539,-0.2539,NA,-0.49015444015444015,-0.49015444015444015,NA,-0.8398941448891829,-0.8398941448891829,NA,0.016404130453864796,0.016404130453864796,NA,0.14247788838644204,0.14247788838644204,NA,0.05883900056453928,0.05883900056453928,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,4517,Europe,Cold_Without_dry_season_Warm_Summer,missing_predictor_group,estimated,estimated,NA,0.421,0.421,NA,-0.0219,-0.0219,NA,0.3512,0.3512,NA,0.0918,0.0918,NA,-0.3731,-0.3731,NA,-0.8862232779097388,-0.8862232779097388,NA,-1,-1,NA,-0.033955283501180156,-0.033955283501180156,NA,0.23951047078975174,0.23951047078975174,NA,-0.019327011620152934,-0.019327011620152934,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,4398,Europe,Cold_Without_dry_season_Warm_Summer,rank_deficient,estimated,rank_deficient,NA,0.555,NA,NA,0.057,NA,NA,0.0476,NA,NA,0.4509,NA,NA,0.009399999999999999,NA,NA,0.016936936936936934,NA,NA,0.0898661567877629,NA,NA,0.02472338752977188,NA,NA,0.029898209816822452,NA,NA,0.46801252007634875,NA,NA,human,NA,NA,human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,22849,Europe,Cold_Without_dry_season_Warm_Summer,missing_predictor_group,estimated,estimated,NA,0.378,0.378,NA,0.0039,0.0039,NA,0.1103,0.1103,NA,0.264,0.264,NA,-0.1064,-0.1064,NA,-0.28148148148148144,-0.28148148148148144,NA,-0.9316987740805605,-0.9316987740805605,NA,-0.054831170050849365,-0.054831170050849365,NA,-0.058583134482573906,-0.058583134482573906,NA,0.11508767644082052,0.11508767644082052,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,24356,Europe,Temperate_Without_dry_season,missing_predictor_group,estimated,estimated,NA,0.536,0.536,NA,-0.0076,-0.0076,NA,0.4398,0.4398,NA,0.1042,0.1042,NA,-0.4474,-0.4474,NA,-0.8347014925373134,-0.8347014925373134,NA,-1,-1,NA,0.056122529820009426,0.056122529820009426,NA,0.35580004461424897,0.35580004461424897,NA,-0.03533522636490971,-0.03533522636490971,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,1701,North America,Cold_Without_dry_season_Warm_Summer,missing_predictor_group,estimated,estimated,NA,0.21,0.21,NA,0.0411,0.0411,NA,0.068,0.068,NA,0.1005,0.1005,NA,-0.026900000000000007,-0.026900000000000007,NA,-0.12809523809523812,-0.12809523809523812,NA,-0.24656278643446386,-0.24656278643446386,NA,0.002719327553927897,0.002719327553927897,NA,-0.08135426414444169,-0.08135426414444169,NA,-0.02135722278238794,-0.02135722278238794,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,1707,North America,Cold_Without_dry_season_Cold_Summer,missing_predictor_group,estimated,estimated,NA,0.457,0.457,NA,0.1854,0.1854,NA,0.1658,0.1658,NA,0.106,0.106,NA,0.019600000000000006,0.019600000000000006,NA,0.04288840262582058,0.04288840262582058,NA,0.05580865603644648,0.05580865603644648,NA,0.13173076169724218,0.13173076169724218,NA,0.059759588767250515,0.059759588767250515,NA,0.062459200774519164,0.062459200774519164,NA,human,human,NA,human,human,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,4154,Europe,Cold_Without_dry_season_Warm_Summer,missing_predictor_group,estimated,estimated,NA,0.213,0.213,NA,0.0491,0.0491,NA,0.0439,0.0439,NA,0.1198,0.1198,NA,0.005199999999999996,0.005199999999999996,NA,0.024413145539906086,0.024413145539906086,NA,0.055913978494623616,0.055913978494623616,NA,0.014994988415466648,0.014994988415466648,NA,-0.039848375126311786,-0.039848375126311786,NA,0.05570937824533573,0.05570937824533573,NA,human,human,NA,human,human,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,1761,North America,Cold_Without_dry_season_Cold_Summer,missing_predictor_group,estimated,estimated,NA,0.45,0.45,NA,0.1474,0.1474,NA,0.1497,0.1497,NA,0.1533,0.1533,NA,-0.0022999999999999965,-0.0022999999999999965,NA,-0.005111111111111104,-0.005111111111111104,NA,-0.007741501178054514,-0.007741501178054514,NA,0.07904862274995761,0.07904862274995761,NA,0.07264157435970175,0.07264157435970175,NA,0.0632381603004959,0.0632381603004959,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,4355,Europe,Polar,rank_deficient,estimated,rank_deficient,NA,-0.142,NA,NA,-0.0154,NA,NA,-0.1558,NA,NA,0.0294,NA,NA,0.1404,NA,NA,-0.9887323943661972,NA,NA,NA,NA,NA,-0.06400748750706375,NA,NA,-0.35795651756340274,NA,NA,-0.15017497898236054,NA,NA,human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,40582,Europe,Polar,estimated,estimated,estimated,0.561,0.574,0.734,0.085,0.0698,0.1782,0.0387,0.1024,0.0974,0.4372,0.4013,0.4587,0.04630000000000001,-0.032600000000000004,0.0808,0.08253119429590018,-0.056794425087108025,0.11008174386920981,0.37429264349232017,-0.18931475029036005,0.2931785195936139,0.04126148879061464,0.05377690291655135,0.214670763667969,0.12211312782223493,0.21620445241522002,0.31108150386377487,0.6233016137326932,0.5179890840168946,0.7376181824731891,human,climate,human,human,climate,human,0.16000000000000003,-0.0129999999999999,0.1084,0.015200000000000005,-0.0050000000000000044,-0.0637,0.05740000000000001,0.03589999999999999,0.1134,0.07890000000000001,0.16687616895631785,0.1393256193830082,0.48249326988397395,0.5636073937826802,0.16089386075141765,-0.012515414125936708,0.09487705144855485,-0.09409132459298508,0.21962909845629452,0.10531252971579863,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,4041,Europe,Cold_Without_dry_season_Cold_Summer,estimated,estimated,estimated,0.485,0.51,0.482,0.0678,0.1581,0.1766,0.1547,0.1287,0.0891,0.2629,0.2231,0.2167,-0.0869,0.02939999999999998,0.08750000000000001,-0.17917525773195878,0.05764705882352938,0.1815352697095436,-0.390561797752809,0.10251046025104596,0.3293187805796011,-0.025392660395335387,-8.769515856039689e-4,-0.02848725341160585,0.04510761172254485,0.003994096245746204,-0.08206548823142445,0.1040860419456141,0.035389607024205016,0.01573151209488921,climate,human,human,climate,human,human,-0.028000000000000025,-0.025000000000000022,0.018500000000000016,-0.09029999999999999,-0.03960000000000001,0.025999999999999995,-0.006399999999999989,0.03980000000000003,0.05810000000000003,-0.11629999999999999,0.1238882108860142,-0.23682231655548816,0.22680832032855516,-0.493072258003855,-0.027610301826001882,-0.024515708809731418,-0.08605958447717066,0.041113515476798645,-0.019658094929315806,0.06869643492140909,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,22812,Europe,Cold_Without_dry_season_Warm_Summer,missing_predictor_group,estimated,estimated,NA,0.574,0.574,NA,0.1094,0.1094,NA,0.2446,0.2446,NA,0.2201,0.2201,NA,-0.13520000000000001,-0.13520000000000001,NA,-0.2355400696864112,-0.2355400696864112,NA,-0.3819209039548023,-0.3819209039548023,NA,0.3192141598595245,0.3192141598595245,NA,0.35292846527360877,0.35292846527360877,NA,0.27387568263624085,0.27387568263624085,NA,climate,climate,NA,climate,climate,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dataset,as_coded,363,Europe,Cold_Without_dry_season_Warm_Summer,estimated,estimated,estimated,0.542,0.538,0.537,0.0553,0.088,0.0947,0.097,0.0581,0.0657,0.3898,0.3923,0.3769,-0.0417,0.029899999999999996,0.029000000000000012,-0.07693726937269373,0.05557620817843865,0.05400372439478587,-0.27380170715692714,0.20465434633812454,0.18079800498753126,0.12009427979553866,0.11644600237873615,0.11547089782513631,-0.001150560777734455,0.031152228385482483,-0.02655796662426002,0.25580683548417804,0.37077033240243185,0.2671678558605922,climate,human,human,climate,human,human,-0.0010000000000000009,0.0040000000000000036,0.0067000000000000115,-0.03269999999999999,0.007599999999999996,0.038900000000000004,-0.01539999999999997,-0.0025000000000000022,-8.999999999999841e-4,-0.0716,-0.001572483783652781,-0.13251347755113238,-0.02385634135059328,-0.4784560534950517,-9.75104553599837e-4,0.0036482774168025145,-0.057710195009742504,-0.03230278916321694,-0.10360247654183963,-0.1149634969182538,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
