cohort,aggregation_level,profile,region,climatezone,status__spd,status__spd_events,status__events,adjusted_balance__spd,adjusted_balance__spd_events,adjusted_balance__events,n_records__spd,n_records__spd_events,n_records__events,weight_sum__spd,weight_sum__spd_events,weight_sum__events,ranking__spd,ranking__spd_events,ranking__events,adjusted_balance__spd_events_minus_spd,adjusted_balance__events_minus_spd,n_records__spd_events_minus_spd,n_records__events_minus_spd,weight_sum__spd_events_minus_spd,weight_sum__events_minus_spd,ranking__spd_events_vs_spd_reversal,ranking__events_vs_spd_reversal,estimable__spd,estimable__spd_events,estimable__events,three_way_estimable,estimability_change__spd_events_vs_spd,estimability_change__events_vs_spd
as_coded,region_climatezone,zero_truncated,Latin America,Polar,selected,selected,no_spatial_signal,-0.6065492433639298,-0.5342188695747241,-0.5486968449931415,23,24,7,6.8527,7.3176,1.7496,climate,climate,climate,0.0723303737892057,0.05785239837078826,1,-16,0.4649000000000001,-5.1030999999999995,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Latin America,Temperate_Dry_Summer,selected,selected,no_spatial_signal,-0.8191655394860056,-0.7427306570077471,-0.6880381303813036,8,8,5,1.9222000000000001,1.9878,1.3008,climate,climate,climate,0.07643488247825847,0.131127409104702,0,-3,0.06559999999999988,-0.6214000000000002,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Latin America,Temperate_Dry_Winter,selected,selected,no_spatial_signal,-0.3694807488519958,-0.19732441471571915,-0.6720647773279353,2,2,1,0.5662,0.7176,0.1976,climate,climate,climate,0.17215633413627662,-0.30258402847593957,0,-1,0.15139999999999998,-0.36860000000000004,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Latin America,Temperate_Without_dry_season,selected,selected,no_spatial_signal,-0.6112840246731934,-0.44978417266187054,-0.5246683250414593,15,15,8,3.5342,3.8225,1.9296,climate,climate,climate,0.1614998520113229,0.0866156996317341,0,-7,0.2883,-1.6045999999999998,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Latin America,Tropical,selected,selected,no_spatial_signal,-0.3323388759706927,-0.21801108722706172,-0.2969815825375171,15,14,9,4.5586,4.4195,2.3456,climate,climate,climate,0.114327788743631,0.03535729343317562,-1,-6,-0.1391,-2.213,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,North America,Arid,selected,selected,no_spatial_signal,-0.34187744603188114,-0.35771181494931253,-1,17,16,1,2.9775,2.7239,0.045,climate,climate,climate,-0.015834368917431396,-0.6581225539681188,-1,-16,-0.25360000000000005,-2.9325,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,North America,Cold_Dry_Summer,selected,selected,NA,-0.30443467251453316,-0.31296115568825905,NA,49,49,NA,11.3071,11.3071,NA,climate,climate,NA,-0.008526483173725896,NA,0,NA,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
as_coded,region_climatezone,zero_truncated,North America,Cold_Without_dry_season_Cold_Summer,selected,selected,NA,-0.4588843735915467,-0.45911864040136013,NA,136,136,NA,36.204,36.204,NA,climate,climate,NA,-2.3426680981342152e-4,NA,0,NA,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
as_coded,region_climatezone,zero_truncated,North America,Cold_Without_dry_season_Hot_Summer,selected,selected,no_spatial_signal,-0.5074161514654374,-0.4737984718861853,-0.6023429179978699,52,51,5,13.3334,12.9961,1.8780000000000001,climate,climate,climate,0.0336176795792521,-0.09492676653243248,-1,-47,-0.33729999999999905,-11.4554,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,North America,Cold_Without_dry_season_Warm_Summer,selected,selected,no_spatial_signal,-0.3790318244621202,-0.35249850002031635,-0.34628501827040187,190,189,17,55.3472,56.1243,4.926,climate,climate,climate,0.02653332444180384,0.032746806191718325,-1,-173,0.7770999999999972,-50.4212,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,North America,Polar,selected,selected,NA,-0.641359747052833,-0.5997883927347059,NA,36,36,NA,8.9222,8.9222,NA,climate,climate,NA,0.041571354318127196,NA,0,NA,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
as_coded,region_climatezone,zero_truncated,North America,Temperate_Dry_Summer,selected,selected,no_spatial_signal,-0.09925881975507377,-0.10646877843767659,1,17,17,1,4.1437,4.1689,0.0207,climate,climate,human,-0.007209958682602824,1.0992588197550737,0,-16,0.02519999999999989,-4.123,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,North America,Temperate_Without_dry_season,selected,selected,no_spatial_signal,-0.3165964636207371,-0.31953882761317726,-0.5683453237410071,39,37,1,9.1986,8.8118,0.34750000000000003,climate,climate,climate,-0.0029423639924401335,-0.25174886012027,-2,-38,-0.3868000000000009,-8.8511,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Oceania,Arid,selected,selected,no_spatial_signal,-0.283501791319524,-0.16794950814565104,-0.18170347003154563,1,1,1,0.24609999999999999,0.3356,0.317,climate,climate,climate,0.11555228317387298,0.10179832128797839,0,0,0.08950000000000002,0.07090000000000002,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Oceania,Cold_Without_dry_season_Cold_Summer,selected,selected,no_spatial_signal,-0.7018859374247703,0.6935440031494834,0.29633867276887865,1,1,1,0.0341,0.1565,0.1748,climate,human,human,1.3954299405742536,0.9982246101936489,0,0,0.12240000000000001,0.14070000000000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Oceania,Cold_Without_dry_season_Warm_Summer,selected,selected,no_spatial_signal,-0.017029462622095985,0.1322105168757015,-0.9999999999999998,2,2,1,0.48649999999999993,0.42089999999999994,0.1031,climate,human,climate,0.1492399794977975,-0.9829705373779037,0,-1,-0.06559999999999999,-0.38339999999999996,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Oceania,Temperate_Dry_Summer,selected,selected,no_spatial_signal,-0.670944880545805,0.24631884931424824,0.38282504012841095,1,1,1,0.14539999999999997,0.2721,0.2492,climate,human,human,0.9172637298600532,1.053769920674216,0,0,0.12670000000000003,0.10380000000000003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Oceania,Temperate_Dry_Winter,selected,selected,no_spatial_signal,0.8980534971791555,-0.03088169604201951,-0.6528791565287915,1,1,1,0.1756,0.10189999999999999,0.1233,human,climate,climate,-0.928935193221175,-1.5509326537079469,0,0,-0.07370000000000002,-0.0523,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Oceania,Temperate_Without_dry_season,selected,selected,no_spatial_signal,-0.41242840165975697,-0.09293185374439801,-0.08959954984525932,22,22,13,6.7173,8.3711,5.3315,climate,climate,climate,0.319496547915359,0.32282885181449766,0,-9,1.6538000000000004,-1.3857999999999997,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,zero_truncated,Oceania,Tropical,selected,selected,no_spatial_signal,-0.6782543925871919,-0.46845598042903897,-0.31713967034328905,4,5,2,0.9384,1.5758999999999999,0.8069,climate,climate,climate,0.20979841215815292,0.36111472224390284,1,-2,0.6374999999999998,-0.13150000000000006,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
as_coded,region_climatezone,signed,Oceania,Polar,NA,selected,no_spatial_signal,NA,-0.24204157471681992,-0.15169999999999997,NA,1,1,NA,0.373,0.373,NA,climate,climate,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
as_coded,region_climatezone,zero_truncated,Oceania,Polar,NA,selected,no_spatial_signal,NA,-1.0162696815619299,-0.8276050190943807,NA,1,1,NA,0.18330000000000002,0.18330000000000002,NA,climate,climate,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
observed_events_only,overall,signed,All,All,selected,selected,no_spatial_signal,-0.14419504709011666,-0.11627848238461258,-0.05910341933984193,869,794,187,377.062,351.902,86.04,climate,climate,climate,0.027916564705504077,0.08509162775027473,-75,-682,-25.160000000000025,-291.022,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region,signed,Asia,All,selected,selected,no_spatial_signal,-0.17113998621713314,-0.11490300981098608,-0.05747172708564194,94,89,31,37.728,36.082,12.634,climate,climate,climate,0.056236976406147055,0.1136682591314912,-5,-63,-1.6460000000000008,-25.094,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region,signed,Europe,All,selected,selected,no_spatial_signal,-0.16059392813814388,-0.03573000202959364,-0.006365438861443163,140,73,79,61.342,35.512,39.067,climate,climate,climate,0.12486392610855024,0.15422848927670071,-67,-61,-25.83,-22.275,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region,signed,Latin America,All,selected,selected,no_spatial_signal,-0.1666222195550895,-0.15215234122628193,-0.14949471062027733,70,70,31,31.605,31.885,12.043,climate,climate,climate,0.014469878328807556,0.017127508934812158,0,-39,0.28000000000000114,-19.562,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region,signed,North America,All,selected,selected,no_spatial_signal,-0.13298189563014579,-0.1293440449483799,-0.15746408315935978,533,528,25,231.908,230.83,11.496,climate,climate,climate,0.0036378506817658918,-0.024482187529213995,-5,-508,-1.0779999999999745,-220.41199999999998,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region,signed,Oceania,All,selected,selected,no_spatial_signal,-0.13515367119338967,-0.045244869016112764,-0.046287953703703685,32,34,21,14.479,17.593,10.8,climate,climate,climate,0.0899088021772769,0.08886571748968598,2,-11,3.1140000000000008,-3.6789999999999985,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Asia,Arid,selected,selected,no_spatial_signal,-0.1739424011665586,-0.11102376844930034,-0.07200059605685467,18,15,6,6.172,5.217,2.181,climate,climate,climate,0.06291863271725825,0.10194180510970392,-3,-12,-0.9550000000000001,-3.9909999999999997,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Asia,Cold_Dry_Summer,selected,selected,no_spatial_signal,-0.279508480780964,0.025797697138869497,0.06392076069730585,4,3,2,1.639,1.433,1.262,climate,human,human,0.3053061779198335,0.34342924147826986,-1,-2,-0.20599999999999996,-0.377,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Asia,Cold_Dry_Winter,selected,selected,no_spatial_signal,-0.1662709829165635,-0.12274976473501736,-0.023443457698371004,21,20,4,8.078,8.076,1.903,climate,climate,climate,0.04352121818154614,0.1428275252181925,-1,-17,-0.0019999999999988916,-6.174999999999999,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Asia,Cold_Without_dry_season_Cold_Summer,selected,selected,no_spatial_signal,-0.2422338527673294,-0.2119360478231446,-0.07982641509433962,8,10,3,3.722,4.433,1.06,climate,climate,climate,0.030297804944184797,0.16240743767298976,2,-5,0.7109999999999999,-2.662,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Asia,Cold_Without_dry_season_Hot_Summer,selected,selected,no_spatial_signal,0.042199999999999994,-0.005770309278350504,-0.06259999999999996,1,2,1,0.263,0.485,0.222,human,climate,climate,-0.0479703092783505,-0.10479999999999995,1,0,0.22199999999999998,-0.04100000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Asia,Cold_Without_dry_season_Warm_Summer,selected,selected,no_spatial_signal,-0.19047420480993021,-0.16173305936073062,-0.07571760932944607,13,13,4,5.156,5.475,1.715,climate,climate,climate,0.02874114544919959,0.11475659548048414,0,-9,0.31899999999999995,-3.441,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Asia,Polar,selected,selected,no_spatial_signal,-0.13003943233654341,-0.045159968806862495,-0.02350386521308233,10,11,6,3.9459999999999997,3.847,2.018,climate,climate,climate,0.08487946352968093,0.10653556712346109,1,-4,-0.09899999999999975,-1.928,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Asia,Temperate_Dry_Summer,selected,NA,NA,-0.14244216791979947,NA,NA,4,NA,NA,1.596,NA,NA,climate,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
observed_events_only,region_climatezone,signed,Asia,Temperate_Dry_Winter,selected,selected,no_spatial_signal,-0.02760339682539682,-0.056403372811534465,-0.18,7,8,1,3.15,3.884,0.734,climate,climate,climate,-0.028799975986137646,-0.15239660317460318,1,-6,0.734,-2.416,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Asia,Temperate_Without_dry_season,selected,selected,no_spatial_signal,-0.22015494258612084,-0.12121277846534656,-0.12813508771929827,8,7,4,4.006,3.2319999999999998,1.539,climate,climate,climate,0.09894216412077428,0.09201985486682257,-1,-4,-0.7740000000000005,-2.4670000000000005,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Europe,Arid,selected,selected,no_spatial_signal,-0.19908617580580426,-0.07052173138003685,0.041411911231884056,6,2,4,2.323,1.2280000000000002,2.208,climate,climate,human,0.12856444442576742,0.24049808703768832,-4,-2,-1.0949999999999998,-0.11499999999999977,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Europe,Cold_Without_dry_season_Cold_Summer,selected,selected,no_spatial_signal,-0.1779800773443731,-0.18201115527175132,-0.11708040860999631,34,24,17,13.956,11.401,8.223,climate,climate,climate,-0.004031077927378224,0.060899668734376786,-10,-17,-2.5549999999999997,-5.732999999999999,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Europe,Cold_Without_dry_season_Warm_Summer,selected,selected,no_spatial_signal,-0.1323313085267833,0.033384912375813675,0.05579751221393673,52,29,31,22.911,14.09,15.556,climate,human,human,0.16571622090259697,0.18812882074072002,-23,-21,-8.821000000000002,-7.355000000000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Europe,Polar,selected,selected,no_spatial_signal,-0.12831710637150792,0.08477670986994246,0.09329577177789102,8,4,4,3.422,1.489,1.963,climate,human,human,0.21309381624145038,0.22161287814939895,-4,-4,-1.933,-1.459,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Europe,Temperate_Dry_Summer,selected,selected,no_spatial_signal,-0.245349680194616,0.23424564146612803,0.04280855188141395,7,1,2,2.919,0.262,0.877,climate,human,human,0.47959532166074403,0.28815823207603,-6,-5,-2.657,-2.042,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Europe,Temperate_Without_dry_season,selected,selected,no_spatial_signal,-0.17188451899858026,0.033352419891693824,-0.04551100585937501,33,13,21,15.811,7.042,10.24,climate,human,climate,0.20523693889027408,0.12637351313920525,-20,-12,-8.769,-5.571,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Latin America,Arid,selected,selected,NA,-0.13848129753295818,-0.11474089845577916,NA,5,5,NA,2.137,2.137,NA,climate,climate,NA,0.023740399077179022,NA,0,NA,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
observed_events_only,region_climatezone,signed,Latin America,Cold_Dry_Summer,selected,selected,no_spatial_signal,-0.10546809329549367,-0.07268303571428568,0.21599999999999994,2,2,1,0.717,0.784,0.215,climate,climate,human,0.03278505758120799,0.32146809329549364,0,-1,0.06700000000000006,-0.502,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Latin America,Polar,selected,selected,no_spatial_signal,-0.2005799582122024,-0.19772757224369594,-0.20038123993558773,23,24,7,10.54,10.866,2.484,climate,climate,climate,0.0028523859685064545,1.9871827661466224e-4,1,-16,0.3260000000000005,-8.056,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Latin America,Temperate_Dry_Summer,selected,selected,no_spatial_signal,-0.21281088114733085,-0.22980196629213478,-0.21334756731223423,8,8,5,3.16,3.2039999999999997,2.117,climate,climate,climate,-0.016991085144803936,-5.366861649033772e-4,0,-3,0.043999999999999595,-1.0430000000000001,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Latin America,Temperate_Dry_Winter,selected,selected,no_spatial_signal,-0.1292397634300588,-0.08362755632582325,-0.13280000000000003,2,2,1,0.987,1.154,0.375,climate,climate,climate,0.04561220710423555,-0.0035602365699412275,0,-1,0.16699999999999993,-0.612,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Latin America,Temperate_Without_dry_season,selected,selected,no_spatial_signal,-0.17834238538916786,-0.13807406173018405,-0.16154759732360094,15,15,8,6.544,6.901,3.2880000000000003,climate,climate,climate,0.04026832365898381,0.016794788065566918,0,-7,0.3570000000000002,-3.2559999999999993,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Latin America,Tropical,selected,selected,no_spatial_signal,-0.10815328894194703,-0.08993186138324315,-0.08878577441077444,15,14,9,7.5200000000000005,6.839,3.564,climate,climate,climate,0.018221427558703887,0.019367514531172594,-1,-6,-0.681,-3.9560000000000004,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,North America,Arid,selected,selected,no_spatial_signal,-0.09744148530444996,-0.11724202071620052,-0.0958,17,16,1,5.417,4.97,0.155,climate,climate,climate,-0.01980053541175056,0.0016414853044499633,-1,-16,-0.44700000000000006,-5.262,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,North America,Cold_Dry_Summer,selected,selected,NA,-0.09119312987574112,-0.09331669157509927,NA,48,48,NA,19.451,19.451,NA,climate,climate,NA,-0.0021235616993581508,NA,0,NA,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
observed_events_only,region_climatezone,signed,North America,Cold_Without_dry_season_Cold_Summer,selected,selected,NA,-0.1489651335324491,-0.14945522241036635,NA,135,135,NA,61.802,61.802,NA,climate,climate,NA,-4.900888779172385e-4,NA,0,NA,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
observed_events_only,region_climatezone,signed,North America,Cold_Without_dry_season_Hot_Summer,selected,selected,no_spatial_signal,-0.1754804559559401,-0.14596517093367553,-0.2337850198412699,52,51,5,22.054,21.455,3.024,climate,climate,climate,0.02951528502226458,-0.058304563885329785,-1,-47,-0.5990000000000002,-19.029999999999998,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,North America,Cold_Without_dry_season_Warm_Summer,selected,selected,no_spatial_signal,-0.12477226887597681,-0.11980703525613963,-0.12626526742513403,189,188,17,84.2,84.841,7.647,climate,climate,climate,0.004965233619837181,-0.001492998549157215,-1,-172,0.6409999999999911,-76.553,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,North America,Polar,selected,selected,NA,-0.182089625260645,-0.18831749461232894,NA,36,36,NA,15.727,15.727,NA,climate,climate,NA,-0.006227869351683929,NA,0,NA,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
observed_events_only,region_climatezone,signed,North America,Temperate_Dry_Summer,selected,selected,no_spatial_signal,-0.05089436711221204,-0.04443859453016397,0.03379999999999994,17,17,1,6.966,6.994,0.041,climate,climate,human,0.006455772582048068,0.08469436711221198,0,-16,0.02799999999999958,-6.925,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,North America,Temperate_Without_dry_season,selected,selected,no_spatial_signal,-0.1066514923165429,-0.10605222840167305,-0.1975,39,37,1,16.291,15.59,0.629,climate,climate,climate,5.992639148698492e-4,-0.0908485076834571,-2,-38,-0.7010000000000005,-15.662,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Oceania,Arid,selected,selected,no_spatial_signal,-0.011455784982724308,-0.05481180438150444,-0.05759999999999999,1,1,1,0.441,0.54,0.504,climate,climate,climate,-0.04335601939878013,-0.04614421501727568,0,0,0.09900000000000003,0.063,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Oceania,Cold_Without_dry_season_Cold_Summer,selected,selected,no_spatial_signal,-0.016911715634018477,0.15723084614601138,0.0518,1,1,1,0.138,0.266,0.241,climate,human,human,0.17414256178002985,0.06871171563401848,0,0,0.128,0.10299999999999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Oceania,Cold_Without_dry_season_Warm_Summer,selected,selected,no_spatial_signal,-0.01674197306761588,0.055905467346655406,-0.121,2,2,1,1.183,1.1440000000000001,0.438,climate,human,climate,0.07264744041427129,-0.10425802693238412,0,-1,-0.038999999999999924,-0.7450000000000001,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Oceania,Temperate_Dry_Summer,selected,selected,no_spatial_signal,-0.029746283144007214,0.0674210180982334,0.09540000000000001,1,1,1,0.219,0.369,0.322,climate,human,human,0.09716730124224063,0.12514628314400722,0,0,0.15,0.10300000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Oceania,Temperate_Dry_Winter,selected,selected,no_spatial_signal,0.32883246970295543,0.06696445765383915,-0.0805,1,1,1,0.312,0.239,0.257,human,human,climate,-0.26186801204911625,-0.40933246970295545,0,0,-0.07300000000000001,-0.05499999999999999,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Oceania,Temperate_Without_dry_season,selected,selected,no_spatial_signal,-0.15988328355481415,-0.03325762920919087,-0.024401752493933667,22,22,13,10.381,11.975,7.418,climate,climate,climate,0.12662565434562328,0.13548153106088048,0,-9,1.5939999999999994,-2.963,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,signed,Oceania,Tropical,selected,selected,no_spatial_signal,-0.20278745766841083,-0.15798850385632807,-0.16262975140336802,4,5,2,1.8050000000000002,2.687,1.2469999999999999,climate,climate,climate,0.044798953812082765,0.04015770626504281,1,-2,0.8819999999999997,-0.5580000000000003,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,overall,zero_truncated,All,All,selected,selected,no_spatial_signal,-0.46186245445894664,-0.3547792198868145,-0.17407421451102964,869,794,187,222.9518,216.412,55.3827,climate,climate,climate,0.10708323457213215,0.287788239947917,-75,-682,-6.539799999999985,-167.5691,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region,zero_truncated,Asia,All,selected,selected,no_spatial_signal,-0.6007264841916491,-0.3728934378824763,-0.168979935179,94,89,31,21.8587,22.3053,8.0838,climate,climate,climate,0.22783304630917278,0.4317465490126491,-5,-63,0.4466000000000001,-13.774899999999999,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region,zero_truncated,Europe,All,selected,selected,no_spatial_signal,-0.5558575125137786,-0.11245167230136842,-0.02774724837132254,140,73,79,33.5092,23.0638,25.1124,climate,climate,climate,0.44340584021241014,0.528110264142456,-67,-61,-10.4454,-8.396799999999999,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region,zero_truncated,Latin America,All,selected,selected,no_spatial_signal,-0.5322980075953081,-0.43505574678615505,-0.46089945574334007,70,70,31,18.9689,19.9294,7.6802,climate,climate,climate,0.09724226080915305,0.07139855185196803,0,-39,0.9604999999999997,-11.288700000000002,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region,zero_truncated,North America,All,selected,selected,no_spatial_signal,-0.4123052284278127,-0.3984807997900928,-0.4238208723604721,533,528,25,139.8716,139.6962,7.2172,climate,climate,climate,0.013824428637719877,-0.011515643932659414,-5,-508,-0.17539999999999623,-132.6544,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region,zero_truncated,Oceania,All,selected,selected,no_spatial_signal,-0.39443755871573716,-0.13407409377735827,-0.13435129165466242,32,34,21,8.7434,11.4173,7.2891,climate,climate,climate,0.2603634649383789,0.26008626706107474,2,-11,2.6738999999999997,-1.454299999999999,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,zero_truncated,Asia,Arid,selected,selected,no_spatial_signal,-0.5609479064484483,-0.32491112612744955,-0.24115988140863412,18,15,6,3.8738,3.4037,1.3829,climate,climate,climate,0.23603678032099873,0.3197880250398142,-3,-12,-0.47009999999999996,-2.4909,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,zero_truncated,Asia,Cold_Dry_Summer,selected,selected,no_spatial_signal,-0.9999999999999999,0.10873617497203925,0.25675306957708055,4,3,2,0.9088999999999999,0.8047,0.733,climate,human,human,1.108736174972039,1.2567530695770803,-1,-2,-0.10419999999999996,-0.17589999999999995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
observed_events_only,region_climatezone,zero_truncated,Asia,Cold_Dry_Winter,selected,selected,no_spatial_signal,-0.6212127798304721,-0.44670570410712085,-0.08544886682149434,21,20,4,4.601,4.8842,1.2487000000000001,climate,climate,climate,0.17450707572335122,0.5357639130089777,-1,-17,0.2831999999999999,-3.3522999999999996,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
