region,climate_zone,long,lat,dataset_id,filter_out,total_variance,human_predictor_unique,human_predictor_avg_share,human_predictor_total,climate_predictor_unique,climate_predictor_avg_share,climate_predictor_total,time_predictor_unique,time_predictor_avg_share,time_predictor_total,human_predictor_unique_percent,human_predictor_avg_share_percent,human_predictor_total_percent,climate_predictor_unique_percent,climate_predictor_avg_share_percent,climate_predictor_total_percent,time_predictor_unique_percent,time_predictor_avg_share_percent,time_predictor_total_percent
Europe,Cold_Without_dry_season_Warm_Summer,17.17028,46.77444,22936,FALSE,0.538,0,3e-4,0,0.0051,0.09129999999999999,0.0964,0.3641,0.07730000000000004,0.4414,0,0.05576208178438661,0,0.9479553903345724,16.970260223048324,17.9182156133829,67.67657992565054,14.368029739776958,82.0446096654275
Europe,Cold_Without_dry_season_Warm_Summer,20.20581,53.75192,22942,FALSE,0.527,0,0.0287,0.0263,0.1173,0.038900000000000004,0.1562,0.3201,0.02460000000000001,0.3447,0,5.445920303605313,4.990512333965844,22.258064516129032,7.381404174573055,29.63946869070209,60.74003795066414,4.667931688804556,65.40796963946869
Europe,Cold_Without_dry_season_Warm_Summer,20.20581,53.75192,22944,TRUE,0.182,0,0.0358,0,0,0.0353,0,0.2838,0,0.2728,0,19.67032967032967,0,0,19.395604395604398,0,155.93406593406593,0,149.8901098901099
Europe,Cold_Without_dry_season_Warm_Summer,19.46271,54.10053,22950,TRUE,0.298,0.098,0,0.0411,0.0373,0,0,0.34,0,0.2812,32.88590604026846,0,13.791946308724832,12.516778523489933,0,0,114.09395973154363,0,94.36241610738256
Europe,Cold_Without_dry_season_Warm_Summer,7.735,46.82194,22966,FALSE,0.552,0,0.0435,0.0404,0.0399,0.22300000000000003,0.2629,0.0717,0.1775,0.2492,0,7.8804347826086945,7.318840579710144,7.228260869565216,40.39855072463768,47.6268115942029,12.98913043478261,32.155797101449274,45.14492753623188
Europe,Cold_Without_dry_season_Warm_Summer,12.09944,50.27611,22971,FALSE,0.383,0.0054,0.028499999999999998,0.0339,0.1103,0.07890000000000001,0.1892,0.0513,0.109,0.1603,1.4099216710182767,7.441253263707572,8.851174934725849,28.79895561357702,20.60052219321149,49.39947780678851,13.394255874673627,28.459530026109658,41.853785900783286
Europe,Cold_Without_dry_season_Warm_Summer,28.01373,51.19139,23004,FALSE,0.265,0.0728,0.07469999999999999,0.1475,0,0.0553,0.0294,0.0958,0,0.0885,27.471698113207548,28.188679245283012,55.660377358490564,0,20.867924528301888,11.094339622641508,36.15094339622641,0,33.39622641509434
Europe,Cold_Without_dry_season_Warm_Summer,28,51.16061,23006,TRUE,0.233,0.078,0,0.0231,0.1388,0,0.0322,0.2885,0,0.1781,33.47639484978541,0,9.914163090128755,59.57081545064378,0,13.819742489270384,123.81974248927037,0,76.43776824034335
Europe,Cold_Without_dry_season_Warm_Summer,24.63324,50.3413,23008,FALSE,0.632,0.0253,0,0,0.0768,0.09830000000000001,0.1751,0.3856,0.07490000000000002,0.4605,4.003164556962025,0,0,12.151898734177212,15.553797468354432,27.705696202531648,61.01265822784811,11.851265822784814,72.86392405063292
Europe,Cold_Without_dry_season_Warm_Summer,24.33333,41.98333,24032,FALSE,0.387,9e-4,0.0528,0.0537,0,0.20739999999999997,0.1488,0,0.1893,0.1847,0.23255813953488372,13.643410852713178,13.875968992248062,0,53.591731266149864,38.44961240310077,0,48.91472868217054,47.726098191214476
Europe,Cold_Without_dry_season_Warm_Summer,12.54137,49.60793,24042,TRUE,0.304,0,0,0,0,0.0979,0.0188,0.2479,0.059799999999999964,0.3077,0,0,0,0,32.203947368421055,6.18421052631579,81.54605263157895,19.671052631578938,101.21710526315788
Europe,Cold_Without_dry_season_Warm_Summer,13.48881,50.52085,24089,FALSE,0.522,0,0.0975,0.0839,0.0993,0.20579999999999998,0.3051,0,0.1421,0.1332,0,18.67816091954023,16.0727969348659,19.022988505747126,39.42528735632184,58.448275862068954,0,27.22222222222222,25.517241379310345
Europe,Cold_Without_dry_season_Warm_Summer,11.67907,46.75939,24091,FALSE,0.452,0,0.0468,0.0089,0,0.178,0.1335,0.1857,0.12389999999999998,0.3096,0,10.353982300884956,1.9690265486725662,0,39.38053097345132,29.535398230088493,41.084070796460175,27.411504424778755,68.49557522123894
Europe,Cold_Without_dry_season_Warm_Summer,17.19626,48.97602,24097,FALSE,0.371,0.1348,0,0.0693,0.029,0.07830000000000001,0.1073,0.1074,0.0874,0.1948,36.334231805929925,0,18.67924528301887,7.816711590296496,21.10512129380054,28.921832884097036,28.948787061994608,23.557951482479787,52.506738544474395
Europe,Cold_Without_dry_season_Warm_Summer,16.05602,58.02114,24110,FALSE,0.176,0.0343,0.017800000000000003,0.0521,0.0474,0,0.026,0.0797,0.017900000000000013,0.0976,19.488636363636363,10.113636363636367,29.602272727272727,26.931818181818183,0,14.772727272727273,45.28409090909091,10.170454545454554,55.45454545454545
Europe,Cold_Without_dry_season_Warm_Summer,12.85504,48.95123,24118,FALSE,0.227,0,0.052,0,0.0222,0.12840000000000001,0.1506,0,0.1728,0.0803,0,22.907488986784138,0,9.779735682819384,56.56387665198238,66.34361233480176,0,76.12334801762115,35.37444933920705
Europe,Cold_Without_dry_season_Warm_Summer,14.02583,49.37639,24250,FALSE,0.516,0.0465,0.0918,0.1383,0,0.2328,0.2112,0.016,0.1507,0.1667,9.011627906976743,17.790697674418603,26.802325581395348,0,45.11627906976744,40.93023255813954,3.10077519379845,29.205426356589147,32.30620155038759
Europe,Cold_Without_dry_season_Warm_Summer,14.60392,49.22231,24256,FALSE,0.362,0,0.1052,0.075,0.1045,0.15130000000000005,0.2558,0,0.0576,0.031,0,29.06077348066298,20.718232044198896,28.867403314917127,41.79558011049725,70.66298342541437,0,15.91160220994475,8.56353591160221
Europe,Cold_Without_dry_season_Warm_Summer,7.99167,46.34111,24321,FALSE,0.461,0.0447,0.06740000000000002,0.1121,0.1147,0.12279999999999999,0.2375,0.0629,0.048299999999999996,0.1112,9.696312364425161,14.620390455531457,24.316702819956614,24.880694143167027,26.637744034707154,51.51843817787418,13.644251626898047,10.477223427331886,24.121475054229933
Europe,Cold_Without_dry_season_Warm_Summer,3.08111,44.74444,24414,FALSE,0.382,0.0281,0.028499999999999998,0.0566,0,0.2215,0.1464,0,0.2119,0.1789,7.356020942408377,7.460732984293193,14.81675392670157,0,57.98429319371727,38.324607329842934,0,55.47120418848167,46.832460732984295
Europe,Cold_Without_dry_season_Warm_Summer,3.65,44.46667,24441,FALSE,0.434,0,0.013199999999999998,0,0,0.24760000000000001,0.2376,0,0.2242,0.2072,0,3.04147465437788,0,0,57.05069124423964,54.74654377880185,0,51.65898617511521,47.74193548387097
Europe,Cold_Without_dry_season_Warm_Summer,3.6,44.43333,24461,FALSE,0.541,0.0115,0.0186,0.0301,0.176,0.16300000000000003,0.339,0.0462,0.126,0.1722,2.1256931608133085,3.43807763401109,5.563770794824398,32.532347504621065,30.129390018484294,62.661737523105366,8.53974121996303,23.290203327171902,31.829944547134932
Europe,Cold_Without_dry_season_Warm_Summer,6.76833,45.89306,24956,TRUE,0.157,0,0.0737,0,0,0.15839999999999999,0.0493,8e-4,0.11130000000000001,0.1121,0,46.94267515923567,0,0,100.89171974522293,31.401273885350317,0.5095541401273886,70.89171974522294,71.40127388535032
Europe,Cold_Without_dry_season_Warm_Summer,12.35416,47.47138,25773,FALSE,0.261,0.0248,0.1145,0.1393,0,0.1225,0.0323,0.059,0.030600000000000002,0.0896,9.50191570881226,43.86973180076628,53.371647509578544,0,46.93486590038314,12.375478927203066,22.60536398467433,11.724137931034482,34.32950191570881
Europe,Cold_Without_dry_season_Warm_Summer,13.27474,47.8042,26431,FALSE,0.377,0.0171,0.009399999999999999,0.0265,0.0684,0.033699999999999994,0.1021,0.258,0,0.2484,4.535809018567639,2.493368700265252,7.029177718832891,18.143236074270558,8.938992042440317,27.082228116710876,68.43501326259947,0,65.88859416445624
Europe,Cold_Without_dry_season_Warm_Summer,12.17047,47.61312,26435,TRUE,0.43,0.0307,0.039599999999999996,0.0703,0.0094,0,0,0.4666,0,0.4307,7.139534883720931,9.209302325581396,16.348837209302324,2.1860465116279073,0,0,108.51162790697674,0,100.16279069767442
Europe,Cold_Without_dry_season_Warm_Summer,10.97639,47.29167,26439,FALSE,0.526,0.1805,0,0.1334,0.3419,0,0.2446,0.1004,0.047299999999999995,0.1477,34.31558935361216,0,25.361216730038024,64.99999999999999,0,46.50190114068441,19.08745247148289,8.992395437262356,28.079847908745247
Europe,Cold_Without_dry_season_Warm_Summer,12.04055,47.50844,26505,FALSE,0.145,0.0641,0,0.0295,0.0736,0.018100000000000005,0.0917,0,0.0351,0.0233,44.20689655172414,0,20.344827586206897,50.758620689655174,12.48275862068966,63.24137931034484,0,24.20689655172414,16.06896551724138
Europe,Cold_Without_dry_season_Warm_Summer,12.29357,47.65663,26514,FALSE,0.216,0,0.0036000000000000008,0,0.1508,0,0.1401,0.0815,8.99999999999998e-4,0.0824,0,1.666666666666667,0,69.81481481481481,0,64.86111111111111,37.73148148148148,0.4166666666666658,38.148148148148145
Europe,Cold_Without_dry_season_Warm_Summer,12.29357,47.65663,26518,TRUE,0.142,0.0512,0.0049999999999999975,0.0562,0,0.002699999999999994,0,0.1632,0,0.1622,36.05633802816902,3.521126760563379,39.5774647887324,0,1.9014084507042215,0,114.92957746478876,0,114.22535211267608
Europe,Cold_Without_dry_season_Warm_Summer,6.17361,46.56667,29236,FALSE,0.218,0,0.0853,0.0488,0,0.1873,0.0887,0,0.1181,0.0802,0,39.12844036697248,22.385321100917434,0,85.91743119266054,40.68807339449541,0,54.1743119266055,36.788990825688074
Europe,Cold_Without_dry_season_Warm_Summer,26.43333,53.41667,363,FALSE,0.491,0.0667,0.008000000000000007,0.0747,0.0336,0.0602,0.0938,0.2722,0.05049999999999999,0.3227,13.584521384928717,1.6293279022403275,15.213849287169042,6.843177189409368,12.260692464358451,19.10386965376782,55.43788187372709,10.285132382892055,65.72301425661914
Europe,Cold_Without_dry_season_Warm_Summer,7.575,46.725,3875,FALSE,1,-0,0.159,0.159,0.4251,0.2579000000000001,0.683,0,0.158,0.158,-0,15.9,15.9,42.51,25.790000000000006,68.30000000000001,0,15.8,15.8
Europe,Cold_Without_dry_season_Warm_Summer,15.19097,49.04174,3935,FALSE,0.274,0,0.0503,0.0252,0,0.1401,0.1263,0.0255,0.09680000000000001,0.1223,0,18.35766423357664,9.197080291970803,0,51.131386861313864,46.0948905109489,9.306569343065691,35.32846715328467,44.63503649635036
Europe,Cold_Without_dry_season_Warm_Summer,20.67577,52.54316,3938,FALSE,0.541,0,0,0,0.0133,0.10239999999999999,0.1157,0.3364,0.0958,0.4322,0,0,0,2.4584103512014783,18.927911275415894,21.386321626617374,62.181146025878,17.707948243992604,79.8890942698706
Europe,Cold_Without_dry_season_Warm_Summer,2.87528,45.44444,3977,TRUE,0.081,0.0121,0,0.0121,0,0.0911,0,0.0032,0.0921,0.0953,14.938271604938272,0,14.938271604938272,0,112.46913580246914,0,3.950617283950617,113.70370370370371,117.65432098765432
Europe,Cold_Without_dry_season_Warm_Summer,14.70652,58.32288,4011,FALSE,0.308,0,0.0679,0.053,0.0806,0.02139999999999999,0.102,0.0847,0.0681,0.1528,0,22.045454545454547,17.20779220779221,26.16883116883117,6.948051948051945,33.116883116883116,27.500000000000004,22.110389610389607,49.61038961038961
Europe,Cold_Without_dry_season_Warm_Summer,13.67319,58.55679,4042,FALSE,0.693,0.0128,0.2466,0.2594,0.106,0.007800000000000001,0.1138,0.0688,0.25070000000000003,0.3195,1.8470418470418475,35.58441558441559,37.43145743145744,15.295815295815295,1.1255411255411258,16.42135642135642,9.927849927849929,36.176046176046185,46.103896103896105
Europe,Cold_Without_dry_season_Warm_Summer,6.99669,47.01867,40450,FALSE,0.284,0,0.0125,0.0073,0,0.1144,0.1066,0.0809,0.08879999999999999,0.1697,0,4.401408450704226,2.570422535211268,0,40.28169014084507,37.53521126760564,28.485915492957748,31.267605633802813,59.75352112676057
Europe,Cold_Without_dry_season_Warm_Summer,7.05,47.24056,40452,FALSE,0.184,0.0455,0,0.0362,0,0.061399999999999996,0.0566,0.0452,0.0462,0.0914,24.728260869565215,0,19.673913043478265,0,33.3695652173913,30.76086956521739,24.565217391304348,25.108695652173914,49.67391304347826
Europe,Cold_Without_dry_season_Warm_Summer,8.83094,47.61335,40564,FALSE,0.574,0.028,0.0309,0.0589,0.1278,0.11910000000000001,0.2469,0.1962,0.07149999999999998,0.2677,4.878048780487805,5.383275261324042,10.261324041811848,22.26480836236934,20.74912891986063,43.01393728222997,34.18118466898955,12.456445993031357,46.637630662020904
Europe,Cold_Without_dry_season_Warm_Summer,8.83094,47.61335,40566,FALSE,0.425,0.1702,0,0.1325,0.226,0,0.1878,0.0113,0.0931,0.1044,40.047058823529404,0,31.176470588235293,53.17647058823529,0,44.188235294117646,2.6588235294117646,21.905882352941177,24.564705882352943
Europe,Cold_Without_dry_season_Warm_Summer,8.83094,47.61335,40567,FALSE,0.134,0,0.1076,0.0647,0,0.0559,0.0321,0,0.037899999999999996,0.0368,0,80.29850746268656,48.283582089552226,0,41.71641791044776,23.95522388059701,0,28.283582089552233,27.46268656716418
Europe,Cold_Without_dry_season_Warm_Summer,7.54333,46.64583,40627,FALSE,0.137,0.0306,0.0372,0.0678,0,0.0708,0,0.0254,0.0701,0.0955,22.33576642335766,27.15328467153284,49.489051094890506,0,51.67883211678832,0,18.54014598540146,51.16788321167882,69.7080291970803
Europe,Cold_Without_dry_season_Warm_Summer,8.90139,47.74252,40949,TRUE,0.091,0.0396,0,0.0113,0,0.054,0,0.0858,0.036199999999999996,0.122,43.516483516483525,0,12.417582417582416,0,59.34065934065934,0,94.28571428571429,39.78021978021978,134.06593406593404
Europe,Cold_Without_dry_season_Warm_Summer,8.198,47.80425,40951,FALSE,0.209,0,0.0462,0,0,0.1505,0.0611,0,0.1666,0.1591,0,22.105263157894736,0,0,72.00956937799043,29.234449760765553,0,79.71291866028707,76.1244019138756
Europe,Cold_Without_dry_season_Warm_Summer,8.9773,47.77416,40958,FALSE,0.172,6e-4,0.0761,0.0767,0,0.0643,0,0.0312,0.1212,0.1524,0.3488372093023256,44.24418604651163,44.59302325581396,0,37.38372093023256,0,18.13953488372093,70.46511627906978,88.6046511627907
Europe,Cold_Without_dry_season_Warm_Summer,19.67778,49.04167,4118,FALSE,0.128,0,0.0348,0,0.0343,0.0733,0.1076,0,0.0678,0.0279,0,27.187499999999996,0,26.796874999999996,57.265625,84.0625,0,52.96875,21.796875
Europe,Cold_Without_dry_season_Warm_Summer,21.8875,49.3705,4120,FALSE,0.658,0.0092,0,0,0.0955,0.16740000000000002,0.2629,0.2254,0.17149999999999999,0.3969,1.3981762917933132,0,0,14.513677811550153,25.440729483282677,39.954407294832826,34.25531914893617,26.063829787234038,60.31914893617021
Europe,Cold_Without_dry_season_Warm_Summer,10.30419,51.67243,41399,FALSE,0.563,0,0.0238,0.0223,0.0671,0.1981,0.2652,0.0672,0.20800000000000002,0.2752,0,4.227353463587923,3.9609236234458263,11.918294849023093,35.186500888099474,47.104795737122565,11.936056838365898,36.94493783303731,48.8809946714032
Europe,Cold_Without_dry_season_Warm_Summer,7.66823,47.16969,41469,FALSE,0.298,0.0233,0.033,0.0563,0,0.1528,0.0737,0.0874,0.0804,0.1678,7.818791946308726,11.073825503355705,18.89261744966443,0,51.2751677852349,24.731543624161077,29.32885906040269,26.979865771812083,56.30872483221477
Europe,Cold_Without_dry_season_Warm_Summer,24.13852,41.73356,41491,FALSE,0.316,0.0589,0.0032000000000000015,0.0621,0,0.1737,0.076,0.0048,0.1735,0.1783,18.639240506329113,1.0126582278481016,19.651898734177216,0,54.96835443037974,24.050632911392405,1.5189873417721516,54.905063291139236,56.42405063291138
Europe,Cold_Without_dry_season_Warm_Summer,17.28472,54.70694,4154,FALSE,0.14,0.0434,0.009099999999999997,0.0525,0,0.0668,0.0308,0,0.0825,0.0569,31,6.499999999999997,37.49999999999999,0,47.71428571428571,21.999999999999996,0,58.92857142857143,40.64285714285714
Europe,Cold_Without_dry_season_Warm_Summer,10.67378,44.1199,41631,FALSE,0.549,0.065,0.06570000000000001,0.1307,0,0.2268,0.2222,0.0096,0.1869,0.1965,11.839708561020036,11.967213114754099,23.806921675774134,0,41.31147540983606,40.4735883424408,1.7486338797814205,34.04371584699453,35.79234972677596
Europe,Cold_Without_dry_season_Warm_Summer,24.33333,41.98333,4170,FALSE,0.467,0.0643,1.0000000000000286e-4,0.0644,0.1048,0.14229999999999998,0.2471,0,0.1805,0.1557,13.768736616702354,0.021413276231263996,13.790149892933618,22.441113490364025,30.471092077087793,52.91220556745181,0,38.650963597430405,33.34047109207709
Europe,Cold_Without_dry_season_Warm_Summer,17.38084,52.54901,4192,FALSE,0.598,0.0698,0.013700000000000004,0.0835,0.082,0.0368,0.1188,0.367,0.02839999999999998,0.3954,11.672240802675587,2.2909698996655523,13.963210702341138,13.712374581939802,6.153846153846154,19.866220735785955,61.37123745819398,4.749163879598659,66.12040133779264
Europe,Cold_Without_dry_season_Warm_Summer,27.57509,59.30546,4203,FALSE,0.45,0,2.000000000000001e-4,0,0.3281,0.02150000000000002,0.3496,0.0638,0.038900000000000004,0.1027,0,0.04444444444444446,0,72.91111111111111,4.777777777777782,77.6888888888889,14.177777777777775,8.644444444444446,22.822222222222223
Europe,Cold_Without_dry_season_Warm_Summer,7.29917,47.03194,4213,FALSE,0.432,0.0576,0.1055,0.1631,0.0428,0.025299999999999996,0.0681,0.16,0.0406,0.2006,13.333333333333334,24.421296296296298,37.754629629629626,9.907407407407407,5.856481481481481,15.76388888888889,37.03703703703704,9.398148148148147,46.43518518518518
Europe,Cold_Without_dry_season_Warm_Summer,8.63721,48.72783,42566,FALSE,0.681,0.1113,0.0714,0.1827,0.0015,0.1473,0.1488,0.0621,0.2873,0.3494,16.34361233480176,10.484581497797357,26.82819383259912,0.22026431718061673,21.629955947136562,21.850220264317176,9.118942731277532,42.18795888399413,51.30690161527165
Europe,Cold_Without_dry_season_Warm_Summer,8.63721,48.72783,42570,FALSE,0.453,0.0259,0.0363,0.0622,0.0955,0.1099,0.2054,0.0647,0.1209,0.1856,5.717439293598233,8.013245033112582,13.730684326710815,21.08167770419426,24.26048565121413,45.34216335540839,14.282560706401764,26.688741721854303,40.97130242825607
Europe,Cold_Without_dry_season_Warm_Summer,8.26188,48.42584,42668,FALSE,0.434,0,0.0443,0.0206,0.0116,0.1351,0.1467,0.1025,0.1637,0.2662,0,10.207373271889402,4.746543778801843,2.6728110599078336,31.129032258064516,33.80184331797235,23.617511520737324,37.71889400921659,61.33640552995392
Europe,Cold_Without_dry_season_Warm_Summer,8.2395,48.56961,42671,FALSE,0.49,0.0053,0.0308,0.0361,0.0362,0.1919,0.2281,0.0094,0.21610000000000001,0.2255,1.0816326530612244,6.2857142857142865,7.36734693877551,7.387755102040818,39.16326530612245,46.55102040816326,1.9183673469387756,44.10204081632653,46.02040816326531
Europe,Cold_Without_dry_season_Warm_Summer,8.34727,48.57351,42681,FALSE,0.539,0,0.0417,0.018,0.0049,0.2351,0.24,0.0367,0.2439,0.2806,0,7.736549165120593,3.33951762523191,0.9090909090909091,43.6178107606679,44.52690166975881,6.808905380333952,45.25046382189239,52.05936920222635
Europe,Cold_Without_dry_season_Warm_Summer,8.45764,48.71718,42683,FALSE,0.4,0,0.0197,0.0162,0.0262,0.1599,0.1861,0.0466,0.1515,0.1981,0,4.925,4.05,6.550000000000001,39.974999999999994,46.52499999999999,11.65,37.875,49.525
Europe,Cold_Without_dry_season_Warm_Summer,14.77529,48.99944,4269,FALSE,0.308,0,0.0279,0.02,0,0.1778,0.1307,0,0.1643,0.157,0,9.058441558441558,6.493506493506494,0,57.72727272727273,42.435064935064936,0,53.34415584415585,50.97402597402597
Europe,Cold_Without_dry_season_Warm_Summer,8.29455,48.66747,42692,FALSE,0.397,0,0.015000000000000003,0,0,0.16599999999999998,0.0929,0.1345,0.18819999999999998,0.3227,0,3.7783375314861463,0,0,41.81360201511335,23.40050377833753,33.87909319899244,47.40554156171284,81.28463476070529
Europe,Cold_Without_dry_season_Warm_Summer,6.75027,50.0978,42720,FALSE,0.522,0.0677,0.008300000000000002,0.076,0,0.18059999999999998,0.1359,0.0649,0.2449,0.3098,12.96934865900383,1.5900383141762457,14.559386973180075,0,34.59770114942528,26.034482758620687,12.432950191570882,46.91570881226054,59.348659003831415
Europe,Cold_Without_dry_season_Warm_Summer,24.68735,58.00009,4308,FALSE,0.398,0,0.0302,0.0222,0.261,0,0.2487,0.1104,0.016600000000000004,0.127,0,7.587939698492462,5.577889447236181,65.57788944723619,0,62.48743718592965,27.738693467336685,4.170854271356784,31.909547738693465
Europe,Cold_Without_dry_season_Warm_Summer,25.99919,53.26346,4314,FALSE,0.272,0.1047,0.0646,0.1693,0,0.1355,0.0519,0,0.0676,0.0513,38.49264705882353,23.75,62.24264705882353,0,49.81617647058824,19.080882352941174,0,24.852941176470583,18.860294117647054
Europe,Cold_Without_dry_season_Warm_Summer,23.95667,51.69667,4320,FALSE,0.562,0.0086,0.06620000000000001,0.0748,0.1578,0.18159999999999998,0.3394,0.0091,0.1386,0.1477,1.5302491103202844,11.779359430604982,13.309608540925266,28.078291814946617,32.31316725978647,60.39145907473309,1.6192170818505338,24.66192170818505,26.281138790035584
Europe,Cold_Without_dry_season_Warm_Summer,10.21472,44.29861,4330,FALSE,0.331,0,0.0286,0.0139,0.0391,0.1497,0.1888,0.0017,0.1262,0.1279,0,8.6404833836858,4.199395770392749,11.812688821752266,45.22658610271903,57.03927492447129,0.5135951661631419,38.12688821752266,38.640483383685805
Europe,Cold_Without_dry_season_Warm_Summer,27.25948,57.68477,4362,FALSE,0.566,0,0.022,0,0.2927,0.16409999999999997,0.4568,0,0.1369,0.1203,0,3.8869257950530036,0,51.71378091872793,28.992932862190813,80.70671378091873,0,24.187279151943464,21.254416961130744
Europe,Cold_Without_dry_season_Warm_Summer,19.80199,49.46655,4364,TRUE,-0.042,0,0.036500000000000005,0,0,0.0691,0,0,0.0454,0.0284,-0,-86.90476190476191,-0,-0,-164.5238095238095,-0,-0,-108.09523809523809,-67.61904761904762
Europe,Cold_Without_dry_season_Warm_Summer,-3.01667,42.03333,4367,FALSE,0.502,0.0334,0.0717,0.1051,0.0491,0.0867,0.1358,0.1395,0.12159999999999999,0.2611,6.653386454183267,14.282868525896413,20.93625498007968,9.780876494023904,17.270916334661354,27.05179282868526,27.78884462151395,24.223107569721115,52.01195219123505
Europe,Cold_Without_dry_season_Warm_Summer,26.64967,58.59222,4369,FALSE,0.292,0.0255,0.0307,0.0562,0.1249,0,0.107,0.1124,0.016399999999999998,0.1288,8.732876712328768,10.513698630136988,19.246575342465754,42.77397260273973,0,36.64383561643836,38.49315068493151,5.616438356164384,44.109589041095894
Europe,Cold_Without_dry_season_Warm_Summer,21.27687,49.42344,4377,FALSE,0.331,0.0293,0,0.005,0.028,0.0678,0.0958,0.186,0.043899999999999995,0.2299,8.851963746223564,0,1.510574018126888,8.459214501510575,20.4833836858006,28.942598187311177,56.19335347432024,13.262839879154075,69.45619335347432
Europe,Cold_Without_dry_season_Warm_Summer,14.08165,49.24798,4378,FALSE,0.541,0.0559,0,0.0452,0,0.2228,0.1758,0.0648,0.255,0.3198,10.332717190388168,0,8.354898336414047,0,41.18299445471349,32.495378927911275,11.97781885397412,47.134935304990755,59.112754158964876
Europe,Cold_Without_dry_season_Warm_Summer,8.32556,47.07556,4382,FALSE,0.466,0.0905,0,0.0834,0.2253,0,0.1921,0.2116,0,0.191,19.4206008583691,0,17.896995708154506,48.34763948497854,0,41.223175965665234,45.40772532188841,0,40.987124463519315
Europe,Cold_Without_dry_season_Warm_Summer,8.32556,47.07556,4383,FALSE,0.446,0.0397,0.09949999999999999,0.1392,0.2108,0,0.1215,0.2745,0,0.1851,8.90134529147982,22.309417040358742,31.21076233183856,47.26457399103139,0,27.242152466367713,61.54708520179373,0,41.502242152466366
Europe,Cold_Without_dry_season_Warm_Summer,17.35631,52.54984,4397,FALSE,0.363,0.0722,0,0.051,0.0216,0.0238,0.0454,0.2523,0.01419999999999999,0.2665,19.88980716253444,0,14.049586776859504,5.9504132231404965,6.556473829201102,12.506887052341597,69.50413223140497,3.911845730027546,73.4159779614325
Europe,Cold_Without_dry_season_Warm_Summer,17.35631,52.54984,4398,FALSE,0.47,0.0049,0.039,0.0439,0,0.047700000000000006,0.0302,0.3834,0.012499999999999956,0.3959,1.0425531914893618,8.297872340425533,9.340425531914894,0,10.148936170212767,6.425531914893617,81.57446808510639,2.659574468085097,84.23404255319149
Europe,Cold_Without_dry_season_Warm_Summer,12.41426,57.16313,4403,FALSE,0.498,0.032,0.11380000000000001,0.1458,0.1366,0.049199999999999994,0.1858,0.0237,0.1428,0.1665,6.425702811244981,22.851405622489963,29.277108433734945,27.429718875502008,9.879518072289155,37.30923694779116,4.759036144578313,28.674698795180724,33.433734939759034
Europe,Cold_Without_dry_season_Warm_Summer,6.33639,44.42,4425,FALSE,0.217,0,0.1197,0.0547,0,0.1592,0.1342,0,0.0584,0.028,0,55.16129032258065,25.2073732718894,0,73.36405529953917,61.84331797235024,0,26.912442396313363,12.903225806451612
Europe,Cold_Without_dry_season_Warm_Summer,28.1,54.03333,4466,FALSE,0.432,0,0.011799999999999998,0,0.2678,0.0023000000000000242,0.2701,0.1897,0,0.1768,0,2.731481481481481,0,61.99074074074073,0.532407407407413,62.52314814814815,43.91203703703704,0,40.925925925925924
Europe,Cold_Without_dry_season_Warm_Summer,8.08088,47.09076,44723,FALSE,0.314,0.0449,0.028199999999999996,0.0731,0,0.1343,0.0969,0.0839,0.060200000000000004,0.1441,14.29936305732484,8.980891719745221,23.280254777070063,0,42.77070063694268,30.859872611464965,26.719745222929937,19.171974522292995,45.89171974522293
Europe,Cold_Without_dry_season_Warm_Summer,21.1,49.63333,4473,FALSE,0.411,0.0699,0,0.0182,0.0612,0.051800000000000006,0.113,0.2073,0.07259999999999997,0.2799,17.007299270072995,0,4.428223844282239,14.890510948905108,12.603406326034067,27.49391727493917,50.43795620437956,17.66423357664233,68.10218978102189
Europe,Cold_Without_dry_season_Warm_Summer,21.56259,49.73807,4479,FALSE,0.515,0.0585,0.017399999999999992,0.0759,0,0.1666,0.1382,0.1636,0.1369,0.3005,11.359223300970873,3.3786407766990276,14.7378640776699,0,32.349514563106794,26.83495145631068,31.766990291262132,26.582524271844658,58.349514563106794
Europe,Cold_Without_dry_season_Warm_Summer,22.83333,42.36667,4485,TRUE,0.095,0,0.0417,0.0139,0,0.14100000000000001,0.0072,0,0.1143,0.074,0,43.89473684210527,14.631578947368421,0,148.42105263157896,7.578947368421051,0,120.31578947368419,77.89473684210526
Europe,Cold_Without_dry_season_Warm_Summer,20.42349,48.33691,44951,FALSE,0.343,0.0726,0,0.0373,0.1347,0.04470000000000002,0.1794,0.0437,0.08239999999999999,0.1261,21.166180758017493,0,10.874635568513119,39.27113702623906,13.032069970845486,52.30320699708455,12.740524781341108,24.023323615160344,36.76384839650145
Europe,Cold_Without_dry_season_Warm_Summer,22.38803,58.4848,4497,FALSE,0.384,0,0.0677,0.037,0.1243,0.119,0.2433,0.005,0.0986,0.1036,0,17.630208333333332,9.635416666666666,32.369791666666664,30.989583333333332,63.35937499999999,1.3020833333333335,25.677083333333332,26.979166666666664
Europe,Cold_Without_dry_season_Warm_Summer,16.21208,50.60387,4517,FALSE,0.471,0.0233,0.13219999999999998,0.1555,0.0547,0.1828,0.2375,0,0.0984,0.0782,4.946921443736731,28.067940552016985,33.01486199575372,11.613588110403397,38.811040339702764,50.424628450106155,0,20.891719745222932,16.602972399150744
