sensitivity_type,omitted_group,distance_km,repetition,aggregation_level,profile,importance_balance,n_records,n_strata,weight_sum,region,climatezone,ranking,baseline_balance,absolute_deviation
thinning,NA,250,12,region_climatezone,signed,-0.9601479426722144,7,1,2.1630000000000003,Latin America,Temperate_Dry_Summer,climate,-1.0068210526315788,0.04667310995936447
thinning,NA,250,12,region_climatezone,signed,-0.47911646586345374,2,1,0.7470000000000001,Latin America,Temperate_Dry_Winter,climate,-0.47911646586345374,0
thinning,NA,250,12,region_climatezone,signed,-0.47780584626488637,16,1,5.542,Latin America,Temperate_Without_dry_season,climate,-0.48046263345195733,0.0026567871870709636
thinning,NA,250,12,region_climatezone,signed,-0.4130089058524173,15,1,6.288,Latin America,Tropical,climate,-0.4130089058524173,0
thinning,NA,250,12,region_climatezone,signed,-0.267926267281106,16,1,4.34,North America,Arid,climate,-0.267926267281106,0
thinning,NA,250,12,region_climatezone,signed,-0.34255963944362416,37,1,12.869,North America,Cold_Dry_Summer,climate,-0.4033738838616887,0.060814244418064545
thinning,NA,250,12,region_climatezone,signed,-0.6140267511439633,103,1,39.774,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.6006827527348902,0.013343998409073077
thinning,NA,250,12,region_climatezone,signed,-0.39232042370076137,31,1,12.084,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.44745168770935323,0.05513126400859186
thinning,NA,250,12,region_climatezone,signed,-0.4098841190413484,97,1,37.97,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40774893935612677,0.0021351796852216443
thinning,NA,250,12,region_climatezone,signed,-0.7314706437606193,30,1,10.594,North America,Polar,climate,-0.7375564516129032,0.006085807852283853
thinning,NA,250,12,region_climatezone,signed,-0.4524961715160796,11,1,3.265,North America,Temperate_Dry_Summer,climate,-0.4226583407671722,0.029837830748907446
thinning,NA,250,12,region_climatezone,signed,-0.23754345307068367,31,1,10.356,North America,Temperate_Without_dry_season,climate,-0.22972326341813543,0.007820189652548243
thinning,NA,250,12,region_climatezone,signed,-0.5156521739130435,1,1,0.345,Oceania,Arid,climate,-0.5156521739130435,0
thinning,NA,250,12,region_climatezone,signed,-2.968421052631579,1,1,0.019,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-2.968421052631579,0
thinning,NA,250,12,region_climatezone,signed,-0.6820143884892086,1,1,0.139,Oceania,Temperate_Dry_Summer,climate,-0.6820143884892086,0
thinning,NA,250,12,region_climatezone,signed,-0.31022727272727274,1,1,0.264,Oceania,Temperate_Dry_Winter,climate,-0.31022727272727274,0
thinning,NA,250,12,region_climatezone,signed,-0.4852238354506957,15,1,6.612,Oceania,Temperate_Without_dry_season,climate,-0.3824903066619669,0.10273352878872882
thinning,NA,250,12,region_climatezone,signed,-0.34243818286371475,4,1,1.7389999999999999,Oceania,Tropical,climate,-0.34243818286371475,0
thinning,NA,250,12,overall,zero_truncated,-0.5320161037444449,745,37,277.451,All,All,climate,-0.5124720067291967,0.019544097015248174
thinning,NA,250,12,region,zero_truncated,-0.7014153196261017,91,9,33.7097,Asia,All,climate,-0.6912613828177492,0.010153936808352526
thinning,NA,250,12,region,zero_truncated,-0.593188106485621,210,7,75.8262,Europe,All,climate,-0.5570673848516587,0.036120721633962294
thinning,NA,250,12,region,zero_truncated,-0.5336785527521223,65,7,25.4331,Latin America,All,climate,-0.5415668934998014,0.007888340747679079
thinning,NA,250,12,region,zero_truncated,-0.46021386585651414,356,8,133.2424,North America,All,climate,-0.45752601614291005,0.0026878497136040846
thinning,NA,250,12,region,zero_truncated,-0.442833023074592,23,6,9.2396,Oceania,All,climate,-0.36356574499800554,0.07926727807658646
thinning,NA,250,12,region_climatezone,zero_truncated,-0.5570161025303976,19,1,6.086,Asia,Arid,climate,-0.5570161025303976,0
thinning,NA,250,12,region_climatezone,zero_truncated,-1,4,1,1.4558,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.719490989566867,20,1,7.5912,Asia,Cold_Dry_Winter,climate,-0.7403908278577612,0.020899838290894257
thinning,NA,250,12,region_climatezone,zero_truncated,-0.8421619732665483,8,1,3.4339,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8109825987287694,0.03117937453777886
thinning,NA,250,12,region_climatezone,zero_truncated,-0.7865406971380068,15,1,5.4193,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7848278656693738,0.0017128314686329915
thinning,NA,250,12,region_climatezone,zero_truncated,-0.6312894213876328,10,1,3.4721,Asia,Polar,climate,-0.6312894213876328,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.8993768448671696,4,1,1.5245,Asia,Temperate_Dry_Summer,climate,-0.9209767154337524,0.021599870566582746
thinning,NA,250,12,region_climatezone,zero_truncated,-0.09082416441768734,5,1,1.9268,Asia,Temperate_Dry_Winter,climate,0.007591504744690476,0.09841566916237782
thinning,NA,250,12,region_climatezone,zero_truncated,-0.8730045355523017,6,1,2.8001,Asia,Temperate_Without_dry_season,climate,-0.8170899843745213,0.055914551177780436
thinning,NA,250,12,region_climatezone,zero_truncated,-0.9834717573653982,6,1,2.4201,Europe,Arid,climate,-0.9838213881248988,3.4963075950067424e-4
thinning,NA,250,12,region_climatezone,zero_truncated,-0.6401194940570774,3,1,1.5733000000000001,Europe,Cold_Dry_Summer,climate,-0.6401194940570774,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.6370309011415813,53,1,18.2291,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6171081785201237,0.019922722621457667
thinning,NA,250,12,region_climatezone,zero_truncated,-0.6648832336212966,74,1,23.7183,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6210554945342329,0.04382773908706372
thinning,NA,250,12,region_climatezone,zero_truncated,-0.7563373608149727,12,1,5.0652,Europe,Polar,climate,-0.663897788468093,0.09243957234687972
thinning,NA,250,12,region_climatezone,zero_truncated,-0.6617277047805423,12,1,4.2924,Europe,Temperate_Dry_Summer,climate,-0.6694046988164635,0.0076769940359211475
thinning,NA,250,12,region_climatezone,zero_truncated,-0.3672190882607976,50,1,20.5278,Europe,Temperate_Without_dry_season,climate,-0.3337292229334277,0.03348986532736986
thinning,NA,250,12,region_climatezone,zero_truncated,-0.42961165048543687,5,1,1.4832,Latin America,Arid,climate,-0.42961165048543687,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.8991546789262939,2,1,0.6743,Latin America,Cold_Dry_Summer,climate,-0.8991546789262939,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.6238299339836438,18,1,8.1192,Latin America,Polar,climate,-0.6210712323158315,0.0027587016678123355
thinning,NA,250,12,region_climatezone,zero_truncated,-0.8396979691025864,7,1,2.3044,Latin America,Temperate_Dry_Summer,climate,-0.8561358414144956,0.016437872311909185
thinning,NA,250,12,region_climatezone,zero_truncated,-0.47918061320123173,2,1,0.7469,Latin America,Temperate_Dry_Winter,climate,-0.47918061320123173,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.440434736731033,16,1,5.6862,Latin America,Temperate_Without_dry_season,climate,-0.4435307588216925,0.0030960220906595115
thinning,NA,250,12,region_climatezone,zero_truncated,-0.38438050133200397,15,1,6.4189,Latin America,Tropical,climate,-0.38438050133200397,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.27049545535555164,16,1,4.4887999999999995,North America,Arid,climate,-0.27049545535555164,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.33457745829877433,37,1,13.0212,North America,Cold_Dry_Summer,climate,-0.39664950443308206,0.06207204613430772
thinning,NA,250,12,region_climatezone,zero_truncated,-0.5984795616861424,103,1,40.4094,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5846148555971161,0.013864706089026235
thinning,NA,250,12,region_climatezone,zero_truncated,-0.37464422216800847,31,1,12.297,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.4288192331101643,0.05417501094215582
thinning,NA,250,12,region_climatezone,zero_truncated,-0.40074966937858825,97,1,38.3369,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40324746733790584,0.0024977979593175936
thinning,NA,250,12,region_climatezone,zero_truncated,-0.7024732030996241,30,1,10.7755,North America,Polar,climate,-0.7125939819745354,0.010120778874911251
thinning,NA,250,12,region_climatezone,zero_truncated,-0.45561409385753876,11,1,3.2837,North America,Temperate_Dry_Summer,climate,-0.4251882789416391,0.030425814915899685
thinning,NA,250,12,region_climatezone,zero_truncated,-0.23790440173472943,31,1,10.6299,North America,Temperate_Without_dry_season,climate,-0.23019527652467106,0.007709125210058371
thinning,NA,250,12,region_climatezone,zero_truncated,-0.5152041702867072,1,1,0.3453,Oceania,Arid,climate,-0.5152041702867072,0
thinning,NA,250,12,region_climatezone,zero_truncated,-1,1,1,0.0375,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-1,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.6839826839826839,1,1,0.1386,Oceania,Temperate_Dry_Summer,climate,-0.6839826839826839,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.3098751418842225,1,1,0.2643,Oceania,Temperate_Dry_Winter,climate,-0.3098751418842225,0
thinning,NA,250,12,region_climatezone,zero_truncated,-0.46949221029946575,15,1,6.6819,Oceania,Temperate_Without_dry_season,climate,-0.37249783923941227,0.09699437106005349
thinning,NA,250,12,region_climatezone,zero_truncated,-0.31738148984198644,4,1,1.772,Oceania,Tropical,climate,-0.31738148984198644,0
thinning,NA,250,13,overall,signed,-0.5359300987502341,725,36,261.569,All,All,climate,-0.5285855289613305,0.007344569788903632
thinning,NA,250,13,region,signed,-0.7183848262115361,88,9,32.108,Asia,All,climate,-0.7139507847316411,0.004434041479895012
thinning,NA,250,13,region,signed,-0.5980789098930556,207,7,71.626,Europe,All,climate,-0.5782751009177085,0.01980380897534706
thinning,NA,250,13,region,signed,-0.5894324324324325,60,7,22.2,Latin America,All,climate,-0.5761872224120259,0.013245210020406573
thinning,NA,250,13,region,signed,-0.4557511054455643,346,8,125.515,North America,All,climate,-0.4670971615124708,0.011346056066906529
thinning,NA,250,13,region,signed,-0.39424901185770755,24,5,10.12,Oceania,All,climate,-0.37655536529680367,0.017693646560903886
thinning,NA,250,13,region_climatezone,signed,-0.5800100033344447,19,1,5.998,Asia,Arid,climate,-0.5800100033344447,0
thinning,NA,250,13,region_climatezone,signed,-1.126734842951059,4,1,1.369,Asia,Cold_Dry_Summer,climate,-1.126734842951059,0
thinning,NA,250,13,region_climatezone,signed,-0.7379831444347574,18,1,6.882,Asia,Cold_Dry_Winter,climate,-0.7646891607959462,0.026706016361188745
thinning,NA,250,13,region_climatezone,signed,-0.8053720195346166,8,1,3.481,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8277339642481598,0.022361944713543247
thinning,NA,250,13,region_climatezone,signed,-0.7897189349112426,15,1,5.408,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7877854846895619,0.001933450221680677
thinning,NA,250,13,region_climatezone,signed,-0.6561491574040875,9,1,2.789,Asia,Polar,climate,-0.6596424384525206,0.00349328104843305
thinning,NA,250,13,region_climatezone,signed,-0.9861454046639232,4,1,1.458,Asia,Temperate_Dry_Summer,climate,-1.0125202374527793,0.026374832788856106
thinning,NA,250,13,region_climatezone,signed,-0.09081473793461338,5,1,1.927,Asia,Temperate_Dry_Winter,climate,0.007591504744690476,0.09840624267930385
thinning,NA,250,13,region_climatezone,signed,-0.8757510729613732,6,1,2.7960000000000003,Asia,Temperate_Without_dry_season,climate,-0.8193251533742331,0.05642591958714016
thinning,NA,250,13,region_climatezone,signed,-1.0577368195456491,6,1,2.333,Europe,Arid,climate,-1.0722855935783693,0.014548774032720146
thinning,NA,250,13,region_climatezone,signed,-0.6625,3,1,1.552,Europe,Cold_Dry_Summer,climate,-0.6625,0
thinning,NA,250,13,region_climatezone,signed,-0.6821962151394423,47,1,16.064,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6500885065681189,0.03210770857132339
thinning,NA,250,13,region_climatezone,signed,-0.6690312192503801,72,1,22.358,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6510013065175951,0.01802991273278498
thinning,NA,250,13,region_climatezone,signed,-0.6996067880794702,12,1,4.832,Europe,Polar,climate,-0.6662854349951124,0.033321353084357797
thinning,NA,250,13,region_climatezone,signed,-0.6161273486430062,13,1,3.832,Europe,Temperate_Dry_Summer,climate,-0.6676690029391815,0.0515416542961753
thinning,NA,250,13,region_climatezone,signed,-0.37199709513435003,54,1,20.655,Europe,Temperate_Without_dry_season,climate,-0.33982598208132325,0.03217111305302678
thinning,NA,250,13,region_climatezone,signed,-0.4712699514226232,5,1,1.441,Latin America,Arid,climate,-0.4712699514226232,0
thinning,NA,250,13,region_climatezone,signed,-0.8982222222222221,2,1,0.675,Latin America,Cold_Dry_Summer,climate,-0.8982222222222221,0
thinning,NA,250,13,region_climatezone,signed,-0.6396443514644352,18,1,7.648,Latin America,Polar,climate,-0.6357290420789389,0.003915309385496335
thinning,NA,250,13,region_climatezone,signed,-0.902466091245376,5,1,1.622,Latin America,Temperate_Dry_Summer,climate,-1.0068210526315788,0.10435496138620282
thinning,NA,250,13,region_climatezone,signed,-0.47911646586345374,2,1,0.7470000000000001,Latin America,Temperate_Dry_Winter,climate,-0.47911646586345374,0
thinning,NA,250,13,region_climatezone,signed,-0.6585381491771746,15,1,4.679,Latin America,Temperate_Without_dry_season,climate,-0.48046263345195733,0.17807551572521724
thinning,NA,250,13,region_climatezone,signed,-0.37212323682256865,13,1,5.388,Latin America,Tropical,climate,-0.4130089058524173,0.04088566902984864
thinning,NA,250,13,region_climatezone,signed,-0.2943622269203665,15,1,4.257,North America,Arid,climate,-0.267926267281106,0.026435959639260487
thinning,NA,250,13,region_climatezone,signed,-0.38404524734087453,33,1,11.846,North America,Cold_Dry_Summer,climate,-0.4033738838616887,0.01932863652081418
thinning,NA,250,13,region_climatezone,signed,-0.5885610607117934,97,1,35.825,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.6006827527348902,0.012121692023096875
thinning,NA,250,13,region_climatezone,signed,-0.3935216377299819,30,1,11.577,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.44745168770935323,0.05393004997937134
thinning,NA,250,13,region_climatezone,signed,-0.3783347359562381,97,1,38.024,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40774893935612677,0.02941420339988865
thinning,NA,250,13,region_climatezone,signed,-0.7566337400736005,30,1,10.326,North America,Polar,climate,-0.7375564516129032,0.01907728846069734
thinning,NA,250,13,region_climatezone,signed,-0.438174982911825,11,1,2.926,North America,Temperate_Dry_Summer,climate,-0.4226583407671722,0.015516642144652815
thinning,NA,250,13,region_climatezone,signed,-0.21233463760014906,33,1,10.734,North America,Temperate_Without_dry_season,climate,-0.22972326341813543,0.017388625817986364
thinning,NA,250,13,region_climatezone,signed,-0.5156521739130435,1,1,0.345,Oceania,Arid,climate,-0.5156521739130435,0
thinning,NA,250,13,region_climatezone,signed,-0.6820143884892086,1,1,0.139,Oceania,Temperate_Dry_Summer,climate,-0.6820143884892086,0
thinning,NA,250,13,region_climatezone,signed,-0.31022727272727274,1,1,0.264,Oceania,Temperate_Dry_Winter,climate,-0.31022727272727274,0
thinning,NA,250,13,region_climatezone,signed,-0.3982313638150138,17,1,7.633,Oceania,Temperate_Without_dry_season,climate,-0.3824903066619669,0.01574105715304691
thinning,NA,250,13,region_climatezone,signed,-0.34243818286371475,4,1,1.7389999999999999,Oceania,Tropical,climate,-0.34243818286371475,0
thinning,NA,250,13,overall,zero_truncated,-0.5175632718579953,725,36,265.8844,All,All,climate,-0.5124720067291967,0.00509126512879865
thinning,NA,250,13,region,zero_truncated,-0.6967037427695448,88,9,32.5187,Asia,All,climate,-0.6912613828177492,0.00544235995179565
thinning,NA,250,13,region,zero_truncated,-0.5730758799049891,207,7,73.0022,Europe,All,climate,-0.5570673848516587,0.01600849505333035
thinning,NA,250,13,region,zero_truncated,-0.5552940450532644,60,7,22.6887,Latin America,All,climate,-0.5415668934998014,0.013727151553463046
thinning,NA,250,13,region,zero_truncated,-0.4443215096187347,346,8,127.4388,North America,All,climate,-0.45752601614291005,0.013204506524175375
thinning,NA,250,13,region,zero_truncated,-0.3807737397420867,24,5,10.236,Oceania,All,climate,-0.36356574499800554,0.01720799474408119
thinning,NA,250,13,region_climatezone,zero_truncated,-0.5570161025303976,19,1,6.086,Asia,Arid,climate,-0.5570161025303976,0
thinning,NA,250,13,region_climatezone,zero_truncated,-1,4,1,1.4558,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,13,region_climatezone,zero_truncated,-0.7201375005393588,18,1,6.9527,Asia,Cold_Dry_Winter,climate,-0.7403908278577612,0.02025332731840246
thinning,NA,250,13,region_climatezone,zero_truncated,-0.7929519189613354,8,1,3.5045,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8109825987287694,0.018030679767434
thinning,NA,250,13,region_climatezone,zero_truncated,-0.7865406971380068,15,1,5.4193,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7848278656693738,0.0017128314686329915
thinning,NA,250,13,region_climatezone,zero_truncated,-0.6216918216918216,9,1,2.849,Asia,Polar,climate,-0.6312894213876328,0.009597599695811199
thinning,NA,250,13,region_climatezone,zero_truncated,-0.8993768448671696,4,1,1.5245,Asia,Temperate_Dry_Summer,climate,-0.9209767154337524,0.021599870566582746
thinning,NA,250,13,region_climatezone,zero_truncated,-0.09082416441768734,5,1,1.9268,Asia,Temperate_Dry_Winter,climate,0.007591504744690476,0.09841566916237782
thinning,NA,250,13,region_climatezone,zero_truncated,-0.8730045355523017,6,1,2.8001,Asia,Temperate_Without_dry_season,climate,-0.8170899843745213,0.055914551177780436
thinning,NA,250,13,region_climatezone,zero_truncated,-0.9834717573653982,6,1,2.4201,Europe,Arid,climate,-0.9838213881248988,3.4963075950067424e-4
thinning,NA,250,13,region_climatezone,zero_truncated,-0.6401194940570774,3,1,1.5733000000000001,Europe,Cold_Dry_Summer,climate,-0.6401194940570774,0
thinning,NA,250,13,region_climatezone,zero_truncated,-0.646858793489058,47,1,16.409300000000002,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6171081785201237,0.029750614968934275
thinning,NA,250,13,region_climatezone,zero_truncated,-0.628763458401305,72,1,22.9875,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6210554945342329,0.007707963867072065
thinning,NA,250,13,region_climatezone,zero_truncated,-0.6947336002463813,12,1,4.8705,Europe,Polar,climate,-0.663897788468093,0.030835811778288313
thinning,NA,250,13,region_climatezone,zero_truncated,-0.6197394153353821,13,1,3.9373,Europe,Temperate_Dry_Summer,climate,-0.6694046988164635,0.049665283481081346
thinning,NA,250,13,region_climatezone,zero_truncated,-0.36322473346728057,54,1,20.8042,Europe,Temperate_Without_dry_season,climate,-0.3337292229334277,0.029495510533852853
thinning,NA,250,13,region_climatezone,zero_truncated,-0.42961165048543687,5,1,1.4832,Latin America,Arid,climate,-0.42961165048543687,0
thinning,NA,250,13,region_climatezone,zero_truncated,-0.8991546789262939,2,1,0.6743,Latin America,Cold_Dry_Summer,climate,-0.8991546789262939,0
thinning,NA,250,13,region_climatezone,zero_truncated,-0.6256579117944463,18,1,7.7138,Latin America,Polar,climate,-0.6210712323158315,0.004586679478614797
thinning,NA,250,13,region_climatezone,zero_truncated,-0.7861897320136598,5,1,1.7277,Latin America,Temperate_Dry_Summer,climate,-0.8561358414144956,0.06994610940083579
thinning,NA,250,13,region_climatezone,zero_truncated,-0.47918061320123173,2,1,0.7469,Latin America,Temperate_Dry_Winter,climate,-0.47918061320123173,0
thinning,NA,250,13,region_climatezone,zero_truncated,-0.6090643335475712,15,1,4.8233,Latin America,Temperate_Without_dry_season,climate,-0.4435307588216925,0.16553357472587865
thinning,NA,250,13,region_climatezone,zero_truncated,-0.3397590361445783,13,1,5.5195,Latin America,Tropical,climate,-0.38438050133200397,0.04462146518742566
thinning,NA,250,13,region_climatezone,zero_truncated,-0.29545919178611185,15,1,4.402299999999999,North America,Arid,climate,-0.27049545535555164,0.024963736430560213
thinning,NA,250,13,region_climatezone,zero_truncated,-0.3775792242495094,33,1,11.9755,North America,Cold_Dry_Summer,climate,-0.39664950443308206,0.019070280183572652
thinning,NA,250,13,region_climatezone,zero_truncated,-0.5698078893021676,97,1,36.5102,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5846148555971161,0.014806966294948487
thinning,NA,250,13,region_climatezone,zero_truncated,-0.3740031019315033,30,1,11.7991,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.4288192331101643,0.054816131178660965
thinning,NA,250,13,region_climatezone,zero_truncated,-0.3739195791055994,97,1,38.3184,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40324746733790584,0.02932788823230642
thinning,NA,250,13,region_climatezone,zero_truncated,-0.726475878674826,30,1,10.5073,North America,Polar,climate,-0.7125939819745354,0.013881896700290608
thinning,NA,250,13,region_climatezone,zero_truncated,-0.4419378949514167,11,1,2.9434,North America,Temperate_Dry_Summer,climate,-0.4251882789416391,0.016749616009777646
thinning,NA,250,13,region_climatezone,zero_truncated,-0.21147997741882615,33,1,10.9826,North America,Temperate_Without_dry_season,climate,-0.23019527652467106,0.018715299105844907
thinning,NA,250,13,region_climatezone,zero_truncated,-0.5152041702867072,1,1,0.3453,Oceania,Arid,climate,-0.5152041702867072,0
thinning,NA,250,13,region_climatezone,zero_truncated,-0.6839826839826839,1,1,0.1386,Oceania,Temperate_Dry_Summer,climate,-0.6839826839826839,0
thinning,NA,250,13,region_climatezone,zero_truncated,-0.3098751418842225,1,1,0.2643,Oceania,Temperate_Dry_Winter,climate,-0.3098751418842225,0
thinning,NA,250,13,region_climatezone,zero_truncated,-0.38629824515928357,17,1,7.7158,Oceania,Temperate_Without_dry_season,climate,-0.37249783923941227,0.013800405919871306
thinning,NA,250,13,region_climatezone,zero_truncated,-0.31738148984198644,4,1,1.772,Oceania,Tropical,climate,-0.31738148984198644,0
thinning,NA,250,14,overall,signed,-0.5403812134502923,750,38,273.6,All,All,climate,-0.5285855289613305,0.011795684488961844
thinning,NA,250,14,region,signed,-0.7073148792943361,93,10,34.464,Asia,All,climate,-0.7139507847316411,0.0066359054373049675
thinning,NA,250,14,region,signed,-0.5846346804698388,215,7,75.345,Europe,All,climate,-0.5782751009177085,0.00635957955213029
thinning,NA,250,14,region,signed,-0.5769708061780198,61,7,22.402,Latin America,All,climate,-0.5761872224120259,7.83583765993856e-4
thinning,NA,250,14,region,signed,-0.4721524964206294,357,8,131.308,North America,All,climate,-0.4670971615124708,0.005055334908158571
thinning,NA,250,14,region,signed,-0.4463247693681182,24,6,10.081,Oceania,All,climate,-0.37655536529680367,0.06976940407131454
thinning,NA,250,14,region_climatezone,signed,-0.5770457333099702,18,1,5.707,Asia,Arid,climate,-0.5800100033344447,0.0029642700244745246
thinning,NA,250,14,region_climatezone,signed,-1.126734842951059,4,1,1.369,Asia,Cold_Dry_Summer,climate,-1.126734842951059,0
thinning,NA,250,14,region_climatezone,signed,-0.7775167785234899,20,1,7.748,Asia,Cold_Dry_Winter,climate,-0.7646891607959462,0.012827617727543705
thinning,NA,250,14,region_climatezone,signed,-0.8277339642481598,9,1,3.8040000000000003,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8277339642481598,0
thinning,NA,250,14,region_climatezone,signed,0.009259259259259203,1,1,0.216,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009259259259259203,0
thinning,NA,250,14,region_climatezone,signed,-0.777512297962052,15,1,5.692,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7877854846895619,0.010273186727509875
thinning,NA,250,14,region_climatezone,signed,-0.6238943684377982,9,1,3.1430000000000002,Asia,Polar,climate,-0.6596424384525206,0.035748070014722355
thinning,NA,250,14,region_climatezone,signed,-1.0125202374527793,5,1,1.853,Asia,Temperate_Dry_Summer,climate,-1.0125202374527793,0
thinning,NA,250,14,region_climatezone,signed,0.007591504744690476,6,1,2.213,Asia,Temperate_Dry_Winter,human,0.007591504744690476,0
thinning,NA,250,14,region_climatezone,signed,-0.781316660536962,6,1,2.719,Asia,Temperate_Without_dry_season,climate,-0.8193251533742331,0.038008492837271035
thinning,NA,250,14,region_climatezone,signed,-1.0722855935783693,7,1,2.367,Europe,Arid,climate,-1.0722855935783693,0
thinning,NA,250,14,region_climatezone,signed,-0.6625,3,1,1.552,Europe,Cold_Dry_Summer,climate,-0.6625,0
thinning,NA,250,14,region_climatezone,signed,-0.6260782771762144,49,1,16.531,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6500885065681189,0.024010229391904447
thinning,NA,250,14,region_climatezone,signed,-0.6705210712061449,76,1,24.085,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6510013065175951,0.019519764688549768
thinning,NA,250,14,region_climatezone,signed,-0.6876638727702558,12,1,4.653,Europe,Polar,climate,-0.6662854349951124,0.021378437775143366
thinning,NA,250,14,region_climatezone,signed,-0.6985896017699115,12,1,3.616,Europe,Temperate_Dry_Summer,climate,-0.6676690029391815,0.03092059883072995
thinning,NA,250,14,region_climatezone,signed,-0.366354642651169,56,1,22.541,Europe,Temperate_Without_dry_season,climate,-0.33982598208132325,0.026528660569845763
thinning,NA,250,14,region_climatezone,signed,-0.4712699514226232,5,1,1.441,Latin America,Arid,climate,-0.4712699514226232,0
thinning,NA,250,14,region_climatezone,signed,-0.8982222222222221,2,1,0.675,Latin America,Cold_Dry_Summer,climate,-0.8982222222222221,0
thinning,NA,250,14,region_climatezone,signed,-0.5978400100464649,19,1,7.963,Latin America,Polar,climate,-0.6357290420789389,0.03788903203247396
thinning,NA,250,14,region_climatezone,signed,-0.9588541666666666,6,1,1.728,Latin America,Temperate_Dry_Summer,climate,-1.0068210526315788,0.047966885964912276
thinning,NA,250,14,region_climatezone,signed,-0.47911646586345374,2,1,0.7470000000000001,Latin America,Temperate_Dry_Winter,climate,-0.47911646586345374,0
thinning,NA,250,14,region_climatezone,signed,-0.6411434977578476,14,1,4.46,Latin America,Temperate_Without_dry_season,climate,-0.48046263345195733,0.1606808643058903
thinning,NA,250,14,region_climatezone,signed,-0.37212323682256865,13,1,5.388,Latin America,Tropical,climate,-0.4130089058524173,0.04088566902984864
thinning,NA,250,14,region_climatezone,signed,-0.35163795195340936,14,1,4.121,North America,Arid,climate,-0.267926267281106,0.08371168467230333
thinning,NA,250,14,region_climatezone,signed,-0.3871934390032331,35,1,12.681000000000001,North America,Cold_Dry_Summer,climate,-0.4033738838616887,0.0161804448584556
thinning,NA,250,14,region_climatezone,signed,-0.6146678635547577,101,1,38.99,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.6006827527348902,0.013985110819867419
thinning,NA,250,14,region_climatezone,signed,-0.4124257028112449,31,1,12.450000000000001,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.44745168770935323,0.03502598489810832
thinning,NA,250,14,region_climatezone,signed,-0.38932593264663506,98,1,37.474,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40774893935612677,0.018423006709491707
thinning,NA,250,14,region_climatezone,signed,-0.7240893066980023,32,1,11.063,North America,Polar,climate,-0.7375564516129032,0.013467144914900864
thinning,NA,250,14,region_climatezone,signed,-0.5157009829280911,13,1,3.866,North America,Temperate_Dry_Summer,climate,-0.4226583407671722,0.0930426421609189
thinning,NA,250,14,region_climatezone,signed,-0.1822939135327769,33,1,10.663,North America,Temperate_Without_dry_season,climate,-0.22972326341813543,0.04742934988535852
thinning,NA,250,14,region_climatezone,signed,-0.5156521739130435,1,1,0.345,Oceania,Arid,climate,-0.5156521739130435,0
thinning,NA,250,14,region_climatezone,signed,-2.968421052631579,1,1,0.019,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-2.968421052631579,0
