sensitivity_type,omitted_group,distance_km,repetition,aggregation_level,profile,importance_balance,n_records,n_strata,weight_sum,region,climatezone,ranking,baseline_balance,absolute_deviation
thinning,NA,500,52,region_climatezone,zero_truncated,-0.4445172955037651,12,1,5.0331,Latin America,Tropical,climate,-0.38438050133200397,0.060136794171761154
thinning,NA,500,52,region_climatezone,zero_truncated,-0.37307845877420637,13,1,4.0072,North America,Arid,climate,-0.27049545535555164,0.10258300341865473
thinning,NA,500,52,region_climatezone,zero_truncated,-0.29711583820609305,24,1,9.1153,North America,Cold_Dry_Summer,climate,-0.39664950443308206,0.099533666226989
thinning,NA,500,52,region_climatezone,zero_truncated,-0.5589886306778132,67,1,27.3807,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5846148555971161,0.025626224919302887
thinning,NA,500,52,region_climatezone,zero_truncated,-0.4020557829941389,15,1,6.7906,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.4288192331101643,0.026763450116025378
thinning,NA,500,52,region_climatezone,zero_truncated,-0.3960105391065821,46,1,16.6238,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40324746733790584,0.007236928231323714
thinning,NA,500,52,region_climatezone,zero_truncated,-0.7072326413441548,27,1,9.4751,North America,Polar,climate,-0.7125939819745354,0.005361340630380629
thinning,NA,500,52,region_climatezone,zero_truncated,-0.4374174748440559,7,1,2.1963,North America,Temperate_Dry_Summer,climate,-0.4251882789416391,0.012229195902416834
thinning,NA,500,52,region_climatezone,zero_truncated,-0.21817181290125343,26,1,8.1775,North America,Temperate_Without_dry_season,climate,-0.23019527652467106,0.012023463623417635
thinning,NA,500,52,region_climatezone,zero_truncated,-0.5152041702867072,1,1,0.3453,Oceania,Arid,climate,-0.5152041702867072,0
thinning,NA,500,52,region_climatezone,zero_truncated,-0.6839826839826839,1,1,0.1386,Oceania,Temperate_Dry_Summer,climate,-0.6839826839826839,0
thinning,NA,500,52,region_climatezone,zero_truncated,-0.3098751418842225,1,1,0.2643,Oceania,Temperate_Dry_Winter,climate,-0.3098751418842225,0
thinning,NA,500,52,region_climatezone,zero_truncated,-0.4224196571111265,15,1,7.2035,Oceania,Temperate_Without_dry_season,climate,-0.37249783923941227,0.049921817871714236
thinning,NA,500,52,region_climatezone,zero_truncated,-0.31738148984198644,4,1,1.772,Oceania,Tropical,climate,-0.31738148984198644,0
thinning,NA,500,53,overall,signed,-0.5692981821621531,494,38,179.719,All,All,climate,-0.5285855289613305,0.040712653200822624
thinning,NA,500,53,region,signed,-0.7253592194078727,84,10,29.926000000000002,Asia,All,climate,-0.7139507847316411,0.011408434676231649
thinning,NA,500,53,region,signed,-0.5809310653536258,128,7,45.797,Europe,All,climate,-0.5782751009177085,0.002655964435917313
thinning,NA,500,53,region,signed,-0.6493148583699765,55,7,19.558,Latin America,All,climate,-0.5761872224120259,0.07312763595795058
thinning,NA,500,53,region,signed,-0.4944823886533731,208,8,76.428,North America,All,climate,-0.4670971615124708,0.027385227140902246
thinning,NA,500,53,region,signed,-0.4382147315855181,19,6,8.01,Oceania,All,climate,-0.37655536529680367,0.061659366288714434
thinning,NA,500,53,region_climatezone,signed,-0.544265873015873,17,1,5.04,Asia,Arid,climate,-0.5800100033344447,0.03574413031857171
thinning,NA,500,53,region_climatezone,signed,-1.126734842951059,4,1,1.369,Asia,Cold_Dry_Summer,climate,-1.126734842951059,0
thinning,NA,500,53,region_climatezone,signed,-0.8046594982078853,19,1,6.975,Asia,Cold_Dry_Winter,climate,-0.7646891607959462,0.039970337411939116
thinning,NA,500,53,region_climatezone,signed,-0.7636511552229093,7,1,3.073,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8277339642481598,0.06408280902525054
thinning,NA,500,53,region_climatezone,signed,0.009259259259259203,1,1,0.216,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009259259259259203,0
thinning,NA,500,53,region_climatezone,signed,-0.7877854846895619,16,1,5.911,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7877854846895619,0
thinning,NA,500,53,region_climatezone,signed,-0.6991935483870967,7,1,2.232,Asia,Polar,climate,-0.6596424384525206,0.03955110993457611
thinning,NA,500,53,region_climatezone,signed,-1.029973821989529,3,1,0.764,Asia,Temperate_Dry_Summer,climate,-1.0125202374527793,0.01745358453674961
thinning,NA,500,53,region_climatezone,signed,-0.007483870967741909,4,1,1.5499999999999998,Asia,Temperate_Dry_Winter,climate,0.007591504744690476,0.015075375712432386
thinning,NA,500,53,region_climatezone,signed,-0.8757510729613732,6,1,2.7960000000000003,Asia,Temperate_Without_dry_season,climate,-0.8193251533742331,0.05642591958714016
thinning,NA,500,53,region_climatezone,signed,-1.0812532366649406,6,1,1.931,Europe,Arid,climate,-1.0722855935783693,0.008967643086571275
thinning,NA,500,53,region_climatezone,signed,-0.6625,3,1,1.552,Europe,Cold_Dry_Summer,climate,-0.6625,0
thinning,NA,500,53,region_climatezone,signed,-0.6450519792083167,29,1,10.004,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6500885065681189,0.005036527359802201
thinning,NA,500,53,region_climatezone,signed,-0.4908569582424683,39,1,12.381,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6510013065175951,0.16014434827512686
thinning,NA,500,53,region_climatezone,signed,-0.7752501667778519,10,1,4.497,Europe,Polar,climate,-0.6662854349951124,0.10896473178273947
thinning,NA,500,53,region_climatezone,signed,-0.8346659051970303,10,1,3.502,Europe,Temperate_Dry_Summer,climate,-0.6676690029391815,0.1669969022578488
thinning,NA,500,53,region_climatezone,signed,-0.3813160100586756,31,1,11.93,Europe,Temperate_Without_dry_season,climate,-0.33982598208132325,0.04149002797735235
thinning,NA,500,53,region_climatezone,signed,-0.5096234309623431,4,1,1.195,Latin America,Arid,climate,-0.4712699514226232,0.038353479539719904
thinning,NA,500,53,region_climatezone,signed,-0.8982222222222221,2,1,0.675,Latin America,Cold_Dry_Summer,climate,-0.8982222222222221,0
thinning,NA,500,53,region_climatezone,signed,-0.659818975270729,15,1,6.187,Latin America,Polar,climate,-0.6357290420789389,0.02408993319179009
thinning,NA,500,53,region_climatezone,signed,-1.0495296070835638,6,1,1.807,Latin America,Temperate_Dry_Summer,climate,-1.0068210526315788,0.04270855445198496
thinning,NA,500,53,region_climatezone,signed,-0.47911646586345374,2,1,0.7470000000000001,Latin America,Temperate_Dry_Winter,climate,-0.47911646586345374,0
thinning,NA,500,53,region_climatezone,signed,-0.6146555079797587,16,1,5.138,Latin America,Temperate_Without_dry_season,climate,-0.48046263345195733,0.13419287452780132
thinning,NA,500,53,region_climatezone,signed,-0.5222368075610396,10,1,3.809,Latin America,Tropical,climate,-0.4130089058524173,0.10922790170862234
thinning,NA,500,53,region_climatezone,signed,-0.2865831842576029,13,1,3.913,North America,Arid,climate,-0.267926267281106,0.01865691697649685
thinning,NA,500,53,region_climatezone,signed,-0.518189448441247,21,1,8.34,North America,Cold_Dry_Summer,climate,-0.4033738838616887,0.11481556457955833
thinning,NA,500,53,region_climatezone,signed,-0.6160135688384607,65,1,25.647,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.6006827527348902,0.015330816103570455
thinning,NA,500,53,region_climatezone,signed,-0.3059335624284078,13,1,4.365,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.44745168770935323,0.14151812528094543
thinning,NA,500,53,region_climatezone,signed,-0.37927752013668536,41,1,16.388,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40774893935612677,0.028471419219441407
thinning,NA,500,53,region_climatezone,signed,-0.7817649168958508,24,1,8.363,North America,Polar,climate,-0.7375564516129032,0.04420846528294764
thinning,NA,500,53,region_climatezone,signed,-0.41103661681279013,7,1,1.939,North America,Temperate_Dry_Summer,climate,-0.4226583407671722,0.011621723954382046
thinning,NA,500,53,region_climatezone,signed,-0.22272179847450824,24,1,7.473,North America,Temperate_Without_dry_season,climate,-0.22972326341813543,0.007001464943627189
thinning,NA,500,53,region_climatezone,signed,-0.5156521739130435,1,1,0.345,Oceania,Arid,climate,-0.5156521739130435,0
thinning,NA,500,53,region_climatezone,signed,-2.968421052631579,1,1,0.019,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-2.968421052631579,0
thinning,NA,500,53,region_climatezone,signed,-0.6820143884892086,1,1,0.139,Oceania,Temperate_Dry_Summer,climate,-0.6820143884892086,0
thinning,NA,500,53,region_climatezone,signed,-0.31022727272727274,1,1,0.264,Oceania,Temperate_Dry_Winter,climate,-0.31022727272727274,0
thinning,NA,500,53,region_climatezone,signed,-0.45486918604651166,11,1,5.504,Oceania,Temperate_Without_dry_season,climate,-0.3824903066619669,0.07237887938454479
thinning,NA,500,53,region_climatezone,signed,-0.34243818286371475,4,1,1.7389999999999999,Oceania,Tropical,climate,-0.34243818286371475,0
thinning,NA,500,53,overall,zero_truncated,-0.5500155439960768,494,38,182.7072,All,All,climate,-0.5124720067291967,0.03754353726688009
thinning,NA,500,53,region,zero_truncated,-0.7029610231987494,84,10,30.3206,Asia,All,climate,-0.6912613828177492,0.011699640381000243
thinning,NA,500,53,region,zero_truncated,-0.5627038244885858,128,7,46.5474,Europe,All,climate,-0.5570673848516587,0.00563643963692706
thinning,NA,500,53,region,zero_truncated,-0.605005099629344,55,7,20.0995,Latin America,All,climate,-0.5415668934998014,0.06343820612954265
thinning,NA,500,53,region,zero_truncated,-0.4821091089917589,208,8,77.6233,North America,All,climate,-0.45752601614291005,0.024583092848848853
thinning,NA,500,53,region,zero_truncated,-0.4191513478882262,19,6,8.1164,Oceania,All,climate,-0.36356574499800554,0.05558560289022069
thinning,NA,500,53,region_climatezone,zero_truncated,-0.5175897035881435,17,1,5.128,Asia,Arid,climate,-0.5570161025303976,0.03942639894225408
thinning,NA,500,53,region_climatezone,zero_truncated,-1,4,1,1.4558,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,500,53,region_climatezone,zero_truncated,-0.7758589065255731,19,1,7.0875,Asia,Cold_Dry_Winter,climate,-0.7403908278577612,0.035468078667811875
thinning,NA,500,53,region_climatezone,zero_truncated,-0.7638251472837939,7,1,3.0723000000000003,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8109825987287694,0.04715745144497552
thinning,NA,500,53,region_climatezone,zero_truncated,0.009276437847866362,1,1,0.21560000000000001,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009276437847866362,0
thinning,NA,500,53,region_climatezone,zero_truncated,-0.7848278656693738,16,1,5.9227,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7848278656693738,0
thinning,NA,500,53,region_climatezone,zero_truncated,-0.6552356020942409,7,1,2.292,Asia,Polar,climate,-0.6312894213876328,0.023946180706608144
thinning,NA,500,53,region_climatezone,zero_truncated,-0.9472626820693119,3,1,0.7964,Asia,Temperate_Dry_Summer,climate,-0.9209767154337524,0.026285966635559488
thinning,NA,500,53,region_climatezone,zero_truncated,-0.00748290543155719,4,1,1.5502000000000002,Asia,Temperate_Dry_Winter,climate,0.007591504744690476,0.015074410176247666
thinning,NA,500,53,region_climatezone,zero_truncated,-0.8730045355523017,6,1,2.8001,Asia,Temperate_Without_dry_season,climate,-0.8170899843745213,0.055914551177780436
thinning,NA,500,53,region_climatezone,zero_truncated,-0.9802887695264376,6,1,2.0293,Europe,Arid,climate,-0.9838213881248988,0.0035326185984612124
thinning,NA,500,53,region_climatezone,zero_truncated,-0.6401194940570774,3,1,1.5733000000000001,Europe,Cold_Dry_Summer,climate,-0.6401194940570774,0
thinning,NA,500,53,region_climatezone,zero_truncated,-0.6142880968498298,29,1,10.1931,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6171081785201237,0.0028200816702939058
thinning,NA,500,53,region_climatezone,zero_truncated,-0.47661529716415085,39,1,12.6664,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6210554945342329,0.14444019737008207
thinning,NA,500,53,region_climatezone,zero_truncated,-0.7751984524047761,10,1,4.4973,Europe,Polar,climate,-0.663897788468093,0.11130066393668314
thinning,NA,500,53,region_climatezone,zero_truncated,-0.8290684908369226,10,1,3.5523,Europe,Temperate_Dry_Summer,climate,-0.6694046988164635,0.1596637920204591
thinning,NA,500,53,region_climatezone,zero_truncated,-0.37107106358583214,31,1,12.0357,Europe,Temperate_Without_dry_season,climate,-0.3337292229334277,0.03734184065240442
thinning,NA,500,53,region_climatezone,zero_truncated,-0.45833670088095047,4,1,1.2373,Latin America,Arid,climate,-0.42961165048543687,0.028725050395513596
thinning,NA,500,53,region_climatezone,zero_truncated,-0.8991546789262939,2,1,0.6743,Latin America,Cold_Dry_Summer,climate,-0.8991546789262939,0
thinning,NA,500,53,region_climatezone,zero_truncated,-0.6423008651432043,15,1,6.2533,Latin America,Polar,climate,-0.6210712323158315,0.02122963282737278
thinning,NA,500,53,region_climatezone,zero_truncated,-0.884777851290142,6,1,1.9648999999999999,Latin America,Temperate_Dry_Summer,climate,-0.8561358414144956,0.028642009875646357
thinning,NA,500,53,region_climatezone,zero_truncated,-0.47918061320123173,2,1,0.7469,Latin America,Temperate_Dry_Winter,climate,-0.47918061320123173,0
thinning,NA,500,53,region_climatezone,zero_truncated,-0.5706362276865996,16,1,5.2827,Latin America,Temperate_Without_dry_season,climate,-0.4435307588216925,0.1271054688649071
thinning,NA,500,53,region_climatezone,zero_truncated,-0.47194233648892164,10,1,3.9401,Latin America,Tropical,climate,-0.38438050133200397,0.08756183515691768
thinning,NA,500,53,region_climatezone,zero_truncated,-0.29515833292036275,13,1,4.0358,North America,Arid,climate,-0.27049545535555164,0.024662877564811114
thinning,NA,500,53,region_climatezone,zero_truncated,-0.5112267675742781,21,1,8.3773,North America,Cold_Dry_Summer,climate,-0.39664950443308206,0.11457726314119604
thinning,NA,500,53,region_climatezone,zero_truncated,-0.596216041397154,65,1,25.9728,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5846148555971161,0.011601185800037883
thinning,NA,500,53,region_climatezone,zero_truncated,-0.2840252466885945,13,1,4.4996,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.4288192331101643,0.14479398642156976
thinning,NA,500,53,region_climatezone,zero_truncated,-0.37901086522039323,41,1,16.5114,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40324746733790584,0.024236602117512607
thinning,NA,500,53,region_climatezone,zero_truncated,-0.7483633291878827,24,1,8.5234,North America,Polar,climate,-0.7125939819745354,0.03576934721334735
thinning,NA,500,53,region_climatezone,zero_truncated,-0.4169179657551751,7,1,1.9565,North America,Temperate_Dry_Summer,climate,-0.4251882789416391,0.0082703131864639845
thinning,NA,500,53,region_climatezone,zero_truncated,-0.22375266249273865,24,1,7.7465,North America,Temperate_Without_dry_season,climate,-0.23019527652467106,0.006442614031932414
thinning,NA,500,53,region_climatezone,zero_truncated,-0.5152041702867072,1,1,0.3453,Oceania,Arid,climate,-0.5152041702867072,0
thinning,NA,500,53,region_climatezone,zero_truncated,-1,1,1,0.0375,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-1,0
thinning,NA,500,53,region_climatezone,zero_truncated,-0.6839826839826839,1,1,0.1386,Oceania,Temperate_Dry_Summer,climate,-0.6839826839826839,0
thinning,NA,500,53,region_climatezone,zero_truncated,-0.3098751418842225,1,1,0.2643,Oceania,Temperate_Dry_Winter,climate,-0.3098751418842225,0
thinning,NA,500,53,region_climatezone,zero_truncated,-0.44030078975299974,11,1,5.5587,Oceania,Temperate_Without_dry_season,climate,-0.37249783923941227,0.06780295051358748
thinning,NA,500,53,region_climatezone,zero_truncated,-0.31738148984198644,4,1,1.772,Oceania,Tropical,climate,-0.31738148984198644,0
thinning,NA,500,54,overall,signed,-0.5300411500555284,505,37,186.391,All,All,climate,-0.5285855289613305,0.0014556210941979453
thinning,NA,500,54,region,signed,-0.7213681677552424,80,10,29.09,Asia,All,climate,-0.7139507847316411,0.007417383023601287
thinning,NA,500,54,region,signed,-0.5234004726492205,123,7,46.123,Europe,All,climate,-0.5782751009177085,0.05487462826848799
thinning,NA,500,54,region,signed,-0.5884283589489341,56,7,20.17,Latin America,All,climate,-0.5761872224120259,0.01224113653690817
thinning,NA,500,54,region,signed,-0.4590832642714376,224,8,82.052,North America,All,climate,-0.4670971615124708,0.008013897241033241
thinning,NA,500,54,region,signed,-0.46138901295221085,22,5,8.956,Oceania,All,climate,-0.37655536529680367,0.084833647655407185
thinning,NA,500,54,region_climatezone,signed,-0.5731537940379404,18,1,5.904,Asia,Arid,climate,-0.5800100033344447,0.006856209296504323
thinning,NA,500,54,region_climatezone,signed,-1.143358395989975,3,1,1.197,Asia,Cold_Dry_Summer,climate,-1.126734842951059,0.016623553038915828
thinning,NA,500,54,region_climatezone,signed,-0.755861834269185,16,1,5.877,Asia,Cold_Dry_Winter,climate,-0.7646891607959462,0.008827326526761214
thinning,NA,500,54,region_climatezone,signed,-0.8394668400520157,7,1,3.076,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8277339642481598,0.011732875803855847
thinning,NA,500,54,region_climatezone,signed,0.009259259259259203,1,1,0.216,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009259259259259203,0
thinning,NA,500,54,region_climatezone,signed,-0.7763312522952626,14,1,5.446,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7877854846895619,0.011454232394299324
thinning,NA,500,54,region_climatezone,signed,-0.6686846275752774,9,1,3.1550000000000002,Asia,Polar,climate,-0.6596424384525206,0.009042189122756783
thinning,NA,500,54,region_climatezone,signed,-1.029973821989529,3,1,0.764,Asia,Temperate_Dry_Summer,climate,-1.0125202374527793,0.01745358453674961
thinning,NA,500,54,region_climatezone,signed,-0.07639846743295019,4,1,1.305,Asia,Temperate_Dry_Winter,climate,0.007591504744690476,0.08398997217764066
thinning,NA,500,54,region_climatezone,signed,-0.9234883720930234,5,1,2.15,Asia,Temperate_Without_dry_season,climate,-0.8193251533742331,0.10416321871879031
thinning,NA,500,54,region_climatezone,signed,-1.0238028823802883,5,1,2.151,Europe,Arid,climate,-1.0722855935783693,0.04848271119808101
thinning,NA,500,54,region_climatezone,signed,-0.6625,3,1,1.552,Europe,Cold_Dry_Summer,climate,-0.6625,0
thinning,NA,500,54,region_climatezone,signed,-0.6020138288677614,33,1,11.57,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6500885065681189,0.04807467770035745
thinning,NA,500,54,region_climatezone,signed,-0.5887032818695689,34,1,11.853,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6510013065175951,0.06229802464802625
thinning,NA,500,54,region_climatezone,signed,-0.582593037214886,8,1,3.332,Europe,Polar,climate,-0.6662854349951124,0.08369239778022641
thinning,NA,500,54,region_climatezone,signed,-0.6618969478175254,10,1,3.047,Europe,Temperate_Dry_Summer,climate,-0.6676690029391815,0.005772055121656128
thinning,NA,500,54,region_climatezone,signed,-0.23848470439055316,30,1,12.618,Europe,Temperate_Without_dry_season,climate,-0.33982598208132325,0.10134127769077009
thinning,NA,500,54,region_climatezone,signed,-0.4712699514226232,5,1,1.441,Latin America,Arid,climate,-0.4712699514226232,0
thinning,NA,500,54,region_climatezone,signed,-0.8982222222222221,2,1,0.675,Latin America,Cold_Dry_Summer,climate,-0.8982222222222221,0
thinning,NA,500,54,region_climatezone,signed,-0.5982159449916372,14,1,5.381,Latin America,Polar,climate,-0.6357290420789389,0.03751309708730166
thinning,NA,500,54,region_climatezone,signed,-0.9601479426722144,7,1,2.1630000000000003,Latin America,Temperate_Dry_Summer,climate,-1.0068210526315788,0.04667310995936447
thinning,NA,500,54,region_climatezone,signed,-0.47911646586345374,2,1,0.7470000000000001,Latin America,Temperate_Dry_Winter,climate,-0.47911646586345374,0
thinning,NA,500,54,region_climatezone,signed,-0.4820609002647837,13,1,4.532,Latin America,Temperate_Without_dry_season,climate,-0.48046263345195733,0.0015982668128263766
thinning,NA,500,54,region_climatezone,signed,-0.5247180271458612,13,1,5.231,Latin America,Tropical,climate,-0.4130089058524173,0.11170912129344396
thinning,NA,500,54,region_climatezone,signed,-0.14484210526315788,11,1,2.85,North America,Arid,climate,-0.267926267281106,0.12308416201794814
thinning,NA,500,54,region_climatezone,signed,-0.41060425756974744,21,1,7.563,North America,Cold_Dry_Summer,climate,-0.4033738838616887,0.007230373708058735
thinning,NA,500,54,region_climatezone,signed,-0.5381844731078121,65,1,24.654,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.6006827527348902,0.0624982796270781
thinning,NA,500,54,region_climatezone,signed,-0.3607537894305612,19,1,7.323,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.44745168770935323,0.08669789827879204
thinning,NA,500,54,region_climatezone,signed,-0.4074189833854252,44,1,18.237000000000002,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40774893935612677,3.2995597070156757e-4
thinning,NA,500,54,region_climatezone,signed,-0.7736205173753747,26,1,9.007,North America,Polar,climate,-0.7375564516129032,0.036064065762471564
thinning,NA,500,54,region_climatezone,signed,-0.454314381270903,10,1,2.99,North America,Temperate_Dry_Summer,climate,-0.4226583407671722,0.03165604050373083
thinning,NA,500,54,region_climatezone,signed,-0.26344929995757316,28,1,9.428,North America,Temperate_Without_dry_season,climate,-0.22972326341813543,0.03372603653943773
thinning,NA,500,54,region_climatezone,signed,-2.968421052631579,1,1,0.019,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-2.968421052631579,0
thinning,NA,500,54,region_climatezone,signed,-0.6820143884892086,1,1,0.139,Oceania,Temperate_Dry_Summer,climate,-0.6820143884892086,0
thinning,NA,500,54,region_climatezone,signed,-0.31022727272727274,1,1,0.264,Oceania,Temperate_Dry_Winter,climate,-0.31022727272727274,0
thinning,NA,500,54,region_climatezone,signed,-0.4861810154525386,15,1,6.795,Oceania,Temperate_Without_dry_season,climate,-0.3824903066619669,0.10369070879057174
thinning,NA,500,54,region_climatezone,signed,-0.34243818286371475,4,1,1.7389999999999999,Oceania,Tropical,climate,-0.34243818286371475,0
thinning,NA,500,54,overall,zero_truncated,-0.5103284591420636,505,37,189.5152,All,All,climate,-0.5124720067291967,0.002143547587133088
thinning,NA,500,54,region,zero_truncated,-0.6999484004127967,80,10,29.4576,Asia,All,climate,-0.6912613828177492,0.00868701759504753
thinning,NA,500,54,region,zero_truncated,-0.5019546786797517,123,7,47.0154,Europe,All,climate,-0.5570673848516587,0.055112706171907
thinning,NA,500,54,region,zero_truncated,-0.5532770990886174,56,7,20.628,Latin America,All,climate,-0.5415668934998014,0.01171020558881608
thinning,NA,500,54,region,zero_truncated,-0.4457156512956983,224,8,83.2717,North America,All,climate,-0.45752601614291005,0.011810364847211763
thinning,NA,500,54,region,zero_truncated,-0.43402789171452005,22,5,9.1425,Oceania,All,climate,-0.36356574499800554,0.07046214671651452
thinning,NA,500,54,region_climatezone,zero_truncated,-0.5500442278485238,18,1,5.9917,Asia,Arid,climate,-0.5570161025303976,0.006971874681873769
thinning,NA,500,54,region_climatezone,zero_truncated,-1,3,1,1.2828,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,500,54,region_climatezone,zero_truncated,-0.7366206664422753,16,1,5.942,Asia,Cold_Dry_Winter,climate,-0.7403908278577612,0.0037701614154859175
thinning,NA,500,54,region_climatezone,zero_truncated,-0.8251387275777519,7,1,3.0996,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8109825987287694,0.01415612884898243
thinning,NA,500,54,region_climatezone,zero_truncated,0.009276437847866362,1,1,0.21560000000000001,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009276437847866362,0
thinning,NA,500,54,region_climatezone,zero_truncated,-0.7737128613061091,14,1,5.4559,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7848278656693738,0.011115004363264736
thinning,NA,500,54,region_climatezone,zero_truncated,-0.6379755498180234,9,1,3.2147,Asia,Polar,climate,-0.6312894213876328,0.0066861284303906254
thinning,NA,500,54,region_climatezone,zero_truncated,-0.9472626820693119,3,1,0.7964,Asia,Temperate_Dry_Summer,climate,-0.9209767154337524,0.026285966635559488
thinning,NA,500,54,region_climatezone,zero_truncated,-0.07640432217028124,4,1,1.3049,Asia,Temperate_Dry_Winter,climate,0.007591504744690476,0.08399582691497172
thinning,NA,500,54,region_climatezone,zero_truncated,-0.9198700092850511,5,1,2.154,Asia,Temperate_Without_dry_season,climate,-0.8170899843745213,0.10278002491052984
thinning,NA,500,54,region_climatezone,zero_truncated,-0.9817875517916496,5,1,2.1963,Europe,Arid,climate,-0.9838213881248988,0.0020338363332492726
thinning,NA,500,54,region_climatezone,zero_truncated,-0.6401194940570774,3,1,1.5733000000000001,Europe,Cold_Dry_Summer,climate,-0.6401194940570774,0
thinning,NA,500,54,region_climatezone,zero_truncated,-0.5557663731078891,33,1,11.9113,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6171081785201237,0.06134180541223455
thinning,NA,500,54,region_climatezone,zero_truncated,-0.5649242818549086,34,1,12.1041,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6210554945342329,0.056131212679324305
thinning,NA,500,54,region_climatezone,zero_truncated,-0.582593037214886,8,1,3.332,Europe,Polar,climate,-0.663897788468093,0.08130475125320702
thinning,NA,500,54,region_climatezone,zero_truncated,-0.669986318368386,10,1,3.1429,Europe,Temperate_Dry_Summer,climate,-0.6694046988164635,5.816195519224854e-4
thinning,NA,500,54,region_climatezone,zero_truncated,-0.22982242954019833,30,1,12.7555,Europe,Temperate_Without_dry_season,climate,-0.3337292229334277,0.10390679339322939
thinning,NA,500,54,region_climatezone,zero_truncated,-0.42961165048543687,5,1,1.4832,Latin America,Arid,climate,-0.42961165048543687,0
thinning,NA,500,54,region_climatezone,zero_truncated,-0.8991546789262939,2,1,0.6743,Latin America,Cold_Dry_Summer,climate,-0.8991546789262939,0
thinning,NA,500,54,region_climatezone,zero_truncated,-0.5889241909265553,14,1,5.4136,Latin America,Polar,climate,-0.6210712323158315,0.032147041389276154
thinning,NA,500,54,region_climatezone,zero_truncated,-0.8396979691025864,7,1,2.3044,Latin America,Temperate_Dry_Summer,climate,-0.8561358414144956,0.016437872311909185
thinning,NA,500,54,region_climatezone,zero_truncated,-0.47918061320123173,2,1,0.7469,Latin America,Temperate_Dry_Winter,climate,-0.47918061320123173,0
thinning,NA,500,54,region_climatezone,zero_truncated,-0.44651433247905586,13,1,4.6433,Latin America,Temperate_Without_dry_season,climate,-0.4435307588216925,0.0029835736573633476
thinning,NA,500,54,region_climatezone,zero_truncated,-0.4876825242899502,13,1,5.3623,Latin America,Tropical,climate,-0.38438050133200397,0.10330202295794622
thinning,NA,500,54,region_climatezone,zero_truncated,-0.16379889770130393,11,1,2.9756,North America,Arid,climate,-0.27049545535555164,0.10669655765424771
thinning,NA,500,54,region_climatezone,zero_truncated,-0.41060425756974744,21,1,7.563,North America,Cold_Dry_Summer,climate,-0.39664950443308206,0.013954753136665388
thinning,NA,500,54,region_climatezone,zero_truncated,-0.5195156068902121,65,1,25.021,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5846148555971161,0.06509924870690398
thinning,NA,500,54,region_climatezone,zero_truncated,-0.3417051860955994,19,1,7.4854,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.4288192331101643,0.08711404701456488
thinning,NA,500,54,region_climatezone,zero_truncated,-0.3987085571653373,44,1,18.429,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40324746733790584,0.004538910172568522
thinning,NA,500,54,region_climatezone,zero_truncated,-0.7388786694676347,26,1,9.1873,North America,Polar,climate,-0.7125939819745354,0.026284687493099312
thinning,NA,500,54,region_climatezone,zero_truncated,-0.4577668450619951,10,1,3.0083,North America,Temperate_Dry_Summer,climate,-0.4251882789416391,0.032578566120356034
thinning,NA,500,54,region_climatezone,zero_truncated,-0.25545453598691953,28,1,9.6021,North America,Temperate_Without_dry_season,climate,-0.23019527652467106,0.025259259462248468
