analysis,git_commit,git_worktree_dirty,seed,permutations,thinning_repetitions,thinning_distances_km,alpha,min_unique_locations,min_residual_df,adespatial_version,vegan_version,geosphere_version,metadata_md5,properties_filtered_md5,properties_temporal_md5,predictors_filtered_md5,predictors_temporal_md5,exported_at_utc
issue_325_spatial_dependence,4efca862399f642aa8ad6195e2f3372f575aedf5,TRUE,1234,999,100,250;500,0.05,20,10,0.3.29,2.7.3,1.6.8,2d9b247bf062cd1bd6993c324e1c58be,36a56a387899b85819b3e97ebaaa3cc5,ba260ec666537cf7d819043b7680b1cc,4de7f9df5ac62ee4c0618fe6e498528f,27ba6458f070bfb8318c5139c2d21c09,2026-08-12 13:19:59 UTC
