sensitivity_type,omitted_group,distance_km,repetition,aggregation_level,profile,importance_balance,n_records,n_strata,weight_sum,region,climatezone,ranking,unthinned_balance,absolute_deviation
thinning,NA,250,96,region_climatezone,signed,0.05399690562145438,4,1,1.939,Asia,Temperate_Dry_Winter,human,-0.044285714285714275,0.09828261990716866
thinning,NA,250,96,region_climatezone,signed,-0.36164037854889586,4,1,1.585,Asia,Temperate_Without_dry_season,climate,-0.3691213180229655,0.007480939474069637
thinning,NA,250,96,region_climatezone,signed,-0.5581424148606811,4,1,1.615,Europe,Arid,climate,-0.5403057419835944,0.01783667287708668
thinning,NA,250,96,region_climatezone,signed,-0.5421245421245421,1,1,0.546,Europe,Cold_Dry_Summer,climate,-0.5421245421245421,0
thinning,NA,250,96,region_climatezone,signed,-0.3091684654126837,21,1,9.729,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.3158885412303826,0.006720075817698901
thinning,NA,250,96,region_climatezone,signed,-0.22177017114914424,25,1,10.225,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.30475901206937894,0.0829888409202347
thinning,NA,250,96,region_climatezone,signed,-0.3503030303030303,8,1,3.96,Europe,Polar,climate,-0.2810317833098481,0.06927124699318216
thinning,NA,250,96,region_climatezone,signed,-0.5008340523439747,6,1,3.477,Europe,Temperate_Dry_Summer,climate,-0.3462449255751015,0.1545891267688732
thinning,NA,250,96,region_climatezone,signed,-0.4044903613067066,18,1,8.663,Europe,Temperate_Without_dry_season,climate,-0.2235543675511305,0.18093599375557612
thinning,NA,250,96,region_climatezone,signed,-0.2733866011063307,4,1,1.627,Latin America,Arid,climate,-0.20252690687880207,0.07085969422752861
thinning,NA,250,96,region_climatezone,signed,-0.31910739191073917,2,1,0.717,Latin America,Cold_Dry_Summer,climate,-0.31910739191073917,0
thinning,NA,250,96,region_climatezone,signed,-0.47455830388692577,9,1,3.679,Latin America,Polar,climate,-0.4060151802656547,0.06854312362127107
thinning,NA,250,96,region_climatezone,signed,-0.4188394875659382,4,1,1.327,Latin America,Temperate_Dry_Summer,climate,-0.5460759493670886,0.1272364618011504
thinning,NA,250,96,region_climatezone,signed,-0.21195542046605878,2,1,0.987,Latin America,Temperate_Dry_Winter,climate,-0.21195542046605878,0
thinning,NA,250,96,region_climatezone,signed,-0.33913163716814154,8,1,3.616,Latin America,Temperate_Without_dry_season,climate,-0.34384168704156487,0.004710049873423328
thinning,NA,250,96,region_climatezone,signed,-0.20035770176615247,9,1,4.473,Latin America,Tropical,climate,-0.20289893617021273,0.002541234404060261
thinning,NA,250,96,region_climatezone,signed,-0.08392076151273474,12,1,3.887,North America,Arid,climate,-0.09695403359793242,0.01303327208519768
thinning,NA,250,96,region_climatezone,signed,-0.11817757009345797,18,1,6.42,North America,Cold_Dry_Summer,climate,-0.19629223562244594,0.07811466552898796
thinning,NA,250,96,region_climatezone,signed,-0.34599779188517804,45,1,21.738,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.3209002701449831,0.025097521740194917
thinning,NA,250,96,region_climatezone,signed,-0.13425250067585837,9,1,3.699,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.258062029563798,0.12380952888793961
thinning,NA,250,96,region_climatezone,signed,-0.16245228379623536,34,1,15.194,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.24718482540730438,0.08473254161106902
thinning,NA,250,96,region_climatezone,signed,-0.43882783882783877,21,1,8.463000000000001,North America,Polar,climate,-0.4256883067336428,0.013139532094195994
thinning,NA,250,96,region_climatezone,signed,0.11028766455387617,5,1,2.051,North America,Temperate_Dry_Summer,human,0.013522825150732137,0.09676483940314404
thinning,NA,250,96,region_climatezone,signed,-0.06241573033707867,14,1,5.34,North America,Temperate_Without_dry_season,climate,-0.1578478914738199,0.09543216113674122
thinning,NA,250,96,region_climatezone,signed,-0.23106575963718817,1,1,0.441,Oceania,Arid,climate,-0.23106575963718817,0
thinning,NA,250,96,region_climatezone,signed,-0.18768115942028984,1,1,0.138,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-0.18768115942028984,0
thinning,NA,250,96,region_climatezone,signed,0.13786764705882348,1,1,0.544,Oceania,Cold_Without_dry_season_Warm_Summer,human,-0.030684699915469144,0.16855234697429264
thinning,NA,250,96,region_climatezone,signed,-0.5269406392694064,1,1,0.219,Oceania,Temperate_Dry_Summer,climate,-0.5269406392694064,0
thinning,NA,250,96,region_climatezone,signed,-0.012820512820512832,1,1,0.312,Oceania,Temperate_Dry_Winter,climate,-0.012820512820512832,0
thinning,NA,250,96,region_climatezone,signed,-0.2640854940434478,6,1,2.854,Oceania,Temperate_Without_dry_season,climate,-0.2920142568153357,0.02792876277188794
thinning,NA,250,96,region_climatezone,signed,-0.2593905817174515,4,1,1.8050000000000002,Oceania,Tropical,climate,-0.2593905817174515,0
thinning,NA,250,96,overall,zero_truncated,-0.48802048623553146,361,39,89.5821,All,All,climate,-0.4767035948531674,0.01131689138236408
thinning,NA,250,96,region,zero_truncated,-0.6079238184810722,67,10,15.3108,Asia,All,climate,-0.6007264841916491,0.007197334289423152
thinning,NA,250,96,region,zero_truncated,-0.6032427095990279,83,7,21.0688,Europe,All,climate,-0.5205549299021911,0.08268777969683683
thinning,NA,250,96,region,zero_truncated,-0.5449155832572586,38,7,9.5301,Latin America,All,climate,-0.540289631976551,0.004625951280707641
thinning,NA,250,96,region,zero_truncated,-0.37774266850990323,158,8,40.0021,North America,All,climate,-0.42431683537940396,0.04657416686950072
thinning,NA,250,96,region,zero_truncated,-0.38059559164101026,15,7,3.6703,Oceania,All,climate,-0.42363382665782195,0.0430382350168117
thinning,NA,250,96,region_climatezone,zero_truncated,-0.5350121852152722,15,1,3.0775,Asia,Arid,climate,-0.5609479064484485,0.025935721233176334
thinning,NA,250,96,region_climatezone,zero_truncated,-1,4,1,0.9088999999999999,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,96,region_climatezone,zero_truncated,-0.5880924402663533,12,1,2.553,Asia,Cold_Dry_Winter,climate,-0.6212127798304716,0.033120339564118306
thinning,NA,250,96,region_climatezone,zero_truncated,-0.7684522863349759,6,1,1.8873,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8063029121049599,0.03785062576998399
thinning,NA,250,96,region_climatezone,zero_truncated,0.2971830985915493,1,1,0.14200000000000002,Asia,Cold_Without_dry_season_Hot_Summer,human,0.2971830985915493,0
thinning,NA,250,96,region_climatezone,zero_truncated,-0.7921466192780371,10,1,2.3353,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7443992213767475,0.04774739790128957
thinning,NA,250,96,region_climatezone,zero_truncated,-0.6364086380793267,7,1,1.6161,Asia,Polar,climate,-0.5398557258791704,0.09655291220015627
thinning,NA,250,96,region_climatezone,zero_truncated,-0.7178378378378378,4,1,0.74,Asia,Temperate_Dry_Summer,climate,-0.7178378378378378,0
thinning,NA,250,96,region_climatezone,zero_truncated,0.09256798653556562,4,1,1.1289,Asia,Temperate_Dry_Winter,human,-0.07145414556800161,0.16402213210356725
thinning,NA,250,96,region_climatezone,zero_truncated,-0.5834237361683662,4,1,0.9218,Asia,Temperate_Without_dry_season,climate,-0.6169011675148613,0.03347743134649517
thinning,NA,250,96,region_climatezone,zero_truncated,-0.9052937234755417,4,1,0.8954,Europe,Arid,climate,-0.9195247860830209,0.014231062607479195
thinning,NA,250,96,region_climatezone,zero_truncated,-1,1,1,0.2842,Europe,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,96,region_climatezone,zero_truncated,-0.5826542960871318,21,1,4.958,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.5773569313408167,0.005297364746315147
thinning,NA,250,96,region_climatezone,zero_truncated,-0.4179237600341258,25,1,5.1574,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.558407071598112,0.1404833115639862
thinning,NA,250,96,region_climatezone,zero_truncated,-0.6173339865496816,8,1,2.2453,Europe,Polar,climate,-0.5515808153925186,0.06575317115716306
thinning,NA,250,96,region_climatezone,zero_truncated,-0.9183868400106129,6,1,1.8845,Europe,Temperate_Dry_Summer,climate,-0.5984064769003405,0.31998036311027234
thinning,NA,250,96,region_climatezone,zero_truncated,-0.6119418851878101,18,1,5.644,Europe,Temperate_Without_dry_season,climate,-0.3707139376017049,0.24122794758610522
thinning,NA,250,96,region_climatezone,zero_truncated,-0.4283655825442569,4,1,0.9716,Latin America,Arid,climate,-0.33869616222557397,0.08966942031868291
thinning,NA,250,96,region_climatezone,zero_truncated,-0.6697892271662763,2,1,0.3416,Latin America,Cold_Dry_Summer,climate,-0.6697892271662763,0
thinning,NA,250,96,region_climatezone,zero_truncated,-0.7163795645032219,9,1,2.3743,Latin America,Polar,climate,-0.6065492433639297,0.10983032113929225
thinning,NA,250,96,region_climatezone,zero_truncated,-0.5953905249679897,4,1,0.8591,Latin America,Temperate_Dry_Summer,climate,-0.8191655394860056,0.22377501451801585
thinning,NA,250,96,region_climatezone,zero_truncated,-0.3694807488519958,2,1,0.5662,Latin America,Temperate_Dry_Winter,climate,-0.3694807488519958,0
thinning,NA,250,96,region_climatezone,zero_truncated,-0.7088206487296191,8,1,1.7357,Latin America,Temperate_Without_dry_season,climate,-0.6112840246731934,0.09753662405642571
thinning,NA,250,96,region_climatezone,zero_truncated,-0.3342034606205251,9,1,2.6816,Latin America,Tropical,climate,-0.3323388759706927,0.001864584649832357
thinning,NA,250,96,region_climatezone,zero_truncated,-0.1593911183796704,12,1,2.3847,North America,Arid,climate,-0.2069857262804366,0.047594607900766195
thinning,NA,250,96,region_climatezone,zero_truncated,-0.16413412672063743,18,1,3.9157,North America,Cold_Dry_Summer,climate,-0.33555022950181745,0.17141610278118002
thinning,NA,250,96,region_climatezone,zero_truncated,-0.5941161323548345,45,1,12.4272,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5480167937244503,0.04609933863038418
thinning,NA,250,96,region_climatezone,zero_truncated,-0.20677500572213323,9,1,2.1845,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.41807790961045194,0.2113029038883187
thinning,NA,250,96,region_climatezone,zero_truncated,-0.24172622707890198,34,1,9.9199,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.375860025439408,0.134133798360506
thinning,NA,250,96,region_climatezone,zero_truncated,-0.7278076031617108,21,1,5.0479,North America,Polar,climate,-0.7392123018986348,0.011404698736924068
thinning,NA,250,96,region_climatezone,zero_truncated,0.1490012886597938,5,1,1.2416,North America,Temperate_Dry_Summer,human,-0.0406641407437797,0.1896654294035735
thinning,NA,250,96,region_climatezone,zero_truncated,-0.1270568631535097,14,1,2.8806000000000003,North America,Temperate_Without_dry_season,climate,-0.2849129215315374,0.1578560583780277
thinning,NA,250,96,region_climatezone,zero_truncated,-0.41405932547744817,1,1,0.24609999999999999,Oceania,Arid,climate,-0.41405932547744817,0
thinning,NA,250,96,region_climatezone,zero_truncated,-0.7595307917888563,1,1,0.0341,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-0.7595307917888563,0
thinning,NA,250,96,region_climatezone,zero_truncated,0.3951527924130663,1,1,0.1898,Oceania,Cold_Without_dry_season_Warm_Summer,human,-0.07461459403905447,0.46976738645212074
thinning,NA,250,96,region_climatezone,zero_truncated,-0.7936726272352133,1,1,0.14539999999999997,Oceania,Temperate_Dry_Summer,climate,-0.7936726272352133,0
thinning,NA,250,96,region_climatezone,zero_truncated,-0.02277904328018225,1,1,0.1756,Oceania,Temperate_Dry_Winter,climate,-0.02277904328018225,0
thinning,NA,250,96,region_climatezone,zero_truncated,-0.3883250038641867,6,1,1.9409,Oceania,Temperate_Without_dry_season,climate,-0.4390901106099177,0.05076510674573098
thinning,NA,250,96,region_climatezone,zero_truncated,-0.5019181585677749,4,1,0.9384,Oceania,Tropical,climate,-0.5019181585677749,0
thinning,NA,250,97,overall,signed,-0.30484784903412143,363,39,154.419,All,All,climate,-0.2831586544625833,0.021689194571538117
thinning,NA,250,97,region,signed,-0.39743502696993704,67,10,26.511,Asia,All,climate,-0.36401346480067853,0.03342156216925851
thinning,NA,250,97,region,signed,-0.3416373695255226,85,7,36.693,Europe,All,climate,-0.2917575194770737,0.049879850048448915
thinning,NA,250,97,region,signed,-0.3153425987740487,37,7,16.477,Latin America,All,climate,-0.33702578705900965,0.021683188284960964
thinning,NA,250,97,region,signed,-0.25376451126498706,159,8,68.309,North America,All,climate,-0.25809641479910733,0.004331903534120274
thinning,NA,250,97,region,signed,-0.2289469590916161,15,7,6.429,Oceania,All,climate,-0.26128185648180124,0.032334897390185136
thinning,NA,250,97,region_climatezone,signed,-0.37571186121063554,15,1,5.303,Asia,Arid,climate,-0.3649708360337006,0.010741025176934926
thinning,NA,250,97,region_climatezone,signed,-0.5931665649786455,4,1,1.639,Asia,Cold_Dry_Summer,climate,-0.5931665649786455,0
thinning,NA,250,97,region_climatezone,signed,-0.4114952653600528,12,1,4.541,Asia,Cold_Dry_Winter,climate,-0.3860237682594702,0.025471497100582607
thinning,NA,250,97,region_climatezone,signed,-0.4809240924092409,6,1,3.0300000000000002,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.5073347662547018,0.026410673845460864
thinning,NA,250,97,region_climatezone,signed,0.16045627376425856,1,1,0.263,Asia,Cold_Without_dry_season_Hot_Summer,human,0.16045627376425856,0
thinning,NA,250,97,region_climatezone,signed,-0.4865354576694783,9,1,3.201,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.41254848719937937,0.073986970470098945
thinning,NA,250,97,region_climatezone,signed,-0.36430583501006036,7,1,2.485,Asia,Polar,climate,-0.3160415610745058,0.04826427393555455
thinning,NA,250,97,region_climatezone,signed,-0.3458020050125313,4,1,1.596,Asia,Temperate_Dry_Summer,climate,-0.3458020050125313,0
thinning,NA,250,97,region_climatezone,signed,-0.14210943695479775,5,1,2.5220000000000002,Asia,Temperate_Dry_Winter,climate,-0.044285714285714275,0.09782372266908347
thinning,NA,250,97,region_climatezone,signed,-0.4739513205592957,4,1,1.931,Asia,Temperate_Without_dry_season,climate,-0.3691213180229655,0.10483000253633018
thinning,NA,250,97,region_climatezone,signed,-0.5767484662576687,4,1,1.63,Europe,Arid,climate,-0.5403057419835944,0.036442724274074356
thinning,NA,250,97,region_climatezone,signed,-0.5421245421245421,1,1,0.546,Europe,Cold_Dry_Summer,climate,-0.5421245421245421,0
thinning,NA,250,97,region_climatezone,signed,-0.3485080254228159,23,1,9.283,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.3158885412303826,0.03261948419243327
thinning,NA,250,97,region_climatezone,signed,-0.2592154420921544,25,1,11.241999999999999,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.30475901206937894,0.04554356997722453
thinning,NA,250,97,region_climatezone,signed,-0.31057241163590865,8,1,3.197,Europe,Polar,climate,-0.2810317833098481,0.029540628326060525
thinning,NA,250,97,region_climatezone,signed,-0.4744630071599046,6,1,2.514,Europe,Temperate_Dry_Summer,climate,-0.3462449255751015,0.12821808158480308
thinning,NA,250,97,region_climatezone,signed,-0.358000241516725,18,1,8.281,Europe,Temperate_Without_dry_season,climate,-0.2235543675511305,0.1344458739655945
thinning,NA,250,97,region_climatezone,signed,-0.22098009188361406,4,1,1.306,Latin America,Arid,climate,-0.20252690687880207,0.018453185004811995
thinning,NA,250,97,region_climatezone,signed,-0.31910739191073917,2,1,0.717,Latin America,Cold_Dry_Summer,climate,-0.31910739191073917,0
thinning,NA,250,97,region_climatezone,signed,-0.37321478188385665,9,1,3.5989999999999998,Latin America,Polar,climate,-0.4060151802656547,0.032800398381798046
thinning,NA,250,97,region_climatezone,signed,-0.6106255355612683,3,1,1.167,Latin America,Temperate_Dry_Summer,climate,-0.5460759493670886,0.06454958619417972
thinning,NA,250,97,region_climatezone,signed,-0.21195542046605878,2,1,0.987,Latin America,Temperate_Dry_Winter,climate,-0.21195542046605878,0
thinning,NA,250,97,region_climatezone,signed,-0.35767102615694163,8,1,3.976,Latin America,Temperate_Without_dry_season,climate,-0.34384168704156487,0.01382933911537676
thinning,NA,250,97,region_climatezone,signed,-0.20982010582010582,9,1,4.725,Latin America,Tropical,climate,-0.20289893617021273,0.006921169649893089
thinning,NA,250,97,region_climatezone,signed,-0.04021482839926643,13,1,3.8169999999999997,North America,Arid,climate,-0.09695403359793242,0.056739205198665994
thinning,NA,250,97,region_climatezone,signed,-0.2301463039014374,18,1,7.792,North America,Cold_Dry_Summer,climate,-0.19629223562244594,0.033854068278991456
thinning,NA,250,97,region_climatezone,signed,-0.30726542708283544,45,1,20.921,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.3209002701449831,0.013634843062147683
thinning,NA,250,97,region_climatezone,signed,-0.1930881420418516,10,1,4.731,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.258062029563798,0.06497388752194638
thinning,NA,250,97,region_climatezone,signed,-0.20882760357637575,35,1,15.882,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.24718482540730438,0.03835722183092863
thinning,NA,250,97,region_climatezone,signed,-0.45229463941380643,20,1,7.779,North America,Polar,climate,-0.4256883067336428,0.026606332680163658
thinning,NA,250,97,region_climatezone,signed,-0.09477434679334917,4,1,1.684,North America,Temperate_Dry_Summer,climate,0.013522825150732137,0.10829717194408131
thinning,NA,250,97,region_climatezone,signed,-0.18432403997895846,14,1,5.703,North America,Temperate_Without_dry_season,climate,-0.1578478914738199,0.026476148505138575
thinning,NA,250,97,region_climatezone,signed,-0.23106575963718817,1,1,0.441,Oceania,Arid,climate,-0.23106575963718817,0
thinning,NA,250,97,region_climatezone,signed,-0.18768115942028984,1,1,0.138,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-0.18768115942028984,0
thinning,NA,250,97,region_climatezone,signed,-0.17417840375586852,1,1,0.639,Oceania,Cold_Without_dry_season_Warm_Summer,climate,-0.030684699915469144,0.14349370384039936
thinning,NA,250,97,region_climatezone,signed,-0.5269406392694064,1,1,0.219,Oceania,Temperate_Dry_Summer,climate,-0.5269406392694064,0
thinning,NA,250,97,region_climatezone,signed,-0.012820512820512832,1,1,0.312,Oceania,Temperate_Dry_Winter,climate,-0.012820512820512832,0
thinning,NA,250,97,region_climatezone,signed,-0.22441739130434782,6,1,2.875,Oceania,Temperate_Without_dry_season,climate,-0.2920142568153357,0.0675968655109879
thinning,NA,250,97,region_climatezone,signed,-0.2593905817174515,4,1,1.8050000000000002,Oceania,Tropical,climate,-0.2593905817174515,0
thinning,NA,250,97,overall,zero_truncated,-0.5150897185307638,363,39,88.5603,All,All,climate,-0.4767035948531674,0.03838612367759642
thinning,NA,250,97,region,zero_truncated,-0.6505336697069668,67,10,15.459,Asia,All,climate,-0.6007264841916491,0.04980718551531771
thinning,NA,250,97,region,zero_truncated,-0.5961028444174511,85,7,19.758,Europe,All,climate,-0.5205549299021911,0.07554791451526
thinning,NA,250,97,region,zero_truncated,-0.5463638414680002,37,7,9.3079,Latin America,All,climate,-0.540289631976551,0.006074209491449212
thinning,NA,250,97,region,zero_truncated,-0.42760238854886967,159,8,40.2755,North America,All,climate,-0.42431683537940396,0.003285553169465716
thinning,NA,250,97,region,zero_truncated,-0.39221787813505676,15,7,3.7599,Oceania,All,climate,-0.42363382665782195,0.03141594852276519
thinning,NA,250,97,region_climatezone,zero_truncated,-0.5579661016949152,15,1,3.3925,Asia,Arid,climate,-0.5609479064484485,0.002981804753533268
thinning,NA,250,97,region_climatezone,zero_truncated,-1,4,1,0.9088999999999999,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,97,region_climatezone,zero_truncated,-0.6388260118933435,12,1,2.6065,Asia,Cold_Dry_Winter,climate,-0.6212127798304716,0.01761323206287191
thinning,NA,250,97,region_climatezone,zero_truncated,-0.7684522863349759,6,1,1.8873,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8063029121049599,0.03785062576998399
thinning,NA,250,97,region_climatezone,zero_truncated,0.2971830985915493,1,1,0.14200000000000002,Asia,Cold_Without_dry_season_Hot_Summer,human,0.2971830985915493,0
thinning,NA,250,97,region_climatezone,zero_truncated,-0.7931350580566306,9,1,1.9636,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7443992213767475,0.04873583667988313
thinning,NA,250,97,region_climatezone,zero_truncated,-0.6291176470588236,7,1,1.3599999999999999,Asia,Polar,climate,-0.5398557258791704,0.08926192117965315
thinning,NA,250,97,region_climatezone,zero_truncated,-0.7178378378378378,4,1,0.74,Asia,Temperate_Dry_Summer,climate,-0.7178378378378378,0
thinning,NA,250,97,region_climatezone,zero_truncated,-0.23678646934460884,5,1,1.5136,Asia,Temperate_Dry_Winter,climate,-0.07145414556800161,0.16533232377660723
thinning,NA,250,97,region_climatezone,zero_truncated,-0.9305526148634342,4,1,0.9446,Asia,Temperate_Without_dry_season,climate,-0.6169011675148613,0.31365144734857286
thinning,NA,250,97,region_climatezone,zero_truncated,-0.9069869474607876,4,1,0.9117000000000001,Europe,Arid,climate,-0.9195247860830209,0.012537838622233344
thinning,NA,250,97,region_climatezone,zero_truncated,-1,1,1,0.2842,Europe,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,97,region_climatezone,zero_truncated,-0.6331329048310179,23,1,4.823,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.5773569313408167,0.05577597349020125
thinning,NA,250,97,region_climatezone,zero_truncated,-0.5101866468567183,25,1,5.3845,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.558407071598112,0.04822042474139365
thinning,NA,250,97,region_climatezone,zero_truncated,-0.508527528809219,8,1,1.9525,Europe,Polar,climate,-0.5515808153925186,0.043053286583299544
thinning,NA,250,97,region_climatezone,zero_truncated,-0.6822841417268662,6,1,1.4535,Europe,Temperate_Dry_Summer,climate,-0.5984064769003405,0.0838776648265257
thinning,NA,250,97,region_climatezone,zero_truncated,-0.5822656913066322,18,1,4.9486,Europe,Temperate_Without_dry_season,climate,-0.3707139376017049,0.2115517537049273
thinning,NA,250,97,region_climatezone,zero_truncated,-0.43771043771043766,4,1,0.594,Latin America,Arid,climate,-0.33869616222557397,0.09901427548486369
thinning,NA,250,97,region_climatezone,zero_truncated,-0.6697892271662763,2,1,0.3416,Latin America,Cold_Dry_Summer,climate,-0.6697892271662763,0
thinning,NA,250,97,region_climatezone,zero_truncated,-0.5837755193812394,9,1,2.2237999999999998,Latin America,Polar,climate,-0.6065492433639297,0.022773723982690286
thinning,NA,250,97,region_climatezone,zero_truncated,-0.8294339622641509,3,1,0.795,Latin America,Temperate_Dry_Summer,climate,-0.8191655394860056,0.010268422778145325
thinning,NA,250,97,region_climatezone,zero_truncated,-0.3694807488519958,2,1,0.5662,Latin America,Temperate_Dry_Winter,climate,-0.3694807488519958,0
thinning,NA,250,97,region_climatezone,zero_truncated,-0.7320238155819042,8,1,1.9651,Latin America,Temperate_Without_dry_season,climate,-0.6112840246731934,0.12073979090871079
thinning,NA,250,97,region_climatezone,zero_truncated,-0.35128623060024095,9,1,2.8222,Latin America,Tropical,climate,-0.3323388759706927,0.01894735462954822
thinning,NA,250,97,region_climatezone,zero_truncated,-0.12108832420949424,13,1,2.4478,North America,Arid,climate,-0.2069857262804366,0.08589740207094236
thinning,NA,250,97,region_climatezone,zero_truncated,-0.36721698113207546,18,1,4.24,North America,Cold_Dry_Summer,climate,-0.33555022950181745,0.031666751630258005
thinning,NA,250,97,region_climatezone,zero_truncated,-0.5495087432752133,45,1,11.877699999999999,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5480167937244503,0.0014919495507629277
thinning,NA,250,97,region_climatezone,zero_truncated,-0.32605203983295855,10,1,2.8017,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.41807790961045194,0.09202586977749339
thinning,NA,250,97,region_climatezone,zero_truncated,-0.3143554368502969,35,1,10.4086,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.375860025439408,0.06150458858911112
thinning,NA,250,97,region_climatezone,zero_truncated,-0.8078596523883758,20,1,4.2979,North America,Polar,climate,-0.7392123018986348,0.06864735048974091
thinning,NA,250,97,region_climatezone,zero_truncated,-0.1864050455501051,4,1,0.8562,North America,Temperate_Dry_Summer,climate,-0.0406641407437797,0.1457409048063254
thinning,NA,250,97,region_climatezone,zero_truncated,-0.3061932089909134,14,1,3.3456,North America,Temperate_Without_dry_season,climate,-0.2849129215315374,0.02128028745937599
thinning,NA,250,97,region_climatezone,zero_truncated,-0.41405932547744817,1,1,0.24609999999999999,Oceania,Arid,climate,-0.41405932547744817,0
thinning,NA,250,97,region_climatezone,zero_truncated,-0.7595307917888563,1,1,0.0341,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-0.7595307917888563,0
thinning,NA,250,97,region_climatezone,zero_truncated,-0.3751263902932255,1,1,0.29669999999999996,Oceania,Cold_Without_dry_season_Warm_Summer,climate,-0.07461459403905447,0.300511796254171
thinning,NA,250,97,region_climatezone,zero_truncated,-0.7936726272352133,1,1,0.14539999999999997,Oceania,Temperate_Dry_Summer,climate,-0.7936726272352133,0
thinning,NA,250,97,region_climatezone,zero_truncated,-0.02277904328018225,1,1,0.1756,Oceania,Temperate_Dry_Winter,climate,-0.02277904328018225,0
thinning,NA,250,97,region_climatezone,zero_truncated,-0.3354127677271782,6,1,1.9236,Oceania,Temperate_Without_dry_season,climate,-0.4390901106099177,0.1036773428827395
thinning,NA,250,97,region_climatezone,zero_truncated,-0.5019181585677749,4,1,0.9384,Oceania,Tropical,climate,-0.5019181585677749,0
thinning,NA,250,98,overall,signed,-0.30127772340184705,359,39,150.189,All,All,climate,-0.2831586544625833,0.01811906893926374
thinning,NA,250,98,region,signed,-0.38457752564150727,67,10,26.617,Asia,All,climate,-0.36401346480067853,0.020564060840828735
thinning,NA,250,98,region,signed,-0.3228916668986831,82,7,35.917,Europe,All,climate,-0.2917575194770737,0.031134147421609415
thinning,NA,250,98,region,signed,-0.33627527492018444,37,7,14.095,Latin America,All,climate,-0.33702578705900965,7.505121388252101e-4
thinning,NA,250,98,region,signed,-0.2596260357127033,159,8,67.707,North America,All,climate,-0.25809641479910733,0.001529620913595986
thinning,NA,250,98,region,signed,-0.18737399624124382,14,7,5.853,Oceania,All,climate,-0.26128185648180124,0.07390786024055743
thinning,NA,250,98,region_climatezone,signed,-0.35183142969673104,15,1,5.078,Asia,Arid,climate,-0.3649708360337006,0.013139406336969583
thinning,NA,250,98,region_climatezone,signed,-0.5931665649786455,4,1,1.639,Asia,Cold_Dry_Summer,climate,-0.5931665649786455,0
thinning,NA,250,98,region_climatezone,signed,-0.37363477501092174,12,1,4.578,Asia,Cold_Dry_Winter,climate,-0.3860237682594702,0.012388993248548474
thinning,NA,250,98,region_climatezone,signed,-0.4913669064748202,6,1,3.0580000000000003,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.5073347662547018,0.015967859779881577
thinning,NA,250,98,region_climatezone,signed,0.16045627376425856,1,1,0.263,Asia,Cold_Without_dry_season_Hot_Summer,human,0.16045627376425856,0
thinning,NA,250,98,region_climatezone,signed,-0.4511337868480726,9,1,3.528,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.41254848719937937,0.03858529964869323
thinning,NA,250,98,region_climatezone,signed,-0.3901029295328583,7,1,2.526,Asia,Polar,climate,-0.3160415610745058,0.07406136845835248
thinning,NA,250,98,region_climatezone,signed,-0.3458020050125313,4,1,1.596,Asia,Temperate_Dry_Summer,climate,-0.3458020050125313,0
thinning,NA,250,98,region_climatezone,signed,-0.1324105621805792,5,1,2.348,Asia,Temperate_Dry_Winter,climate,-0.044285714285714275,0.08812484789486492
thinning,NA,250,98,region_climatezone,signed,-0.4327508736894658,4,1,2.003,Asia,Temperate_Without_dry_season,climate,-0.3691213180229655,0.0636295556665003
thinning,NA,250,98,region_climatezone,signed,-0.4924485125858124,4,1,1.311,Europe,Arid,climate,-0.5403057419835944,0.047857229397781975
