sensitivity_type,omitted_group,distance_km,repetition,aggregation_level,profile,importance_balance,n_records,n_strata,weight_sum,region,climatezone,ranking,unthinned_balance,absolute_deviation
thinning,NA,250,63,region_climatezone,signed,-0.5020113136392207,4,1,1.591,Europe,Arid,climate,-0.5403057419835944,0.03829442834437369
thinning,NA,250,63,region_climatezone,signed,-0.5421245421245421,1,1,0.546,Europe,Cold_Dry_Summer,climate,-0.5421245421245421,0
thinning,NA,250,63,region_climatezone,signed,-0.30573635924674064,22,1,10.355,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.3158885412303826,0.010152181983641984
thinning,NA,250,63,region_climatezone,signed,-0.32583740720622856,22,1,11.046,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.30475901206937894,0.021078395136849615
thinning,NA,250,63,region_climatezone,signed,-0.30431635388739947,8,1,3.73,Europe,Polar,climate,-0.2810317833098481,0.023284570577551345
thinning,NA,250,63,region_climatezone,signed,-0.43496801705756927,6,1,2.814,Europe,Temperate_Dry_Summer,climate,-0.3462449255751015,0.08872309148246776
thinning,NA,250,63,region_climatezone,signed,-0.3474337088881302,17,1,8.787,Europe,Temperate_Without_dry_season,climate,-0.2235543675511305,0.12387934133699968
thinning,NA,250,63,region_climatezone,signed,-0.22098009188361406,4,1,1.306,Latin America,Arid,climate,-0.20252690687880207,0.018453185004811995
thinning,NA,250,63,region_climatezone,signed,-0.31910739191073917,2,1,0.717,Latin America,Cold_Dry_Summer,climate,-0.31910739191073917,0
thinning,NA,250,63,region_climatezone,signed,-0.3402890932982917,9,1,3.805,Latin America,Polar,climate,-0.4060151802656547,0.06572608696736298
thinning,NA,250,63,region_climatezone,signed,-0.40720663265306123,4,1,1.568,Latin America,Temperate_Dry_Summer,climate,-0.5460759493670886,0.13886931671402736
thinning,NA,250,63,region_climatezone,signed,-0.21195542046605878,2,1,0.987,Latin America,Temperate_Dry_Winter,climate,-0.21195542046605878,0
thinning,NA,250,63,region_climatezone,signed,-0.39613394216133946,8,1,3.285,Latin America,Temperate_Without_dry_season,climate,-0.34384168704156487,0.05229225511977459
thinning,NA,250,63,region_climatezone,signed,-0.14633992427429532,9,1,4.7540000000000004,Latin America,Tropical,climate,-0.20289893617021273,0.056559011895917416
thinning,NA,250,63,region_climatezone,signed,-0.08368614818223652,13,1,4.346,North America,Arid,climate,-0.09695403359793242,0.013267885415695901
thinning,NA,250,63,region_climatezone,signed,-0.24755144568898152,18,1,7.678,North America,Cold_Dry_Summer,climate,-0.19629223562244594,0.05125921006653558
thinning,NA,250,63,region_climatezone,signed,-0.3360523526429789,45,1,21.699,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.3209002701449831,0.015152082497995767
thinning,NA,250,63,region_climatezone,signed,-0.22683727034120732,10,1,4.572,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.258062029563798,0.03122475922259066
thinning,NA,250,63,region_climatezone,signed,-0.24661275354633433,32,1,15.086,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.24718482540730438,5.720718609700526e-4
thinning,NA,250,63,region_climatezone,signed,-0.44610329721005304,21,1,8.674,North America,Polar,climate,-0.4256883067336428,0.020414990476410266
thinning,NA,250,63,region_climatezone,signed,0.028970656730321384,5,1,2.147,North America,Temperate_Dry_Summer,human,0.013522825150732137,0.015447831579589247
thinning,NA,250,63,region_climatezone,signed,-0.058109724833361825,14,1,5.851,North America,Temperate_Without_dry_season,climate,-0.1578478914738199,0.09973816664045806
thinning,NA,250,63,region_climatezone,signed,-0.23106575963718817,1,1,0.441,Oceania,Arid,climate,-0.23106575963718817,0
thinning,NA,250,63,region_climatezone,signed,-0.18768115942028984,1,1,0.138,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-0.18768115942028984,0
thinning,NA,250,63,region_climatezone,signed,0.13786764705882348,1,1,0.544,Oceania,Cold_Without_dry_season_Warm_Summer,human,-0.030684699915469144,0.16855234697429264
thinning,NA,250,63,region_climatezone,signed,-0.5269406392694064,1,1,0.219,Oceania,Temperate_Dry_Summer,climate,-0.5269406392694064,0
thinning,NA,250,63,region_climatezone,signed,-0.012820512820512832,1,1,0.312,Oceania,Temperate_Dry_Winter,climate,-0.012820512820512832,0
thinning,NA,250,63,region_climatezone,signed,-0.2453866146848603,6,1,3.078,Oceania,Temperate_Without_dry_season,climate,-0.2920142568153357,0.046627642130475405
thinning,NA,250,63,region_climatezone,signed,-0.2593905817174515,4,1,1.8050000000000002,Oceania,Tropical,climate,-0.2593905817174515,0
thinning,NA,250,63,overall,zero_truncated,-0.49965328473131476,356,39,91.5737,All,All,climate,-0.4767035948531674,0.022949689878147383
thinning,NA,250,63,region,zero_truncated,-0.5847686547205134,65,10,14.956,Asia,All,climate,-0.6007264841916491,0.015957829471135665
thinning,NA,250,63,region,zero_truncated,-0.5879965114633132,80,7,21.9003,Europe,All,climate,-0.5205549299021911,0.06744158156112212
thinning,NA,250,63,region,zero_truncated,-0.47308546059933404,38,7,9.3704,Latin America,All,climate,-0.540289631976551,0.06720417137721696
thinning,NA,250,63,region,zero_truncated,-0.4399138587851301,158,8,41.6061,North America,All,climate,-0.42431683537940396,0.015597023405726163
thinning,NA,250,63,region,zero_truncated,-0.3731454997460504,15,7,3.7409,Oceania,All,climate,-0.42363382665782195,0.050488326911771575
thinning,NA,250,63,region_climatezone,zero_truncated,-0.5579661016949152,15,1,3.3925,Asia,Arid,climate,-0.5609479064484485,0.002981804753533268
thinning,NA,250,63,region_climatezone,zero_truncated,-1,4,1,0.9088999999999999,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,63,region_climatezone,zero_truncated,-0.6017112131559323,12,1,2.5479,Asia,Cold_Dry_Winter,climate,-0.6212127798304716,0.019501566674539283
thinning,NA,250,63,region_climatezone,zero_truncated,-0.841903124104328,6,1,1.7445,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8063029121049599,0.035600211999368137
thinning,NA,250,63,region_climatezone,zero_truncated,0.2971830985915493,1,1,0.14200000000000002,Asia,Cold_Without_dry_season_Hot_Summer,human,0.2971830985915493,0
thinning,NA,250,63,region_climatezone,zero_truncated,-0.7931350580566306,9,1,1.9636,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7443992213767475,0.04873583667988313
thinning,NA,250,63,region_climatezone,zero_truncated,-0.43620844564240796,6,1,1.3356,Asia,Polar,climate,-0.5398557258791704,0.10364728023676245
thinning,NA,250,63,region_climatezone,zero_truncated,-0.7178378378378378,4,1,0.74,Asia,Temperate_Dry_Summer,climate,-0.7178378378378378,0
thinning,NA,250,63,region_climatezone,zero_truncated,0.09256798653556562,4,1,1.1289,Asia,Temperate_Dry_Winter,human,-0.07145414556800161,0.16402213210356725
thinning,NA,250,63,region_climatezone,zero_truncated,-0.3970154928238761,4,1,1.0520999999999998,Asia,Temperate_Without_dry_season,climate,-0.6169011675148613,0.21988567469098524
thinning,NA,250,63,region_climatezone,zero_truncated,-0.8671026509400911,4,1,0.8563000000000001,Europe,Arid,climate,-0.9195247860830209,0.052422135142929815
thinning,NA,250,63,region_climatezone,zero_truncated,-1,1,1,0.2842,Europe,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,63,region_climatezone,zero_truncated,-0.5734816343691472,22,1,5.2326,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.5773569313408167,0.0038752969716694396
thinning,NA,250,63,region_climatezone,zero_truncated,-0.5483455564803618,22,1,6.3677,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.558407071598112,0.01006151511775022
thinning,NA,250,63,region_climatezone,zero_truncated,-0.5370712088951975,8,1,2.1135,Europe,Polar,climate,-0.5515808153925186,0.014509606497321026
thinning,NA,250,63,region_climatezone,zero_truncated,-0.7721486922930784,6,1,1.5791,Europe,Temperate_Dry_Summer,climate,-0.5984064769003405,0.17374221539273782
thinning,NA,250,63,region_climatezone,zero_truncated,-0.5494338656276866,17,1,5.4669,Europe,Temperate_Without_dry_season,climate,-0.3707139376017049,0.1787199280259817
thinning,NA,250,63,region_climatezone,zero_truncated,-0.43771043771043766,4,1,0.594,Latin America,Arid,climate,-0.33869616222557397,0.09901427548486369
thinning,NA,250,63,region_climatezone,zero_truncated,-0.6697892271662763,2,1,0.3416,Latin America,Cold_Dry_Summer,climate,-0.6697892271662763,0
thinning,NA,250,63,region_climatezone,zero_truncated,-0.5031936374500351,9,1,2.4267,Latin America,Polar,climate,-0.6065492433639297,0.10335560591389459
thinning,NA,250,63,region_climatezone,zero_truncated,-0.6265795206971678,4,1,0.918,Latin America,Temperate_Dry_Summer,climate,-0.8191655394860056,0.19258601878883774
thinning,NA,250,63,region_climatezone,zero_truncated,-0.3694807488519958,2,1,0.5662,Latin America,Temperate_Dry_Winter,climate,-0.3694807488519958,0
thinning,NA,250,63,region_climatezone,zero_truncated,-0.6723279965382951,8,1,1.8488,Latin America,Temperate_Without_dry_season,climate,-0.6112840246731934,0.06104397186510169
thinning,NA,250,63,region_climatezone,zero_truncated,-0.26006504429740945,9,1,2.6751,Latin America,Tropical,climate,-0.3323388759706927,0.07227383167328327
thinning,NA,250,63,region_climatezone,zero_truncated,-0.16343148544168448,13,1,2.4316,North America,Arid,climate,-0.2069857262804366,0.04355424083875212
thinning,NA,250,63,region_climatezone,zero_truncated,-0.38557095078834214,18,1,4.186,North America,Cold_Dry_Summer,climate,-0.33555022950181745,0.05002072128652468
thinning,NA,250,63,region_climatezone,zero_truncated,-0.5664412730149484,45,1,12.7037,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5480167937244503,0.018424479290498064
thinning,NA,250,63,region_climatezone,zero_truncated,-0.38373676248108923,10,1,2.644,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.41807790961045194,0.034341147129362704
thinning,NA,250,63,region_climatezone,zero_truncated,-0.37075349597609986,32,1,10.2761,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.375860025439408,0.00510652946330814
thinning,NA,250,63,region_climatezone,zero_truncated,-0.7518256749613329,21,1,5.1077,North America,Polar,climate,-0.7392123018986348,0.012613373062698052
thinning,NA,250,63,region_climatezone,zero_truncated,-0.07872088432688508,5,1,1.2665,North America,Temperate_Dry_Summer,climate,-0.0406641407437797,0.03805674358310538
thinning,NA,250,63,region_climatezone,zero_truncated,-0.11085102825614448,14,1,2.9905,North America,Temperate_Without_dry_season,climate,-0.2849129215315374,0.17406189327539293
thinning,NA,250,63,region_climatezone,zero_truncated,-0.41405932547744817,1,1,0.24609999999999999,Oceania,Arid,climate,-0.41405932547744817,0
thinning,NA,250,63,region_climatezone,zero_truncated,-0.7595307917888563,1,1,0.0341,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-0.7595307917888563,0
thinning,NA,250,63,region_climatezone,zero_truncated,0.3951527924130663,1,1,0.1898,Oceania,Cold_Without_dry_season_Warm_Summer,human,-0.07461459403905447,0.46976738645212074
thinning,NA,250,63,region_climatezone,zero_truncated,-0.7936726272352133,1,1,0.14539999999999997,Oceania,Temperate_Dry_Summer,climate,-0.7936726272352133,0
thinning,NA,250,63,region_climatezone,zero_truncated,-0.02277904328018225,1,1,0.1756,Oceania,Temperate_Dry_Winter,climate,-0.02277904328018225,0
thinning,NA,250,63,region_climatezone,zero_truncated,-0.3741983594332588,6,1,2.0115,Oceania,Temperate_Without_dry_season,climate,-0.4390901106099177,0.06489175117665891
thinning,NA,250,63,region_climatezone,zero_truncated,-0.5019181585677749,4,1,0.9384,Oceania,Tropical,climate,-0.5019181585677749,0
thinning,NA,250,64,overall,signed,-0.2932909988912408,355,39,148.815,All,All,climate,-0.2831586544625833,0.010132344428657458
thinning,NA,250,64,region,signed,-0.380506460715877,67,10,26.932,Asia,All,climate,-0.36401346480067853,0.016492995915198483
thinning,NA,250,64,region,signed,-0.323578653644925,79,7,34.404,Europe,All,climate,-0.2917575194770737,0.03182113416785132
thinning,NA,250,64,region,signed,-0.31939205955334987,37,7,16.12,Latin America,All,climate,-0.33702578705900965,0.01763372750565978
thinning,NA,250,64,region,signed,-0.23899426350851222,157,8,64.848,North America,All,climate,-0.25809641479910733,0.019102151290595115
thinning,NA,250,64,region,signed,-0.24865612041161111,15,7,6.511,Oceania,All,climate,-0.26128185648180124,0.01262573607019013
thinning,NA,250,64,region_climatezone,signed,-0.35183142969673104,15,1,5.078,Asia,Arid,climate,-0.3649708360337006,0.013139406336969583
thinning,NA,250,64,region_climatezone,signed,-0.5931665649786455,4,1,1.639,Asia,Cold_Dry_Summer,climate,-0.5931665649786455,0
thinning,NA,250,64,region_climatezone,signed,-0.425453339230429,12,1,4.522,Asia,Cold_Dry_Winter,climate,-0.3860237682594702,0.03942957097095878
thinning,NA,250,64,region_climatezone,signed,-0.4809240924092409,6,1,3.0300000000000002,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.5073347662547018,0.026410673845460864
thinning,NA,250,64,region_climatezone,signed,0.16045627376425856,1,1,0.263,Asia,Cold_Without_dry_season_Hot_Summer,human,0.16045627376425856,0
thinning,NA,250,64,region_climatezone,signed,-0.4677354203483969,10,1,3.961,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.41254848719937937,0.055186933149017514
thinning,NA,250,64,region_climatezone,signed,-0.3090240123934935,6,1,2.582,Asia,Polar,climate,-0.3160415610745058,0.007017548681012342
thinning,NA,250,64,region_climatezone,signed,-0.3458020050125313,4,1,1.596,Asia,Temperate_Dry_Summer,climate,-0.3458020050125313,0
thinning,NA,250,64,region_climatezone,signed,-0.1324105621805792,5,1,2.348,Asia,Temperate_Dry_Winter,climate,-0.044285714285714275,0.08812484789486492
thinning,NA,250,64,region_climatezone,signed,-0.33282801881860946,4,1,1.913,Asia,Temperate_Without_dry_season,climate,-0.3691213180229655,0.03629329920435603
thinning,NA,250,64,region_climatezone,signed,-0.5829629629629629,4,1,1.35,Europe,Arid,climate,-0.5403057419835944,0.042657220979368526
thinning,NA,250,64,region_climatezone,signed,-0.5421245421245421,1,1,0.546,Europe,Cold_Dry_Summer,climate,-0.5421245421245421,0
thinning,NA,250,64,region_climatezone,signed,-0.3652486249859692,20,1,8.909,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.3158885412303826,0.04936008375558659
thinning,NA,250,64,region_climatezone,signed,-0.2940311312660865,21,1,8.159,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.30475901206937894,0.010727880803292456
thinning,NA,250,64,region_climatezone,signed,-0.34904595538833644,8,1,3.721,Europe,Polar,climate,-0.2810317833098481,0.06801417207848831
thinning,NA,250,64,region_climatezone,signed,-0.41264236902050117,6,1,2.634,Europe,Temperate_Dry_Summer,climate,-0.3462449255751015,0.06639744344539966
thinning,NA,250,64,region_climatezone,signed,-0.22132085855806272,19,1,9.085,Europe,Temperate_Without_dry_season,climate,-0.2235543675511305,0.00223350899306779
thinning,NA,250,64,region_climatezone,signed,-0.22098009188361406,4,1,1.306,Latin America,Arid,climate,-0.20252690687880207,0.018453185004811995
thinning,NA,250,64,region_climatezone,signed,-0.31910739191073917,2,1,0.717,Latin America,Cold_Dry_Summer,climate,-0.31910739191073917,0
thinning,NA,250,64,region_climatezone,signed,-0.4229602888086642,9,1,4.155,Latin America,Polar,climate,-0.4060151802656547,0.016945108543009513
thinning,NA,250,64,region_climatezone,signed,-0.6304845814977974,3,1,1.135,Latin America,Temperate_Dry_Summer,climate,-0.5460759493670886,0.08440863213070882
thinning,NA,250,64,region_climatezone,signed,-0.21195542046605878,2,1,0.987,Latin America,Temperate_Dry_Winter,climate,-0.21195542046605878,0
thinning,NA,250,64,region_climatezone,signed,-0.31522733387140167,8,1,3.717,Latin America,Temperate_Without_dry_season,climate,-0.34384168704156487,0.028614353170163198
thinning,NA,250,64,region_climatezone,signed,-0.18944674628320743,9,1,4.103,Latin America,Tropical,climate,-0.20289893617021273,0.013452189887005306
thinning,NA,250,64,region_climatezone,signed,-0.1294162053346754,12,1,3.9739999999999998,North America,Arid,climate,-0.09695403359793242,0.032462171736742984
thinning,NA,250,64,region_climatezone,signed,-0.22325198382991465,19,1,6.679,North America,Cold_Dry_Summer,climate,-0.19629223562244594,0.026959748207468714
thinning,NA,250,64,region_climatezone,signed,-0.3063339633243091,43,1,19.576999999999998,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.3209002701449831,0.014566306820674002
thinning,NA,250,64,region_climatezone,signed,-0.24518675394686174,10,1,5.194,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.258062029563798,0.012875275616936244
thinning,NA,250,64,region_climatezone,signed,-0.12101281781886952,35,1,14.277,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.24718482540730438,0.12617200758843486
thinning,NA,250,64,region_climatezone,signed,-0.4429891572203056,20,1,8.116,North America,Polar,climate,-0.4256883067336428,0.0173008504866628
thinning,NA,250,64,region_climatezone,signed,0.010087293889427754,5,1,2.062,North America,Temperate_Dry_Summer,human,0.013522825150732137,0.003435531261304383
thinning,NA,250,64,region_climatezone,signed,-0.18516804185952906,13,1,4.969,North America,Temperate_Without_dry_season,climate,-0.1578478914738199,0.027320150385709174
thinning,NA,250,64,region_climatezone,signed,-0.23106575963718817,1,1,0.441,Oceania,Arid,climate,-0.23106575963718817,0
thinning,NA,250,64,region_climatezone,signed,-0.18768115942028984,1,1,0.138,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-0.18768115942028984,0
thinning,NA,250,64,region_climatezone,signed,-0.17417840375586852,1,1,0.639,Oceania,Cold_Without_dry_season_Warm_Summer,climate,-0.030684699915469144,0.14349370384039936
thinning,NA,250,64,region_climatezone,signed,-0.5269406392694064,1,1,0.219,Oceania,Temperate_Dry_Summer,climate,-0.5269406392694064,0
thinning,NA,250,64,region_climatezone,signed,-0.012820512820512832,1,1,0.312,Oceania,Temperate_Dry_Winter,climate,-0.012820512820512832,0
thinning,NA,250,64,region_climatezone,signed,-0.2679404802164356,6,1,2.957,Oceania,Temperate_Without_dry_season,climate,-0.2920142568153357,0.024073776598900143
thinning,NA,250,64,region_climatezone,signed,-0.2593905817174515,4,1,1.8050000000000002,Oceania,Tropical,climate,-0.2593905817174515,0
thinning,NA,250,64,overall,zero_truncated,-0.4920207831848959,355,39,85.7039,All,All,climate,-0.4767035948531674,0.015317188331728515
thinning,NA,250,64,region,zero_truncated,-0.6071131628259062,67,10,16.1166,Asia,All,climate,-0.6007264841916491,0.006386678634257126
thinning,NA,250,64,region,zero_truncated,-0.5515297349382198,79,7,18.784299999999998,Europe,All,climate,-0.5205549299021911,0.030974805036028674
thinning,NA,250,64,region,zero_truncated,-0.5474728492450233,37,7,9.1526,Latin America,All,climate,-0.540289631976551,0.007183217268472264
thinning,NA,250,64,region,zero_truncated,-0.40611759243136575,157,8,37.9038,North America,All,climate,-0.42431683537940396,0.018199242948038208
thinning,NA,250,64,region,zero_truncated,-0.4321785085143864,15,7,3.7466,Oceania,All,climate,-0.42363382665782195,0.008544681856564429
thinning,NA,250,64,region_climatezone,zero_truncated,-0.5334649312195423,15,1,3.2422,Asia,Arid,climate,-0.5609479064484485,0.027482975228906192
thinning,NA,250,64,region_climatezone,zero_truncated,-1,4,1,0.9088999999999999,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,64,region_climatezone,zero_truncated,-0.6176406055730271,12,1,2.7346,Asia,Cold_Dry_Winter,climate,-0.6212127798304716,0.0035721742574444937
thinning,NA,250,64,region_climatezone,zero_truncated,-0.7684522863349759,6,1,1.8873,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8063029121049599,0.03785062576998399
thinning,NA,250,64,region_climatezone,zero_truncated,0.2971830985915493,1,1,0.14200000000000002,Asia,Cold_Without_dry_season_Hot_Summer,human,0.2971830985915493,0
thinning,NA,250,64,region_climatezone,zero_truncated,-0.7921466192780371,10,1,2.3353,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7443992213767475,0.04774739790128957
thinning,NA,250,64,region_climatezone,zero_truncated,-0.4746497455550669,6,1,1.5917000000000001,Asia,Polar,climate,-0.5398557258791704,0.06520598032410352
thinning,NA,250,64,region_climatezone,zero_truncated,-0.7178378378378378,4,1,0.74,Asia,Temperate_Dry_Summer,climate,-0.7178378378378378,0
thinning,NA,250,64,region_climatezone,zero_truncated,-0.22280312253813647,5,1,1.3963,Asia,Temperate_Dry_Winter,climate,-0.07145414556800161,0.15134897697013486
thinning,NA,250,64,region_climatezone,zero_truncated,-0.52824387244136,4,1,1.1382999999999999,Asia,Temperate_Without_dry_season,climate,-0.6169011675148613,0.0886572950735014
thinning,NA,250,64,region_climatezone,zero_truncated,-0.9011518885614788,4,1,0.7466,Europe,Arid,climate,-0.9195247860830209,0.018372897521542142
thinning,NA,250,64,region_climatezone,zero_truncated,-1,1,1,0.2842,Europe,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,64,region_climatezone,zero_truncated,-0.6233562356011336,20,1,4.9049,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.5773569313408167,0.04599930426031695
thinning,NA,250,64,region_climatezone,zero_truncated,-0.5526335675961611,21,1,3.9699,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.558407071598112,0.005773504001950869
thinning,NA,250,64,region_climatezone,zero_truncated,-0.5890249433106577,8,1,2.205,Europe,Polar,climate,-0.5515808153925186,0.037444127918139114
thinning,NA,250,64,region_climatezone,zero_truncated,-0.5788726028281785,6,1,1.5487,Europe,Temperate_Dry_Summer,climate,-0.5984064769003405,0.019533874072162005
thinning,NA,250,64,region_climatezone,zero_truncated,-0.3817365853658537,19,1,5.125,Europe,Temperate_Without_dry_season,climate,-0.3707139376017049,0.011022647764148796
thinning,NA,250,64,region_climatezone,zero_truncated,-0.43771043771043766,4,1,0.594,Latin America,Arid,climate,-0.33869616222557397,0.09901427548486369
thinning,NA,250,64,region_climatezone,zero_truncated,-0.6697892271662763,2,1,0.3416,Latin America,Cold_Dry_Summer,climate,-0.6697892271662763,0
thinning,NA,250,64,region_climatezone,zero_truncated,-0.6753524134985048,9,1,2.5751,Latin America,Polar,climate,-0.6065492433639297,0.06880317013457515
thinning,NA,250,64,region_climatezone,zero_truncated,-0.8244432936302435,3,1,0.7724,Latin America,Temperate_Dry_Summer,climate,-0.8191655394860056,0.005277754144237923
thinning,NA,250,64,region_climatezone,zero_truncated,-0.3694807488519958,2,1,0.5662,Latin America,Temperate_Dry_Winter,climate,-0.3694807488519958,0
thinning,NA,250,64,region_climatezone,zero_truncated,-0.6004556752278376,8,1,1.9312,Latin America,Temperate_Without_dry_season,climate,-0.6112840246731934,0.010828349445355823
thinning,NA,250,64,region_climatezone,zero_truncated,-0.3276843303402049,9,1,2.3721,Latin America,Tropical,climate,-0.3323388759706927,0.0046545456304878385
thinning,NA,250,64,region_climatezone,zero_truncated,-0.23180483028720628,12,1,2.4512,North America,Arid,climate,-0.2069857262804366,0.024819104006769677
thinning,NA,250,64,region_climatezone,zero_truncated,-0.35551491661435164,19,1,3.6637,North America,Cold_Dry_Summer,climate,-0.33555022950181745,0.019964687112534185
thinning,NA,250,64,region_climatezone,zero_truncated,-0.5523050613106284,43,1,10.9932,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5480167937244503,0.004288267586178063
thinning,NA,250,64,region_climatezone,zero_truncated,-0.40362460419052754,10,1,2.9686,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.41807790961045194,0.0144533054199244
thinning,NA,250,64,region_climatezone,zero_truncated,-0.1918154206852454,35,1,9.3835,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.375860025439408,0.1840446047541626
thinning,NA,250,64,region_climatezone,zero_truncated,-0.7700710941564072,20,1,4.6136,North America,Polar,climate,-0.7392123018986348,0.030858792257772327
thinning,NA,250,64,region_climatezone,zero_truncated,-0.006295046072438611,5,1,1.0961,North America,Temperate_Dry_Summer,climate,-0.0406641407437797,0.03436909467134109
thinning,NA,250,64,region_climatezone,zero_truncated,-0.32674933245546656,13,1,2.7339,North America,Temperate_Without_dry_season,climate,-0.2849129215315374,0.041836410923929146
thinning,NA,250,64,region_climatezone,zero_truncated,-0.41405932547744817,1,1,0.24609999999999999,Oceania,Arid,climate,-0.41405932547744817,0
thinning,NA,250,64,region_climatezone,zero_truncated,-0.7595307917888563,1,1,0.0341,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-0.7595307917888563,0
thinning,NA,250,64,region_climatezone,zero_truncated,-0.3751263902932255,1,1,0.29669999999999996,Oceania,Cold_Without_dry_season_Warm_Summer,climate,-0.07461459403905447,0.300511796254171
thinning,NA,250,64,region_climatezone,zero_truncated,-0.7936726272352133,1,1,0.14539999999999997,Oceania,Temperate_Dry_Summer,climate,-0.7936726272352133,0
thinning,NA,250,64,region_climatezone,zero_truncated,-0.02277904328018225,1,1,0.1756,Oceania,Temperate_Dry_Winter,climate,-0.02277904328018225,0
thinning,NA,250,64,region_climatezone,zero_truncated,-0.4133905669266608,6,1,1.9102999999999999,Oceania,Temperate_Without_dry_season,climate,-0.4390901106099177,0.025699543683256887
thinning,NA,250,64,region_climatezone,zero_truncated,-0.5019181585677749,4,1,0.9384,Oceania,Tropical,climate,-0.5019181585677749,0
thinning,NA,250,65,overall,signed,-0.28955951205529185,366,39,156.985,All,All,climate,-0.2831586544625833,0.006400857592708531
thinning,NA,250,65,region,signed,-0.38767629534655706,67,10,26.518,Asia,All,climate,-0.36401346480067853,0.023662830545878533
thinning,NA,250,65,region,signed,-0.33334236479895957,82,7,36.908,Europe,All,climate,-0.2917575194770737,0.04158484532188589
thinning,NA,250,65,region,signed,-0.29997659039035524,38,7,17.087,Latin America,All,climate,-0.33702578705900965,0.037049196668654416
thinning,NA,250,65,region,signed,-0.23868974395651554,163,8,69.91,North America,All,climate,-0.25809641479910733,0.01940667084259179
thinning,NA,250,65,region,signed,-0.16162755257543432,16,7,6.562,Oceania,All,climate,-0.26128185648180124,0.09965430390636693
thinning,NA,250,65,region_climatezone,signed,-0.375576289791438,15,1,5.466,Asia,Arid,climate,-0.3649708360337006,0.01060545375773736
thinning,NA,250,65,region_climatezone,signed,-0.5931665649786455,4,1,1.639,Asia,Cold_Dry_Summer,climate,-0.5931665649786455,0
thinning,NA,250,65,region_climatezone,signed,-0.42977515826238805,12,1,4.581,Asia,Cold_Dry_Winter,climate,-0.3860237682594702,0.043751390002917834
thinning,NA,250,65,region_climatezone,signed,-0.4913669064748202,6,1,3.0580000000000003,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.5073347662547018,0.015967859779881577
thinning,NA,250,65,region_climatezone,signed,0.16045627376425856,1,1,0.263,Asia,Cold_Without_dry_season_Hot_Summer,human,0.16045627376425856,0
thinning,NA,250,65,region_climatezone,signed,-0.4865354576694783,9,1,3.201,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.41254848719937937,0.073986970470098945
thinning,NA,250,65,region_climatezone,signed,-0.36430583501006036,7,1,2.485,Asia,Polar,climate,-0.3160415610745058,0.04826427393555455
thinning,NA,250,65,region_climatezone,signed,-0.3458020050125313,4,1,1.596,Asia,Temperate_Dry_Summer,climate,-0.3458020050125313,0
thinning,NA,250,65,region_climatezone,signed,-0.14210943695479775,5,1,2.5220000000000002,Asia,Temperate_Dry_Winter,climate,-0.044285714285714275,0.09782372266908347
thinning,NA,250,65,region_climatezone,signed,-0.2654364381956648,4,1,1.707,Asia,Temperate_Without_dry_season,climate,-0.3691213180229655,0.10368487982730068
thinning,NA,250,65,region_climatezone,signed,-0.5605243445692883,4,1,1.335,Europe,Arid,climate,-0.5403057419835944,0.020218602585693968
thinning,NA,250,65,region_climatezone,signed,-0.5421245421245421,1,1,0.546,Europe,Cold_Dry_Summer,climate,-0.5421245421245421,0
thinning,NA,250,65,region_climatezone,signed,-0.3427541729893778,19,1,7.908,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.3158885412303826,0.0268656317589952
