region,age,value,distance_km,n_records,n_connected,n_edges,moran_i,expected_i,p_greater,positive_autocorrelation,permutations,status
Latin America,8000,residual_axis_2,250,77,66,145,0.05879907839154547,-0.013157894736842105,0.163,FALSE,999,estimated
Latin America,8000,residual_axis_3,250,77,66,145,0.020818236378279682,-0.013157894736842105,0.267,FALSE,999,estimated
Latin America,8000,residual_axis_1,500,77,72,276,-0.004070691379781544,-0.013157894736842105,0.37,FALSE,999,estimated
Latin America,8000,residual_axis_2,500,77,72,276,0.053111472364271335,-0.013157894736842105,0.11,FALSE,999,estimated
Latin America,8000,residual_axis_3,500,77,72,276,-0.0173147979701016,-0.013157894736842105,0.48,FALSE,999,estimated
Latin America,8500,residual_axis_1,250,71,59,114,0.014628469266755349,-0.014285714285714285,0.345,FALSE,999,estimated
Latin America,8500,residual_axis_2,250,71,59,114,0.01841902982257759,-0.014285714285714285,0.359,FALSE,999,estimated
Latin America,8500,residual_axis_3,250,71,59,114,-0.012724189016513118,-0.014285714285714285,0.455,FALSE,999,estimated
Latin America,8500,residual_axis_1,500,71,66,236,-0.024145498483067976,-0.014285714285714285,0.497,FALSE,999,estimated
Latin America,8500,residual_axis_2,500,71,66,236,-0.0025765533111939097,-0.014285714285714285,0.351,FALSE,999,estimated
Latin America,8500,residual_axis_3,500,71,66,236,-0.04748548141808642,-0.014285714285714285,0.684,FALSE,999,estimated
Latin America,3500,residual_axis_1,250,87,75,168,-0.02833182921255282,-0.011627906976744186,0.58,FALSE,999,estimated
Latin America,3500,residual_axis_2,250,87,75,168,0.33984267610487284,-0.011627906976744186,0.001,TRUE,999,estimated
Latin America,3500,residual_axis_3,250,87,75,168,-0.07130983303782015,-0.011627906976744186,0.794,FALSE,999,estimated
Latin America,3500,residual_axis_1,500,87,83,341,-0.03540796773893395,-0.011627906976744186,0.711,FALSE,999,estimated
Latin America,3500,residual_axis_2,500,87,83,341,0.07198115752986535,-0.011627906976744186,0.061,FALSE,999,estimated
Latin America,3500,residual_axis_3,500,87,83,341,-0.012768561071362983,-0.011627906976744186,0.431,FALSE,999,estimated
Oceania,2000,residual_axis_1,250,46,37,106,-0.10664200321141803,-0.022222222222222223,0.858,FALSE,999,estimated
Oceania,2000,residual_axis_2,250,46,37,106,0.06940388139236879,-0.022222222222222223,0.13,FALSE,999,estimated
Oceania,2000,residual_axis_3,250,46,37,106,-0.011857138871492987,-0.022222222222222223,0.424,FALSE,999,estimated
Oceania,2000,residual_axis_1,500,46,42,164,-0.1122111324512852,-0.022222222222222223,0.976,FALSE,999,estimated
Oceania,2000,residual_axis_2,500,46,42,164,0.0422987084926164,-0.022222222222222223,0.132,FALSE,999,estimated
Oceania,2000,residual_axis_3,500,46,42,164,-0.0066755719631285786,-0.022222222222222223,0.331,FALSE,999,estimated
Oceania,2500,residual_axis_1,250,48,40,114,-0.024753517409510716,-0.02127659574468085,0.445,FALSE,999,estimated
Oceania,2500,residual_axis_2,250,48,40,114,0.12098803413481553,-0.02127659574468085,0.049,TRUE,999,estimated
Oceania,2500,residual_axis_3,250,48,40,114,-0.06217838374289844,-0.02127659574468085,0.668,FALSE,999,estimated
Oceania,2500,residual_axis_1,500,48,45,170,-0.047824917266547765,-0.02127659574468085,0.612,FALSE,999,estimated
Oceania,2500,residual_axis_2,500,48,45,170,0.054606386119648666,-0.02127659574468085,0.109,FALSE,999,estimated
Oceania,2500,residual_axis_3,500,48,45,170,-0.0549764359536306,-0.02127659574468085,0.681,FALSE,999,estimated
Oceania,3000,residual_axis_1,250,50,41,136,-0.07550706757312212,-0.02040816326530612,0.757,FALSE,999,estimated
Oceania,3000,residual_axis_2,250,50,41,136,0.08288245310009328,-0.02040816326530612,0.091,FALSE,999,estimated
Oceania,3000,residual_axis_3,250,50,41,136,-0.01981867068270257,-0.02040816326530612,0.422,FALSE,999,estimated
Oceania,3000,residual_axis_1,500,50,46,195,-0.09138769385203631,-0.02040816326530612,0.95,FALSE,999,estimated
Oceania,3000,residual_axis_2,500,50,46,195,0.08650895615935611,-0.02040816326530612,0.065,FALSE,999,estimated
Oceania,3000,residual_axis_3,500,50,46,195,-0.08020340396377572,-0.02040816326530612,0.875,FALSE,999,estimated
Oceania,3500,residual_axis_1,250,49,40,134,-0.07134030574693932,-0.020833333333333332,0.726,FALSE,999,estimated
Oceania,3500,residual_axis_2,250,49,40,134,-0.01770943027665844,-0.020833333333333332,0.44,FALSE,999,estimated
Oceania,3500,residual_axis_3,250,49,40,134,-0.07045729976702844,-0.020833333333333332,0.728,FALSE,999,estimated
Oceania,3500,residual_axis_1,500,49,45,193,-0.07582434643426043,-0.020833333333333332,0.859,FALSE,999,estimated
Oceania,3500,residual_axis_2,500,49,45,193,0.022409726728343606,-0.020833333333333332,0.182,FALSE,999,estimated
Oceania,3500,residual_axis_3,500,49,45,193,-0.046995288470083066,-0.020833333333333332,0.615,FALSE,999,estimated
Oceania,4000,residual_axis_1,250,50,41,136,-0.03328153405595378,-0.02040816326530612,0.543,FALSE,999,estimated
Oceania,4000,residual_axis_2,250,50,41,136,-0.04244897081892322,-0.02040816326530612,0.57,FALSE,999,estimated
Oceania,4000,residual_axis_3,250,50,41,136,-0.04332727278762144,-0.02040816326530612,0.563,FALSE,999,estimated
Oceania,4000,residual_axis_1,500,50,46,195,-0.07394711648606135,-0.02040816326530612,0.854,FALSE,999,estimated
Oceania,4000,residual_axis_2,500,50,46,195,0.008706112819446069,-0.02040816326530612,0.228,FALSE,999,estimated
Oceania,4000,residual_axis_3,500,50,46,195,-0.015759950158350248,-0.02040816326530612,0.379,FALSE,999,estimated
Oceania,4500,residual_axis_1,250,47,38,112,-0.031750269000178105,-0.021739130434782608,0.484,FALSE,999,estimated
Oceania,4500,residual_axis_2,250,47,38,112,-0.049931147208104966,-0.021739130434782608,0.595,FALSE,999,estimated
Oceania,4500,residual_axis_3,250,47,38,112,-0.07220159937338554,-0.021739130434782608,0.699,FALSE,999,estimated
Oceania,4500,residual_axis_1,500,47,43,171,-0.08247157781276436,-0.021739130434782608,0.876,FALSE,999,estimated
Oceania,4500,residual_axis_2,500,47,43,171,0.013995773856820538,-0.021739130434782608,0.246,FALSE,999,estimated
Oceania,4500,residual_axis_3,500,47,43,171,-0.05210406135970539,-0.021739130434782608,0.681,FALSE,999,estimated
Oceania,5000,residual_axis_1,250,50,42,118,0.10327842210546541,-0.02040816326530612,0.068,FALSE,999,estimated
Oceania,5000,residual_axis_2,250,50,42,118,0.06034829312525743,-0.02040816326530612,0.161,FALSE,999,estimated
Oceania,5000,residual_axis_3,250,50,42,118,-0.00506225196599339,-0.02040816326530612,0.364,FALSE,999,estimated
Oceania,5000,residual_axis_1,500,50,47,177,-0.016436897640055157,-0.02040816326530612,0.408,FALSE,999,estimated
Oceania,5000,residual_axis_2,500,50,47,177,0.11013488478323624,-0.02040816326530612,0.036,TRUE,999,estimated
Oceania,5000,residual_axis_3,500,50,47,177,-0.014829371937149215,-0.02040816326530612,0.398,FALSE,999,estimated
Oceania,5500,residual_axis_1,250,49,40,132,-0.07143757175975797,-0.020833333333333332,0.723,FALSE,999,estimated
Oceania,5500,residual_axis_2,250,49,40,132,-1.4933887151242844e-4,-0.020833333333333332,0.331,FALSE,999,estimated
Oceania,5500,residual_axis_3,250,49,40,132,-0.05153391731320509,-0.020833333333333332,0.617,FALSE,999,estimated
Oceania,5500,residual_axis_1,500,49,45,202,-0.08490513914563026,-0.020833333333333332,0.929,FALSE,999,estimated
Oceania,5500,residual_axis_2,500,49,45,202,0.06396270217261543,-0.020833333333333332,0.064,FALSE,999,estimated
Oceania,5500,residual_axis_3,500,49,45,202,-0.03329843778629105,-0.020833333333333332,0.528,FALSE,999,estimated
Oceania,6000,residual_axis_1,250,45,36,93,-0.10091104901274502,-0.022727272727272728,0.802,FALSE,999,estimated
Oceania,6000,residual_axis_2,250,45,36,93,-0.01633809503508436,-0.022727272727272728,0.414,FALSE,999,estimated
Oceania,6000,residual_axis_3,250,45,36,93,-0.013020701706353714,-0.022727272727272728,0.405,FALSE,999,estimated
Oceania,6000,residual_axis_1,500,45,41,140,-0.10512678961311743,-0.022727272727272728,0.928,FALSE,999,estimated
Oceania,6000,residual_axis_2,500,45,41,140,0.036334039150581074,-0.022727272727272728,0.145,FALSE,999,estimated
Oceania,6000,residual_axis_3,500,45,41,140,0.005824568355985353,-0.022727272727272728,0.263,FALSE,999,estimated
Oceania,7000,residual_axis_1,250,42,32,77,-0.14076679882317245,-0.024390243902439025,0.905,FALSE,999,estimated
Oceania,7000,residual_axis_2,250,42,32,77,0.09410315866543333,-0.024390243902439025,0.114,FALSE,999,estimated
Oceania,7000,residual_axis_3,250,42,32,77,0.09589522594679337,-0.024390243902439025,0.124,FALSE,999,estimated
Oceania,7000,residual_axis_1,500,42,38,112,-0.11161757225661056,-0.024390243902439025,0.899,FALSE,999,estimated
Oceania,7000,residual_axis_2,500,42,38,112,0.06361918998339568,-0.024390243902439025,0.138,FALSE,999,estimated
Oceania,7000,residual_axis_3,500,42,38,112,0.06757415251225357,-0.024390243902439025,0.13,FALSE,999,estimated
Oceania,7500,residual_axis_1,250,48,39,107,-0.05482164221009178,-0.02127659574468085,0.63,FALSE,999,estimated
Oceania,7500,residual_axis_2,250,48,39,107,0.12717716620037348,-0.02127659574468085,0.051,FALSE,999,estimated
Oceania,7500,residual_axis_3,250,48,39,107,0.04206766409293893,-0.02127659574468085,0.205,FALSE,999,estimated
Oceania,7500,residual_axis_1,500,48,43,152,-0.03909395386976404,-0.02127659574468085,0.57,FALSE,999,estimated
Oceania,7500,residual_axis_2,500,48,43,152,0.1057882667147988,-0.02127659574468085,0.059,FALSE,999,estimated
Oceania,7500,residual_axis_3,500,48,43,152,0.17010956213510478,-0.02127659574468085,0.012,TRUE,999,estimated
Asia,2000,residual_axis_1,250,175,128,193,0.1309040886551248,-0.005747126436781609,0.046,TRUE,999,estimated
Asia,2000,residual_axis_2,250,175,128,193,0.17659979886261243,-0.005747126436781609,0.013,TRUE,999,estimated
Asia,2000,residual_axis_3,250,175,128,193,0.01809939653235673,-0.005747126436781609,0.314,FALSE,999,estimated
Asia,2000,residual_axis_1,500,175,165,451,0.10516699537604952,-0.005747126436781609,0.021,TRUE,999,estimated
Asia,2000,residual_axis_2,500,175,165,451,0.05372786978018012,-0.005747126436781609,0.086,FALSE,999,estimated
Asia,2000,residual_axis_3,500,175,165,451,0.043452463057920235,-0.005747126436781609,0.145,FALSE,999,estimated
Asia,2500,residual_axis_1,250,171,122,192,0.17824812394796713,-0.0058823529411764705,0.008,TRUE,999,estimated
Asia,2500,residual_axis_2,250,171,122,192,0.013257279534174712,-0.0058823529411764705,0.363,FALSE,999,estimated
Asia,2500,residual_axis_3,250,171,122,192,0.05366689408274988,-0.0058823529411764705,0.214,FALSE,999,estimated
Asia,2500,residual_axis_1,500,171,160,436,0.13084094484946318,-0.0058823529411764705,0.016,TRUE,999,estimated
Asia,2500,residual_axis_2,500,171,160,436,0.009329231335894883,-0.0058823529411764705,0.324,FALSE,999,estimated
Asia,2500,residual_axis_3,500,171,160,436,0.06683808218282791,-0.0058823529411764705,0.061,FALSE,999,estimated
Asia,3000,residual_axis_1,250,177,134,203,0.14075721920863812,-0.005681818181818182,0.028,TRUE,999,estimated
Asia,3000,residual_axis_2,250,177,134,203,0.1313335054249699,-0.005681818181818182,0.032,TRUE,999,estimated
Asia,3000,residual_axis_3,250,177,134,203,0.08881638019947709,-0.005681818181818182,0.091,FALSE,999,estimated
Asia,3000,residual_axis_1,500,177,166,471,0.12960699073023352,-0.005681818181818182,0.002,TRUE,999,estimated
Asia,3000,residual_axis_2,500,177,166,471,0.033857175083859443,-0.005681818181818182,0.184,FALSE,999,estimated
Asia,3000,residual_axis_3,500,177,166,471,0.0974942068647315,-0.005681818181818182,0.024,TRUE,999,estimated
Asia,3500,residual_axis_1,250,184,139,252,0.06551275711013306,-0.00546448087431694,0.122,FALSE,999,estimated
Asia,3500,residual_axis_2,250,184,139,252,0.2558914739895894,-0.00546448087431694,0.001,TRUE,999,estimated
Asia,3500,residual_axis_3,250,184,139,252,0.031838072406161703,-0.00546448087431694,0.242,FALSE,999,estimated
Asia,3500,residual_axis_1,500,184,175,525,0.0934760101202062,-0.00546448087431694,0.027,TRUE,999,estimated
Asia,3500,residual_axis_2,500,184,175,525,0.07625389037014495,-0.00546448087431694,0.046,TRUE,999,estimated
Asia,3500,residual_axis_3,500,184,175,525,0.07241622286577842,-0.00546448087431694,0.05,TRUE,999,estimated
Asia,4000,residual_axis_1,250,193,149,264,0.2694309112139792,-0.005208333333333333,0.002,TRUE,999,estimated
Asia,4000,residual_axis_2,250,193,149,264,0.2255315261307138,-0.005208333333333333,0.001,TRUE,999,estimated
Asia,4000,residual_axis_3,250,193,149,264,0.17034786956563341,-0.005208333333333333,0.005,TRUE,999,estimated
Asia,4000,residual_axis_1,500,193,183,549,0.22100292116058426,-0.005208333333333333,0.001,TRUE,999,estimated
Asia,4000,residual_axis_2,500,193,183,549,0.06712770626878159,-0.005208333333333333,0.054,FALSE,999,estimated
Asia,4000,residual_axis_3,500,193,183,549,0.11571682969610321,-0.005208333333333333,0.007,TRUE,999,estimated
Asia,4500,residual_axis_1,250,172,122,190,0.21035427206102986,-0.005847953216374269,0.006,TRUE,999,estimated
Asia,4500,residual_axis_2,250,172,122,190,0.1527665732616072,-0.005847953216374269,0.026,TRUE,999,estimated
Asia,4500,residual_axis_3,250,172,122,190,-0.09575727662743672,-0.005847953216374269,0.916,FALSE,999,estimated
Asia,4500,residual_axis_1,500,172,161,430,0.12694051332987422,-0.005847953216374269,0.007,TRUE,999,estimated
Asia,4500,residual_axis_2,500,172,161,430,-2.488390459965829e-4,-0.005847953216374269,0.406,FALSE,999,estimated
Asia,4500,residual_axis_3,500,172,161,430,-0.02265017250492278,-0.005847953216374269,0.623,FALSE,999,estimated
Asia,5000,residual_axis_1,250,174,130,192,0.002213848938289881,-0.005780346820809248,0.427,FALSE,999,estimated
Asia,5000,residual_axis_2,250,174,130,192,0.0970012973594704,-0.005780346820809248,0.066,FALSE,999,estimated
Asia,5000,residual_axis_3,250,174,130,192,-0.054650465754495024,-0.005780346820809248,0.765,FALSE,999,estimated
Asia,5000,residual_axis_1,500,174,164,449,0.04857387294532719,-0.005780346820809248,0.128,FALSE,999,estimated
Asia,5000,residual_axis_2,500,174,164,449,0.029235713280925266,-0.005780346820809248,0.212,FALSE,999,estimated
Asia,5000,residual_axis_3,500,174,164,449,0.03624773406275901,-0.005780346820809248,0.166,FALSE,999,estimated
Asia,5500,residual_axis_1,250,179,132,201,0.1485122708706974,-0.0056179775280898875,0.016,TRUE,999,estimated
Asia,5500,residual_axis_2,250,179,132,201,-0.011143612656055202,-0.0056179775280898875,0.51,FALSE,999,estimated
Asia,5500,residual_axis_3,250,179,132,201,-0.0012290602110658518,-0.0056179775280898875,0.469,FALSE,999,estimated
Asia,5500,residual_axis_1,500,179,168,461,0.07798207943625564,-0.0056179775280898875,0.049,TRUE,999,estimated
Asia,5500,residual_axis_2,500,179,168,461,-0.025610016574283422,-0.0056179775280898875,0.662,FALSE,999,estimated
Asia,5500,residual_axis_3,500,179,168,461,0.05936765406891048,-0.0056179775280898875,0.084,FALSE,999,estimated
Asia,6000,residual_axis_1,250,184,139,242,0.05844208072630847,-0.00546448087431694,0.135,FALSE,999,estimated
Asia,6000,residual_axis_2,250,184,139,242,0.11801279079391121,-0.00546448087431694,0.035,TRUE,999,estimated
Asia,6000,residual_axis_3,250,184,139,242,0.10739323659961332,-0.00546448087431694,0.039,TRUE,999,estimated
Asia,6000,residual_axis_1,500,184,175,527,0.08653888498732554,-0.00546448087431694,0.03,TRUE,999,estimated
Asia,6000,residual_axis_2,500,184,175,527,0.023622398475630395,-0.00546448087431694,0.215,FALSE,999,estimated
Asia,6000,residual_axis_3,500,184,175,527,0.081689823375269,-0.00546448087431694,0.027,TRUE,999,estimated
Asia,6500,residual_axis_1,250,169,129,188,0.05443066069974972,-0.005952380952380952,0.186,FALSE,999,estimated
Asia,6500,residual_axis_2,250,169,129,188,0.02558017278554546,-0.005952380952380952,0.285,FALSE,999,estimated
Asia,6500,residual_axis_3,250,169,129,188,0.08940664509263696,-0.005952380952380952,0.087,FALSE,999,estimated
Asia,6500,residual_axis_1,500,169,161,434,0.0804500934875943,-0.005952380952380952,0.05,TRUE,999,estimated
Asia,6500,residual_axis_2,500,169,161,434,-0.03731100931664496,-0.005952380952380952,0.734,FALSE,999,estimated
Asia,6500,residual_axis_3,500,169,161,434,0.028960394984466162,-0.005952380952380952,0.195,FALSE,999,estimated
Asia,7000,residual_axis_1,250,163,121,164,0.09409843314709226,-0.006172839506172839,0.106,FALSE,999,estimated
Asia,7000,residual_axis_2,250,163,121,164,-0.12829575461815287,-0.006172839506172839,0.964,FALSE,999,estimated
Asia,7000,residual_axis_3,250,163,121,164,0.04590646498049635,-0.006172839506172839,0.249,FALSE,999,estimated
Asia,7000,residual_axis_1,500,163,153,392,0.07072394428987211,-0.006172839506172839,0.063,FALSE,999,estimated
Asia,7000,residual_axis_2,500,163,153,392,-0.01337818895924637,-0.006172839506172839,0.569,FALSE,999,estimated
Asia,7000,residual_axis_3,500,163,153,392,0.03625133444394114,-0.006172839506172839,0.18,FALSE,999,estimated
Asia,7500,residual_axis_1,250,169,127,186,0.23537771152485998,-0.005952380952380952,0.005,TRUE,999,estimated
Asia,7500,residual_axis_2,250,169,127,186,-0.09929840115163904,-0.005952380952380952,0.92,FALSE,999,estimated
Asia,7500,residual_axis_3,250,169,127,186,0.2610272893496876,-0.005952380952380952,0.001,TRUE,999,estimated
Asia,7500,residual_axis_1,500,169,161,426,0.15852393703284487,-0.005952380952380952,0.002,TRUE,999,estimated
Asia,7500,residual_axis_2,500,169,161,426,0.01370525016253617,-0.005952380952380952,0.307,FALSE,999,estimated
Asia,7500,residual_axis_3,500,169,161,426,0.12147836072394688,-0.005952380952380952,0.012,TRUE,999,estimated
Asia,8000,residual_axis_1,250,162,119,214,-0.018173209206998636,-0.006211180124223602,0.566,FALSE,999,estimated
Asia,8000,residual_axis_2,250,162,119,214,-0.1234049164968685,-0.006211180124223602,0.977,FALSE,999,estimated
Asia,8000,residual_axis_3,250,162,119,214,-0.03654610079560484,-0.006211180124223602,0.662,FALSE,999,estimated
Asia,8000,residual_axis_1,500,162,153,439,0.023663122277849412,-0.006211180124223602,0.238,FALSE,999,estimated
Asia,8000,residual_axis_2,500,162,153,439,-0.028151452338158918,-0.006211180124223602,0.656,FALSE,999,estimated
Asia,8000,residual_axis_3,500,162,153,439,-0.015786989454543626,-0.006211180124223602,0.529,FALSE,999,estimated
Asia,8500,residual_axis_1,250,144,107,147,0.004126350137286848,-0.006993006993006993,0.405,FALSE,999,estimated
Asia,8500,residual_axis_2,250,144,107,147,-0.025534901562638,-0.006993006993006993,0.564,FALSE,999,estimated
Asia,8500,residual_axis_3,250,144,107,147,0.11172639462415963,-0.006993006993006993,0.075,FALSE,999,estimated
Asia,8500,residual_axis_1,500,144,136,337,0.017530491866957494,-0.006993006993006993,0.296,FALSE,999,estimated
Asia,8500,residual_axis_2,500,144,136,337,0.001749633397980152,-0.006993006993006993,0.4,FALSE,999,estimated
Asia,8500,residual_axis_3,500,144,136,337,0.021100594879023753,-0.006993006993006993,0.254,FALSE,999,estimated
Oceania,6500,residual_axis_1,250,43,35,87,-0.10573577050300043,-0.023809523809523808,0.816,FALSE,999,estimated
Oceania,6500,residual_axis_2,250,43,35,87,0.06542854292683145,-0.023809523809523808,0.144,FALSE,999,estimated
Oceania,6500,residual_axis_3,250,43,35,87,-0.1408626085844321,-0.023809523809523808,0.938,FALSE,999,estimated
Oceania,6500,residual_axis_1,500,43,40,126,-0.12583430439091126,-0.023809523809523808,0.963,FALSE,999,estimated
Oceania,6500,residual_axis_2,500,43,40,126,0.03580928810909977,-0.023809523809523808,0.199,FALSE,999,estimated
Oceania,6500,residual_axis_3,500,43,40,126,-0.008197153387056023,-0.023809523809523808,0.335,FALSE,999,estimated
Oceania,8000,residual_axis_1,250,43,35,81,-0.07547893081941133,-0.023809523809523808,0.665,FALSE,999,estimated
Oceania,8000,residual_axis_2,250,43,35,81,0.2469566932347578,-0.023809523809523808,0.023,TRUE,999,estimated
Oceania,8000,residual_axis_3,250,43,35,81,-0.02625582565889112,-0.023809523809523808,0.443,FALSE,999,estimated
Oceania,8000,residual_axis_1,500,43,40,125,-0.04266677604338733,-0.023809523809523808,0.53,FALSE,999,estimated
Oceania,8000,residual_axis_2,500,43,40,125,0.2375455597514798,-0.023809523809523808,0.004,TRUE,999,estimated
Oceania,8000,residual_axis_3,500,43,40,125,-0.0696400982977037,-0.023809523809523808,0.708,FALSE,999,estimated
Oceania,8500,residual_axis_1,250,47,40,111,0.01468508886744144,-0.021739130434782608,0.256,FALSE,999,estimated
Oceania,8500,residual_axis_2,250,47,40,111,0.19416537547249374,-0.021739130434782608,0.024,TRUE,999,estimated
Oceania,8500,residual_axis_3,250,47,40,111,-0.0742036724682511,-0.021739130434782608,0.746,FALSE,999,estimated
Oceania,8500,residual_axis_1,500,47,43,169,-0.0036842508571385043,-0.021739130434782608,0.342,FALSE,999,estimated
Oceania,8500,residual_axis_2,500,47,43,169,0.15217333917049522,-0.021739130434782608,0.02,TRUE,999,estimated
Oceania,8500,residual_axis_3,500,47,43,169,-0.10078990146169131,-0.021739130434782608,0.946,FALSE,999,estimated
