dataset_id,model_id,total_adjusted_r_squared,human,climate,signed_weight,signed_balance,zero_human,zero_climate,zero_weight,zero_balance,signed_ranking,zero_ranking,long,lat,region,climatezone
46516,analysis=spatial_spd_sensitivity|dataset_id=46516|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.273,0.0168,0.2561,0.273,-0.8765567765567764,0.0168,0.2561,0.2729,-0.8768779772810553,climate,climate,28.61129,59.61457,Europe,Cold_Without_dry_season_Warm_Summer
26606,analysis=spatial_spd_sensitivity|dataset_id=26606|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.672,0.2023,0.4694,0.672,-0.39747023809523807,0.2023,0.4694,0.6717,-0.3976477594164062,climate,climate,-93.72746,49.65882,North America,Cold_Without_dry_season_Warm_Summer
48966,analysis=spatial_spd_sensitivity|dataset_id=48966|region=Europe|climatezone=Temperate_Without_dry_season,0.505,-0.0129,0.5182,0.505,-1.0516831683168317,0,0.5182,0.5182,-1,climate,climate,5.75969,52.24479,Europe,Temperate_Without_dry_season
3565,analysis=spatial_spd_sensitivity|dataset_id=3565|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.78,0.0333,0.7472,0.78,-0.9152564102564102,0.0333,0.7472,0.7805,-0.9146700832799488,climate,climate,-71.80778,46.89194,North America,Cold_Without_dry_season_Warm_Summer
3032,analysis=spatial_spd_sensitivity|dataset_id=3032|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.316,0.1664,0.1493,0.316,0.05411392405063292,0.1664,0.1493,0.3157,0.05416534684827369,human,human,-85.66111,46.42917,North America,Cold_Without_dry_season_Warm_Summer
4383,analysis=spatial_spd_sensitivity|dataset_id=4383|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.092,0.1313,-0.0391,0.092,1.8521739130434782,0.1313,0,0.1313,1,human,human,8.32556,47.07556,Europe,Cold_Without_dry_season_Warm_Summer
45377,analysis=spatial_spd_sensitivity|dataset_id=45377|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.258,0.0699,0.1884,0.258,-0.4593023255813954,0.0699,0.1884,0.25830000000000003,-0.45876887340301975,climate,climate,24.1,59.075,Europe,Cold_Without_dry_season_Warm_Summer
236,analysis=spatial_spd_sensitivity|dataset_id=236|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.282,0.0117,0.2707,0.282,-0.9184397163120569,0.0117,0.2707,0.2824,-0.9171388101983003,climate,climate,-79.78,47.23,North America,Cold_Without_dry_season_Warm_Summer
4170,analysis=spatial_spd_sensitivity|dataset_id=4170|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.494,-0.0257,0.5193,0.494,-1.103238866396761,0,0.5193,0.5193,-1,climate,climate,24.33333,41.98333,Europe,Cold_Without_dry_season_Warm_Summer
25372,analysis=spatial_spd_sensitivity|dataset_id=25372|region=Europe|climatezone=Temperate_Without_dry_season,0.467,0.0873,0.3793,0.467,-0.6252676659528908,0.0873,0.3793,0.4666,-0.6258036862408917,climate,climate,4.07917,47.26194,Europe,Temperate_Without_dry_season
2642,analysis=spatial_spd_sensitivity|dataset_id=2642|region=North America|climatezone=Cold_Dry_Summer,0.773,0.0692,0.7038,0.773,-0.8209573091849934,0.0692,0.7038,0.773,-0.8209573091849934,climate,climate,-143.15,66.58333,North America,Cold_Dry_Summer
46544,analysis=spatial_spd_sensitivity|dataset_id=46544|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.398,0.0208,0.3772,0.398,-0.8954773869346733,0.0208,0.3772,0.39799999999999996,-0.8954773869346734,climate,climate,25.77353,58.48888,Europe,Cold_Without_dry_season_Warm_Summer
982,analysis=spatial_spd_sensitivity|dataset_id=982|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.439,0.0685,0.3709,0.439,-0.6888382687927107,0.0685,0.3709,0.4394,-0.6882111970869367,climate,climate,-85.11667,44.88333,North America,Cold_Without_dry_season_Warm_Summer
26448,analysis=spatial_spd_sensitivity|dataset_id=26448|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.381,0.1251,0.2557,0.381,-0.3427821522309711,0.1251,0.2557,0.38079999999999997,-0.3429621848739496,climate,climate,10.47833,46.87,Europe,Cold_Without_dry_season_Cold_Summer
4042,analysis=spatial_spd_sensitivity|dataset_id=4042|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.629,0.398,0.2309,0.629,0.2656597774244833,0.398,0.2309,0.6289,0.2657020193989506,human,human,13.67319,58.55679,Europe,Cold_Without_dry_season_Warm_Summer
3487,analysis=spatial_spd_sensitivity|dataset_id=3487|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,0.274,-0.0415,0.316,0.274,-1.304744525547445,0,0.316,0.316,-1,climate,climate,-97.36301,44.97734,North America,Cold_Without_dry_season_Hot_Summer
21675,analysis=spatial_spd_sensitivity|dataset_id=21675|region=Latin America|climatezone=Tropical,0.576,0.3325,0.2432,0.576,0.15503472222222225,0.3325,0.2432,0.5757,0.15511551155115516,human,human,-76.5333,3.0833,Latin America,Tropical
26499,analysis=spatial_spd_sensitivity|dataset_id=26499|region=Europe|climatezone=Polar,0.344,0.2138,0.1303,0.344,0.24273255813953487,0.2138,0.1303,0.34409999999999996,0.24266201685556524,human,human,11.01283,46.84566,Europe,Polar
24840,analysis=spatial_spd_sensitivity|dataset_id=24840|region=Europe|climatezone=Temperate_Without_dry_season,0.414,0.3345,0.0798,0.414,0.6152173913043479,0.3345,0.0798,0.4143,0.6147719044170892,human,human,-1.59583,47.27222,Europe,Temperate_Without_dry_season
2395,analysis=spatial_spd_sensitivity|dataset_id=2395|region=Latin America|climatezone=Tropical,0.219,0.1649,0.0541,0.219,0.5059360730593606,0.1649,0.0541,0.219,0.5059360730593606,human,human,-90.13333,20.86667,Latin America,Tropical
45347,analysis=spatial_spd_sensitivity|dataset_id=45347|region=Europe|climatezone=Polar,0.528,0.0551,0.4731,0.528,-0.7916666666666667,0.0551,0.4731,0.5282,-0.7913669064748202,climate,climate,9.83333,62.26667,Europe,Polar
15922,analysis=spatial_spd_sensitivity|dataset_id=15922|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.551,0.1895,0.3615,0.551,-0.31215970961887474,0.1895,0.3615,0.5509999999999999,-0.3121597096188748,climate,climate,-89.2827,46.2334,North America,Cold_Without_dry_season_Warm_Summer
1010,analysis=spatial_spd_sensitivity|dataset_id=1010|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.347,0.1575,0.1898,0.347,-0.0930835734870317,0.1575,0.1898,0.3473,-0.0930031672905269,climate,climate,-53.13333,47.32222,North America,Cold_Without_dry_season_Cold_Summer
4542,analysis=spatial_spd_sensitivity|dataset_id=4542|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.512,0.006,0.5059,0.512,-0.9763671875,0.006,0.5059,0.5119,-0.9765579214690369,climate,climate,32.63333,65.11667,Europe,Cold_Without_dry_season_Cold_Summer
14944,analysis=spatial_spd_sensitivity|dataset_id=14944|region=North America|climatezone=Cold_Dry_Summer,0.606,0.4678,0.1379,0.606,0.5443894389438944,0.4678,0.1379,0.6057,0.544659072147928,human,human,-112.23885,36.63046,North America,Cold_Dry_Summer
17402,analysis=spatial_spd_sensitivity|dataset_id=17402|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.247,0.0882,0.1592,0.247,-0.28744939271255066,0.0882,0.1592,0.2474,-0.2869846402586904,climate,climate,-159.77674,60.21151,North America,Cold_Without_dry_season_Cold_Summer
234,analysis=spatial_spd_sensitivity|dataset_id=234|region=North America|climatezone=Cold_Dry_Summer,0.426,0.0642,0.3622,0.426,-0.699530516431925,0.0642,0.3622,0.4264,-0.6988742964352721,climate,climate,-119.00833,37.59583,North America,Cold_Dry_Summer
16081,analysis=spatial_spd_sensitivity|dataset_id=16081|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.295,-0.022,0.3173,0.295,-1.150169491525424,0,0.3173,0.3173,-1,climate,climate,-62.61486,45.66757,North America,Cold_Without_dry_season_Warm_Summer
41421,analysis=spatial_spd_sensitivity|dataset_id=41421|region=Europe|climatezone=Temperate_Without_dry_season,0.372,0.016,0.3562,0.372,-0.9145161290322581,0.016,0.3562,0.37220000000000003,-0.9140247178936055,climate,climate,0.67528,50.90583,Europe,Temperate_Without_dry_season
1451,analysis=spatial_spd_sensitivity|dataset_id=1451|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.358,0.0955,0.2624,0.358,-0.46620111731843583,0.0955,0.2624,0.3579,-0.466331377479743,climate,climate,-71.56694,48.36583,North America,Cold_Without_dry_season_Warm_Summer
785,analysis=spatial_spd_sensitivity|dataset_id=785|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.631,0.2131,0.4178,0.631,-0.32440570522979395,0.2131,0.4178,0.6309,-0.32445712474243144,climate,climate,-80.25,44.37,North America,Cold_Without_dry_season_Warm_Summer
2311,analysis=spatial_spd_sensitivity|dataset_id=2311|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.786,0.0725,0.7136,0.786,-0.815648854961832,0.0725,0.7136,0.7861,-0.8155450960437604,climate,climate,-154.23333,67.06667,North America,Cold_Without_dry_season_Cold_Summer
3900,analysis=spatial_spd_sensitivity|dataset_id=3900|region=Europe|climatezone=Temperate_Without_dry_season,0.126,-0.0444,0.1704,0.126,-1.7047619047619047,0,0.1704,0.1704,-1,climate,climate,-1.85806,47.18611,Europe,Temperate_Without_dry_season
2053,analysis=spatial_spd_sensitivity|dataset_id=2053|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.336,-0.0254,0.3617,0.336,-1.1520833333333333,0,0.3617,0.3617,-1,climate,climate,-95.28417,46.21194,North America,Cold_Without_dry_season_Warm_Summer
1149,analysis=spatial_spd_sensitivity|dataset_id=1149|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.592,0.2235,0.3688,0.592,-0.24543918918918922,0.2235,0.3688,0.5923,-0.24531487421914572,climate,climate,-77.05,44.48333,North America,Cold_Without_dry_season_Warm_Summer
46998,analysis=spatial_spd_sensitivity|dataset_id=46998|region=Latin America|climatezone=Temperate_Without_dry_season,0.078,0.0129,0.0651,0.078,-0.6692307692307693,0.0129,0.0651,0.078,-0.6692307692307693,climate,climate,-79.11214,-4.25547,Latin America,Temperate_Without_dry_season
46490,analysis=spatial_spd_sensitivity|dataset_id=46490|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.417,0.0551,0.3616,0.417,-0.7350119904076738,0.0551,0.3616,0.41669999999999996,-0.7355411567074635,climate,climate,29.97722,59.01111,Europe,Cold_Without_dry_season_Warm_Summer
210,analysis=spatial_spd_sensitivity|dataset_id=210|region=North America|climatezone=Arid,0.544,0.1489,0.3947,0.544,-0.4518382352941176,0.1489,0.3947,0.5436,-0.45217071376011775,climate,climate,-105.45,43.5,North America,Arid
4136,analysis=spatial_spd_sensitivity|dataset_id=4136|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.241,0.0109,0.2301,0.241,-0.9095435684647304,0.0109,0.2301,0.241,-0.9095435684647304,climate,climate,28.99524,66.12667,Europe,Cold_Without_dry_season_Cold_Summer
45192,analysis=spatial_spd_sensitivity|dataset_id=45192|region=Europe|climatezone=Temperate_Dry_Summer,0.591,-6e-4,0.5915,0.591,-1.0018612521150594,0,0.5915,0.5915,-1,climate,climate,-6.07028,42.12611,Europe,Temperate_Dry_Summer
15232,analysis=spatial_spd_sensitivity|dataset_id=15232|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.133,0.0294,0.1032,0.133,-0.5548872180451128,0.0294,0.1032,0.1326,-0.5565610859728507,climate,climate,-118.15429,51.03992,North America,Cold_Without_dry_season_Cold_Summer
41467,analysis=spatial_spd_sensitivity|dataset_id=41467|region=Europe|climatezone=Temperate_Without_dry_season,0.482,0.1673,0.3143,0.482,-0.3049792531120332,0.1673,0.3143,0.48160000000000003,-0.3052325581395349,climate,climate,8.94329,46.05152,Europe,Temperate_Without_dry_season
3938,analysis=spatial_spd_sensitivity|dataset_id=3938|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.184,-0.0222,0.2067,0.184,-1.2440217391304347,0,0.2067,0.2067,-1,climate,climate,20.67577,52.54316,Europe,Cold_Without_dry_season_Warm_Summer
2619,analysis=spatial_spd_sensitivity|dataset_id=2619|region=North America|climatezone=Temperate_Dry_Summer,0.198,0.1229,0.0747,0.198,0.2434343434343434,0.1229,0.0747,0.1976,0.24392712550607284,human,human,-119.81667,37.95,North America,Temperate_Dry_Summer
22988,analysis=spatial_spd_sensitivity|dataset_id=22988|region=Europe|climatezone=Polar,0.349,0.0216,0.3277,0.349,-0.8770773638968481,0.0216,0.3277,0.3493,-0.8763240767248783,climate,climate,8.01819,46.66807,Europe,Polar
46803,analysis=spatial_spd_sensitivity|dataset_id=46803|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.53,0.1933,0.3368,0.53,-0.270754716981132,0.1933,0.3368,0.5301,-0.27070364082248627,climate,climate,-148.15282,60.68065,North America,Cold_Without_dry_season_Cold_Summer
24195,analysis=spatial_spd_sensitivity|dataset_id=24195|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.322,-0.0192,0.3412,0.322,-1.119254658385093,0,0.3412,0.3412,-1,climate,climate,7.84417,46.28306,Europe,Cold_Without_dry_season_Cold_Summer
306,analysis=spatial_spd_sensitivity|dataset_id=306|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.638,0.0076,0.6305,0.638,-0.9763322884012537,0.0076,0.6305,0.6381,-0.9761792822441622,climate,climate,-69.45278,47.45778,North America,Cold_Without_dry_season_Cold_Summer
847,analysis=spatial_spd_sensitivity|dataset_id=847|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,0.061,0.0517,0.0097,0.061,0.6885245901639345,0.0517,0.0097,0.0614,0.6840390879478827,human,human,-83.63,42.33,North America,Cold_Without_dry_season_Hot_Summer
45322,analysis=spatial_spd_sensitivity|dataset_id=45322|region=Europe|climatezone=Temperate_Dry_Summer,0.222,0.011,0.2105,0.222,-0.8986486486486486,0.011,0.2105,0.2215,-0.9006772009029345,climate,climate,12.63333,37.61667,Europe,Temperate_Dry_Summer
18108,analysis=spatial_spd_sensitivity|dataset_id=18108|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.205,0.0747,0.1305,0.205,-0.27219512195121953,0.0747,0.1305,0.2052,-0.2719298245614035,climate,climate,-116.9055,49.49605,North America,Cold_Without_dry_season_Cold_Summer
42745,analysis=spatial_spd_sensitivity|dataset_id=42745|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.114,-0.0015,0.1153,0.114,-1.024561403508772,0,0.1153,0.1153,-1,climate,climate,-138.37522,61.0771,North America,Cold_Without_dry_season_Cold_Summer
17689,analysis=spatial_spd_sensitivity|dataset_id=17689|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.422,0.1192,0.3033,0.422,-0.43625592417061615,0.1192,0.3033,0.4225,-0.43573964497041423,climate,climate,-80.26015,43.26052,North America,Cold_Without_dry_season_Warm_Summer
340,analysis=spatial_spd_sensitivity|dataset_id=340|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.39,0.0903,0.2992,0.39,-0.5356410256410257,0.0903,0.2992,0.3895,-0.5363286264441592,climate,climate,-68.77344,44.93672,North America,Cold_Without_dry_season_Warm_Summer
40634,analysis=spatial_spd_sensitivity|dataset_id=40634|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.21,0.0126,0.1972,0.21,-0.879047619047619,0.0126,0.1972,0.2098,-0.8798856053384175,climate,climate,7.40306,46.42833,Europe,Cold_Without_dry_season_Cold_Summer
15970,analysis=spatial_spd_sensitivity|dataset_id=15970|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.55,0.0314,0.5186,0.55,-0.8858181818181817,0.0314,0.5186,0.5499999999999999,-0.8858181818181818,climate,climate,-153.66508,62.55151,North America,Cold_Without_dry_season_Cold_Summer
17391,analysis=spatial_spd_sensitivity|dataset_id=17391|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.202,-0.0286,0.2308,0.202,-1.2841584158415842,0,0.2308,0.2308,-1,climate,climate,-162.11413,63.4461,North America,Cold_Without_dry_season_Cold_Summer
4539,analysis=spatial_spd_sensitivity|dataset_id=4539|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.246,0.0352,0.2106,0.246,-0.7130081300813008,0.0352,0.2106,0.24580000000000002,-0.7135882831570382,climate,climate,22.86667,62.13333,Europe,Cold_Without_dry_season_Cold_Summer
25285,analysis=spatial_spd_sensitivity|dataset_id=25285|region=Europe|climatezone=Temperate_Without_dry_season,0.422,0.0536,0.3688,0.422,-0.746919431279621,0.0536,0.3688,0.4224,-0.7462121212121213,climate,climate,5.28333,45.79083,Europe,Temperate_Without_dry_season
20293,analysis=spatial_spd_sensitivity|dataset_id=20293|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.487,0.0532,0.4337,0.487,-0.7813141683778233,0.0532,0.4337,0.4869,-0.7814746354487574,climate,climate,29.29295,70.6989,Europe,Cold_Without_dry_season_Cold_Summer
4251,analysis=spatial_spd_sensitivity|dataset_id=4251|region=Europe|climatezone=Temperate_Without_dry_season,0.556,0.2921,0.2644,0.556,0.04982014388489209,0.2921,0.2644,0.5565,0.049775381850853555,human,human,-5.58229,57.62279,Europe,Temperate_Without_dry_season
22773,analysis=spatial_spd_sensitivity|dataset_id=22773|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.356,0.1928,0.1627,0.356,0.08455056179775278,0.1928,0.1627,0.35550000000000004,0.08466947960618842,human,human,9.38111,47.17139,Europe,Cold_Without_dry_season_Cold_Summer
784,analysis=spatial_spd_sensitivity|dataset_id=784|region=Europe|climatezone=Temperate_Without_dry_season,0.348,-0.0222,0.3704,0.348,-1.12816091954023,0,0.3704,0.3704,-1,climate,climate,21.9525,40.81806,Europe,Temperate_Without_dry_season
4472,analysis=spatial_spd_sensitivity|dataset_id=4472|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.331,0.0164,0.3146,0.331,-0.900906344410876,0.0164,0.3146,0.331,-0.900906344410876,climate,climate,28.11667,61.21667,Europe,Cold_Without_dry_season_Cold_Summer
45383,analysis=spatial_spd_sensitivity|dataset_id=45383|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.728,0.0792,0.6485,0.728,-0.7820054945054944,0.0792,0.6485,0.7277,-0.782327882369108,climate,climate,25.53861,59.48944,Europe,Cold_Without_dry_season_Warm_Summer
40564,analysis=spatial_spd_sensitivity|dataset_id=40564|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.404,0.0182,0.386,0.404,-0.9103960396039604,0.0182,0.386,0.4042,-0.9099455714992578,climate,climate,8.83094,47.61335,Europe,Cold_Without_dry_season_Warm_Summer
13051,analysis=spatial_spd_sensitivity|dataset_id=13051|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.282,0.0029,0.2786,0.282,-0.9776595744680852,0.0029,0.2786,0.28150000000000003,-0.9793960923623445,climate,climate,-96.198,46.5929,North America,Cold_Without_dry_season_Warm_Summer
4197,analysis=spatial_spd_sensitivity|dataset_id=4197|region=Europe|climatezone=Temperate_Without_dry_season,0.039,0.0582,-0.0194,0.039,1.9897435897435898,0.0582,0,0.0582,1,human,human,5.41667,45.47333,Europe,Temperate_Without_dry_season
15783,analysis=spatial_spd_sensitivity|dataset_id=15783|region=North America|climatezone=Polar,0.263,0.101,0.1624,0.263,-0.2334600760456273,0.101,0.1624,0.26339999999999997,-0.23310554290053148,climate,climate,-125.28,71.75,North America,Polar
4373,analysis=spatial_spd_sensitivity|dataset_id=4373|region=Europe|climatezone=Temperate_Without_dry_season,0.13,0.068,0.062,0.13,0.04615384615384619,0.068,0.062,0.13,0.04615384615384619,human,human,5.65528,45.34833,Europe,Temperate_Without_dry_season
45722,analysis=spatial_spd_sensitivity|dataset_id=45722|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.711,0.2602,0.4511,0.711,-0.2684950773558369,0.2602,0.4511,0.7113,-0.26838183607479266,climate,climate,7.78231,58.32563,Europe,Cold_Without_dry_season_Warm_Summer
2270,analysis=spatial_spd_sensitivity|dataset_id=2270|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,0.454,0.0916,0.3624,0.454,-0.5964757709251101,0.0916,0.3624,0.454,-0.5964757709251101,climate,climate,-72.3027,41.3491,North America,Cold_Without_dry_season_Hot_Summer
15201,analysis=spatial_spd_sensitivity|dataset_id=15201|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.275,0.0863,0.1887,0.275,-0.37236363636363634,0.0863,0.1887,0.275,-0.37236363636363634,climate,climate,-105.5577,39.2855,North America,Cold_Without_dry_season_Cold_Summer
260,analysis=spatial_spd_sensitivity|dataset_id=260|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.396,0.0458,0.3506,0.396,-0.7696969696969697,0.0458,0.3506,0.39640000000000003,-0.7689202825428859,climate,climate,-73.31667,42.5,North America,Cold_Without_dry_season_Warm_Summer
21539,analysis=spatial_spd_sensitivity|dataset_id=21539|region=Latin America|climatezone=Tropical,0.532,0.1819,0.3502,0.532,-0.3163533834586466,0.1819,0.3502,0.5321,-0.31629392971246006,climate,climate,-76.43842,-0.68774,Latin America,Tropical
15829,analysis=spatial_spd_sensitivity|dataset_id=15829|region=North America|climatezone=Polar,0.53,0.0163,0.5134,0.53,-0.9379245283018868,0.0163,0.5134,0.5297,-0.9384557296582973,climate,climate,-64.26654,63.39458,North America,Polar
14799,analysis=spatial_spd_sensitivity|dataset_id=14799|region=North America|climatezone=Cold_Dry_Summer,0.109,0.0044,0.1047,0.109,-0.9201834862385321,0.0044,0.1047,0.1091,-0.919340054995417,climate,climate,-119.66075,37.84969,North America,Cold_Dry_Summer
4056,analysis=spatial_spd_sensitivity|dataset_id=4056|region=Europe|climatezone=Temperate_Without_dry_season,0.685,0.5741,0.1107,0.685,0.6764963503649635,0.5741,0.1107,0.6848000000000001,0.6766939252336448,human,human,-0.19167,48.44444,Europe,Temperate_Without_dry_season
2617,analysis=spatial_spd_sensitivity|dataset_id=2617|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,0.405,0.1746,0.2304,0.405,-0.13777777777777775,0.1746,0.2304,0.405,-0.13777777777777775,climate,climate,-74.03778,41.39139,North America,Cold_Without_dry_season_Hot_Summer
42671,analysis=spatial_spd_sensitivity|dataset_id=42671|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.486,0.0521,0.4336,0.486,-0.7849794238683128,0.0521,0.4336,0.48569999999999997,-0.7854642783611283,climate,climate,8.2395,48.56961,Europe,Cold_Without_dry_season_Warm_Summer
4058,analysis=spatial_spd_sensitivity|dataset_id=4058|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.083,-0.0362,0.1193,0.083,-1.8734939759036144,0,0.1193,0.1193,-1,climate,climate,13.9,47.11667,Europe,Cold_Without_dry_season_Cold_Summer
20613,analysis=spatial_spd_sensitivity|dataset_id=20613|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.456,0.0747,0.3809,0.456,-0.6714912280701755,0.0747,0.3809,0.4556,-0.6720807726075505,climate,climate,-112.08801,42.13082,North America,Cold_Without_dry_season_Warm_Summer
15738,analysis=spatial_spd_sensitivity|dataset_id=15738|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,0.491,0.0805,0.4108,0.491,-0.6727087576374745,0.0805,0.4108,0.4913,-0.6722979849379197,climate,climate,-109.90907,49.66388,North America,Cold_Without_dry_season_Cold_Summer
2287,analysis=spatial_spd_sensitivity|dataset_id=2287|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.595,0.2,0.3945,0.595,-0.326890756302521,0.2,0.3945,0.5945,-0.32716568544995794,climate,climate,-79.44,44.18,North America,Cold_Without_dry_season_Warm_Summer
22842,analysis=spatial_spd_sensitivity|dataset_id=22842|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,0.112,-0.0339,0.1456,0.112,-1.6026785714285714,0,0.1456,0.1456,-1,climate,climate,7.19861,46.35972,Europe,Cold_Without_dry_season_Cold_Summer
15288,analysis=spatial_spd_sensitivity|dataset_id=15288|region=North America|climatezone=Temperate_Without_dry_season,0.333,0.1746,0.1584,0.333,0.048648648648648624,0.1746,0.1584,0.333,0.048648648648648624,human,human,-127.69941,50.18234,North America,Temperate_Without_dry_season
21762,analysis=spatial_spd_sensitivity|dataset_id=21762|region=Latin America|climatezone=Polar,0.372,0.0645,0.3079,0.372,-0.6543010752688172,0.0645,0.3079,0.3724,-0.6535982814178303,climate,climate,-72.80159,6.16936,Latin America,Polar
1148,analysis=spatial_spd_sensitivity|dataset_id=1148|region=North America|climatezone=Temperate_Dry_Summer,0.457,0.1143,0.3424,0.457,-0.499124726477024,0.1143,0.3424,0.4567,-0.49945259470111664,climate,climate,-122.575,44.63333,North America,Temperate_Dry_Summer
48721,analysis=spatial_spd_sensitivity|dataset_id=48721|region=North America|climatezone=Cold_Dry_Summer,0.233,0.0758,0.157,0.233,-0.3484978540772532,0.0758,0.157,0.2328,-0.3487972508591065,climate,climate,-114.10713,64.0537,North America,Cold_Dry_Summer
24467,analysis=spatial_spd_sensitivity|dataset_id=24467|region=Europe|climatezone=Temperate_Without_dry_season,0.272,0.0997,0.1727,0.272,-0.26838235294117646,0.0997,0.1727,0.2724,-0.2679882525697504,climate,climate,3.13333,49.18333,Europe,Temperate_Without_dry_season
1450,analysis=spatial_spd_sensitivity|dataset_id=1450|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.235,0.1614,0.0732,0.235,0.3753191489361702,0.1614,0.0732,0.23459999999999998,0.37595907928388744,human,human,-52.71389,47.59028,North America,Cold_Without_dry_season_Warm_Summer
23004,analysis=spatial_spd_sensitivity|dataset_id=23004|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,0.188,3e-4,0.1877,0.188,-0.9968085106382979,3e-4,0.1877,0.188,-0.9968085106382979,climate,climate,28.01373,51.19139,Europe,Cold_Without_dry_season_Warm_Summer
2292,analysis=spatial_spd_sensitivity|dataset_id=2292|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.239,0.1089,0.1297,0.239,-0.08702928870292893,0.1089,0.1297,0.2386,-0.0871751886001677,climate,climate,-69.41028,43.92139,North America,Cold_Without_dry_season_Warm_Summer
2391,analysis=spatial_spd_sensitivity|dataset_id=2391|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,0.292,0.0503,0.2414,0.292,-0.6544520547945205,0.0503,0.2414,0.2917,-0.6551251285567363,climate,climate,-70.35,43.96667,North America,Cold_Without_dry_season_Warm_Summer
1024,analysis=spatial_spd_sensitivity|dataset_id=1024|region=North America|climatezone=Polar,0.676,0.1755,0.501,0.676,-0.48150887573964496,0.1755,0.501,0.6765,-0.48115299334811534,climate,climate,-155.05,67.93333,North America,Polar
1642,analysis=spatial_spd_sensitivity|dataset_id=1642|region=North America|climatezone=Temperate_Dry_Summer,0.151,0.1489,0.0017,0.151,0.9748344370860927,0.1489,0.0017,0.1506,0.9774236387782204,human,human,-123.58764,44.16387,North America,Temperate_Dry_Summer
15785,analysis=spatial_spd_sensitivity|dataset_id=15785|region=North America|climatezone=Polar,0.333,-0.0032,0.3363,0.333,-1.0195195195195195,0,0.3363,0.3363,-1,climate,climate,-121.1,72.009,North America,Polar
