dataset_id,analysis,predictor,Unique,Average.share,Individual,I.perc(%),model_profile,total_adjusted_r_squared
21913,spatial_spd,time,0.295,0.014500000000000013,0.3095,39.88,human_climate_time,0.776
971,spatial_spd,human,0.1094,0.010099999999999998,0.1195,34.34,human_climate,0.348
971,spatial_spd,climate,0.2181,0.010099999999999998,0.2282,65.57,human_climate,0.348
971,spatial_spd,human,0.0174,0.0563,0.0737,21.93,human_climate_time,0.336
971,spatial_spd,climate,-0.0318,0.13520000000000001,0.1034,30.77,human_climate_time,0.336
971,spatial_spd,time,-0.0121,0.1707,0.1586,47.2,human_climate_time,0.336
844,spatial_spd,human,0.0414,-0.001799999999999996,0.0396,101.54,human_climate,0.039
844,spatial_spd,climate,8e-4,-0.0018,-0.001,-2.56,human_climate,0.039
844,spatial_spd,human,-0.0646,0.05650000000000001,-0.0081,-8.44,human_climate_time,0.096
844,spatial_spd,climate,-0.0985,0.0531,-0.0454,-47.29,human_climate_time,0.096
844,spatial_spd,time,0.0576,0.09219999999999999,0.1498,156.04,human_climate_time,0.096
1440,spatial_spd,human,0.0166,-0.0224,-0.0058,-1.86,human_climate,0.312
1440,spatial_spd,climate,0.3402,-0.022299999999999986,0.3179,101.89,human_climate,0.312
1440,spatial_spd,human,0.0611,-0.0466,0.0145,4.33,human_climate_time,0.335
1440,spatial_spd,climate,0.0289,0.1313,0.1602,47.82,human_climate_time,0.335
1440,spatial_spd,time,0.0229,0.1374,0.1603,47.85,human_climate_time,0.335
45319,spatial_spd,human,-0.0372,-0.014200000000000004,-0.0514,-17.25,human_climate,0.298
45319,spatial_spd,climate,0.3635,-0.014100000000000001,0.3494,117.25,human_climate,0.298
45319,spatial_spd,human,2e-4,-0.0348,-0.0346,-9.64,human_climate_time,0.359
45319,spatial_spd,climate,0.0961,0.11769999999999999,0.2138,59.55,human_climate_time,0.359
45319,spatial_spd,time,0.0612,0.11879999999999999,0.18,50.14,human_climate_time,0.359
45320,spatial_spd,human,-0.0419,-0.016,-0.0579,-16.59,human_climate,0.349
45320,spatial_spd,climate,0.4225,-0.016000000000000014,0.4065,116.48,human_climate,0.349
45320,spatial_spd,human,-0.0587,0.0017000000000000001,-0.057,-15.24,human_climate_time,0.374
45320,spatial_spd,climate,0.0511,0.179,0.2301,61.52,human_climate_time,0.374
45320,spatial_spd,time,0.0255,0.17550000000000002,0.201,53.74,human_climate_time,0.374
48816,spatial_spd,human,-0.0357,0.0857,0.05,26.6,human_climate,0.188
48816,spatial_spd,climate,0.0525,0.0857,0.1382,73.51,human_climate,0.188
48816,spatial_spd,human,0.1712,-0.06219999999999999,0.109,21.98,human_climate_time,0.496
48816,spatial_spd,climate,0.0262,0.0543,0.0805,16.23,human_climate_time,0.496
48816,spatial_spd,time,0.3073,-0.0013000000000000234,0.306,61.69,human_climate_time,0.496
42683,spatial_spd,human,-0.0089,-0.013800000000000002,-0.0227,-5.06,human_climate,0.449
42683,spatial_spd,climate,0.4858,-0.013800000000000034,0.472,105.12,human_climate,0.449
42683,spatial_spd,human,-0.0286,0.003100000000000002,-0.0255,-5.48,human_climate_time,0.465
42683,spatial_spd,climate,-0.0184,0.2454,0.227,48.82,human_climate_time,0.465
42683,spatial_spd,time,0.0158,0.2478,0.2636,56.69,human_climate_time,0.465
21818,spatial_spd,human,0.0969,0.06830000000000001,0.1652,36.07,human_climate,0.458
21818,spatial_spd,climate,0.2247,0.06819999999999998,0.2929,63.95,human_climate,0.458
21818,spatial_spd,human,0.0565,0.0628,0.1193,23.12,human_climate_time,0.516
21818,spatial_spd,climate,-0.0132,0.1616,0.1484,28.76,human_climate_time,0.516
21818,spatial_spd,time,0.0582,0.1903,0.2485,48.16,human_climate_time,0.516
15276,spatial_spd,human,0.0534,-0.0021000000000000046,0.0513,22.9,human_climate,0.224
15276,spatial_spd,climate,0.1752,-0.0020999999999999908,0.1731,77.28,human_climate,0.224
15276,spatial_spd,human,0.0144,0.0167,0.0311,12.64,human_climate_time,0.246
15276,spatial_spd,climate,0.1127,0.028499999999999998,0.1412,57.4,human_climate_time,0.246
15276,spatial_spd,time,0.0216,0.052,0.0736,29.92,human_climate_time,0.246
2626,spatial_spd,human,0.0744,0.08450000000000002,0.1589,27.3,human_climate,0.582
2626,spatial_spd,climate,0.3388,0.08450000000000002,0.4233,72.73,human_climate,0.582
2626,spatial_spd,human,0.0945,0.046999999999999986,0.1415,23.62,human_climate_time,0.599
2626,spatial_spd,climate,0.0926,0.18009999999999998,0.2727,45.53,human_climate_time,0.599
2626,spatial_spd,time,0.0163,0.16799999999999998,0.1843,30.77,human_climate_time,0.599
2591,spatial_spd,human,0.0817,0.0849,0.1666,45.15,human_climate,0.369
2591,spatial_spd,climate,0.1171,0.085,0.2021,54.77,human_climate,0.369
2591,spatial_spd,human,0.0991,0.03770000000000001,0.1368,29.55,human_climate_time,0.463
2591,spatial_spd,climate,0.1366,0.03670000000000001,0.1733,37.43,human_climate_time,0.463
2591,spatial_spd,time,0.0945,0.058499999999999996,0.153,33.05,human_climate_time,0.463
4239,spatial_spd,human,0.0738,0.007300000000000001,0.0811,21.29,human_climate,0.381
4239,spatial_spd,climate,0.2929,0.007400000000000018,0.3003,78.82,human_climate,0.381
4239,spatial_spd,human,0.0896,-0.009599999999999997,0.08,19.23,human_climate_time,0.416
4239,spatial_spd,climate,0.0928,0.0983,0.1911,45.94,human_climate_time,0.416
4239,spatial_spd,time,0.035,0.1104,0.1454,34.95,human_climate_time,0.416
2367,spatial_spd,human,0.1072,0.0417,0.1489,43.41,human_climate,0.343
2367,spatial_spd,climate,0.1522,0.04169999999999999,0.1939,56.53,human_climate,0.343
2367,spatial_spd,human,-0.0467,0.1073,0.0606,14,human_climate_time,0.433
2367,spatial_spd,climate,0.2142,-5.999999999999894e-4,0.2136,49.33,human_climate_time,0.433
2367,spatial_spd,time,0.0904,0.06850000000000002,0.1589,36.7,human_climate_time,0.433
45343,spatial_spd,human,0.1147,0.0097,0.1244,35.44,human_climate,0.351
45343,spatial_spd,climate,0.2171,0.009600000000000025,0.2267,64.59,human_climate,0.351
45343,spatial_spd,human,0.0254,0.0623,0.0877,19.93,human_climate_time,0.44
45343,spatial_spd,climate,-0.104,0.1782,0.0742,16.86,human_climate_time,0.44
45343,spatial_spd,time,0.0889,0.1893,0.2782,63.23,human_climate_time,0.44
26319,spatial_spd,human,-0.0059,0.07300000000000001,0.0671,17.52,human_climate,0.383
26319,spatial_spd,climate,0.2431,0.07309999999999997,0.3162,82.56,human_climate,0.383
26319,spatial_spd,human,0.0056,0.049,0.0546,12.61,human_climate_time,0.433
26319,spatial_spd,climate,0.1353,0.10869999999999999,0.244,56.35,human_climate_time,0.433
26319,spatial_spd,time,0.0501,0.0847,0.1348,31.13,human_climate_time,0.433
684,spatial_spd,human,0.2205,0.08399999999999999,0.3045,58,human_climate,0.525
684,spatial_spd,climate,0.137,0.08399999999999999,0.221,42.1,human_climate,0.525
684,spatial_spd,human,0.0642,0.13590000000000002,0.2001,34.56,human_climate_time,0.579
684,spatial_spd,climate,0.1063,0.0731,0.1794,30.98,human_climate_time,0.579
684,spatial_spd,time,0.053900000000000003,0.146,0.1999,34.53,human_climate_time,0.579
19909,spatial_spd,human,-0.0481,0.017899999999999996,-0.0302,-137.27,human_climate,0.022
19909,spatial_spd,climate,0.0347,0.017999999999999995,0.0527,239.55,human_climate,0.022
19909,spatial_spd,human,-0.0555,0.0167,-0.0388,-28.74,human_climate_time,0.135
19909,spatial_spd,climate,0.134,-0.03670000000000001,0.0973,72.07,human_climate_time,0.135
19909,spatial_spd,time,0.1121,-0.036000000000000004,0.0761,56.37,human_climate_time,0.135
45329,spatial_spd,human,0.3818,-0.04679999999999995,0.335,70.82,human_climate,0.473
45329,spatial_spd,climate,0.1853,-0.0469,0.1384,29.26,human_climate,0.473
45329,spatial_spd,human,0.0362,0.15039999999999998,0.1866,33.38,human_climate_time,0.559
45329,spatial_spd,climate,0.1893,-0.024400000000000005,0.1649,29.5,human_climate_time,0.559
45329,spatial_spd,time,0.0861,0.1218,0.2079,37.19,human_climate_time,0.559
26505,spatial_spd,human,-0.0492,0.036000000000000004,-0.0132,-220,human_climate,0.006
26505,spatial_spd,climate,-0.0167,0.036000000000000004,0.0193,321.67,human_climate,0.006
26505,spatial_spd,human,-0.0659,0.036500000000000005,-0.0294,-294,human_climate_time,0.01
26505,spatial_spd,climate,-0.016,0.0278,0.0118,118,human_climate_time,0.01
26505,spatial_spd,time,0.0038,0.023799999999999998,0.0276,276,human_climate_time,0.01
1523,spatial_spd,human,0.0272,0.0139,0.0411,-205.5,human_climate,-0.02
1523,spatial_spd,climate,-0.0747,0.013900000000000003,-0.0608,304,human_climate,-0.02
1523,spatial_spd,human,0.2652,-0.13549999999999998,0.1297,41.84,human_climate_time,0.31
1523,spatial_spd,climate,0.0886,-0.09809999999999999,-0.0095,-3.06,human_climate_time,0.31
1523,spatial_spd,time,0.3299,-0.14,0.1899,61.26,human_climate_time,0.31
1590,spatial_spd,human,0.0229,0.0163,0.0392,6.14,human_climate,0.638
1590,spatial_spd,climate,0.5824,0.01639999999999997,0.5988,93.86,human_climate,0.638
1590,spatial_spd,human,0.0026,0.0364,0.039,5.84,human_climate_time,0.668
1590,spatial_spd,climate,0.3039,0.16549999999999998,0.4694,70.27,human_climate_time,0.668
1590,spatial_spd,time,0.0296,0.1296,0.1592,23.83,human_climate_time,0.668
24110,spatial_spd,human,0.272,0.007000000000000006,0.279,90.58,human_climate,0.308
24110,spatial_spd,climate,0.0222,0.0069,0.0291,9.45,human_climate,0.308
24110,spatial_spd,human,0.3425,-0.03470000000000001,0.3078,53.91,human_climate_time,0.571
24110,spatial_spd,climate,0.1048,-0.0408,0.064,11.21,human_climate_time,0.571
24110,spatial_spd,time,0.2633,-0.06379999999999997,0.1995,34.94,human_climate_time,0.571
43513,spatial_spd,human,-0.012,0.0685,0.0565,14.02,human_climate,0.403
43513,spatial_spd,climate,0.2784,0.0685,0.3469,86.08,human_climate,0.403
43513,spatial_spd,human,0.0434,0.022,0.0654,8.09,human_climate_time,0.808
43513,spatial_spd,climate,0.1099,0.134,0.2439,30.19,human_climate_time,0.808
43513,spatial_spd,time,0.4052,0.09399999999999997,0.4992,61.78,human_climate_time,0.808
813,spatial_spd,human,0.1073,0.0126,0.1199,30.66,human_climate,0.391
813,spatial_spd,climate,0.2589,0.0126,0.2715,69.44,human_climate,0.391
813,spatial_spd,human,-0.0515,0.1271,0.0756,20.77,human_climate_time,0.364
813,spatial_spd,climate,0.0876,0.13330000000000003,0.2209,60.69,human_climate_time,0.364
813,spatial_spd,time,-0.0276,0.0949,0.0673,18.49,human_climate_time,0.364
16016,spatial_spd,human,-0.0349,0.0127,-0.0222,-19.3,human_climate,0.115
16016,spatial_spd,climate,0.1249,0.012700000000000003,0.1376,119.65,human_climate,0.115
16016,spatial_spd,human,0.0302,-0.013400000000000002,0.0168,14.48,human_climate_time,0.116
16016,spatial_spd,climate,-0.1205,0.14179999999999998,0.0213,18.36,human_climate_time,0.116
16016,spatial_spd,time,2e-4,0.0773,0.0775,66.81,human_climate_time,0.116
298,spatial_spd,human,0.0241,0.0795,0.1036,40.47,human_climate,0.256
298,spatial_spd,climate,0.0734,0.0795,0.1529,59.73,human_climate,0.256
298,spatial_spd,human,-0.0287,0.0941,0.0654,34.6,human_climate_time,0.189
298,spatial_spd,climate,-0.0558,0.1323,0.0765,40.48,human_climate_time,0.189
298,spatial_spd,time,-0.0677,0.11449999999999999,0.0468,24.76,human_climate_time,0.189
782,spatial_spd,human,0.0878,0.03979999999999999,0.1276,140.22,human_climate,0.091
782,spatial_spd,climate,-0.0761,0.0398,-0.0363,-39.89,human_climate,0.091
782,spatial_spd,human,0.12,0.0063,0.1263,55.15,human_climate_time,0.229
782,spatial_spd,climate,0.0625,-0.0469,0.0156,6.81,human_climate_time,0.229
782,spatial_spd,time,0.1381,-0.050600000000000006,0.0875,38.21,human_climate_time,0.229
15831,spatial_spd,human,0.0487,0.042100000000000005,0.0908,38.31,human_climate,0.237
15831,spatial_spd,climate,0.1044,0.0422,0.1466,61.86,human_climate,0.237
15831,spatial_spd,human,-6e-4,0.056,0.0554,14.5,human_climate_time,0.382
15831,spatial_spd,climate,0.1465,0.010300000000000004,0.1568,41.05,human_climate_time,0.382
15831,spatial_spd,time,0.145,0.0252,0.1702,44.55,human_climate_time,0.382
48624,spatial_spd,human,0.0636,0.045399999999999996,0.109,41.44,human_climate,0.263
48624,spatial_spd,climate,0.1083,0.04529999999999999,0.1536,58.4,human_climate,0.263
48624,spatial_spd,human,0.0483,0.055299999999999995,0.1036,30.65,human_climate_time,0.338
48624,spatial_spd,climate,-0.0638,0.13369999999999999,0.0699,20.68,human_climate_time,0.338
48624,spatial_spd,time,0.075,0.08920000000000002,0.1642,48.58,human_climate_time,0.338
1770,spatial_spd,human,0.0376,0.0011999999999999997,0.0388,8.45,human_climate,0.459
1770,spatial_spd,climate,0.4193,0.0011999999999999789,0.4205,91.61,human_climate,0.459
1770,spatial_spd,human,0.0164,0.007799999999999998,0.0242,4.67,human_climate_time,0.518
1770,spatial_spd,climate,0.1425,0.13560000000000003,0.2781,53.69,human_climate_time,0.518
1770,spatial_spd,time,0.0588,0.15710000000000002,0.2159,41.68,human_climate_time,0.518
4517,spatial_spd,human,-0.0248,0.0086,-0.0162,-3.68,human_climate,0.44
4517,spatial_spd,climate,0.448,0.008599999999999997,0.4566,103.77,human_climate,0.44
4517,spatial_spd,human,-0.034,0.012100000000000003,-0.0219,-5.2,human_climate_time,0.421
4517,spatial_spd,climate,0.2395,0.11170000000000002,0.3512,83.42,human_climate_time,0.421
4517,spatial_spd,time,-0.0193,0.1111,0.0918,21.81,human_climate_time,0.421
4398,spatial_spd,human,0.0238,0.0319,0.0557,63.3,human_climate,0.088
4398,spatial_spd,climate,0,0.0318,0.0318,36.14,human_climate,0.088
4398,spatial_spd,human,0.0247,0.0323,0.057,10.27,human_climate_time,0.555
4398,spatial_spd,climate,0.0299,0.017700000000000004,0.0476,8.58,human_climate_time,0.555
4398,spatial_spd,time,0.468,-0.017100000000000004,0.4509,81.24,human_climate_time,0.555
22849,spatial_spd,human,0.0234,-9.99999999999994e-5,0.0233,8.86,human_climate,0.263
22849,spatial_spd,climate,0.2399,-9.999999999998899e-5,0.2398,91.18,human_climate,0.263
22849,spatial_spd,human,-0.0548,0.0587,0.0039,1.03,human_climate_time,0.378
22849,spatial_spd,climate,-0.0586,0.1689,0.1103,29.18,human_climate_time,0.378
22849,spatial_spd,time,0.1151,0.14890000000000003,0.264,69.84,human_climate_time,0.378
24356,spatial_spd,human,0.05,-0.061700000000000005,-0.0117,-2.05,human_climate,0.572
24356,spatial_spd,climate,0.6452,-0.061799999999999966,0.5834,101.99,human_climate,0.572
24356,spatial_spd,human,0.0561,-0.06369999999999999,-0.0076,-1.42,human_climate_time,0.536
24356,spatial_spd,climate,0.3558,0.08400000000000002,0.4398,82.05,human_climate_time,0.536
24356,spatial_spd,time,-0.0353,0.1395,0.1042,19.44,human_climate_time,0.536
1701,spatial_spd,human,-0.0246,0.0711,0.0465,20.13,human_climate,0.231
1701,spatial_spd,climate,0.1133,0.0712,0.1845,79.87,human_climate,0.231
1701,spatial_spd,human,0.0027,0.0384,0.0411,19.57,human_climate_time,0.21
1701,spatial_spd,climate,-0.0814,0.1494,0.068,32.38,human_climate_time,0.21
1701,spatial_spd,time,-0.0214,0.12190000000000001,0.1005,47.86,human_climate_time,0.21
1707,spatial_spd,human,0.142,0.03900000000000001,0.181,45.82,human_climate,0.395
1707,spatial_spd,climate,0.1748,0.03899999999999998,0.2138,54.13,human_climate,0.395
1707,spatial_spd,human,0.1317,0.0537,0.1854,40.57,human_climate_time,0.457
1707,spatial_spd,climate,0.0598,0.10600000000000001,0.1658,36.28,human_climate_time,0.457
1707,spatial_spd,time,0.0625,0.0435,0.106,23.19,human_climate_time,0.457
23006,spatial_spd,human,0.0669,-0.0449,0.022,25,human_climate,0.088
23006,spatial_spd,climate,0.1114,-0.044899999999999995,0.0665,75.57,human_climate,0.088
23006,spatial_spd,human,0.0732,-0.0485,0.0247,9.11,human_climate_time,0.271
23006,spatial_spd,climate,0.2056,-0.09240000000000001,0.1132,41.77,human_climate_time,0.271
23006,spatial_spd,time,0.1822,-0.04949999999999999,0.1327,48.97,human_climate_time,0.271
4154,spatial_spd,human,0.0202,0.036199999999999996,0.0564,35.92,human_climate,0.157
4154,spatial_spd,climate,0.0645,0.036199999999999996,0.1007,64.14,human_climate,0.157
4154,spatial_spd,human,0.015,0.0341,0.0491,23.05,human_climate_time,0.213
4154,spatial_spd,climate,-0.0398,0.0837,0.0439,20.61,human_climate_time,0.213
4154,spatial_spd,time,0.0557,0.0641,0.1198,56.24,human_climate_time,0.213
1761,spatial_spd,human,0.0474,0.1407,0.1881,48.6,human_climate,0.387
1761,spatial_spd,climate,0.0583,0.1408,0.1991,51.45,human_climate,0.387
1761,spatial_spd,human,0.079,0.0684,0.1474,32.76,human_climate_time,0.45
1761,spatial_spd,climate,0.0726,0.0771,0.1497,33.27,human_climate_time,0.45
1761,spatial_spd,time,0.0632,0.09009999999999999,0.1533,34.07,human_climate_time,0.45
4355,spatial_spd,human,-0.0363,0.034,-0.0023,-28.75,human_climate,0.008
4355,spatial_spd,climate,-0.0232,0.0339,0.0107,133.75,human_climate,0.008
4355,spatial_spd,human,-0.064,0.048600000000000004,-0.0154,10.85,human_climate_time,-0.142
4355,spatial_spd,climate,-0.358,0.2022,-0.1558,109.72,human_climate_time,-0.142
4355,spatial_spd,time,-0.1502,0.1796,0.0294,-20.7,human_climate_time,-0.142
40582,spatial_spd,human,0.1145,-0.0382,0.0763,138.73,human_climate,0.055
40582,spatial_spd,climate,0.0173,-0.0382,-0.0209,-38,human_climate,0.055
40582,spatial_spd,human,0.0538,0.016,0.0698,12.16,human_climate_time,0.574
40582,spatial_spd,climate,0.2162,-0.1138,0.1024,17.84,human_climate_time,0.574
40582,spatial_spd,time,0.518,-0.11670000000000003,0.4013,69.91,human_climate_time,0.574
15130,spatial_spd,human,0.0559,-0.0368,0.0191,7.35,human_climate,0.26
15130,spatial_spd,climate,0.2782,-0.0368,0.2414,92.85,human_climate,0.26
15130,spatial_spd,human,0.0353,-0.012299999999999998,0.023,7.99,human_climate_time,0.288
15130,spatial_spd,climate,0.1371,0.04799999999999999,0.1851,64.27,human_climate_time,0.288
15130,spatial_spd,time,0.0279,0.052399999999999995,0.0803,27.88,human_climate_time,0.288
4041,spatial_spd,human,0.2359,0.03320000000000001,0.2691,56.65,human_climate,0.475
4041,spatial_spd,climate,0.1722,0.03320000000000001,0.2054,43.24,human_climate,0.475
4041,spatial_spd,human,-9e-4,0.159,0.1581,31,human_climate_time,0.51
4041,spatial_spd,climate,0.004,0.1247,0.1287,25.24,human_climate_time,0.51
4041,spatial_spd,time,0.0354,0.18769999999999998,0.2231,43.75,human_climate_time,0.51
22812,spatial_spd,human,0.0957,-0.0638,0.0319,10.63,human_climate,0.3
22812,spatial_spd,climate,0.3322,-0.06379999999999997,0.2684,89.47,human_climate,0.3
22812,spatial_spd,human,0.3192,-0.2098,0.1094,19.06,human_climate_time,0.574
22812,spatial_spd,climate,0.3529,-0.10829999999999998,0.2446,42.61,human_climate_time,0.574
22812,spatial_spd,time,0.2739,-0.05379999999999999,0.2201,38.34,human_climate_time,0.574
363,spatial_spd,human,0.0229,0.04819999999999999,0.0711,42.32,human_climate,0.168
363,spatial_spd,climate,0.0484,0.048100000000000004,0.0965,57.44,human_climate,0.168
363,spatial_spd,human,0.1164,-0.02840000000000001,0.088,16.36,human_climate_time,0.538
363,spatial_spd,climate,0.0312,0.0269,0.0581,10.8,human_climate_time,0.538
363,spatial_spd,time,0.3708,0.021499999999999964,0.3923,72.92,human_climate_time,0.538
1646,spatial_spd,human,0.1226,0.01390000000000001,0.1365,28.98,human_climate,0.471
1646,spatial_spd,climate,0.3206,0.013799999999999979,0.3344,71,human_climate,0.471
1646,spatial_spd,human,0.1745,-0.030399999999999983,0.1441,22.95,human_climate_time,0.628
1646,spatial_spd,climate,0.3875,-0.03789999999999999,0.3496,55.67,human_climate_time,0.628
1646,spatial_spd,time,0.157,-0.022699999999999998,0.1343,21.39,human_climate_time,0.628
1679,spatial_spd,human,0.1993,-0.02560000000000001,0.1737,31.64,human_climate,0.549
1679,spatial_spd,climate,0.4005,-0.02560000000000001,0.3749,68.29,human_climate,0.549
1679,spatial_spd,human,0.0722,0.038400000000000004,0.1106,15.3,human_climate_time,0.723
1679,spatial_spd,climate,0.409,-0.029299999999999993,0.3797,52.52,human_climate_time,0.723
1679,spatial_spd,time,0.1741,0.05829999999999999,0.2324,32.14,human_climate_time,0.723
1829,spatial_spd,human,0.0618,0.012799999999999999,0.0746,22.07,human_climate,0.338
1829,spatial_spd,climate,0.2505,0.012699999999999989,0.2632,77.87,human_climate,0.338
1829,spatial_spd,human,0.0207,0.0344,0.0551,19.82,human_climate_time,0.278
1829,spatial_spd,climate,0.0709,0.1037,0.1746,62.81,human_climate_time,0.278
1829,spatial_spd,time,-0.06,0.1081,0.0481,17.3,human_climate_time,0.278
3558,spatial_spd,human,0.1192,0.022499999999999992,0.1417,33.19,human_climate,0.427
3558,spatial_spd,climate,0.2627,0.02260000000000001,0.2853,66.81,human_climate,0.427
3558,spatial_spd,human,0.1037,0.003500000000000003,0.1072,15.14,human_climate_time,0.708
3558,spatial_spd,climate,0.2023,0.02589999999999998,0.2282,32.23,human_climate_time,0.708
3558,spatial_spd,time,0.2807,0.09149999999999997,0.3722,52.57,human_climate_time,0.708
14948,spatial_spd,human,0.0093,0.0172,0.0265,6.66,human_climate,0.398
14948,spatial_spd,climate,0.3544,0.017199999999999993,0.3716,93.37,human_climate,0.398
14948,spatial_spd,human,-0.0546,0.052000000000000005,-0.0026,-0.61,human_climate_time,0.428
14948,spatial_spd,climate,0.1584,0.11810000000000001,0.2765,64.6,human_climate_time,0.428
14948,spatial_spd,time,0.0299,0.12430000000000001,0.1542,36.03,human_climate_time,0.428
41399,spatial_spd,human,0.0138,-0.025099999999999997,-0.0113,-1.98,human_climate,0.571
41399,spatial_spd,climate,0.6075,-0.02510000000000001,0.5824,102,human_climate,0.571
41399,spatial_spd,human,-0.0288,0.0058,-0.023,-3.3,human_climate_time,0.696
41399,spatial_spd,climate,0.1438,0.2164,0.3602,51.75,human_climate_time,0.696
41399,spatial_spd,time,0.1246,0.2339,0.3585,51.51,human_climate_time,0.696
26435,spatial_spd,human,-0.0639,0.0286,-0.0353,18.2,human_climate,-0.194
26435,spatial_spd,climate,-0.1871,0.028499999999999998,-0.1586,81.75,human_climate,-0.194
26435,spatial_spd,human,0.0139,-0.0242,-0.0103,-2.42,human_climate_time,0.426
26435,spatial_spd,climate,0.0192,-0.0885,-0.0693,-16.27,human_climate_time,0.426
26435,spatial_spd,time,0.6204,-0.11439999999999995,0.506,118.78,human_climate_time,0.426
1670,spatial_spd,human,0.1228,0.030100000000000002,0.1529,84.94,human_climate,0.18
1670,spatial_spd,climate,-0.0033,0.030000000000000002,0.0267,14.83,human_climate,0.18
1670,spatial_spd,human,0.0026,0.0809,0.0835,22.81,human_climate_time,0.366
1670,spatial_spd,climate,0.0208,0.0087,0.0295,8.06,human_climate_time,0.366
1670,spatial_spd,time,0.1866,0.0665,0.2531,69.15,human_climate_time,0.366
1393,spatial_spd,human,-0.0159,-0.019399999999999997,-0.0353,-5.24,human_climate,0.674
1393,spatial_spd,climate,0.7287,-0.019399999999999973,0.7093,105.24,human_climate,0.674
1393,spatial_spd,human,-0.0162,-9.99999999999994e-5,-0.0163,-2.43,human_climate_time,0.671
1393,spatial_spd,climate,0.0901,0.319,0.4091,60.97,human_climate_time,0.671
1393,spatial_spd,time,-0.0034,0.2812,0.2778,41.4,human_climate_time,0.671
42570,spatial_spd,human,0.1577,-0.04780000000000001,0.1099,25.8,human_climate,0.426
42570,spatial_spd,climate,0.3637,-0.04780000000000001,0.3159,74.15,human_climate,0.426
42570,spatial_spd,human,0.028,0.04390000000000001,0.0719,15.8,human_climate_time,0.455
42570,spatial_spd,climate,0.0761,0.12279999999999999,0.1989,43.71,human_climate_time,0.455
42570,spatial_spd,time,0.0288,0.155,0.1838,40.4,human_climate_time,0.455
46611,spatial_spd,human,0.2039,-0.02210000000000001,0.1818,41.04,human_climate,0.443
46611,spatial_spd,climate,0.2831,-0.022199999999999998,0.2609,58.89,human_climate,0.443
46611,spatial_spd,human,0.0912,0.029899999999999996,0.1211,28.97,human_climate_time,0.418
46611,spatial_spd,climate,0.1126,0.0587,0.1713,40.98,human_climate_time,0.418
46611,spatial_spd,time,-0.0251,0.15030000000000002,0.1252,29.95,human_climate_time,0.418
1763,spatial_spd,human,0.1355,-0.008000000000000007,0.1275,60.71,human_climate,0.21
1763,spatial_spd,climate,0.0904,-0.00789999999999999,0.0825,39.29,human_climate,0.21
1763,spatial_spd,human,0.1263,-0.006399999999999989,0.1199,62.45,human_climate_time,0.192
1763,spatial_spd,climate,0.0243,0.022000000000000002,0.0463,24.11,human_climate_time,0.192
1763,spatial_spd,time,-0.0179,0.0438,0.0259,13.49,human_climate_time,0.192
19901,spatial_spd,human,0.0021,-0.016300000000000002,-0.0142,-40.57,human_climate,0.035
19901,spatial_spd,climate,0.0655,-0.016400000000000005,0.0491,140.29,human_climate,0.035
19901,spatial_spd,human,0.04,-0.0337,0.0063,3.13,human_climate_time,0.201
19901,spatial_spd,climate,0.0631,-0.013500000000000005,0.0496,24.68,human_climate_time,0.201
19901,spatial_spd,time,0.1659,-0.02099999999999999,0.1449,72.09,human_climate_time,0.201
1980,spatial_spd,human,-0.0613,0.1196,0.0583,15.1,human_climate,0.386
1980,spatial_spd,climate,0.2079,0.11960000000000001,0.3275,84.84,human_climate,0.386
1980,spatial_spd,human,-0.0408,0.0743,0.0335,7.79,human_climate_time,0.43
1980,spatial_spd,climate,0.2188,0.0791,0.2979,69.28,human_climate_time,0.43
1980,spatial_spd,time,0.0441,0.054400000000000004,0.0985,22.91,human_climate_time,0.43
20001,spatial_spd,human,9e-4,0.022699999999999998,0.0236,6.94,human_climate,0.34
20001,spatial_spd,climate,0.2933,0.022699999999999998,0.316,92.94,human_climate,0.34
20001,spatial_spd,human,0.1939,-0.07839999999999998,0.1155,22.08,human_climate_time,0.523
20001,spatial_spd,climate,0.0242,0.1526,0.1768,33.8,human_climate_time,0.523
20001,spatial_spd,time,0.183,0.0474,0.2304,44.05,human_climate_time,0.523
973,spatial_spd,human,0.0767,0.15960000000000002,0.2363,37.51,human_climate,0.63
973,spatial_spd,climate,0.2344,0.15960000000000002,0.394,62.54,human_climate,0.63
973,spatial_spd,human,-0.0053,0.1421,0.1368,19.68,human_climate_time,0.695
973,spatial_spd,climate,0.2137,0.1114,0.3251,46.78,human_climate_time,0.695
973,spatial_spd,time,0.0651,0.1683,0.2334,33.58,human_climate_time,0.695
1658,spatial_spd,human,-0.0586,0.0565,-0.0021,-1.57,human_climate,0.134
1658,spatial_spd,climate,0.0799,0.056499999999999995,0.1364,101.79,human_climate,0.134
1658,spatial_spd,human,-0.0455,0.0372,-0.0083,-7.55,human_climate_time,0.11
1658,spatial_spd,climate,0.0039,0.0818,0.0857,77.91,human_climate_time,0.11
1658,spatial_spd,time,-0.024,0.0569,0.0329,29.91,human_climate_time,0.11
22367,spatial_spd,human,0.0066,0.027299999999999998,0.0339,6.57,human_climate,0.516
22367,spatial_spd,climate,0.4544,0.02739999999999998,0.4818,93.37,human_climate,0.516
22367,spatial_spd,human,0.0155,0.03,0.0455,7.79,human_climate_time,0.584
22367,spatial_spd,climate,0.0237,0.24980000000000002,0.2735,46.83,human_climate_time,0.584
