dataset_id,analysis,predictor,Unique,Average.share,Individual,I.perc(%),model_profile,total_adjusted_r_squared
4120,spatial_spd,time,0.2915,0.1422,0.4337,63.41,human_climate_time,0.684
18123,spatial_spd,human,-0.0681,0.041499999999999995,-0.0266,-9.74,human_climate,0.273
18123,spatial_spd,climate,0.2585,0.04149999999999998,0.3,109.89,human_climate,0.273
18123,spatial_spd,human,-0.0494,0.0208,-0.0286,-6.4,human_climate_time,0.447
18123,spatial_spd,climate,0.1832,0.06789999999999999,0.2511,56.17,human_climate_time,0.447
18123,spatial_spd,time,0.1737,0.0509,0.2246,50.25,human_climate_time,0.447
43295,spatial_spd,human,-4e-4,0.0084,0.008,4.21,human_climate,0.19
43295,spatial_spd,climate,0.1733,0.00839999999999999,0.1817,95.63,human_climate,0.19
43295,spatial_spd,human,0.0604,-0.03560000000000001,0.0248,11.59,human_climate_time,0.214
43295,spatial_spd,climate,-0.1198,0.1414,0.0216,10.09,human_climate_time,0.214
43295,spatial_spd,time,0.0242,0.1432,0.1674,78.22,human_climate_time,0.214
15259,spatial_spd,human,0.1189,-0.0208,0.0981,19.74,human_climate,0.497
15259,spatial_spd,climate,0.4195,-0.020799999999999985,0.3987,80.22,human_climate,0.497
15259,spatial_spd,human,0.0541,0.011299999999999998,0.0654,11.43,human_climate_time,0.572
15259,spatial_spd,climate,0.1232,0.12699999999999997,0.2502,43.74,human_climate_time,0.572
15259,spatial_spd,time,0.0756,0.18119999999999997,0.2568,44.9,human_climate_time,0.572
15682,spatial_spd,human,0.1581,0.044800000000000006,0.2029,40.66,human_climate,0.499
15682,spatial_spd,climate,0.2513,0.04479999999999995,0.2961,59.34,human_climate,0.499
15682,spatial_spd,human,0.0809,0.07289999999999999,0.1538,31.2,human_climate_time,0.493
15682,spatial_spd,climate,0.0303,0.1447,0.175,35.5,human_climate_time,0.493
15682,spatial_spd,time,-0.006,0.17020000000000002,0.1642,33.31,human_climate_time,0.493
24461,spatial_spd,human,-0.0027,0.020300000000000002,0.0176,2.97,human_climate,0.592
24461,spatial_spd,climate,0.5537,0.020299999999999985,0.574,96.96,human_climate,0.592
24461,spatial_spd,human,0.0175,0.0104,0.0279,4.15,human_climate_time,0.673
24461,spatial_spd,climate,0.2815,0.1567,0.4382,65.11,human_climate_time,0.673
24461,spatial_spd,time,0.0812,0.1254,0.2066,30.7,human_climate_time,0.673
19995,spatial_spd,human,0.1142,-0.052599999999999994,0.0616,17.91,human_climate,0.344
19995,spatial_spd,climate,0.3347,-0.052700000000000025,0.282,81.98,human_climate,0.344
19995,spatial_spd,human,0.0567,-0.007199999999999998,0.0495,12.96,human_climate_time,0.382
19995,spatial_spd,climate,0.176,0.043300000000000005,0.2193,57.41,human_climate_time,0.382
19995,spatial_spd,time,0.0382,0.0747,0.1129,29.55,human_climate_time,0.382
48782,spatial_spd,human,0.0896,-0.0375,0.0521,29.11,human_climate,0.179
48782,spatial_spd,climate,0.1639,-0.03749999999999998,0.1264,70.61,human_climate,0.179
48782,spatial_spd,human,-0.0238,0.0426,0.0188,5.14,human_climate_time,0.366
48782,spatial_spd,climate,0.0962,0.01970000000000001,0.1159,31.67,human_climate_time,0.366
48782,spatial_spd,time,0.1875,0.043800000000000006,0.2313,63.2,human_climate_time,0.366
1970,spatial_spd,human,0.0459,0.06989999999999999,0.1158,44.88,human_climate,0.258
1970,spatial_spd,climate,0.0721,0.0698,0.1419,55,human_climate,0.258
1970,spatial_spd,human,-0.0041,0.0805,0.0764,32.51,human_climate_time,0.235
1970,spatial_spd,climate,-0.1141,0.1486,0.0345,14.68,human_climate_time,0.235
1970,spatial_spd,time,-0.0228,0.14679999999999999,0.124,52.77,human_climate_time,0.235
41835,spatial_spd,human,0.023,0.0449,0.0679,14.83,human_climate,0.458
41835,spatial_spd,climate,0.3449,0.044899999999999995,0.3898,85.11,human_climate,0.458
41835,spatial_spd,human,0.0063,0.0354,0.0417,7.29,human_climate_time,0.572
41835,spatial_spd,climate,0.0526,0.1732,0.2258,39.48,human_climate_time,0.572
41835,spatial_spd,time,0.114,0.19020000000000004,0.3042,53.18,human_climate_time,0.572
4436,spatial_spd,human,0.0301,0.042499999999999996,0.0726,23.42,human_climate,0.31
4436,spatial_spd,climate,0.1947,0.04249999999999998,0.2372,76.52,human_climate,0.31
4436,spatial_spd,human,0.1753,-0.06760000000000001,0.1077,19.23,human_climate_time,0.56
4436,spatial_spd,climate,0.3991,-0.09710000000000002,0.302,53.93,human_climate_time,0.56
4436,spatial_spd,time,0.25,-0.09989999999999999,0.1501,26.8,human_climate_time,0.56
16073,spatial_spd,human,-0.0414,0.0497,0.0083,2.27,human_climate,0.366
16073,spatial_spd,climate,0.3084,0.04959999999999998,0.358,97.81,human_climate,0.366
16073,spatial_spd,human,0.0878,-0.039,0.0488,8.24,human_climate_time,0.592
16073,spatial_spd,climate,0.221,0.0693,0.2903,49.04,human_climate_time,0.592
16073,spatial_spd,time,0.2253,0.027100000000000013,0.2524,42.64,human_climate_time,0.592
16236,spatial_spd,human,-0.0253,0.057300000000000004,0.032,5.28,human_climate,0.606
16236,spatial_spd,climate,0.5169,0.05730000000000002,0.5742,94.75,human_climate,0.606
16236,spatial_spd,human,-0.0129,0.0279,0.015,2.59,human_climate_time,0.58
16236,spatial_spd,climate,0.1669,0.2091,0.376,64.83,human_climate_time,0.58
16236,spatial_spd,time,-0.0268,0.2153,0.1885,32.5,human_climate_time,0.58
2880,spatial_spd,human,0.0219,0.0464,0.0683,26.58,human_climate,0.257
2880,spatial_spd,climate,0.1427,0.0464,0.1891,73.58,human_climate,0.257
2880,spatial_spd,human,-0.0118,0.051,0.0392,18.23,human_climate_time,0.215
2880,spatial_spd,climate,-0.0613,0.1361,0.0748,34.79,human_climate_time,0.215
2880,spatial_spd,time,-0.0419,0.1433,0.1014,47.16,human_climate_time,0.215
513,spatial_spd,human,0.0549,0.1248,0.1797,33.28,human_climate,0.54
513,spatial_spd,climate,0.2359,0.12480000000000002,0.3607,66.8,human_climate,0.54
513,spatial_spd,human,0.052,0.0796,0.1316,22.08,human_climate_time,0.596
513,spatial_spd,climate,0.1655,0.11329999999999998,0.2788,46.78,human_climate_time,0.596
513,spatial_spd,time,0.0556,0.13,0.1856,31.14,human_climate_time,0.596
1856,spatial_spd,human,0.032,-0.0019000000000000024,0.0301,16.54,human_climate,0.182
1856,spatial_spd,climate,0.1536,-0.001899999999999985,0.1517,83.35,human_climate,0.182
1856,spatial_spd,human,0.0383,-0.0011000000000000038,0.0372,21.26,human_climate_time,0.175
1856,spatial_spd,climate,-0.1096,0.1337,0.0241,13.77,human_climate_time,0.175
1856,spatial_spd,time,-0.0066,0.1204,0.1138,65.03,human_climate_time,0.175
40844,spatial_spd,human,-0.0493,0.04189999999999999,-0.0074,-2.79,human_climate,0.265
40844,spatial_spd,climate,0.2308,0.04189999999999999,0.2727,102.91,human_climate,0.265
40844,spatial_spd,human,-0.0602,0.0411,-0.0191,-6.28,human_climate_time,0.304
40844,spatial_spd,climate,0.2954,0.003300000000000025,0.2987,98.26,human_climate_time,0.304
40844,spatial_spd,time,0.0385,-0.0144,0.0241,7.93,human_climate_time,0.304
4308,spatial_spd,human,0.0478,0.023100000000000002,0.0709,20.26,human_climate,0.35
4308,spatial_spd,climate,0.2558,0.0232,0.279,79.71,human_climate,0.35
4308,spatial_spd,human,-0.0047,0.0395,0.0348,6.89,human_climate_time,0.505
4308,spatial_spd,climate,0.2573,0.012500000000000011,0.2698,53.43,human_climate_time,0.505
4308,spatial_spd,time,0.1553,0.04530000000000001,0.2006,39.72,human_climate_time,0.505
42668,spatial_spd,human,0.0649,-0.0532,0.0117,4.08,human_climate,0.287
42668,spatial_spd,climate,0.3286,-0.053200000000000025,0.2754,95.96,human_climate,0.287
42668,spatial_spd,human,-0.0284,0.0187,-0.0097,-2.17,human_climate_time,0.447
42668,spatial_spd,climate,0.0581,0.10729999999999999,0.1654,37,human_climate_time,0.447
42668,spatial_spd,time,0.16,0.1313,0.2913,65.17,human_climate_time,0.447
1001,spatial_spd,human,0.0606,0.0476,0.1082,47.04,human_climate,0.23
1001,spatial_spd,climate,0.0745,0.0475,0.122,53.04,human_climate,0.23
1001,spatial_spd,human,-0.0761,0.10300000000000001,0.0269,12.34,human_climate_time,0.218
1001,spatial_spd,climate,0.0574,0.043199999999999995,0.1006,46.15,human_climate_time,0.218
1001,spatial_spd,time,-0.0119,0.1026,0.0907,41.61,human_climate_time,0.218
369,spatial_spd,human,0.0183,0.0236,0.0419,12.7,human_climate,0.33
369,spatial_spd,climate,0.2641,0.02350000000000002,0.2876,87.15,human_climate,0.33
369,spatial_spd,human,0.0239,0.018399999999999996,0.0423,10.9,human_climate_time,0.388
369,spatial_spd,climate,0.079,0.11370000000000001,0.1927,49.66,human_climate_time,0.388
369,spatial_spd,time,0.0584,0.0945,0.1529,39.41,human_climate_time,0.388
21838,spatial_spd,human,0.0661,0.011999999999999997,0.0781,22.25,human_climate,0.351
21838,spatial_spd,climate,0.2609,0.011999999999999955,0.2729,77.75,human_climate,0.351
21838,spatial_spd,human,-0.0173,0.0527,0.0354,9.1,human_climate_time,0.389
21838,spatial_spd,climate,0.2158,0.03360000000000002,0.2494,64.11,human_climate_time,0.389
21838,spatial_spd,time,0.0375,0.0663,0.1038,26.68,human_climate_time,0.389
506,spatial_spd,human,0.008,0.0797,0.0877,36.09,human_climate,0.243
506,spatial_spd,climate,0.0759,0.0797,0.1556,64.03,human_climate,0.243
506,spatial_spd,human,-0.002,0.0699,0.0679,25.82,human_climate_time,0.263
506,spatial_spd,climate,-0.0197,0.1127,0.093,35.36,human_climate_time,0.263
506,spatial_spd,time,0.0197,0.0825,0.1022,38.86,human_climate_time,0.263
1733,spatial_spd,human,0.1177,0.0736,0.1913,73.86,human_climate,0.259
1733,spatial_spd,climate,-0.006,0.0736,0.0676,26.1,human_climate,0.259
1733,spatial_spd,human,0.0773,0.06760000000000001,0.1449,35.87,human_climate_time,0.404
1733,spatial_spd,climate,0.0245,0.0321,0.0566,14.01,human_climate_time,0.404
1733,spatial_spd,time,0.145,0.05740000000000001,0.2024,50.1,human_climate_time,0.404
19967,spatial_spd,human,-0.0212,0.1086,0.0874,19.51,human_climate,0.448
19967,spatial_spd,climate,0.2526,0.10849999999999999,0.3611,80.6,human_climate,0.448
19967,spatial_spd,human,-0.0703,0.1144,0.0441,11.4,human_climate_time,0.387
19967,spatial_spd,climate,-0.0402,0.2363,0.1961,50.67,human_climate_time,0.387
19967,spatial_spd,time,-0.0618,0.2084,0.1466,37.88,human_climate_time,0.387
PVT_Dabsan_Lake,spatial_spd,human,-0.0711,0.0564,-0.0147,-7.66,human_climate,0.192
PVT_Dabsan_Lake,spatial_spd,climate,0.1507,0.056400000000000006,0.2071,107.86,human_climate,0.192
PVT_Dabsan_Lake,spatial_spd,human,-0.0706,0.048,-0.0226,-10,human_climate_time,0.226
PVT_Dabsan_Lake,spatial_spd,climate,-0.0267,0.13690000000000002,0.1102,48.76,human_climate_time,0.226
PVT_Dabsan_Lake,spatial_spd,time,0.0339,0.10479999999999999,0.1387,61.37,human_climate_time,0.226
PVT_Daihai_Lake_2004,spatial_spd,human,0.0558,0.04529999999999999,0.1011,25.15,human_climate,0.402
PVT_Daihai_Lake_2004,spatial_spd,climate,0.2556,0.04520000000000002,0.3008,74.83,human_climate,0.402
PVT_Daihai_Lake_2004,spatial_spd,human,0.0045,0.0531,0.0576,13.36,human_climate_time,0.431
PVT_Daihai_Lake_2004,spatial_spd,climate,0.1715,0.06949999999999998,0.241,55.92,human_climate_time,0.431
PVT_Daihai_Lake_2004,spatial_spd,time,0.0295,0.1033,0.1328,30.81,human_climate_time,0.431
PVT_Dalianhai_Lake,spatial_spd,human,-0.0152,0.0145,-7e-4,-0.74,human_climate,0.094
PVT_Dalianhai_Lake,spatial_spd,climate,0.0798,0.014499999999999999,0.0943,100.32,human_climate,0.094
PVT_Dalianhai_Lake,spatial_spd,human,-0.0238,0.012900000000000002,-0.0109,-31.14,human_climate_time,0.035
PVT_Dalianhai_Lake,spatial_spd,climate,-0.0745,0.0858,0.0113,32.29,human_climate_time,0.035
PVT_Dalianhai_Lake,spatial_spd,time,-0.058,0.0931,0.0351,100.29,human_climate_time,0.035
PVT_Gonghai_Lake,spatial_spd,human,0.0864,0.005400000000000002,0.0918,23.07,human_climate,0.398
PVT_Gonghai_Lake,spatial_spd,climate,0.3003,0.005400000000000016,0.3057,76.81,human_climate,0.398
PVT_Gonghai_Lake,spatial_spd,human,0.1604,-0.026499999999999996,0.1339,26.62,human_climate_time,0.503
PVT_Gonghai_Lake,spatial_spd,climate,0.02,0.1506,0.1706,33.92,human_climate_time,0.503
PVT_Gonghai_Lake,spatial_spd,time,0.1056,0.093,0.1986,39.48,human_climate_time,0.503
PVT_Manas_Lake_LM1,spatial_spd,human,-0.073,0.0839,0.0109,10.79,human_climate,0.101
PVT_Manas_Lake_LM1,spatial_spd,climate,0.0062,0.0839,0.0901,89.21,human_climate,0.101
PVT_Manas_Lake_LM1,spatial_spd,human,-0.0351,0.0359,8e-4,0.34,human_climate_time,0.232
PVT_Manas_Lake_LM1,spatial_spd,climate,0.1253,-0.004599999999999993,0.1207,52.03,human_climate_time,0.232
PVT_Manas_Lake_LM1,spatial_spd,time,0.1309,-0.02049999999999999,0.1104,47.59,human_climate_time,0.232
PVT_Qidong,spatial_spd,human,0.1764,-0.050199999999999995,0.1262,25.91,human_climate,0.487
PVT_Qidong,spatial_spd,climate,0.4108,-0.05020000000000002,0.3606,74.05,human_climate,0.487
PVT_Qidong,spatial_spd,human,0.2977,-0.12600000000000003,0.1717,27.17,human_climate_time,0.632
PVT_Qidong,spatial_spd,climate,0.2829,-0.0014000000000000123,0.2815,44.54,human_climate_time,0.632
PVT_Qidong,spatial_spd,time,0.1452,0.03340000000000001,0.1786,28.26,human_climate_time,0.632
PVT_Qinghai_Lake_QH2000,spatial_spd,human,0.1864,-0.02210000000000001,0.1643,29.55,human_climate,0.556
PVT_Qinghai_Lake_QH2000,spatial_spd,climate,0.4134,-0.02210000000000001,0.3913,70.38,human_climate,0.556
PVT_Qinghai_Lake_QH2000,spatial_spd,human,0.1486,-0.012800000000000006,0.1358,24.74,human_climate_time,0.549
PVT_Qinghai_Lake_QH2000,spatial_spd,climate,0.0936,0.12819999999999998,0.2218,40.4,human_climate_time,0.549
PVT_Qinghai_Lake_QH2000,spatial_spd,time,-0.0067,0.1981,0.1914,34.86,human_climate_time,0.549
PVT_Sihailongwan_Lake,spatial_spd,human,-0.0221,0.09509999999999999,0.073,25.61,human_climate,0.285
PVT_Sihailongwan_Lake,spatial_spd,climate,0.117,0.0951,0.2121,74.42,human_climate,0.285
PVT_Sihailongwan_Lake,spatial_spd,human,0.0219,0.0532,0.0751,25.2,human_climate_time,0.298
PVT_Sihailongwan_Lake,spatial_spd,climate,0.008,0.12969999999999998,0.1377,46.21,human_climate_time,0.298
PVT_Sihailongwan_Lake,spatial_spd,time,0.0131,0.0722,0.0853,28.62,human_climate_time,0.298
PVT_Ximen_Co,spatial_spd,human,0.0269,0.0685,0.0954,27.89,human_climate,0.342
PVT_Ximen_Co,spatial_spd,climate,0.1783,0.06840000000000002,0.2467,72.13,human_climate,0.342
PVT_Ximen_Co,spatial_spd,human,-0.0011,0.0692,0.0681,22.25,human_climate_time,0.306
PVT_Ximen_Co,spatial_spd,climate,-0.0633,0.176,0.1127,36.83,human_climate_time,0.306
PVT_Ximen_Co,spatial_spd,time,-0.0357,0.1613,0.1256,41.05,human_climate_time,0.306
PVT_Xingyun_Lake,spatial_spd,human,0.2064,0.15780000000000002,0.3642,62.79,human_climate,0.58
PVT_Xingyun_Lake,spatial_spd,climate,0.0579,0.1578,0.2157,37.19,human_climate,0.58
PVT_Xingyun_Lake,spatial_spd,human,0.0533,0.17820000000000003,0.2315,28.83,human_climate_time,0.803
PVT_Xingyun_Lake,spatial_spd,climate,0.0731,0.094,0.1671,20.81,human_climate_time,0.803
PVT_Xingyun_Lake,spatial_spd,time,0.2236,0.1813,0.4049,50.42,human_climate_time,0.803
PVT_Akkol_Lake,spatial_spd,human,-0.0555,0.0449,-0.0106,-3.94,human_climate,0.269
PVT_Akkol_Lake,spatial_spd,climate,0.2342,0.04500000000000001,0.2792,103.79,human_climate,0.269
PVT_Akkol_Lake,spatial_spd,human,-0.0338,0.026499999999999996,-0.0073,-2.44,human_climate_time,0.299
PVT_Akkol_Lake,spatial_spd,climate,-0.114,0.21150000000000002,0.0975,32.61,human_climate_time,0.299
PVT_Akkol_Lake,spatial_spd,time,0.0308,0.1784,0.2092,69.97,human_climate_time,0.299
PVT_Ayongwama_Co,spatial_spd,human,0.1761,-0.01050000000000001,0.1656,30.16,human_climate,0.549
PVT_Ayongwama_Co,spatial_spd,climate,0.394,-0.01040000000000002,0.3836,69.87,human_climate,0.549
PVT_Ayongwama_Co,spatial_spd,human,0.1889,-0.013700000000000018,0.1752,34.35,human_climate_time,0.51
PVT_Ayongwama_Co,spatial_spd,climate,-0.0183,0.1988,0.1805,35.39,human_climate_time,0.51
PVT_Ayongwama_Co,spatial_spd,time,-0.0394,0.19349999999999998,0.1541,30.22,human_climate_time,0.51
PVT_Barkol_Lake,spatial_spd,human,-0.0914,0.0678,-0.0236,53.64,human_climate,-0.044
PVT_Barkol_Lake,spatial_spd,climate,-0.0882,0.0678,-0.0204,46.36,human_climate,-0.044
PVT_Barkol_Lake,spatial_spd,human,-0.0832,0.0467,-0.0365,32.88,human_climate_time,-0.111
PVT_Barkol_Lake,spatial_spd,climate,-0.2224,0.11789999999999999,-0.1045,94.14,human_climate_time,-0.111
PVT_Barkol_Lake,spatial_spd,time,-0.0669,0.097,0.0301,-27.12,human_climate_time,-0.111
PVT_Chaiwopu_Lake,spatial_spd,human,0.1548,0.00360000000000002,0.1584,52.45,human_climate,0.302
PVT_Chaiwopu_Lake,spatial_spd,climate,0.1404,0.003599999999999992,0.144,47.68,human_climate,0.302
PVT_Chaiwopu_Lake,spatial_spd,human,0.1261,0.042200000000000015,0.1683,69.26,human_climate_time,0.243
PVT_Chaiwopu_Lake,spatial_spd,climate,-0.1469,0.1715,0.0246,10.12,human_climate_time,0.243
PVT_Chaiwopu_Lake,spatial_spd,time,-0.059,0.1094,0.0504,20.74,human_climate_time,0.243
PVT_Dahaizi_Lake,spatial_spd,human,0.1026,0.04550000000000001,0.1481,45.15,human_climate,0.328
PVT_Dahaizi_Lake,spatial_spd,climate,0.1346,0.04550000000000001,0.1801,54.91,human_climate,0.328
PVT_Dahaizi_Lake,spatial_spd,human,0.1423,0.0040999999999999925,0.1464,36.24,human_climate_time,0.404
PVT_Dahaizi_Lake,spatial_spd,climate,0.0403,0.0711,0.1114,27.57,human_climate_time,0.404
PVT_Dahaizi_Lake,spatial_spd,time,0.0762,0.0704,0.1466,36.29,human_climate_time,0.404
PVT_Dajiuhu_2013,spatial_spd,human,-0.0181,0.0473,0.0292,-25.39,human_climate,-0.115
PVT_Dajiuhu_2013,spatial_spd,climate,-0.1919,0.04729999999999998,-0.1446,125.74,human_climate,-0.115
PVT_Dajiuhu_2013,spatial_spd,human,-0.0027,0.0171,0.0144,-43.64,human_climate_time,-0.033
PVT_Dajiuhu_2013,spatial_spd,climate,-0.1575,0.007599999999999996,-0.1499,454.24,human_climate_time,-0.033
PVT_Dajiuhu_2013,spatial_spd,time,0.0826,0.020099999999999993,0.1027,-311.21,human_climate_time,-0.033
PVT_Dali_Nur_Jiangjunpaozi_Lake,spatial_spd,human,-0.046,0.0554,0.0094,3.23,human_climate,0.291
PVT_Dali_Nur_Jiangjunpaozi_Lake,spatial_spd,climate,0.226,0.05529999999999999,0.2813,96.67,human_climate,0.291
PVT_Dali_Nur_Jiangjunpaozi_Lake,spatial_spd,human,-0.0768,0.05579999999999999,-0.021,-8.68,human_climate_time,0.242
PVT_Dali_Nur_Jiangjunpaozi_Lake,spatial_spd,climate,0.1466,0.0801,0.2267,93.68,human_climate_time,0.242
PVT_Dali_Nur_Jiangjunpaozi_Lake,spatial_spd,time,-0.0488,0.085,0.0362,14.96,human_climate_time,0.242
PVT_Dali_Nur_Liuzhouwan_Lake,spatial_spd,human,-0.0324,0.1066,0.0742,21.51,human_climate,0.345
PVT_Dali_Nur_Liuzhouwan_Lake,spatial_spd,climate,0.1645,0.1066,0.2711,78.58,human_climate,0.345
PVT_Dali_Nur_Liuzhouwan_Lake,spatial_spd,human,-0.0413,0.07800000000000001,0.0367,9.53,human_climate_time,0.385
PVT_Dali_Nur_Liuzhouwan_Lake,spatial_spd,climate,-0.0486,0.18,0.1314,34.13,human_climate_time,0.385
PVT_Dali_Nur_Liuzhouwan_Lake,spatial_spd,time,0.0396,0.1771,0.2167,56.29,human_climate_time,0.385
PVT_Daluoba_basin,spatial_spd,human,-0.0643,0.026899999999999993,-0.0374,34,human_climate,-0.11
PVT_Daluoba_basin,spatial_spd,climate,-0.0995,0.026900000000000007,-0.0726,66,human_climate,-0.11
PVT_Daluoba_basin,spatial_spd,human,-0.0848,0.0319,-0.0529,28.59,human_climate_time,-0.185
PVT_Daluoba_basin,spatial_spd,climate,-0.2637,0.10369999999999999,-0.16,86.49,human_climate_time,-0.185
PVT_Daluoba_basin,spatial_spd,time,-0.0746,0.10289999999999999,0.0283,-15.3,human_climate_time,-0.185
PVT_Dongganchi,spatial_spd,human,-0.0268,0.0854,0.0586,34.88,human_climate,0.168
PVT_Dongganchi,spatial_spd,climate,0.0241,0.0854,0.1095,65.18,human_climate,0.168
PVT_Dongganchi,spatial_spd,human,-0.043,0.07339999999999999,0.0304,23.57,human_climate_time,0.129
PVT_Dongganchi,spatial_spd,climate,-0.0287,0.0917,0.063,48.84,human_climate_time,0.129
PVT_Dongganchi,spatial_spd,time,-0.0394,0.0748,0.0354,27.44,human_climate_time,0.129
PVT_Erhai_Lake,spatial_spd,human,0.2407,-0.001700000000000007,0.239,83.57,human_climate,0.286
PVT_Erhai_Lake,spatial_spd,climate,0.049,-0.001800000000000003,0.0472,16.5,human_climate,0.286
PVT_Erhai_Lake,spatial_spd,human,0.2541,-0.03539999999999999,0.2187,54.95,human_climate_time,0.398
PVT_Erhai_Lake,spatial_spd,climate,0.1731,-0.0908,0.0823,20.68,human_climate_time,0.398
PVT_Erhai_Lake,spatial_spd,time,0.1122,-0.014799999999999994,0.0974,24.47,human_climate_time,0.398
PVT_Erhailongwan_Lake,spatial_spd,human,-0.0273,0.09670000000000001,0.0694,17.05,human_climate,0.407
PVT_Erhailongwan_Lake,spatial_spd,climate,0.2406,0.09669999999999998,0.3373,82.87,human_climate,0.407
PVT_Erhailongwan_Lake,spatial_spd,human,-0.0244,0.068,0.0436,10.48,human_climate_time,0.416
PVT_Erhailongwan_Lake,spatial_spd,climate,-0.0289,0.20420000000000002,0.1753,42.14,human_climate_time,0.416
PVT_Erhailongwan_Lake,spatial_spd,time,0.0098,0.1877,0.1975,47.48,human_climate_time,0.416
PVT_Ganhai_Lake,spatial_spd,human,0.0686,0.0213,0.0899,26.21,human_climate,0.343
PVT_Ganhai_Lake,spatial_spd,climate,0.2315,0.021300000000000013,0.2528,73.7,human_climate,0.343
PVT_Ganhai_Lake,spatial_spd,human,0.1135,-0.0021000000000000046,0.1114,26.34,human_climate_time,0.423
PVT_Ganhai_Lake,spatial_spd,climate,0.0258,0.12319999999999999,0.149,35.22,human_climate_time,0.423
PVT_Ganhai_Lake,spatial_spd,time,0.0801,0.08229999999999998,0.1624,38.39,human_climate_time,0.423
PVT_Gantang,spatial_spd,human,-0.033,0.0499,0.0169,24.49,human_climate,0.069
PVT_Gantang,spatial_spd,climate,0.0024,0.0499,0.0523,75.8,human_climate,0.069
PVT_Gantang,spatial_spd,human,-0.0451,0.051500000000000004,0.0064,9.7,human_climate_time,0.066
PVT_Gantang,spatial_spd,climate,-0.1036,0.0985,-0.0051,-7.73,human_climate_time,0.066
PVT_Gantang,spatial_spd,time,-0.0034,0.0679,0.0645,97.73,human_climate_time,0.066
PVT_Guangfulin,spatial_spd,human,0.0628,-0.019899999999999994,0.0429,6.13,human_climate,0.7
PVT_Guangfulin,spatial_spd,climate,0.6766,-0.01990000000000003,0.6567,93.81,human_climate,0.7
PVT_Guangfulin,spatial_spd,human,-0.0163,0.0427,0.0264,3.66,human_climate_time,0.722
PVT_Guangfulin,spatial_spd,climate,0.0497,0.3166,0.3663,50.73,human_climate_time,0.722
PVT_Guangfulin,spatial_spd,time,0.0221,0.307,0.3291,45.58,human_climate_time,0.722
PVT_Huguangyan_Maer_LakeB,spatial_spd,human,0.0366,0.08130000000000001,0.1179,24.98,human_climate,0.472
PVT_Huguangyan_Maer_LakeB,spatial_spd,climate,0.2725,0.08129999999999998,0.3538,74.96,human_climate,0.472
PVT_Huguangyan_Maer_LakeB,spatial_spd,human,-0.0363,0.09140000000000001,0.0551,10.85,human_climate_time,0.508
PVT_Huguangyan_Maer_LakeB,spatial_spd,climate,0.0851,0.1486,0.2337,46,human_climate_time,0.508
PVT_Huguangyan_Maer_LakeB,spatial_spd,time,0.0366,0.18280000000000002,0.2194,43.19,human_climate_time,0.508
PVT_Kendegelukol_Lake,spatial_spd,human,0.0578,-0.018299999999999997,0.0395,7.37,human_climate,0.536
PVT_Kendegelukol_Lake,spatial_spd,climate,0.5149,-0.01830000000000004,0.4966,92.65,human_climate,0.536
PVT_Kendegelukol_Lake,spatial_spd,human,0.0704,-0.028800000000000006,0.0416,7.29,human_climate_time,0.571
PVT_Kendegelukol_Lake,spatial_spd,climate,0.1542,0.1578,0.312,54.64,human_climate_time,0.571
PVT_Kendegelukol_Lake,spatial_spd,time,0.0352,0.18259999999999998,0.2178,38.14,human_climate_time,0.571
PVT_Koucha_Lake,spatial_spd,human,0.0823,-0.024099999999999996,0.0582,22.65,human_climate,0.257
PVT_Koucha_Lake,spatial_spd,climate,0.2233,-0.02410000000000001,0.1992,77.51,human_climate,0.257
PVT_Koucha_Lake,spatial_spd,human,0.0117,0.028499999999999998,0.0402,15.46,human_climate_time,0.26
PVT_Koucha_Lake,spatial_spd,climate,-0.0171,0.1134,0.0963,37.04,human_climate_time,0.26
PVT_Koucha_Lake,spatial_spd,time,0.0021,0.1209,0.123,47.31,human_climate_time,0.26
PVT_Kuhai_Lake,spatial_spd,human,0.0032,0.0185,0.0217,7.67,human_climate,0.283
PVT_Kuhai_Lake,spatial_spd,climate,0.2432,0.01849999999999999,0.2617,92.47,human_climate,0.283
PVT_Kuhai_Lake,spatial_spd,human,-0.0031,0.0138,0.0107,2.52,human_climate_time,0.425
PVT_Kuhai_Lake,spatial_spd,climate,0.2012,0.031700000000000006,0.2329,54.8,human_climate_time,0.425
PVT_Kuhai_Lake,spatial_spd,time,0.1419,0.0398,0.1817,42.75,human_climate_time,0.425
PVT_Longquan_Lake_LC2,spatial_spd,human,-0.0472,0.0020999999999999977,-0.0451,-9.72,human_climate,0.464
PVT_Longquan_Lake_LC2,spatial_spd,climate,0.507,0.0020000000000000018,0.509,109.7,human_climate,0.464
PVT_Longquan_Lake_LC2,spatial_spd,human,-0.0488,0.008300000000000002,-0.0405,-7.28,human_climate_time,0.556
PVT_Longquan_Lake_LC2,spatial_spd,climate,0.0066,0.2577,0.2643,47.54,human_climate_time,0.556
PVT_Longquan_Lake_LC2,spatial_spd,time,0.0923,0.24009999999999998,0.3324,59.78,human_climate_time,0.556
PVT_Lop_Nur_Luo4,spatial_spd,human,0.0061,0.10880000000000001,0.1149,43.69,human_climate,0.263
PVT_Lop_Nur_Luo4,spatial_spd,climate,0.0391,0.10880000000000001,0.1479,56.24,human_climate,0.263
PVT_Lop_Nur_Luo4,spatial_spd,human,-0.0415,0.10600000000000001,0.0645,31.77,human_climate_time,0.203
