dataset_id,long,lat,depositionalenvironment,region,ecozone_koppen_5,pollen_percentage,n_taxa_harmonised_per_sequence,n_sample_filtered_per_sequence,n_chron_control_filtered_per_sequence,max_pol_counts_per_sequence,min_pol_counts_per_sequence,mean_pol_counts_per_sequence,max_chronology_age_per_sequence,min_chronology_age_per_sequence,mean_chronology_age_per_sequence,max_chronology_age_error_per_sequence,min_chronology_age_error_per_sequence,mean_chronology_age_error_per_sequence,max_calibrated_age_per_sequence,min_calibrated_age_per_sequence,mean_calibrated_age_per_sequence,calibrated_age_range_per_sequence,max_calibrated_age_uncertainty_per_sequence,min_calibrated_age_uncertainty_per_sequence,mean_calibrated_age_uncertainty_per_sequence
1445,-127.61667,64.16667,Moraine Dammed Lake,North America,Cold,FALSE,31,46,7,491,209,413,11990,0,5718.57,180,40,137.14,11542.5,2,5567.6,11540.5,1103.8,72.51,728.6
1835,-116.3125,51.34306,Cirque Lake,North America,Polar,FALSE,37,22,4,734,228,574,8530,0,4432.5,380,35,153.75,10172,288,4629.32,9884,3075.59,291.51,1084.15
15325,-72.1862,42.536,Swamp,North America,Cold,FALSE,51,41,8,896,199,491,11690,-38,7309,450,2,146.5,11417,13,4716.38,11404,1763.21,222.52,1015.27
1823,-116.35,51.35972,Glacial Scour Lake,North America,Polar,FALSE,41,29,4,1416,575,834,10060,0,4815,320,35,138.75,11843.5,277.5,5130.05,11566,1764.66,399.62,1071.63
966,-122.04167,43.65,Bog,North America,Cold,FALSE,37,24,7,377,178,321,9300,0,5762.86,180,40,142.86,11048,53,6075.75,10995,1587.2,289.54,788.29
4378,14.08165,49.24798,Fen,Europe,Cold,FALSE,64,34,8,1192,258,809,9095,-22,5016,390,105,218.12,11054,115,3999.49,10939,1937.8,211.51,755.19
40567,8.83094,47.61335,Lacustrine,Europe,Cold,FALSE,90,90,18,1368,142,979,15500,0,6516.67,100,100,100,11599,17,4269.24,11582,386.04,123.51,205.04
532,-84.95833,44.7,Lacustrine,North America,Cold,FALSE,41,62,6,831,49,475,9220,20,3608.33,100,20,72.5,10819,70.5,4925.68,10748.5,1644.2,183.01,748.62
44941,16.37673,68.6586,Glacial Origin Lake,Europe,Cold,FALSE,54,61,7,534,247,399,13362,-44,6376,278,50,183.57,11830,-23,5252.55,11853,1011.72,66.5,588.3
48738,22.09672,58.32503,Fen,Europe,Cold,FALSE,74,53,9,1115,920,1018,8190,-67,3988.67,50,1,33.44,9082,-36,3737.3,9118,693.05,81.77,321.09
4168,23.85616,60.78455,Natural Lake,Europe,Cold,FALSE,43,75,3,605,498,534,4275,0,2318.33,250,45,116.67,7144.5,296,3591.99,6848.5,6206.58,62.52,1206.53
15713,-120.0974,49.191,Natural Lake,North America,Cold,FALSE,31,93,9,489,278,348,10290,-45,5488,150,2,92.44,11839.5,-45,6358.69,11884.5,960.54,3.5,515.98
22650,19.28333,49.51667,Soligenous Mire,Europe,Cold,FALSE,78,71,6,1675,625,723,7450,-30,3768.33,130,45,70.83,8561.5,-16.5,3421.56,8578,1210.97,70.5,719.41
26439,10.97639,47.29167,Mire,Europe,Cold,FALSE,78,72,4,1718,170,1138,4430,-15,1621.25,250,80,125,7362.5,89.5,3976.38,7273,4307.24,132.01,1631.37
4497,22.38803,58.4848,Mire,Europe,Cold,FALSE,49,25,6,1400,326,746,8245,0,3535,250,60,132.5,9412.5,279.5,3513.32,9133,1540.87,178.55,547.45
2634,-112.39556,46.53111,Marsh,North America,Arid,FALSE,26,63,3,701,55,481,11200,-27,6007.67,150,14,104.67,11354.5,-27,7295.67,11381.5,1928.77,27.5,1230.25
21537,-67.92396,-14.43169,Natural Lake (Origin Unknown),Latin America,Tropical,FALSE,123,31,10,580,48,432,13150,-53,4405.7,130,1,59.6,10744,-53,4478.74,10797,1972.99,2,495.2
2332,-72.97889,46.65417,Natural Lake,North America,Cold,FALSE,55,53,7,834,396,568,9350,0,5515.71,160,1,106.57,11479.5,365,6534.09,11114.5,1132.3,264.05,649.41
1776,-81.87499,29.29299,Solution Origin Lake,North America,Temperate,FALSE,46,40,4,1674,594,1098,8160,0,3877.5,200,20,142.5,11134.5,0,7256.45,11134.5,5440.8,40,2041.37
4092,24.25122,60.62404,Natural Lake,Europe,Cold,FALSE,50,129,6,1205,518,957,9450,960,5561.67,120,100,108.33,12000,740.5,7244.44,11259.5,2538.16,192.55,797.87
18110,-64.93446,43.86933,Glacial Origin Lake,North America,Cold,FALSE,62,120,7,660,430,509,8740,-53,3195.29,40,1,27.29,9083,-43,2565.48,9126,1034.63,69.54,455.05
3839,-77.43333,45.03333,Glacial Scour Lake,North America,Cold,FALSE,32,31,4,207,200,203,6750,0,3707.5,300,68,212,8243.5,64,4776.69,8179.5,1808.3,240.61,881.38
2048,-71.325,45.67083,Natural Lake,North America,Cold,FALSE,46,24,5,987,421,659,10880,0,6209,160,1,113.2,11994,166,6693.75,11828,1521.65,375.81,850.69
302,-119.43333,55.575,Glacial Origin Lake,North America,Cold,FALSE,39,61,8,1180,884,1048,14939,-28,8761.75,1105,1,665.5,11551,-28,7237.02,11579,1748,2,963.88
15103,-71.51314,-41.5129,Glacial Origin Lake,Latin America,Temperate,FALSE,45,46,9,1084,102,672,11293,-58,6816.56,620,2,139.78,11784,61,5429.24,11723,1476.12,194.51,817.28
16179,-74.5326,41.4656,Bog,North America,Cold,FALSE,45,6,5,796,534,699,14300,-40,10042,70,10,52,11800,-39,7009.08,11839,4370.21,20.5,3345.92
1391,-58.24,48.24,Lacustrine,North America,Cold,FALSE,38,45,4,230,199,201,10950,-30,5916.25,760,10,350,11889.5,-15,4190.64,11904.5,2259.02,104.01,1448.32
208,-153.9,67.13333,Cirque Lake,North America,Polar,FALSE,23,28,4,608,291,337,13735,0,7088.75,290,230,257.25,11350.5,138.5,5897.79,11212,2412.89,329.54,1644.19
24053,11.48973,46.64372,Raised Bog,Europe,Cold,FALSE,94,107,5,2322,731,1241,11790,-15,6356,250,110,170,11919,120,5389.43,11799,2856.45,299.5,1549.08
1862,-88.74,48.56,Glacial Scour Lake,North America,Cold,FALSE,46,38,4,388,276,338,9200,0,5395,220,30,145,11810,0,5854.11,11810,3646.27,56.5,1560.29
15244,-86.85559,41.61117,Bog,North America,Cold,FALSE,49,27,7,1256,151,426,12000,-33,6081,233,2,103.14,11814,-13,4929.37,11827,897.1,145.61,594.67
2297,-95.28333,73.13333,Glacial Origin Lake,North America,Polar,FALSE,37,19,8,434,150,312,9870,0,4396.25,500,40,177.5,11086,112,5089.89,10974,1555.78,202.72,565.55
1883,-92,49.48,Lacustrine,North America,Cold,FALSE,41,47,3,419,305,349,7200,-30,4243.33,160,10,110,9310.5,-12,5418.17,9322.5,4001.26,122.01,1674.1
3149,-123.64667,60.35667,Raised Bog,North America,Cold,FALSE,29,43,6,225,148,204,10928,-21,5651,1172,1,548.17,11135.5,-21,4704.65,11156.5,1849.19,2,1137.73
701,-110.23333,43.93333,Glacial Scour Lake,North America,Cold,FALSE,27,18,5,382,309,342,12100,0,7542,220,30,158,11655,-2,6642.64,11657,2365.94,60.02,1675.89
3840,-80.77947,34.16459,Lacustrine,North America,Temperate,FALSE,49,20,4,353,229,308,19110,0,10367.5,190,30,85,11623.5,2,5910.6,11621.5,3894.42,58,2654.45
20223,13.92972,50.12944,Valley Mire,Europe,Cold,FALSE,64,56,4,1127,459,727,12147,399,7643,369,32,163.75,11936.5,397.5,6989.12,11539,2532.49,61.52,1382.79
42649,9.00032,47.68985,Lacustrine,Europe,Temperate,FALSE,100,858,14,1470,28,550,8450,0,4371.07,250,65,90.36,9943,182,3641.31,9761,898.48,122.5,411.23
2324,-147.85,67.43333,Kettle Lake,North America,Cold,FALSE,22,17,5,453,132,348,12590,0,6544,266,70,127.2,11105.5,428,7083.29,10677.5,1901.41,231.5,1129.98
1698,-68.73333,45.04167,Kettle Lake,North America,Cold,FALSE,72,110,10,2074,1012,1149,9175,-30,4308.5,228,7,110.6,10282,-30,4422.95,10312,628.15,14.01,307
15081,-85.7263,37.43148,Solution Origin Lake,North America,Temperate,FALSE,37,16,12,985,350,790,25800,110,13644.17,820,40,185.83,9967.5,997,3200,8970.5,2928.84,292.02,2438.49
16217,-6.77814,53.81603,Kettle Lake,Europe,Temperate,FALSE,57,123,5,404,252,350,6420,-43,2181.4,70,1,38.4,9002,54,3895.41,8948,3182.07,2,1037.27
41016,-73.451,41.304,Natural Lake,North America,Cold,FALSE,68,81,10,446,77,350,8500,-56,3853.4,40,1,27.6,9387,-44,4150.47,9431,458.04,55.51,263.92
21772,-127.26283,50.60705,Natural Lake,North America,Temperate,FALSE,37,56,7,555,499,510,12100,-33,5649.57,130,1,88.71,11725.5,60,5231.88,11665.5,1167.21,242.67,669.36
45731,7.43237,59.76425,Natural Lake,Europe,Cold,FALSE,59,59,8,2274,958,1178,10436,-46,4772.75,208,50,145,10434,-25,4506.5,10459,688.55,69.01,423.32
41448,7.33143,46.39684,Glacial Origin Lake,Europe,Cold,FALSE,71,113,12,4193,2660,3248,12160,385,6740.83,60,30,47.08,11929,297,4742.01,11632,1017.7,101.02,236.73
1571,-79.11667,47.2875,Lacustrine,North America,Cold,FALSE,35,56,4,505,202,282,9090,20,5162.5,250,50,195,10569.5,99,5410.31,10470.5,1572.42,298.95,1075.01
24861,-0.86056,47.41361,Marsh,Europe,Temperate,FALSE,86,111,7,650,149,335,7515,544,3792.43,330,59,158.71,8753.5,293,4128.13,8460.5,1853.5,198.59,514.58
21895,-77.1432,2.0024,Floodplain Mire,Latin America,Tropical,FALSE,109,84,7,2106,114,975,7686,-50,4081.29,42,1,30.86,9880,-50,5770.48,9930,2130.12,2,664.55
22656,19.55637,49.44642,Soligenous Mire,Europe,Cold,FALSE,63,43,14,1588,460,627,10150,-30,6087.14,90,45,70,11938,3.5,7465.38,11934.5,737.07,94.02,292.51
2661,-133.45,69.05,Kettle Lake,North America,Cold,FALSE,21,39,6,898,208,443,12900,-18,7023.67,440,10,285,11865,-18,5156.13,11883,1423.09,20,1066.16
47604,7.35751,46.15006,Glacial Origin Lake,Europe,Polar,FALSE,72,32,4,1938,678,1209,8290,1360,5310,110,70,90,9914.5,380.5,5416.69,9534,2737.4,120.01,937.06
1617,-135.51417,65.94222,Moraine Dammed Lake,North America,Cold,FALSE,46,53,3,4866,505,1785,8297,-27,5303.67,350,24,174.67,11286,-25,6461.1,11311,5637.94,43.5,2547.48
48960,2.64556,45.33944,Lacustrine,Europe,Temperate,FALSE,51,73,9,501,88,269,13243,-28,6494.56,447,50,224.78,11867,103,5604.77,11764,765.53,177.12,482.03
22944,20.20581,53.75192,Glacial Origin Lake,Europe,Cold,FALSE,101,85,7,1521,578,1032,4975,0,2833.57,75,1,55.86,7959.5,267,4704.19,7692.5,3535.5,113.03,1107.69
346,-72.99861,46.61389,Natural Lake,North America,Cold,FALSE,48,48,7,1018,52,648,9540,0,5597.86,300,100,185,11291.5,173,7143.39,11118.5,1378.36,321.61,721.85
15762,-120.21177,41.97585,Landslide Origin Lake,North America,Cold,FALSE,41,85,5,338,26,304,9228,912,6246.8,379,82,191.8,11189.5,444.5,6271.61,10745,2972.8,163.51,1392.59
2629,-70.05833,41.275,Bog,North America,Cold,FALSE,50,28,4,941,259,522,10930,-30,5715,260,19,149.75,11994.5,-30,5491.96,12024.5,1622.2,37.01,1071.77
17419,-106.45186,37.02099,Bog,North America,Cold,FALSE,42,48,8,332,158,291,18303,0,7657.38,318,21,132.5,11791,370,4977.96,11421,1245.14,221.04,730.31
3043,147.30056,-42.54361,Mire,Oceania,Temperate,FALSE,48,21,3,825,56,237,9110,0,4823.33,130,1,67,11139.5,-26,4470.1,11165.5,3791.85,2,1470.29
3884,27.72198,42.32802,Lacustrine,Europe,Temperate,FALSE,75,37,4,555,178,376,5300,-32,2460.75,100,27,70.5,8244.5,53,4710.68,8191.5,3489.76,209.74,1308.93
45391,27.05833,57.80833,Lacustrine,Europe,Cold,FALSE,83,172,5,1358,502,1001,10355,0,4968.4,170,48,100.6,10626.5,29,2173.3,10597.5,1838.71,135.6,590.65
40951,8.198,47.80425,Raised Bog,Europe,Cold,FALSE,105,277,18,887,60,550,7593,-40,3644.33,100,32,69.72,8665.5,-59,4109.31,8724.5,576.57,10.5,240.33
22966,7.735,46.82194,Raised Bog,Europe,Cold,FALSE,45,53,22,2241,306,894,12915,-14,8428.5,250,34,118.95,11882,-57,7018.59,11939,897.76,2,364.26
3035,-90.08333,45.33333,Kettle Lake,North America,Cold,FALSE,64,41,7,477,187,338,13000,0,5525.71,105,30,77.14,11753,-1,4379.12,11754,1533.24,61.52,701.33
47110,145.95589,-41.66993,Cirque Lake,Oceania,Temperate,FALSE,51,48,4,742,618,659,10620,-44,7161.5,60,1,45.25,11797,189,7133.79,11608,3419.26,186.52,1691.09
1154,-45.53333,-22.78333,Bog,Latin America,Temperate,FALSE,111,29,6,510,463,483,29000,-44,10661,1840,1,526.83,11422,-44,4901.48,11466,4936.34,2,2935.22
47555,-91.09082,36.79864,Solution Origin Lake,North America,Temperate,FALSE,54,26,13,1151,777,915,13150,-58,9369.38,140,1,61.23,11895.5,324,6801.96,11571.5,2752.64,118.03,1142.93
1162,-110.83333,34.33333,Natural Lake,North America,Cold,FALSE,39,6,3,437,254,344,3310,0,1353.33,420,30,256.67,1369.5,38,616.92,1331.5,807.15,147.1,468.32
527,-146.48333,68.33333,Moraine Dammed Lake,North America,Cold,FALSE,36,62,5,564,195,340,10570,0,7044,410,110,221.2,11945.5,357.5,7083.6,11588,2481.06,715.16,1419.7
46280,7.48381,47.02139,Glacial Origin Lake,Europe,Cold,FALSE,97,469,64,766,232,522,15900,-54,4918.45,210,1,48.45,11907,-54,5118.23,11961,559.52,4,119.31
21913,-76.78055,2.43268,Fen,Latin America,Tropical,FALSE,94,75,8,1278,170,412,13950,-47,6123.12,130,1,66,11864.5,-47,2702.81,11911.5,1244.07,2,351.03
971,-69.31667,44.98333,Kettle Lake,North America,Cold,FALSE,59,66,11,466,47,315,12450,-30,6912.73,410,15,162.73,11965,-25,5963.72,11990,672.61,31.51,362.24
4184,-6.79465,42.13448,Glacial Scour Lake,Europe,Cold,FALSE,76,57,7,488,324,387,12940,0,5011.43,250,50,87.14,11952.5,98,5099.78,11854.5,2110.69,137.53,924.28
844,-112.16583,46.45167,Marsh,North America,Cold,FALSE,29,42,3,646,106,418,11200,-27,6007.67,150,14,104.67,11964.5,-27,6392.3,11991.5,3491.41,28.01,1743.8
1440,32.61667,46.51667,Floodplain Mire,Europe,Arid,FALSE,54,38,8,1485,237,421,7834,-50,4140.25,173,5,113.38,8623,215.5,5016.12,8407.5,1746.12,128.5,494.04
45319,32.61667,46.51667,Floodplain Mire,Europe,Arid,FALSE,53,38,8,1485,237,406,7834,-50,4140.25,173,5,113.38,8599.5,218,5020.25,8381.5,1712.29,128.5,488.29
45320,32.61667,46.51667,Floodplain Mire,Europe,Arid,FALSE,53,38,8,1485,237,406,7834,-50,4140.25,173,5,113.38,8194.5,216,4979.28,7978.5,1385.64,134,428.63
48816,-86.79965,46.33032,Kettle Lake,North America,Cold,FALSE,34,37,10,758,334,554,7120,-51,3379.1,49,1,36.8,8661.5,488.5,5395.14,8173,1001.64,100.5,467.38
42683,8.45764,48.71718,Lacustrine,Europe,Cold,FALSE,84,121,13,815,132,605,7842,0,4492.62,250,16,46.08,8675,954,5202.52,7721,470.57,62.51,266.07
21818,-74.3011,3.95173,Glacial Origin Lake,Latin America,Polar,FALSE,34,73,3,464,303,343,7570,-23,3765.67,90,1,50.33,10347.5,62,5160.33,10285.5,7463.69,138.09,1743.74
15276,-127.75256,50.16625,Cirque Lake,North America,Temperate,FALSE,23,49,4,669,252,356,10460,-31,5566,550,50,257.5,11778,164,5839.74,11614,1650.47,149.5,1262.19
2626,-75.27217,41.03345,Mire,North America,Cold,FALSE,52,69,6,388,279,297,13330,0,7837.5,120,20,81.67,11870,209,6131.99,11661,1828.59,371.72,1184.98
2591,-76.35,41.67389,Lacustrine,North America,Cold,FALSE,51,37,4,486,303,383,12670,0,8050,240,50,177.5,11849,5,7263.2,11844,3620.36,83,2329.66
4239,29.61124,65.61709,Mire,Europe,Cold,FALSE,23,29,5,270,246,251,9150,0,5330,250,130,200,10977.5,588,6085.47,10389.5,1881.41,417.91,960.71
2367,-67.13194,50.14028,Lacustrine,North America,Cold,FALSE,38,41,3,762,195,347,6960,50,3466.67,300,50,153.33,8077,50,4328.57,8027,2162.78,97.04,1042.01
45343,8.87778,63.35139,Natural Lake,Europe,Cold,FALSE,62,65,11,613,278,461,12644,-51,6502.64,210,50,132.73,11912.5,-29,5555.07,11941.5,597.59,61.5,379.23
26319,11.00155,47.21091,Raised Bog,Europe,Cold,FALSE,52,45,7,2808,1640,2130,8300,-15,5047.86,130,50,101.43,9520,-4,5169.54,9524,1478.56,80.51,629.71
684,-89.7385,43.4083,Moraine Dammed Lake,North America,Cold,FALSE,49,101,12,2635,505,639,12580,0,6762.08,140,10,70.83,11856.5,11,5380.79,11845.5,733.54,93.01,477.46
19909,16.40472,61.82125,Natural Lake,Europe,Cold,FALSE,57,111,6,1785,1093,1345,9187,1130,5056.83,194,78,130.33,9627,511,4543.1,9116,1120.86,184.55,482.49
45329,11.61778,59.05972,Natural Lake,Europe,Cold,FALSE,61,67,9,876,532,673,10916,-49,6690.67,268,50,177.44,11220,-26,6097.09,11246,772.1,65.51,477.62
26505,12.04055,47.50844,Mire,Europe,Cold,FALSE,73,55,6,1061,412,734,12010,-15,6494.17,170,50,107.5,11744.5,608,7069.72,11136.5,1206.81,176.72,846.87
1523,-121.61667,48.23333,Fen,North America,Temperate,FALSE,43,57,9,732,229,422,14610,-30,9647.44,220,1,93.44,11901,-18,5450.95,11919,2687.35,184.02,1601.94
1590,-74.58333,49.68333,Glacial Origin Lake,North America,Cold,FALSE,44,96,7,645,367,488,7660,0,3818.57,100,30,87.14,8577,0,4182.24,8577,801.7,57.51,393.35
24110,16.05602,58.02114,Raised Bog,Europe,Cold,FALSE,59,118,17,9228,453,1685,10690,0,5377.06,310,60,104.12,11985,409,5259.53,11576,617.19,113.01,307.82
43513,9.80624,46.46994,Natural Lake,Europe,Cold,FALSE,88,62,17,5418,1824,3721,10100,-54,6482.12,500,40,98.24,11962.5,28,7422.77,11934.5,2191.91,89.51,578.69
813,-81.33901,41.19133,Kettle Lake,North America,Cold,FALSE,47,39,4,801,327,549,11260,2280,6410,140,60,90,11866.5,898,6545.67,10968.5,1500.12,237.1,1005.24
16016,-120.2745,40.5619,Marsh,North America,Arid,FALSE,18,38,5,970,203,564,7860,-47,3754.6,500,50,158,9384.5,9,4430.01,9375.5,2502.95,118.54,751.64
298,-95.16335,47.177,Kettle Lake,North America,Cold,FALSE,45,49,4,894,310,421,8560,0,3805,120,30,81.25,10148.5,15,4668.38,10133.5,2340.65,98.04,1005.09
782,-62.15,46.40833,Raised Bog,North America,Cold,FALSE,35,38,4,569,198,247,8430,-20,4857.5,300,10,142.5,9626,-20,5106.41,9646,1449.26,20,977.3
15831,-83.107,32.555,Palustrine,North America,Temperate,FALSE,33,22,9,716,389,458,25290,-47,13134.78,500,2,146.89,11663,100,5167.61,11563,2373.56,237.31,1478.47
48624,-71.5233,-44.2797,Natural Lake,Latin America,Temperate,FALSE,42,48,7,794,468,602,12700,770,6750,65,20,39.29,12000,376.5,5457.79,11623.5,1135.42,106.52,665.96
1770,-94.25,51.38333,Glacial Origin Lake,North America,Cold,FALSE,38,30,3,302,299,300,9000,-30,4990,160,18,106,10520,32,6605.28,10488,2958.54,218.06,1367.12
4517,16.21208,50.60387,Valley Mire,Europe,Cold,FALSE,68,34,10,1328,475,768,11790,-24,7115.6,250,50,114.5,11861,123.5,7017.15,11737.5,1213.8,215.14,584.8
4398,17.35631,52.54984,Natural Lake,Europe,Cold,FALSE,63,79,15,1639,576,1087,10500,0,4226,250,60,109.33,11681,53.5,4711.54,11627.5,808.61,135.51,355.19
22849,14.60637,53.96802,Glacial Origin Lake,Europe,Cold,FALSE,102,89,9,2362,303,1233,9660,0,3866.67,250,80,126.67,11854,110,5189.22,11744,2091.31,102.02,696.68
24356,21.32222,40.55194,Lacustrine,Europe,Temperate,FALSE,64,72,4,1261,268,381,6423,-40,3138.75,214,50,129.25,9329.5,32,4953.88,9297.5,5795.9,141.72,1272.87
1701,-80.65972,43.225,Lacustrine,North America,Cold,FALSE,49,47,5,665,200,373,12500,0,7034,220,20,140,11420,136.5,6048.49,11283.5,1902.35,340.7,1089.44
1707,-110.23333,44.15,Glacial Scour Lake,North America,Cold,FALSE,24,19,5,850,304,443,12100,0,8388,220,30,170,11980.5,2,7950.37,11978.5,3873.05,56.51,1946.68
23006,28,51.16061,Bog,Europe,Cold,FALSE,34,21,4,246,218,227,7930,0,3108.75,250,35,96.25,9735.5,20,4053.36,9715.5,2389.6,138.01,1108.37
4154,17.28472,54.70694,Mire,Europe,Cold,FALSE,51,82,21,2144,217,885,9865,0,4770.95,315,45,89.52,11339,34,4800.77,11305,415.67,95.01,222.06
1761,-107.68516,37.74574,Glacial Scour Lake,North America,Cold,FALSE,34,41,3,419,233,332,15450,-11,9599.67,440,10,230,11834,119,5054.73,11715,5443.24,1013.81,4157.4
4355,23.50822,41.70757,Cirque Lake,Europe,Polar,FALSE,65,23,3,780,329,561,6700,1350,3500,50,50,50,8066.5,699,3808.83,7367.5,2133.94,107.54,1071.26
40582,8.02556,46.38972,Valley Mire,Europe,Polar,FALSE,66,57,8,2557,496,968,8010,-21,3729.88,250,70,108.75,9992.5,119,5753.56,9873.5,1675.81,172.59,529.14
15130,-71.56608,-43.44371,Glacial Scour Lake,Latin America,Temperate,FALSE,57,59,12,916,216,611,10500,-59,4667.58,260,1,93.42,11816,-45,5396.35,11861,715.66,58.51,460.12
4041,6.16444,59.69702,Glacial Origin Lake,Europe,Cold,FALSE,42,32,5,966,475,591,9570,0,5554,250,140,168,11058.5,937.5,6934.67,10121,1619.06,344.53,852.68
22812,25.89735,46.12662,Volcanic Origin Lake,Europe,Cold,FALSE,72,199,15,1027,124,421,9750,0,4440.67,350,3,198.2,11483.5,-60,5102.52,11543.5,1001.05,1,402.03
363,26.43333,53.41667,Bog,Europe,Cold,FALSE,38,39,5,621,163,308,12860,0,6644,310,110,228,11491,787,6948.45,10704,1462.98,523.08,994.68
1646,-75.21667,-11.78333,Moraine Dammed Lake,Latin America,Polar,FALSE,94,34,5,700,162,369,10960,0,3786,390,30,142,11973,1,5146.47,11972,2862.53,56,1209.47
1679,-75,-11.66667,Moraine Dammed Lake,Latin America,Polar,FALSE,85,25,4,339,107,234,11360,0,5325,220,30,142.5,11563,1,6008.62,11562,2097.6,60.51,1304.97
1829,-89.32389,48.42222,Glacial Origin Lake,North America,Cold,FALSE,36,35,3,305,299,301,8210,-30,4130,140,15,98.33,10909,18,6577.29,10891,4231.1,305.8,1625.97
3558,-93.63376,45.03387,Kettle Lake,North America,Cold,FALSE,62,64,8,770,268,388,11190,-24,4284.5,220,10,88.75,11946.5,-33,3694.99,11979.5,1745.27,7,652.07
14948,-61.65087,66.62137,Moraine Dammed Lake,North America,Polar,FALSE,29,41,5,311,29,222,8690,-43,5283.4,90,1,60.2,10374,-43,4038.29,10417,1459.76,2,909.16
41399,10.30419,51.67243,Mire,Europe,Cold,FALSE,58,29,3,2680,555,841,9795,0,4943.33,275,155,226.67,11532,117.5,6077.26,11414.5,2556.87,286.07,1474.62
26435,12.17047,47.61312,Natural Lake,Europe,Cold,FALSE,75,57,5,1811,633,1329,10280,-15,4273,140,50,92,11850,303,4885.81,11547,1853.12,183.5,932.49
1670,-131.76501,52.94582,Glacial Scour Lake,North America,Temperate,FALSE,13,49,6,838,475,579,9870,0,5081.67,300,1,200.17,11472,62,5784.92,11410,1058.09,231.12,742.87
1697,-64.75,32.3,Solution Origin Lake,North America,Tropical,FALSE,51,73,8,1341,31,477,9260,970,4825,180,140,152.5,10561.5,670,5009.36,9891.5,925.26,298.08,458.03
1393,-71.16278,47.25778,Bog,North America,Cold,FALSE,53,48,3,1301,69,568,7140,0,3950,130,1,83.67,8691,119,5685.32,8572,3527.19,265.17,1436.27
42570,8.63721,48.72783,Mire,Europe,Cold,FALSE,66,39,10,977,95,590,7926,0,4591.1,500,50,125.7,8228.5,657.5,5224.38,7571,731.19,94.5,381.07
46611,-106.33846,41.43222,Glacial Origin Lake,North America,Cold,FALSE,38,78,11,838,602,644,14200,-58,5921.55,45,1,24,11987.5,22,5318.57,11965.5,1553.99,66,497.07
1763,-69.3,43.76667,Mire,North America,Cold,FALSE,38,35,10,1055,341,512,10745,0,5029,195,30,92.5,11944,41,4877.41,11903,685.64,125.62,325.81
19901,14.44777,52.13391,Glacial Meltwater Channel Lake,Europe,Cold,FALSE,71,106,7,1301,565,750,9692,-48,4064.71,75,25,44,11571,-42,3941.78,11613,1763.71,37.02,748.43
1980,-78.46667,42.62222,Mire,North America,Cold,FALSE,52,40,4,1853,580,712,9030,-17,3668.25,300,8,179.5,11265,-17,4993.73,11282,3278.77,16.5,1279.55
20001,-122.8844,47.93322,Kettle Lake,North America,Temperate,FALSE,39,47,5,737,284,379,10360,-43,4898,100,70,90,11912.5,123.5,6375.83,11789,1539.62,269.04,979.6
48837,-66.67672,0.28602,Natural Lake,Latin America,Tropical,FALSE,229,119,14,289,253,275,6445,-57,2609.5,35,1,28.29,7534,-57,2709.11,7591,488.05,2,213.58
973,-77.35,45.18333,Glacial Origin Lake,North America,Cold,FALSE,54,210,7,1153,448,1017,10105,0,4961.43,170,1,93,11902,0,5408.17,11902,1189.15,2,511.01
1658,-71.70111,44.14,Glacial Origin Lake,North America,Cold,FALSE,43,17,6,758,226,371,10610,0,6128.33,990,1,440.17,11009.5,492,5376.24,10517.5,1926.15,566.64,1240.44
22367,20.078,49.15199,Moraine Dammed Lake,Europe,Polar,FALSE,74,84,5,1156,988,1041,8655,-45,5065,85,1,60.2,11208.5,-13,5791.07,11221.5,2160.06,175.39,929.31
4545,14.34266,49.07111,Floodplain Mire,Europe,Cold,FALSE,66,25,4,1492,175,899,10341,-14,5155.25,250,60,122.5,11798.5,101.5,6673.6,11697,2532.85,276.62,1379.76
15247,-73.33754,-13.62495,Solution Origin Lake,Latin America,Temperate,FALSE,41,65,19,408,58,313,20660,-53,8315.37,220,1,91.11,11913,-53,5662.28,11966,841.02,2,492.78
