analysis,region,age,predictor,Unique,Average.share,individual,I.perc(%),model_profile,zero_individual,zero_total,allocation,status,n_samples,selection_status,n_candidates,n_selected,global_p_value,spatial_adjusted_r_squared
temporal_events,Europe,3500,human,0.0122,5.999999999999998e-4,0.0128,6.81,human_climate_space,0.0128,0.1882,0.06801275239107332,spatial_model_estimated,382,selected,80,7,0.001,0.286341996819768
temporal_events,Europe,3500,climate,0.0711,-0.004699999999999996,0.0664,35.32,human_climate_space,0.0664,0.1882,0.35281615302869285,spatial_model_estimated,382,selected,80,7,0.001,0.286341996819768
temporal_events,Europe,3500,space,0.1122,-0.0031999999999999945,0.109,57.98,human_climate_space,0.109,0.1882,0.5791710945802337,spatial_model_estimated,382,selected,80,7,0.001,0.286341996819768
temporal_events,Europe,4000,human,0.0046,0.001,0.0056,3.06,human_climate_space,0.0056,0.1829,0.0306178239475123,spatial_model_estimated,387,selected,81,11,0.001,0.24660452807377298
temporal_events,Europe,4000,climate,0.0818,-0.0015000000000000013,0.0803,43.88,human_climate_space,0.0803,0.1829,0.4390377255330781,spatial_model_estimated,387,selected,81,11,0.001,0.24660452807377298
temporal_events,Europe,4000,space,0.0967,3.000000000000086e-4,0.097,53.01,human_climate_space,0.097,0.1829,0.5303444505194095,spatial_model_estimated,387,selected,81,11,0.001,0.24660452807377298
temporal_events,Europe,4500,human,0.0032,-1.0000000000000026e-4,0.0031,1.59,human_climate_space,0.0031,0.1954,0.01586489252814739,spatial_model_estimated,388,selected,81,10,0.001,0.2644542739554745
temporal_events,Europe,4500,climate,0.0502,0.017399999999999992,0.0676,34.67,human_climate_space,0.0676,0.1954,0.34595701125895595,spatial_model_estimated,388,selected,81,10,0.001,0.2644542739554745
temporal_events,Europe,4500,space,0.1066,0.018100000000000005,0.1247,63.95,human_climate_space,0.1247,0.1954,0.6381780962128967,spatial_model_estimated,388,selected,81,10,0.001,0.2644542739554745
temporal_events,Europe,5000,human,0.0076,4.999999999999996e-4,0.0081,4.82,human_climate_space,0.0081,0.1675,0.04835820895522387,spatial_model_estimated,382,selected,80,8,0.001,0.2509521620242223
temporal_events,Europe,5000,climate,0.0515,0.0075,0.059,35.12,human_climate_space,0.059,0.1675,0.3522388059701492,spatial_model_estimated,382,selected,80,8,0.001,0.2509521620242223
temporal_events,Europe,5000,space,0.091,0.009400000000000006,0.1004,59.76,human_climate_space,0.1004,0.1675,0.5994029850746269,spatial_model_estimated,382,selected,80,8,0.001,0.2509521620242223
temporal_events,Europe,5500,human,0.0079,-0.0032000000000000006,0.0047,2.46,human_climate_space,0.0047,0.19090000000000001,0.024620220010476687,spatial_model_estimated,385,selected,82,11,0.001,0.27489239486397443
temporal_events,Europe,5500,climate,0.0793,0.0016000000000000042,0.0809,42.36,human_climate_space,0.0809,0.19090000000000001,0.42378208486118385,spatial_model_estimated,385,selected,82,11,0.001,0.27489239486397443
temporal_events,Europe,5500,space,0.1032,0.0021000000000000046,0.1053,55.13,human_climate_space,0.1053,0.19090000000000001,0.5515976951283394,spatial_model_estimated,385,selected,82,11,0.001,0.27489239486397443
temporal_events,Europe,6000,human,0.0034,5e-4,0.0039,2.2,human_climate_space,0.0039,0.1772,0.02200902934537246,spatial_model_estimated,387,selected,81,6,0.001,0.23811935579413224
temporal_events,Europe,6000,climate,0.0565,0.010199999999999994,0.0667,37.68,human_climate_space,0.0667,0.1772,0.37641083521444696,spatial_model_estimated,387,selected,81,6,0.001,0.23811935579413224
temporal_events,Europe,6000,space,0.0945,0.0121,0.1066,60.23,human_climate_space,0.1066,0.1772,0.6015801354401806,spatial_model_estimated,387,selected,81,6,0.001,0.23811935579413224
temporal_events,Europe,6500,human,1e-4,9e-4,0.001,0.58,human_climate_space,0.001,0.172,0.005813953488372094,spatial_model_estimated,380,selected,80,8,0.001,0.2757537960201576
temporal_events,Europe,6500,climate,0.0325,0.0165,0.049,28.49,human_climate_space,0.049,0.172,0.28488372093023256,spatial_model_estimated,380,selected,80,8,0.001,0.2757537960201576
temporal_events,Europe,6500,space,0.1041,0.0179,0.122,70.93,human_climate_space,0.122,0.172,0.7093023255813954,spatial_model_estimated,380,selected,80,8,0.001,0.2757537960201576
temporal_events,Europe,7000,human,0.0086,5.999999999999998e-4,0.0092,5.38,human_climate_space,0.0092,0.1714,0.05367561260210035,spatial_model_estimated,388,selected,83,5,0.001,0.2531575480880005
temporal_events,Europe,7000,climate,0.0494,0.011799999999999998,0.0612,35.79,human_climate_space,0.0612,0.1714,0.3570595099183197,spatial_model_estimated,388,selected,83,5,0.001,0.2531575480880005
temporal_events,Europe,7000,space,0.0884,0.0126,0.101,59.06,human_climate_space,0.101,0.1714,0.58926487747958,spatial_model_estimated,388,selected,83,5,0.001,0.2531575480880005
temporal_events,Europe,7500,human,0.0179,-0.0031999999999999997,0.0147,7.7,human_climate_space,0.0147,0.191,0.0769633507853403,spatial_model_estimated,383,selected,80,5,0.001,0.25483937772553866
temporal_events,Europe,7500,climate,0.0774,-3.999999999999976e-4,0.077,40.31,human_climate_space,0.077,0.191,0.4031413612565445,spatial_model_estimated,383,selected,80,5,0.001,0.25483937772553866
temporal_events,Europe,7500,space,0.0987,6.000000000000033e-4,0.0993,51.99,human_climate_space,0.0993,0.191,0.5198952879581151,spatial_model_estimated,383,selected,80,5,0.001,0.25483937772553866
temporal_events,Europe,8000,human,0.01,-0.0010000000000000009,0.009,5.66,human_climate_space,0.009,0.1591,0.056568196103079824,spatial_model_estimated,376,selected,78,6,0.001,0.2071138650914396
temporal_events,Europe,8000,climate,0.0664,0.004799999999999999,0.0712,44.78,human_climate_space,0.0712,0.1591,0.4475172847265871,spatial_model_estimated,376,selected,78,6,0.001,0.2071138650914396
temporal_events,Europe,8000,space,0.0716,0.007300000000000001,0.0789,49.62,human_climate_space,0.0789,0.1591,0.49591451917033313,spatial_model_estimated,376,selected,78,6,0.001,0.2071138650914396
temporal_events,Europe,8500,human,0.0014,0.0013000000000000002,0.0027,1.8,human_climate_space,0.0027,0.1502,0.017976031957390146,spatial_model_estimated,359,selected,75,4,0.001,0.22283659439372538
temporal_events,Europe,8500,climate,0.0775,-0.0020000000000000018,0.0755,50.33,human_climate_space,0.0755,0.1502,0.5026631158455392,spatial_model_estimated,359,selected,75,4,0.001,0.22283659439372538
temporal_events,Europe,8500,space,0.0721,-1.0000000000000286e-4,0.072,48,human_climate_space,0.072,0.1502,0.47936085219707053,spatial_model_estimated,359,selected,75,4,0.001,0.22283659439372538
temporal_events,Latin America,500,human,0.0061,0.0036,0.0097,12.44,human_climate_space,0.0097,0.0784,0.12372448979591838,no_spatial_terms_selected,73,no_spatial_signal,10,0,0.115,0.04218653859576171
temporal_events,Latin America,500,climate,0.0651,0.003599999999999992,0.0687,88.08,human_climate_space,0.0687,0.0784,0.8762755102040817,no_spatial_terms_selected,73,no_spatial_signal,10,0,0.115,0.04218653859576171
temporal_events,Latin America,500,space,NA,NA,0,NA,human_climate_space,0,0.0784,0,no_spatial_terms_selected,73,no_spatial_signal,10,0,0.115,0.04218653859576171
temporal_events,Latin America,1000,human,0.0016,0.0024000000000000002,0.004,3.57,human_climate_space,0.004,0.1121,0.03568242640499554,no_spatial_terms_selected,86,no_spatial_signal,11,0,0.081,0.047323713663868894
temporal_events,Latin America,1000,climate,0.1057,0.0023999999999999994,0.1081,96.52,human_climate_space,0.1081,0.1121,0.9643175735950045,no_spatial_terms_selected,86,no_spatial_signal,11,0,0.081,0.047323713663868894
temporal_events,Latin America,1000,space,NA,NA,0,NA,human_climate_space,0,0.1121,0,no_spatial_terms_selected,86,no_spatial_signal,11,0,0.081,0.047323713663868894
temporal_events,Latin America,1500,human,0.0043,5.999999999999998e-4,0.0049,3.25,human_climate_space,0.0049,0.1509,0.032471835652750164,spatial_model_estimated,86,selected,11,1,0.001,0.1099593912203265
temporal_events,Latin America,1500,climate,0.1091,0.0121,0.1212,80.26,human_climate_space,0.1212,0.1509,0.8031809145129224,spatial_model_estimated,86,selected,11,1,0.001,0.1099593912203265
temporal_events,Latin America,1500,space,0.0215,0.003300000000000001,0.0248,16.42,human_climate_space,0.0248,0.1509,0.16434724983432736,spatial_model_estimated,86,selected,11,1,0.001,0.1099593912203265
temporal_events,Latin America,2000,human,0.0044,0.0031999999999999997,0.0076,4.42,human_climate_space,0.0076,0.1718,0.04423748544819557,spatial_model_estimated,87,selected,11,1,0.002,0.10061545405579109
temporal_events,Latin America,2000,climate,0.1267,0.01469999999999999,0.1414,82.21,human_climate_space,0.1414,0.1718,0.8230500582072177,spatial_model_estimated,87,selected,11,1,0.002,0.10061545405579109
temporal_events,Latin America,2000,space,0.0149,0.0079,0.0228,13.26,human_climate_space,0.0228,0.1718,0.13271245634458673,spatial_model_estimated,87,selected,11,1,0.002,0.10061545405579109
temporal_events,Latin America,2500,human,0.0043,0.013699999999999999,0.018,10,human_climate_space,0.018,0.18020000000000003,0.09988901220865702,spatial_model_estimated,87,selected,11,1,0.001,0.13516723135451758
temporal_events,Latin America,2500,climate,0.1115,0.022700000000000012,0.1342,74.56,human_climate_space,0.1342,0.18020000000000003,0.7447280799112097,spatial_model_estimated,87,selected,11,1,0.001,0.13516723135451758
temporal_events,Latin America,2500,space,0.0222,0.0058,0.028,15.56,human_climate_space,0.028,0.18020000000000003,0.15538290788013318,spatial_model_estimated,87,selected,11,1,0.001,0.13516723135451758
temporal_events,Latin America,3000,human,-0.0065,0.0058,-7e-4,-0.35,human_climate_space,0,0.2021,0,spatial_model_estimated,86,selected,11,1,0.002,0.13299482032126886
temporal_events,Latin America,3000,climate,0.0961,0.034600000000000006,0.1307,65.02,human_climate_space,0.1307,0.2021,0.6467095497278575,spatial_model_estimated,86,selected,11,1,0.002,0.13299482032126886
temporal_events,Latin America,3000,space,0.0424,0.029000000000000005,0.0714,35.52,human_climate_space,0.0714,0.2021,0.3532904502721425,spatial_model_estimated,86,selected,11,1,0.002,0.13299482032126886
temporal_events,Latin America,3500,human,0.0054,0.014299999999999998,0.0197,8.79,human_climate_space,0.0197,0.2245,0.08775055679287304,spatial_model_estimated,84,selected,13,1,0.003,0.12769035657967032
temporal_events,Latin America,3500,climate,0.1052,0.03449999999999999,0.1397,62.37,human_climate_space,0.1397,0.2245,0.6222717149220489,spatial_model_estimated,84,selected,13,1,0.003,0.12769035657967032
temporal_events,Latin America,3500,space,0.0415,0.023600000000000003,0.0651,29.06,human_climate_space,0.0651,0.2245,0.28997772828507795,spatial_model_estimated,84,selected,13,1,0.003,0.12769035657967032
temporal_events,Latin America,4000,human,0.0215,-0.0023999999999999994,0.0191,9.1,human_climate_space,0.0191,0.2097,0.0910824988078207,spatial_model_estimated,85,selected,11,1,0.001,0.13933377239268052
temporal_events,Latin America,4000,climate,0.1703,0.004599999999999993,0.1749,83.29,human_climate_space,0.1749,0.2097,0.8340486409155937,spatial_model_estimated,85,selected,11,1,0.001,0.13933377239268052
temporal_events,Latin America,4000,space,0.0208,-0.0051,0.0157,7.48,human_climate_space,0.0157,0.2097,0.0748688602765856,spatial_model_estimated,85,selected,11,1,0.001,0.13933377239268052
temporal_events,Latin America,4500,human,0.0038,0.0063,0.0101,4.45,human_climate_space,0.0101,0.2273,0.044434667839859214,spatial_model_estimated,87,selected,11,1,0.003,0.1412319129866879
temporal_events,Latin America,4500,climate,0.0909,0.040400000000000005,0.1313,57.84,human_climate_space,0.1313,0.2273,0.5776506819181698,spatial_model_estimated,87,selected,11,1,0.003,0.1412319129866879
temporal_events,Latin America,4500,space,0.0491,0.036800000000000006,0.0859,37.84,human_climate_space,0.0859,0.2273,0.37791465024197096,spatial_model_estimated,87,selected,11,1,0.003,0.1412319129866879
temporal_events,Latin America,5000,human,-0.0052,0.0021999999999999997,-0.003,-1.44,human_climate_space,0,0.2112,0,spatial_model_estimated,84,selected,11,1,0.001,0.16572459955405894
temporal_events,Latin America,5000,climate,0.0949,0.03560000000000001,0.1305,62.74,human_climate_space,0.1305,0.2112,0.6178977272727273,spatial_model_estimated,84,selected,11,1,0.001,0.16572459955405894
temporal_events,Latin America,5000,space,0.0497,0.030999999999999993,0.0807,38.8,human_climate_space,0.0807,0.2112,0.3821022727272727,spatial_model_estimated,84,selected,11,1,0.001,0.16572459955405894
temporal_events,Latin America,5500,human,-0.0047,0.0019000000000000002,-0.0028,-1.52,human_climate_space,0,0.1873,0,spatial_model_estimated,86,selected,11,1,0.001,0.15381427488547028
temporal_events,Latin America,5500,climate,0.0754,0.0398,0.1152,62.61,human_climate_space,0.1152,0.1873,0.615056059797117,spatial_model_estimated,86,selected,11,1,0.001,0.15381427488547028
temporal_events,Latin America,5500,space,0.0355,0.0366,0.0721,39.18,human_climate_space,0.0721,0.1873,0.3849439402028831,spatial_model_estimated,86,selected,11,1,0.001,0.15381427488547028
temporal_events,Latin America,6000,human,0.0039,-0.005,-0.0011,-0.69,human_climate_space,0,0.1598,0,no_spatial_terms_selected,82,no_terms_selected,11,0,0.004,0.09258529752098466
temporal_events,Latin America,6000,climate,0.1648,-0.0050000000000000044,0.1598,100.5,human_climate_space,0.1598,0.1598,1,no_spatial_terms_selected,82,no_terms_selected,11,0,0.004,0.09258529752098466
temporal_events,Latin America,6000,space,NA,NA,0,NA,human_climate_space,0,0.1598,0,no_spatial_terms_selected,82,no_terms_selected,11,0,0.004,0.09258529752098466
temporal_events,Latin America,6500,human,0.0011,0.0021000000000000003,0.0032,1.95,human_climate_space,0.0032,0.1642,0.0194884287454324,no_spatial_terms_selected,82,no_terms_selected,11,0,0.039,0.05676576574437098
temporal_events,Latin America,6500,climate,0.1588,0.0022000000000000075,0.161,98.17,human_climate_space,0.161,0.1642,0.9805115712545676,no_spatial_terms_selected,82,no_terms_selected,11,0,0.039,0.05676576574437098
temporal_events,Latin America,6500,space,NA,NA,0,NA,human_climate_space,0,0.1642,0,no_spatial_terms_selected,82,no_terms_selected,11,0,0.039,0.05676576574437098
temporal_events,Latin America,7000,human,0.0058,0.0019000000000000006,0.0077,5.83,human_climate_space,0.0077,0.1317,0.05846621108580106,no_spatial_terms_selected,81,no_terms_selected,11,0,0.036,0.06793818315795552
temporal_events,Latin America,7000,climate,0.122,0.0020000000000000018,0.124,93.94,human_climate_space,0.124,0.1317,0.9415337889141988,no_spatial_terms_selected,81,no_terms_selected,11,0,0.036,0.06793818315795552
temporal_events,Latin America,7000,space,NA,NA,0,NA,human_climate_space,0,0.1317,0,no_spatial_terms_selected,81,no_terms_selected,11,0,0.036,0.06793818315795552
temporal_events,Latin America,7500,human,0.0096,-0.003599999999999999,0.006,3.68,human_climate_space,0.006,0.1629,0.03683241252302026,spatial_model_estimated,81,selected,10,1,0.011,0.08498021567250025
temporal_events,Latin America,7500,climate,0.1386,7.999999999999952e-4,0.1394,85.52,human_climate_space,0.1394,0.1629,0.8557397176181707,spatial_model_estimated,81,selected,10,1,0.011,0.08498021567250025
temporal_events,Latin America,7500,space,0.0197,-0.002199999999999997,0.0175,10.74,human_climate_space,0.0175,0.1629,0.1074278698588091,spatial_model_estimated,81,selected,10,1,0.011,0.08498021567250025
temporal_events,Latin America,8000,human,-0.0043,-0.0014000000000000002,-0.0057,-5.18,human_climate_space,0,0.1152,0,no_spatial_terms_selected,74,no_terms_selected,9,0,0.01,0.07761962049341653
temporal_events,Latin America,8000,climate,0.1166,-0.0013999999999999985,0.1152,104.73,human_climate_space,0.1152,0.1152,1,no_spatial_terms_selected,74,no_terms_selected,9,0,0.01,0.07761962049341653
temporal_events,Latin America,8000,space,NA,NA,0,NA,human_climate_space,0,0.1152,0,no_spatial_terms_selected,74,no_terms_selected,9,0,0.01,0.07761962049341653
temporal_events,Latin America,8500,human,-0.0053,-4.000000000000002e-4,-0.0057,-3.73,human_climate_space,0,0.1587,0,spatial_model_estimated,71,selected,10,1,0.001,0.11079787030355981
temporal_events,Latin America,8500,climate,0.0613,0.0298,0.0911,59.54,human_climate_space,0.0911,0.1587,0.5740390674228103,spatial_model_estimated,71,selected,10,1,0.001,0.11079787030355981
temporal_events,Latin America,8500,space,0.0363,0.031299999999999994,0.0676,44.18,human_climate_space,0.0676,0.1587,0.4259609325771896,spatial_model_estimated,71,selected,10,1,0.001,0.11079787030355981
temporal_events,North America,500,human,0.0101,0.0254,0.0355,13.65,human_climate_space,0.0355,0.2602,0.13643351268255188,spatial_model_estimated,451,selected,106,5,0.001,0.24251463564047082
temporal_events,North America,500,climate,0.0197,0.04390000000000001,0.0636,24.46,human_climate_space,0.0636,0.2602,0.24442736356648734,spatial_model_estimated,451,selected,106,5,0.001,0.24251463564047082
temporal_events,North America,500,space,0.104,0.0571,0.1611,61.96,human_climate_space,0.1611,0.2602,0.6191391237509608,spatial_model_estimated,451,selected,106,5,0.001,0.24251463564047082
temporal_events,North America,1000,human,0.0039,0.0062,0.0101,4.7,human_climate_space,0.0101,0.215,0.04697674418604651,spatial_model_estimated,519,selected,128,4,0.001,0.24048523637946828
temporal_events,North America,1000,climate,0.0175,0.04,0.0575,26.74,human_climate_space,0.0575,0.215,0.2674418604651163,spatial_model_estimated,519,selected,128,4,0.001,0.24048523637946828
temporal_events,North America,1000,space,0.1046,0.042800000000000005,0.1474,68.56,human_climate_space,0.1474,0.215,0.6855813953488372,spatial_model_estimated,519,selected,128,4,0.001,0.24048523637946828
temporal_events,North America,1500,human,-9e-4,0.0034000000000000002,0.0025,1.21,human_climate_space,0.0025,0.2056,0.012159533073929961,spatial_model_estimated,539,selected,134,6,0.001,0.2210377319355752
temporal_events,North America,1500,climate,0.0182,0.0397,0.0579,28.11,human_climate_space,0.0579,0.2056,0.2816147859922179,spatial_model_estimated,539,selected,134,6,0.001,0.2210377319355752
temporal_events,North America,1500,space,0.105,0.0402,0.1452,70.49,human_climate_space,0.1452,0.2056,0.7062256809338521,spatial_model_estimated,539,selected,134,6,0.001,0.2210377319355752
temporal_events,North America,2000,human,-1e-4,0.0026,0.0025,1.25,human_climate_space,0.0025,0.2003,0.012481278082875686,spatial_model_estimated,540,selected,133,6,0.001,0.22145429109740355
temporal_events,North America,2000,climate,0.0198,0.03799999999999999,0.0578,28.9,human_climate_space,0.0578,0.2003,0.28856714927608584,spatial_model_estimated,540,selected,133,6,0.001,0.22145429109740355
temporal_events,North America,2000,space,0.1026,0.03740000000000002,0.14,70,human_climate_space,0.14,0.2003,0.6989515726410385,spatial_model_estimated,540,selected,133,6,0.001,0.22145429109740355
temporal_events,North America,2500,human,0.0024,0.0028,0.0052,2.41,human_climate_space,0.0052,0.21559999999999999,0.02411873840445269,spatial_model_estimated,534,selected,132,5,0.001,0.23054346512544477
temporal_events,North America,2500,climate,0.0208,0.0383,0.0591,27.36,human_climate_space,0.0591,0.21559999999999999,0.2741187384044527,spatial_model_estimated,534,selected,132,5,0.001,0.23054346512544477
temporal_events,North America,2500,space,0.1138,0.03749999999999999,0.1513,70.05,human_climate_space,0.1513,0.21559999999999999,0.7017625231910947,spatial_model_estimated,534,selected,132,5,0.001,0.23054346512544477
temporal_events,North America,3000,human,0.0037,0.003,0.0067,3.21,human_climate_space,0.0067,0.2093,0.03201146679407549,spatial_model_estimated,533,selected,130,7,0.001,0.2240762760303593
temporal_events,North America,3000,climate,0.0153,0.0417,0.057,27.27,human_climate_space,0.057,0.2093,0.272336359292881,spatial_model_estimated,533,selected,130,7,0.001,0.2240762760303593
temporal_events,North America,3000,space,0.1045,0.04110000000000001,0.1456,69.67,human_climate_space,0.1456,0.2093,0.6956521739130435,spatial_model_estimated,533,selected,130,7,0.001,0.2240762760303593
temporal_events,North America,3500,human,0.0047,0.0027999999999999995,0.0075,3.77,human_climate_space,0.0075,0.1991,0.03766951280763435,spatial_model_estimated,537,selected,132,4,0.001,0.23638025131473628
temporal_events,North America,3500,climate,0.0183,0.0402,0.0585,29.4,human_climate_space,0.0585,0.1991,0.293822199899548,spatial_model_estimated,537,selected,132,4,0.001,0.23638025131473628
temporal_events,North America,3500,space,0.0943,0.0388,0.1331,66.88,human_climate_space,0.1331,0.1991,0.6685082872928176,spatial_model_estimated,537,selected,132,4,0.001,0.23638025131473628
temporal_events,North America,4000,human,0.0059,0.0030999999999999995,0.009,4.89,human_climate_space,0.009,0.184,0.048913043478260865,spatial_model_estimated,545,selected,135,4,0.001,0.22228153753199598
temporal_events,North America,4000,climate,0.0137,0.0373,0.051,27.72,human_climate_space,0.051,0.184,0.27717391304347827,spatial_model_estimated,545,selected,135,4,0.001,0.22228153753199598
temporal_events,North America,4000,space,0.0875,0.036500000000000005,0.124,67.39,human_climate_space,0.124,0.184,0.6739130434782609,spatial_model_estimated,545,selected,135,4,0.001,0.22228153753199598
temporal_events,North America,4500,human,0.0041,0.0026999999999999993,0.0068,3.3,human_climate_space,0.0068,0.20609999999999998,0.03299369238233867,spatial_model_estimated,541,selected,133,5,0.001,0.22779353174941352
temporal_events,North America,4500,climate,0.0136,0.0412,0.0548,26.6,human_climate_space,0.0548,0.20609999999999998,0.2658903444929646,spatial_model_estimated,541,selected,133,5,0.001,0.22779353174941352
temporal_events,North America,4500,space,0.1037,0.04079999999999999,0.1445,70.15,human_climate_space,0.1445,0.20609999999999998,0.7011159631246968,spatial_model_estimated,541,selected,133,5,0.001,0.22779353174941352
temporal_events,North America,5000,human,0.0035,0.0032,0.0067,3.35,human_climate_space,0.0067,0.2001,0.033483258370814596,spatial_model_estimated,539,selected,132,5,0.001,0.20352241257320225
temporal_events,North America,5000,climate,0.0143,0.0419,0.0562,28.1,human_climate_space,0.0562,0.2001,0.28085957021489255,spatial_model_estimated,539,selected,132,5,0.001,0.20352241257320225
temporal_events,North America,5000,space,0.0945,0.04269999999999999,0.1372,68.6,human_climate_space,0.1372,0.2001,0.6856571714142928,spatial_model_estimated,539,selected,132,5,0.001,0.20352241257320225
temporal_events,North America,5500,human,0.0037,0.0031999999999999997,0.0069,3.43,human_climate_space,0.0069,0.20099999999999998,0.034328358208955224,spatial_model_estimated,544,selected,135,8,0.001,0.20964708650632646
temporal_events,North America,5500,climate,0.0117,0.036199999999999996,0.0479,23.83,human_climate_space,0.0479,0.20099999999999998,0.2383084577114428,spatial_model_estimated,544,selected,135,8,0.001,0.20964708650632646
temporal_events,North America,5500,space,0.1091,0.037099999999999994,0.1462,72.74,human_climate_space,0.1462,0.20099999999999998,0.727363184079602,spatial_model_estimated,544,selected,135,8,0.001,0.20964708650632646
temporal_events,North America,6000,human,0.0031,0.0021,0.0052,2.61,human_climate_space,0.0052,0.1994,0.026078234704112337,spatial_model_estimated,535,selected,133,8,0.001,0.2236886372559974
temporal_events,North America,6000,climate,0.0191,0.035,0.0541,27.19,human_climate_space,0.0541,0.1994,0.27131394182547647,spatial_model_estimated,535,selected,133,8,0.001,0.2236886372559974
temporal_events,North America,6000,space,0.1048,0.0353,0.1401,70.4,human_climate_space,0.1401,0.1994,0.7026078234704113,spatial_model_estimated,535,selected,133,8,0.001,0.2236886372559974
temporal_events,North America,6500,human,5e-4,0.0017000000000000001,0.0022,1.04,human_climate_space,0.0022,0.21239999999999998,0.010357815442561208,spatial_model_estimated,543,selected,135,8,0.001,0.21536768543145146
temporal_events,North America,6500,climate,0.0191,0.0393,0.0584,27.55,human_climate_space,0.0584,0.21239999999999998,0.27495291902071567,spatial_model_estimated,543,selected,135,8,0.001,0.21536768543145146
temporal_events,North America,6500,space,0.1123,0.03949999999999999,0.1518,71.6,human_climate_space,0.1518,0.21239999999999998,0.7146892655367232,spatial_model_estimated,543,selected,135,8,0.001,0.21536768543145146
temporal_events,North America,7000,human,-7e-4,0.0012000000000000001,5e-4,0.24,human_climate_space,5e-4,0.2109,0.002370791844476055,spatial_model_estimated,540,selected,134,10,0.001,0.22290640552474372
temporal_events,North America,7000,climate,0.0284,0.0338,0.0622,29.48,human_climate_space,0.0622,0.2109,0.29492650545282123,spatial_model_estimated,540,selected,134,10,0.001,0.22290640552474372
temporal_events,North America,7000,space,0.1143,0.0339,0.1482,70.24,human_climate_space,0.1482,0.2109,0.7027027027027026,spatial_model_estimated,540,selected,134,10,0.001,0.22290640552474372
temporal_events,North America,7500,human,-7e-4,0.0015999999999999999,9e-4,0.5,human_climate_space,9e-4,0.1788,0.005033557046979866,spatial_model_estimated,542,selected,136,6,0.001,0.2087626764115772
temporal_events,North America,7500,climate,0.0299,0.028399999999999998,0.0583,32.57,human_climate_space,0.0583,0.1788,0.3260626398210291,spatial_model_estimated,542,selected,136,6,0.001,0.2087626764115772
temporal_events,North America,7500,space,0.091,0.0286,0.1196,66.82,human_climate_space,0.1196,0.1788,0.668903803131991,spatial_model_estimated,542,selected,136,6,0.001,0.2087626764115772
temporal_events,North America,8000,human,0,0.002,0.002,1.09,human_climate_space,0.002,0.18389999999999998,0.010875475802066341,spatial_model_estimated,532,selected,131,9,0.001,0.18823644745838852
temporal_events,North America,8000,climate,0.038,0.0317,0.0697,37.88,human_climate_space,0.0697,0.18389999999999998,0.379010331702012,spatial_model_estimated,532,selected,131,9,0.001,0.18823644745838852
temporal_events,North America,8000,space,0.0798,0.0324,0.1122,60.98,human_climate_space,0.1122,0.18389999999999998,0.6101141924959217,spatial_model_estimated,532,selected,131,9,0.001,0.18823644745838852
temporal_events,North America,8500,human,0.0023,5e-4,0.0028,1.37,human_climate_space,0.0028,0.2052,0.013645224171539962,spatial_model_estimated,523,selected,129,7,0.001,0.20524967117404969
temporal_events,North America,8500,climate,0.0287,0.035,0.0637,31.07,human_climate_space,0.0637,0.2052,0.31042884990253417,spatial_model_estimated,523,selected,129,7,0.001,0.20524967117404969
temporal_events,North America,8500,space,0.1037,0.03499999999999999,0.1387,67.66,human_climate_space,0.1387,0.2052,0.6759259259259259,spatial_model_estimated,523,selected,129,7,0.001,0.20524967117404969
temporal_events,Oceania,500,human,-0.0219,0.0039000000000000007,-0.018,-26.47,human_climate_space,0,0.0856,0,no_spatial_terms_selected,33,no_terms_selected,4,0,0.003,0.18217374324066482
temporal_events,Oceania,500,climate,0.0816,0.00399999999999999,0.0856,125.88,human_climate_space,0.0856,0.0856,1,no_spatial_terms_selected,33,no_terms_selected,4,0,0.003,0.18217374324066482
temporal_events,Oceania,500,space,NA,NA,0,NA,human_climate_space,0,0.0856,0,no_spatial_terms_selected,33,no_terms_selected,4,0,0.003,0.18217374324066482
temporal_events,Oceania,1000,human,0.081,-0.021000000000000005,0.06,33.71,human_climate_space,0.06,0.1781,0.3368893879842785,spatial_model_estimated,44,selected,5,1,0.002,0.1726722929420016
temporal_events,Oceania,1000,climate,0.0282,0.0324,0.0606,34.04,human_climate_space,0.0606,0.1781,0.34025828186412127,spatial_model_estimated,44,selected,5,1,0.002,0.1726722929420016
temporal_events,Oceania,1000,space,0.0596,-0.0020999999999999977,0.0575,32.3,human_climate_space,0.0575,0.1781,0.3228523301516002,spatial_model_estimated,44,selected,5,1,0.002,0.1726722929420016
temporal_events,Oceania,1500,human,-0.0145,0.006700000000000001,-0.0078,-7.65,human_climate_space,0,0.10950000000000001,0,spatial_model_estimated,45,selected,5,1,0.011,0.086210414939766
temporal_events,Oceania,1500,climate,0.0998,-0.011399999999999993,0.0884,86.67,human_climate_space,0.0884,0.10950000000000001,0.8073059360730593,spatial_model_estimated,45,selected,5,1,0.011,0.086210414939766
temporal_events,Oceania,1500,space,0.0346,-0.013499999999999998,0.0211,20.69,human_climate_space,0.0211,0.10950000000000001,0.19269406392694063,spatial_model_estimated,45,selected,5,1,0.011,0.086210414939766
temporal_events,Oceania,2000,human,0.0081,0.0014999999999999996,0.0096,30.97,human_climate_space,0.0096,0.030699999999999998,0.3127035830618892,no_spatial_terms_selected,46,no_terms_selected,5,0,0.02,0.0741924453153755
temporal_events,Oceania,2000,climate,0.0195,0.0016000000000000007,0.0211,68.06,human_climate_space,0.0211,0.030699999999999998,0.6872964169381108,no_spatial_terms_selected,46,no_terms_selected,5,0,0.02,0.0741924453153755
