analysis,region,age,predictor,Unique,Average.share,individual,I.perc(%),model_profile,zero_individual,zero_total,allocation,status,n_samples,selection_status,n_candidates,n_selected,global_p_value,spatial_adjusted_r_squared
temporal_spd,North America,3500,human,0.0015,0.0015,0.003,1.53,human_climate_space,0.003,0.196,0.015306122448979591,spatial_model_estimated,537,selected,132,4,0.001,0.2338355110874697
temporal_spd,North America,3500,climate,0.0193,0.040499999999999994,0.0598,30.51,human_climate_space,0.0598,0.196,0.3051020408163265,spatial_model_estimated,537,selected,132,4,0.001,0.2338355110874697
temporal_spd,North America,3500,space,0.0928,0.04040000000000002,0.1332,67.96,human_climate_space,0.1332,0.196,0.6795918367346939,spatial_model_estimated,537,selected,132,4,0.001,0.2338355110874697
temporal_spd,North America,4000,human,0.0043,0.0034999999999999996,0.0078,4.29,human_climate_space,0.0078,0.1824,0.042763157894736836,spatial_model_estimated,545,selected,135,4,0.001,0.21964185606576692
temporal_spd,North America,4000,climate,0.0153,0.036699999999999997,0.052,28.57,human_climate_space,0.052,0.1824,0.2850877192982456,spatial_model_estimated,545,selected,135,4,0.001,0.21964185606576692
temporal_spd,North America,4000,space,0.0844,0.0382,0.1226,67.36,human_climate_space,0.1226,0.1824,0.6721491228070176,spatial_model_estimated,545,selected,135,4,0.001,0.21964185606576692
temporal_spd,North America,4500,human,0.0065,0.0015000000000000005,0.008,3.83,human_climate_space,0.008,0.20850000000000002,0.03836930455635491,spatial_model_estimated,541,selected,133,5,0.001,0.22562409408038864
temporal_spd,North America,4500,climate,0.0157,0.0407,0.0564,26.99,human_climate_space,0.0564,0.20850000000000002,0.27050359712230215,spatial_model_estimated,541,selected,133,5,0.001,0.22562409408038864
temporal_spd,North America,4500,space,0.102,0.04210000000000001,0.1441,68.95,human_climate_space,0.1441,0.20850000000000002,0.6911270983213429,spatial_model_estimated,541,selected,133,5,0.001,0.22562409408038864
temporal_spd,North America,5000,human,0.0024,0.0020000000000000005,0.0044,2.42,human_climate_space,0.0044,0.1815,0.024242424242424246,spatial_model_estimated,539,selected,132,4,0.001,0.1994840112991525
temporal_spd,North America,5000,climate,0.0185,0.0406,0.0591,32.47,human_climate_space,0.0591,0.1815,0.3256198347107438,spatial_model_estimated,539,selected,132,4,0.001,0.1994840112991525
temporal_spd,North America,5000,space,0.0746,0.043399999999999994,0.118,64.84,human_climate_space,0.118,0.1815,0.650137741046832,spatial_model_estimated,539,selected,132,4,0.001,0.1994840112991525
temporal_spd,North America,5500,human,0.0089,0.0011000000000000003,0.01,4.88,human_climate_space,0.01,0.2051,0.04875670404680644,spatial_model_estimated,544,selected,135,7,0.001,0.2036895434659478
temporal_spd,North America,5500,climate,0.0194,0.0331,0.0525,25.61,human_climate_space,0.0525,0.2051,0.25597269624573377,spatial_model_estimated,544,selected,135,7,0.001,0.2036895434659478
temporal_spd,North America,5500,space,0.10780000000000001,0.0348,0.1426,69.56,human_climate_space,0.1426,0.2051,0.6952705997074597,spatial_model_estimated,544,selected,135,7,0.001,0.2036895434659478
temporal_spd,North America,6000,human,0.0121,5.000000000000004e-4,0.0126,6.18,human_climate_space,0.0126,0.2044,0.06164383561643836,spatial_model_estimated,535,selected,133,7,0.001,0.2204126235551338
temporal_spd,North America,6000,climate,0.0237,0.0335,0.0572,28.04,human_climate_space,0.0572,0.2044,0.27984344422700586,spatial_model_estimated,535,selected,133,7,0.001,0.2204126235551338
temporal_spd,North America,6000,space,0.1016,0.033,0.1346,65.98,human_climate_space,0.1346,0.2044,0.6585127201565558,spatial_model_estimated,535,selected,133,7,0.001,0.2204126235551338
temporal_spd,North America,6500,human,0.0078,8.000000000000004e-4,0.0086,3.91,human_climate_space,0.0086,0.2198,0.039126478616924476,spatial_model_estimated,543,selected,135,8,0.001,0.20844276610330803
temporal_spd,North America,6500,climate,0.0196,0.0396,0.0592,26.91,human_climate_space,0.0592,0.2198,0.26933575978161967,spatial_model_estimated,543,selected,135,8,0.001,0.20844276610330803
temporal_spd,North America,6500,space,0.1116,0.04039999999999999,0.152,69.09,human_climate_space,0.152,0.2198,0.6915377616014559,spatial_model_estimated,543,selected,135,8,0.001,0.20844276610330803
temporal_spd,North America,7000,human,0.0094,0.001599999999999999,0.011,5.02,human_climate_space,0.011,0.2186,0.05032021957913998,spatial_model_estimated,540,selected,134,9,0.001,0.21951775490079084
temporal_spd,North America,7000,climate,0.0279,0.0342,0.0621,28.36,human_climate_space,0.0621,0.2186,0.28408051235132664,spatial_model_estimated,540,selected,134,9,0.001,0.21951775490079084
temporal_spd,North America,7000,space,0.1108,0.034699999999999995,0.1455,66.44,human_climate_space,0.1455,0.2186,0.6655992680695334,spatial_model_estimated,540,selected,134,9,0.001,0.21951775490079084
temporal_spd,North America,7500,human,0.0092,0.0017000000000000001,0.0109,6.09,human_climate_space,0.0109,0.17909999999999998,0.06085985482970408,spatial_model_estimated,542,selected,136,5,0.001,0.20425910525454116
temporal_spd,North America,7500,climate,0.0304,0.028,0.0584,32.63,human_climate_space,0.0584,0.17909999999999998,0.3260748185371301,spatial_model_estimated,542,selected,136,5,0.001,0.20425910525454116
temporal_spd,North America,7500,space,0.0802,0.0296,0.1098,61.34,human_climate_space,0.1098,0.17909999999999998,0.6130653266331658,spatial_model_estimated,542,selected,136,5,0.001,0.20425910525454116
temporal_spd,North America,8000,human,0.0088,0,0.0088,4.51,human_climate_space,0.0088,0.1953,0.04505888376856119,spatial_model_estimated,532,selected,131,9,0.001,0.19508751765231414
temporal_spd,North America,8000,climate,0.0383,0.0329,0.0712,36.51,human_climate_space,0.0712,0.1953,0.3645673323092678,spatial_model_estimated,532,selected,131,9,0.001,0.19508751765231414
temporal_spd,North America,8000,space,0.0831,0.032200000000000006,0.1153,59.13,human_climate_space,0.1153,0.1953,0.590373783922171,spatial_model_estimated,532,selected,131,9,0.001,0.19508751765231414
temporal_spd,North America,8500,human,0.001,0.0027,0.0037,1.81,human_climate_space,0.0037,0.20400000000000001,0.018137254901960782,spatial_model_estimated,523,selected,129,7,0.001,0.20593013187773224
temporal_spd,North America,8500,climate,0.0254,0.03730000000000001,0.0627,30.74,human_climate_space,0.0627,0.20400000000000001,0.3073529411764706,spatial_model_estimated,523,selected,129,7,0.001,0.20593013187773224
temporal_spd,North America,8500,space,0.1003,0.0373,0.1376,67.45,human_climate_space,0.1376,0.20400000000000001,0.6745098039215686,spatial_model_estimated,523,selected,129,7,0.001,0.20593013187773224
temporal_spd,Oceania,2000,human,0.0088,0.014399999999999998,0.0232,72.5,human_climate_space,0.0232,0.0315,0.7365079365079364,no_spatial_terms_selected,46,no_terms_selected,5,0,0.025,0.07916033199580763
temporal_spd,Oceania,2000,climate,-0.006,0.0143,0.0083,25.94,human_climate_space,0.0083,0.0315,0.2634920634920635,no_spatial_terms_selected,46,no_terms_selected,5,0,0.025,0.07916033199580763
temporal_spd,Oceania,2000,space,NA,NA,0,NA,human_climate_space,0,0.0315,0,no_spatial_terms_selected,46,no_terms_selected,5,0,0.025,0.07916033199580763
temporal_spd,Oceania,2500,human,0.003,0.0064,0.0094,13.24,human_climate_space,0.0094,0.07050000000000001,0.13333333333333333,no_spatial_terms_selected,45,no_terms_selected,5,0,0.033,0.06808001731440505
temporal_spd,Oceania,2500,climate,0.0547,0.006400000000000003,0.0611,86.06,human_climate_space,0.0611,0.07050000000000001,0.8666666666666666,no_spatial_terms_selected,45,no_terms_selected,5,0,0.033,0.06808001731440505
temporal_spd,Oceania,2500,space,NA,NA,0,NA,human_climate_space,0,0.07050000000000001,0,no_spatial_terms_selected,45,no_terms_selected,5,0,0.033,0.06808001731440505
temporal_spd,Oceania,3000,human,0.0225,0.005000000000000001,0.0275,19.23,human_climate_space,0.0275,0.1429,0.19244226731980407,no_spatial_terms_selected,47,no_terms_selected,5,0,0.035,0.06662111463053977
temporal_spd,Oceania,3000,climate,0.1105,0.004900000000000002,0.1154,80.7,human_climate_space,0.1154,0.1429,0.8075577326801959,no_spatial_terms_selected,47,no_terms_selected,5,0,0.035,0.06662111463053977
temporal_spd,Oceania,3000,space,NA,NA,0,NA,human_climate_space,0,0.1429,0,no_spatial_terms_selected,47,no_terms_selected,5,0,0.035,0.06662111463053977
temporal_spd,Oceania,3500,human,0.0258,-5.999999999999998e-4,0.0252,15.09,human_climate_space,0.0252,0.1671,0.15080789946140036,spatial_model_estimated,46,selected,5,1,0.01,0.09472077659435851
temporal_spd,Oceania,3500,climate,0.1573,-0.018699999999999994,0.1386,82.99,human_climate_space,0.1386,0.1671,0.829443447037702,spatial_model_estimated,46,selected,5,1,0.01,0.09472077659435851
temporal_spd,Oceania,3500,space,0.0244,-0.0211,0.0033,1.98,human_climate_space,0.0033,0.1671,0.019748653500897665,spatial_model_estimated,46,selected,5,1,0.01,0.09472077659435851
temporal_spd,Oceania,4000,human,-2e-4,0.0073999999999999995,0.0072,8.78,human_climate_space,0.0072,0.0822,0.08759124087591241,no_spatial_terms_selected,47,no_terms_selected,5,0,0.017,0.08438670241344126
temporal_spd,Oceania,4000,climate,0.0676,0.007400000000000004,0.075,91.46,human_climate_space,0.075,0.0822,0.9124087591240876,no_spatial_terms_selected,47,no_terms_selected,5,0,0.017,0.08438670241344126
temporal_spd,Oceania,4000,space,NA,NA,0,NA,human_climate_space,0,0.0822,0,no_spatial_terms_selected,47,no_terms_selected,5,0,0.017,0.08438670241344126
temporal_spd,Oceania,4500,human,4e-4,0.0052,0.0056,4.06,human_climate_space,0.0056,0.1377,0.040668119099491654,spatial_model_estimated,47,selected,5,1,0.015,0.09034974818315511
temporal_spd,Oceania,4500,climate,0.1283,-0.001799999999999996,0.1265,91.67,human_climate_space,0.1265,0.1377,0.9186637618010168,spatial_model_estimated,47,selected,5,1,0.015,0.09034974818315511
temporal_spd,Oceania,4500,space,0.0144,-0.008799999999999999,0.0056,4.06,human_climate_space,0.0056,0.1377,0.040668119099491654,spatial_model_estimated,47,selected,5,1,0.015,0.09034974818315511
temporal_spd,Oceania,5000,human,-0.0093,0.0109,0.0016,2.46,human_climate_space,0.0016,0.065,0.024615384615384615,no_spatial_terms_selected,47,no_spatial_signal,5,0,0.073,0.05164046461194194
temporal_spd,Oceania,5000,climate,0.0525,0.0109,0.0634,97.54,human_climate_space,0.0634,0.065,0.9753846153846153,no_spatial_terms_selected,47,no_spatial_signal,5,0,0.073,0.05164046461194194
temporal_spd,Oceania,5000,space,NA,NA,0,NA,human_climate_space,0,0.065,0,no_spatial_terms_selected,47,no_spatial_signal,5,0,0.073,0.05164046461194194
temporal_spd,Oceania,5500,human,-6e-4,0.0063999999999999994,0.0058,9.06,human_climate_space,0.0058,0.0643,0.09020217729393468,no_spatial_terms_selected,46,no_spatial_signal,5,0,0.157,0.03502088499984546
temporal_spd,Oceania,5500,climate,0.052,0.006500000000000006,0.0585,91.41,human_climate_space,0.0585,0.0643,0.9097978227060655,no_spatial_terms_selected,46,no_spatial_signal,5,0,0.157,0.03502088499984546
temporal_spd,Oceania,5500,space,NA,NA,0,NA,human_climate_space,0,0.0643,0,no_spatial_terms_selected,46,no_spatial_signal,5,0,0.157,0.03502088499984546
temporal_spd,Oceania,6000,human,-0.0025,0.0012000000000000001,-0.0013,-1.91,human_climate_space,0,0.0688,0,no_spatial_terms_selected,45,no_spatial_signal,5,0,0.098,0.05184354224025578
temporal_spd,Oceania,6000,climate,0.0676,0.0012000000000000066,0.0688,101.18,human_climate_space,0.0688,0.0688,1,no_spatial_terms_selected,45,no_spatial_signal,5,0,0.098,0.05184354224025578
temporal_spd,Oceania,6000,space,NA,NA,0,NA,human_climate_space,0,0.0688,0,no_spatial_terms_selected,45,no_spatial_signal,5,0,0.098,0.05184354224025578
temporal_spd,Oceania,6500,human,-0.0143,0.0019000000000000006,-0.0124,-16.76,human_climate_space,0,0.0866,0,no_spatial_terms_selected,43,no_spatial_signal,7,0,0.056,0.08401913166316233
temporal_spd,Oceania,6500,climate,0.0847,0.001899999999999999,0.0866,117.03,human_climate_space,0.0866,0.0866,1,no_spatial_terms_selected,43,no_spatial_signal,7,0,0.056,0.08401913166316233
temporal_spd,Oceania,6500,space,NA,NA,0,NA,human_climate_space,0,0.0866,0,no_spatial_terms_selected,43,no_spatial_signal,7,0,0.056,0.08401913166316233
temporal_spd,Oceania,7000,human,-0.0166,0.0028000000000000004,-0.0138,197.14,human_climate_space,0,0.0066,0,no_spatial_terms_selected,42,no_terms_selected,5,0,0.005,0.1167411825448168
temporal_spd,Oceania,7000,climate,0.0038,0.0028,0.0066,-94.29,human_climate_space,0.0066,0.0066,1,no_spatial_terms_selected,42,no_terms_selected,5,0,0.005,0.1167411825448168
temporal_spd,Oceania,7000,space,NA,NA,0,NA,human_climate_space,0,0.0066,0,no_spatial_terms_selected,42,no_terms_selected,5,0,0.005,0.1167411825448168
temporal_spd,Oceania,7500,human,-0.0169,0.0019999999999999983,-0.0149,-53.21,human_climate_space,0,0.0432,0,no_spatial_terms_selected,42,no_terms_selected,5,0,0.015,0.100484507686732
temporal_spd,Oceania,7500,climate,0.0412,0.0020000000000000018,0.0432,154.29,human_climate_space,0.0432,0.0432,1,no_spatial_terms_selected,42,no_terms_selected,5,0,0.015,0.100484507686732
temporal_spd,Oceania,7500,space,NA,NA,0,NA,human_climate_space,0,0.0432,0,no_spatial_terms_selected,42,no_terms_selected,5,0,0.015,0.100484507686732
temporal_spd,Oceania,8000,human,-0.0015,0.0023,8e-4,1.33,human_climate_space,8e-4,0.0601,0.013311148086522463,no_spatial_terms_selected,40,no_terms_selected,7,0,0.019,0.12824914481827188
temporal_spd,Oceania,8000,climate,0.057,0.0022999999999999965,0.0593,98.83,human_climate_space,0.0593,0.0601,0.9866888519134775,no_spatial_terms_selected,40,no_terms_selected,7,0,0.019,0.12824914481827188
temporal_spd,Oceania,8000,space,NA,NA,0,NA,human_climate_space,0,0.0601,0,no_spatial_terms_selected,40,no_terms_selected,7,0,0.019,0.12824914481827188
temporal_spd,Oceania,8500,human,-0.008,0.007,-0.001,-0.93,human_climate_space,0,0.1079,0,spatial_model_estimated,39,selected,6,1,0.031,0.10378179454446046
temporal_spd,Oceania,8500,climate,0.0393,0.0167,0.056,52.34,human_climate_space,0.056,0.1079,0.5189990732159407,spatial_model_estimated,39,selected,6,1,0.031,0.10378179454446046
temporal_spd,Oceania,8500,space,0.0381,0.0138,0.0519,48.5,human_climate_space,0.0519,0.1079,0.48100092678405937,spatial_model_estimated,39,selected,6,1,0.031,0.10378179454446046
temporal_events,Asia,500,human,0.0419,0.022700000000000005,0.0646,47.5,human_climate_space,0.0646,0.13640000000000002,0.4736070381231671,no_spatial_terms_selected,110,no_terms_selected,25,0,0.015,0.08688583053723042
temporal_events,Asia,500,climate,0.0491,0.022700000000000005,0.0718,52.79,human_climate_space,0.0718,0.13640000000000002,0.5263929618768328,no_spatial_terms_selected,110,no_terms_selected,25,0,0.015,0.08688583053723042
temporal_events,Asia,500,space,NA,NA,0,NA,human_climate_space,0,0.13640000000000002,0,no_spatial_terms_selected,110,no_terms_selected,25,0,0.015,0.08688583053723042
temporal_events,Asia,1000,human,0.0297,0.018399999999999996,0.0481,37.87,human_climate_space,0.0481,0.1268,0.37933753943217663,spatial_model_estimated,156,selected,35,1,0.001,0.1247380705295057
temporal_events,Asia,1000,climate,0.0265,0.015799999999999998,0.0423,33.31,human_climate_space,0.0423,0.1268,0.333596214511041,spatial_model_estimated,156,selected,35,1,0.001,0.1247380705295057
temporal_events,Asia,1000,space,0.0327,0.003700000000000002,0.0364,28.66,human_climate_space,0.0364,0.1268,0.2870662460567824,spatial_model_estimated,156,selected,35,1,0.001,0.1247380705295057
temporal_events,Asia,1500,human,0.0388,0.018099999999999998,0.0569,55.24,human_climate_space,0.0569,0.1033,0.5508228460793804,no_spatial_terms_selected,171,no_terms_selected,41,0,0.001,0.1118180727644722
temporal_events,Asia,1500,climate,0.0283,0.018099999999999998,0.0464,45.05,human_climate_space,0.0464,0.1033,0.4491771539206195,no_spatial_terms_selected,171,no_terms_selected,41,0,0.001,0.1118180727644722
temporal_events,Asia,1500,space,NA,NA,0,NA,human_climate_space,0,0.1033,0,no_spatial_terms_selected,171,no_terms_selected,41,0,0.001,0.1118180727644722
temporal_events,Asia,2000,human,0.0425,0.015,0.0575,51.34,human_climate_space,0.0575,0.11180000000000001,0.5143112701252236,no_spatial_terms_selected,174,no_terms_selected,42,0,0.001,0.12028397065317908
temporal_events,Asia,2000,climate,0.0393,0.015,0.0543,48.48,human_climate_space,0.0543,0.11180000000000001,0.48568872987477635,no_spatial_terms_selected,174,no_terms_selected,42,0,0.001,0.12028397065317908
temporal_events,Asia,2000,space,NA,NA,0,NA,human_climate_space,0,0.11180000000000001,0,no_spatial_terms_selected,174,no_terms_selected,42,0,0.001,0.12028397065317908
temporal_events,Asia,2500,human,0.024,0.018099999999999998,0.0421,28.45,human_climate_space,0.0421,0.1483,0.28388401888064735,spatial_model_estimated,171,selected,40,1,0.001,0.13072044848139297
temporal_events,Asia,2500,climate,0.0528,0.015600000000000003,0.0684,46.22,human_climate_space,0.0684,0.1483,0.46122724207687127,spatial_model_estimated,171,selected,40,1,0.001,0.13072044848139297
temporal_events,Asia,2500,space,0.0412,-0.0034000000000000002,0.0378,25.54,human_climate_space,0.0378,0.1483,0.2548887390424815,spatial_model_estimated,171,selected,40,1,0.001,0.13072044848139297
temporal_events,Asia,3000,human,0.0324,0.012700000000000003,0.0451,39.56,human_climate_space,0.0451,0.1142,0.3949211908931699,no_spatial_terms_selected,174,no_terms_selected,41,0,0.001,0.11889413403854332
temporal_events,Asia,3000,climate,0.0564,0.012699999999999996,0.0691,60.61,human_climate_space,0.0691,0.1142,0.6050788091068301,no_spatial_terms_selected,174,no_terms_selected,41,0,0.001,0.11889413403854332
temporal_events,Asia,3000,space,NA,NA,0,NA,human_climate_space,0,0.1142,0,no_spatial_terms_selected,174,no_terms_selected,41,0,0.001,0.11889413403854332
temporal_events,Asia,3500,human,0.0085,0.0066,0.0151,15.25,human_climate_space,0.0151,0.0988,0.152834008097166,no_spatial_terms_selected,172,no_terms_selected,40,0,0.006,0.09017942414259306
temporal_events,Asia,3500,climate,0.0772,0.006499999999999992,0.0837,84.55,human_climate_space,0.0837,0.0988,0.847165991902834,no_spatial_terms_selected,172,no_terms_selected,40,0,0.006,0.09017942414259306
temporal_events,Asia,3500,space,NA,NA,0,NA,human_climate_space,0,0.0988,0,no_spatial_terms_selected,172,no_terms_selected,40,0,0.006,0.09017942414259306
temporal_events,Asia,4000,human,0.0074,0.003299999999999999,0.0107,13.54,human_climate_space,0.0107,0.0791,0.13527180783817952,no_spatial_terms_selected,174,no_terms_selected,41,0,0.002,0.10232365648815789
temporal_events,Asia,4000,climate,0.0651,0.0032999999999999974,0.0684,86.58,human_climate_space,0.0684,0.0791,0.8647281921618205,no_spatial_terms_selected,174,no_terms_selected,41,0,0.002,0.10232365648815789
temporal_events,Asia,4000,space,NA,NA,0,NA,human_climate_space,0,0.0791,0,no_spatial_terms_selected,174,no_terms_selected,41,0,0.002,0.10232365648815789
temporal_events,Asia,4500,human,0.0169,0.0032000000000000015,0.0201,14.26,human_climate_space,0.0201,0.1412,0.14235127478753543,spatial_model_estimated,171,selected,40,1,0.001,0.12621435495299993
temporal_events,Asia,4500,climate,0.0776,0.0032999999999999974,0.0809,57.38,human_climate_space,0.0809,0.1412,0.5729461756373938,spatial_model_estimated,171,selected,40,1,0.001,0.12621435495299993
temporal_events,Asia,4500,space,0.0446,-0.004400000000000001,0.0402,28.51,human_climate_space,0.0402,0.1412,0.28470254957507085,spatial_model_estimated,171,selected,40,1,0.001,0.12621435495299993
temporal_events,Asia,5000,human,0.0213,0.0028000000000000004,0.0241,18.68,human_climate_space,0.0241,0.1292,0.18653250773993807,spatial_model_estimated,174,selected,40,1,0.002,0.09633765719536314
temporal_events,Asia,5000,climate,0.0701,0.005400000000000002,0.0755,58.53,human_climate_space,0.0755,0.1292,0.5843653250773994,spatial_model_estimated,174,selected,40,1,0.002,0.09633765719536314
temporal_events,Asia,5000,space,0.0316,-0.0020000000000000018,0.0296,22.95,human_climate_space,0.0296,0.1292,0.22910216718266252,spatial_model_estimated,174,selected,40,1,0.002,0.09633765719536314
temporal_events,Asia,5500,human,0.0124,0.0017000000000000001,0.0141,10.14,human_climate_space,0.0141,0.1391,0.10136592379583033,spatial_model_estimated,173,selected,41,1,0.001,0.1238697791829454
temporal_events,Asia,5500,climate,0.0883,0.0030999999999999917,0.0914,65.76,human_climate_space,0.0914,0.1391,0.6570812365204888,spatial_model_estimated,173,selected,41,1,0.001,0.1238697791829454
temporal_events,Asia,5500,space,0.035,-0.0014000000000000054,0.0336,24.17,human_climate_space,0.0336,0.1391,0.2415528396836808,spatial_model_estimated,173,selected,41,1,0.001,0.1238697791829454
temporal_events,Asia,6000,human,0.0082,9.99999999999994e-5,0.0083,6.38,human_climate_space,0.0083,0.1302,0.06374807987711213,spatial_model_estimated,175,selected,41,1,0.006,0.07965717339775313
temporal_events,Asia,6000,climate,0.0961,3.999999999999976e-4,0.0965,74.23,human_climate_space,0.0965,0.1302,0.7411674347158218,spatial_model_estimated,175,selected,41,1,0.006,0.07965717339775313
temporal_events,Asia,6000,space,0.0275,-0.002100000000000001,0.0254,19.54,human_climate_space,0.0254,0.1302,0.19508448540706602,spatial_model_estimated,175,selected,41,1,0.006,0.07965717339775313
temporal_events,Asia,6500,human,3e-4,0.0013000000000000002,0.0016,1.47,human_climate_space,0.0016,0.10890000000000001,0.014692378328741965,no_spatial_terms_selected,163,no_spatial_signal,39,0,0.182,0.025955529857810578
temporal_events,Asia,6500,climate,0.1059,0.0014000000000000123,0.1073,98.44,human_climate_space,0.1073,0.10890000000000001,0.985307621671258,no_spatial_terms_selected,163,no_spatial_signal,39,0,0.182,0.025955529857810578
temporal_events,Asia,6500,space,NA,NA,0,NA,human_climate_space,0,0.10890000000000001,0,no_spatial_terms_selected,163,no_spatial_signal,39,0,0.182,0.025955529857810578
temporal_events,Asia,7000,human,9e-4,0.001,0.0019,1.58,human_climate_space,0.0019,0.1195,0.015899581589958158,no_spatial_terms_selected,160,no_spatial_signal,38,0,0.111,0.03574996150226184
temporal_events,Asia,7000,climate,0.1167,8.99999999999998e-4,0.1176,98,human_climate_space,0.1176,0.1195,0.9841004184100418,no_spatial_terms_selected,160,no_spatial_signal,38,0,0.111,0.03574996150226184
temporal_events,Asia,7000,space,NA,NA,0,NA,human_climate_space,0,0.1195,0,no_spatial_terms_selected,160,no_spatial_signal,38,0,0.111,0.03574996150226184
temporal_events,Asia,7500,human,0.0056,0.0024000000000000002,0.008,5.52,human_climate_space,0.008,0.1447,0.055286800276434005,no_spatial_terms_selected,153,no_spatial_signal,36,0,0.111,0.03901054053480013
temporal_events,Asia,7500,climate,0.1343,0.0023999999999999855,0.1367,94.28,human_climate_space,0.1367,0.1447,0.9447131997235659,no_spatial_terms_selected,153,no_spatial_signal,36,0,0.111,0.03901054053480013
temporal_events,Asia,7500,space,NA,NA,0,NA,human_climate_space,0,0.1447,0,no_spatial_terms_selected,153,no_spatial_signal,36,0,0.111,0.03901054053480013
temporal_events,Asia,8000,human,0.0065,8.000000000000004e-4,0.0073,3.99,human_climate_space,0.0073,0.18309999999999998,0.03986892408519935,spatial_model_estimated,150,selected,37,1,0.005,0.08976956152769155
temporal_events,Asia,8000,climate,0.1485,0.005500000000000005,0.154,84.15,human_climate_space,0.154,0.18309999999999998,0.8410704533042054,spatial_model_estimated,150,selected,37,1,0.005,0.08976956152769155
temporal_events,Asia,8000,space,0.0202,0.0016000000000000007,0.0218,11.91,human_climate_space,0.0218,0.18309999999999998,0.11906062261059532,spatial_model_estimated,150,selected,37,1,0.005,0.08976956152769155
temporal_events,Asia,8500,human,0.0065,0.0056,0.0121,6.58,human_climate_space,0.0121,0.1844,0.06561822125813449,spatial_model_estimated,138,selected,32,1,0.013,0.07760623202842976
temporal_events,Asia,8500,climate,0.1553,0.00360000000000002,0.1589,86.36,human_climate_space,0.1589,0.1844,0.8617136659436009,spatial_model_estimated,138,selected,32,1,0.013,0.07760623202842976
temporal_events,Asia,8500,space,0.0169,-0.003499999999999998,0.0134,7.28,human_climate_space,0.0134,0.1844,0.07266811279826464,spatial_model_estimated,138,selected,32,1,0.013,0.07760623202842976
temporal_events,Europe,500,human,0.0031,0.0084,0.0115,6.15,human_climate_space,0.0115,0.1869,0.06153023006955591,spatial_model_estimated,277,selected,57,7,0.001,0.2373124467214509
temporal_events,Europe,500,climate,0.06,0.006199999999999997,0.0662,35.4,human_climate_space,0.0662,0.1869,0.3542001070090957,spatial_model_estimated,277,selected,57,7,0.001,0.2373124467214509
temporal_events,Europe,500,space,0.1054,0.0038000000000000117,0.1092,58.4,human_climate_space,0.1092,0.1869,0.5842696629213483,spatial_model_estimated,277,selected,57,7,0.001,0.2373124467214509
temporal_events,Europe,1000,human,0.0078,0.009,0.0168,7.71,human_climate_space,0.0168,0.2182,0.07699358386801099,spatial_model_estimated,369,selected,77,7,0.001,0.23598590215270987
temporal_events,Europe,1000,climate,0.0523,0.028999999999999998,0.0813,37.29,human_climate_space,0.0813,0.2182,0.37259395050412464,spatial_model_estimated,369,selected,77,7,0.001,0.23598590215270987
temporal_events,Europe,1000,space,0.0943,0.025800000000000003,0.1201,55.09,human_climate_space,0.1201,0.2182,0.5504124656278643,spatial_model_estimated,369,selected,77,7,0.001,0.23598590215270987
temporal_events,Europe,1500,human,0.0119,0.006699999999999998,0.0186,8.69,human_climate_space,0.0186,0.2136,0.08707865168539325,spatial_model_estimated,386,selected,82,9,0.001,0.2413834114034653
temporal_events,Europe,1500,climate,0.0396,0.0279,0.0675,31.54,human_climate_space,0.0675,0.2136,0.3160112359550562,spatial_model_estimated,386,selected,82,9,0.001,0.2413834114034653
temporal_events,Europe,1500,space,0.0982,0.029300000000000007,0.1275,59.58,human_climate_space,0.1275,0.2136,0.5969101123595505,spatial_model_estimated,386,selected,82,9,0.001,0.2413834114034653
temporal_events,Europe,2000,human,0.0106,0.006199999999999999,0.0168,8.94,human_climate_space,0.0168,0.1881,0.08931419457735247,spatial_model_estimated,389,selected,82,7,0.001,0.22259054294921488
temporal_events,Europe,2000,climate,0.0523,0.0204,0.0727,38.67,human_climate_space,0.0727,0.1881,0.3864965443912813,spatial_model_estimated,389,selected,82,7,0.001,0.22259054294921488
temporal_events,Europe,2000,space,0.0772,0.02139999999999999,0.0986,52.45,human_climate_space,0.0986,0.1881,0.5241892610313663,spatial_model_estimated,389,selected,82,7,0.001,0.22259054294921488
temporal_events,Europe,2500,human,0.0028,0.006499999999999999,0.0093,5.41,human_climate_space,0.0093,0.1722,0.05400696864111498,spatial_model_estimated,392,selected,83,8,0.001,0.22665909649077853
temporal_events,Europe,2500,climate,0.0569,0.010299999999999997,0.0672,39.07,human_climate_space,0.0672,0.1722,0.3902439024390244,spatial_model_estimated,392,selected,83,8,0.001,0.22665909649077853
temporal_events,Europe,2500,space,0.0872,0.008499999999999994,0.0957,55.64,human_climate_space,0.0957,0.1722,0.5557491289198606,spatial_model_estimated,392,selected,83,8,0.001,0.22665909649077853
temporal_events,Europe,3000,human,0.0057,0.0025000000000000005,0.0082,5.54,human_climate_space,0.0082,0.1481,0.05536799459824443,spatial_model_estimated,387,selected,81,7,0.001,0.22305395183969356
temporal_events,Europe,3000,climate,0.0475,0.006600000000000002,0.0541,36.55,human_climate_space,0.0541,0.1481,0.3652937204591492,spatial_model_estimated,387,selected,81,7,0.001,0.22305395183969356
temporal_events,Europe,3000,space,0.0781,0.0076999999999999985,0.0858,57.97,human_climate_space,0.0858,0.1481,0.5793382849426063,spatial_model_estimated,387,selected,81,7,0.001,0.22305395183969356
