analysis,region,age,predictor,profile,individual_sum,total_sum,pooled_allocation,n_models
temporal_spd,Latin America,3000,climate,zero_truncated,0.1714,0.18,0.9522222222222222,1
temporal_spd,Latin America,3000,human,zero_truncated,0.0086,0.18,0.04777777777777778,1
temporal_spd,Latin America,3500,climate,zero_truncated,0.1911,0.2041,0.9363057324840763,1
temporal_spd,Latin America,3500,human,zero_truncated,0.013,0.2041,0.06369426751592357,1
temporal_spd,Latin America,4000,climate,zero_truncated,0.1913,0.2183,0.8763169949610627,1
temporal_spd,Latin America,4000,human,zero_truncated,0.027,0.2183,0.12368300503893724,1
temporal_spd,Latin America,4500,climate,zero_truncated,0.1816,0.1973,0.9204257475924987,1
temporal_spd,Latin America,4500,human,zero_truncated,0.0157,0.1973,0.07957425240750125,1
temporal_spd,Latin America,5000,climate,zero_truncated,0.1792,0.204,0.8784313725490197,1
temporal_spd,Latin America,5000,human,zero_truncated,0.0248,0.204,0.12156862745098039,1
temporal_spd,Latin America,5500,climate,zero_truncated,0.1558,0.16519999999999999,0.9430992736077483,1
temporal_spd,Latin America,5500,human,zero_truncated,0.0094,0.16519999999999999,0.05690072639225182,1
temporal_spd,Latin America,6000,climate,zero_truncated,0.1603,0.1698,0.9440518256772673,1
temporal_spd,Latin America,6000,human,zero_truncated,0.0095,0.1698,0.05594817432273262,1
temporal_spd,Latin America,6500,climate,zero_truncated,0.163,0.163,1,1
temporal_spd,Latin America,6500,human,zero_truncated,0,0.163,0,1
temporal_spd,Latin America,7000,climate,zero_truncated,0.122,0.1284,0.9501557632398755,1
temporal_spd,Latin America,7000,human,zero_truncated,0.0064,0.1284,0.049844236760124616,1
temporal_spd,Latin America,7500,climate,zero_truncated,0.1455,0.1455,1,1
temporal_spd,Latin America,7500,human,zero_truncated,0,0.1455,0,1
temporal_spd,Latin America,8000,climate,zero_truncated,0.1216,0.1728,0.7037037037037037,1
temporal_spd,Latin America,8000,human,zero_truncated,0.0512,0.1728,0.2962962962962963,1
temporal_spd,Latin America,8500,climate,zero_truncated,0.1274,0.1371,0.9292487235594458,1
temporal_spd,Latin America,8500,human,zero_truncated,0.0097,0.1371,0.07075127644055434,1
temporal_spd,North America,2000,climate,zero_truncated,0.0944,0.1001,0.9430569430569431,1
temporal_spd,North America,2000,human,zero_truncated,0.0057,0.1001,0.05694305694305695,1
temporal_spd,North America,2500,climate,zero_truncated,0.0994,0.1075,0.9246511627906977,1
temporal_spd,North America,2500,human,zero_truncated,0.0081,0.1075,0.07534883720930233,1
temporal_spd,North America,3000,climate,zero_truncated,0.1006,0.1093,0.9204025617566332,1
temporal_spd,North America,3000,human,zero_truncated,0.0087,0.1093,0.07959743824336687,1
temporal_spd,North America,3500,climate,zero_truncated,0.0995,0.10310000000000001,0.9650824442289039,1
temporal_spd,North America,3500,human,zero_truncated,0.0036,0.10310000000000001,0.034917555771096016,1
temporal_spd,North America,4000,climate,zero_truncated,0.0877,0.098,0.8948979591836734,1
temporal_spd,North America,4000,human,zero_truncated,0.0103,0.098,0.10510204081632653,1
temporal_spd,North America,4500,climate,zero_truncated,0.097,0.1065,0.9107981220657277,1
temporal_spd,North America,4500,human,zero_truncated,0.0095,0.1065,0.0892018779342723,1
temporal_spd,North America,5000,climate,zero_truncated,0.1001,0.1069,0.9363891487371375,1
temporal_spd,North America,5000,human,zero_truncated,0.0068,0.1069,0.06361085126286249,1
temporal_spd,North America,5500,climate,zero_truncated,0.0859,0.0973,0.8828365878725591,1
temporal_spd,North America,5500,human,zero_truncated,0.0114,0.0973,0.11716341212744091,1
temporal_spd,North America,6000,climate,zero_truncated,0.0902,0.1028,0.877431906614786,1
temporal_spd,North America,6000,human,zero_truncated,0.0126,0.1028,0.122568093385214,1
temporal_spd,North America,6500,climate,zero_truncated,0.0988,0.1081,0.913968547641073,1
temporal_spd,North America,6500,human,zero_truncated,0.0093,0.1081,0.08603145235892691,1
temporal_spd,North America,7000,climate,zero_truncated,0.0958,0.10779999999999999,0.888682745825603,1
temporal_spd,North America,7000,human,zero_truncated,0.012,0.10779999999999999,0.11131725417439704,1
temporal_spd,North America,7500,climate,zero_truncated,0.0863,0.0989,0.8725985844287159,1
temporal_spd,North America,7500,human,zero_truncated,0.0126,0.0989,0.12740141557128412,1
temporal_spd,North America,8000,climate,zero_truncated,0.1037,0.1122,0.9242424242424243,1
temporal_spd,North America,8000,human,zero_truncated,0.0085,0.1122,0.07575757575757577,1
temporal_spd,North America,8500,climate,zero_truncated,0.0986,0.1036,0.9517374517374517,1
temporal_spd,North America,8500,human,zero_truncated,0.005,0.1036,0.04826254826254826,1
temporal_spd,Oceania,2000,climate,zero_truncated,0.0083,0.0315,0.2634920634920635,1
temporal_spd,Oceania,2000,human,zero_truncated,0.0232,0.0315,0.7365079365079364,1
temporal_spd,Oceania,2500,climate,zero_truncated,0.0611,0.07050000000000001,0.8666666666666666,1
temporal_spd,Oceania,2500,human,zero_truncated,0.0094,0.07050000000000001,0.13333333333333333,1
temporal_spd,Oceania,3000,climate,zero_truncated,0.1154,0.1429,0.8075577326801959,1
temporal_spd,Oceania,3000,human,zero_truncated,0.0275,0.1429,0.19244226731980407,1
temporal_spd,Oceania,3500,climate,zero_truncated,0.1191,0.1427,0.8346180798878767,1
temporal_spd,Oceania,3500,human,zero_truncated,0.0236,0.1427,0.16538192011212333,1
temporal_spd,Oceania,4000,climate,zero_truncated,0.075,0.0822,0.9124087591240876,1
temporal_spd,Oceania,4000,human,zero_truncated,0.0072,0.0822,0.08759124087591241,1
temporal_spd,Oceania,4500,climate,zero_truncated,0.1186,0.1234,0.9611021069692058,1
temporal_spd,Oceania,4500,human,zero_truncated,0.0048,0.1234,0.03889789303079416,1
temporal_spd,Oceania,5000,climate,zero_truncated,0.0634,0.065,0.9753846153846153,1
temporal_spd,Oceania,5000,human,zero_truncated,0.0016,0.065,0.024615384615384615,1
temporal_spd,Oceania,5500,climate,zero_truncated,0.0585,0.0643,0.9097978227060655,1
temporal_spd,Oceania,5500,human,zero_truncated,0.0058,0.0643,0.09020217729393468,1
temporal_spd,Oceania,6000,climate,zero_truncated,0.0688,0.0688,1,1
temporal_spd,Oceania,6000,human,zero_truncated,0,0.0688,0,1
temporal_spd,Oceania,6500,climate,zero_truncated,0.0866,0.0866,1,1
temporal_spd,Oceania,6500,human,zero_truncated,0,0.0866,0,1
temporal_spd,Oceania,7500,climate,zero_truncated,0.0432,0.0432,1,1
temporal_spd,Oceania,7500,human,zero_truncated,0,0.0432,0,1
temporal_spd,Oceania,8000,climate,zero_truncated,0.0593,0.0601,0.9866888519134775,1
temporal_spd,Oceania,8000,human,zero_truncated,8e-4,0.0601,0.013311148086522463,1
temporal_spd,Oceania,8500,climate,zero_truncated,0.0676,0.0687,0.9839883551673945,1
temporal_spd,Oceania,8500,human,zero_truncated,0.0011,0.0687,0.01601164483260553,1
