analysis,region,age,predictor,Unique,Average.share,individual,I.perc(%),model_profile
temporal_events,Europe,3500,human,0.0128,9.999999999999992e-4,0.0138,18.16,human_climate
temporal_events,Europe,3500,climate,0.0612,0.0010000000000000009,0.0622,81.84,human_climate
temporal_events,Europe,3500,human,0.0122,5.999999999999998e-4,0.0128,6.81,human_climate_space
temporal_events,Europe,3500,climate,0.0711,-0.004699999999999996,0.0664,35.32,human_climate_space
temporal_events,Europe,3500,space,0.1122,-0.0031999999999999945,0.109,57.98,human_climate_space
temporal_events,Europe,4000,human,0.007,0,0.007,8.14,human_climate
temporal_events,Europe,4000,climate,0.0793,-9.999999999998899e-5,0.0792,92.09,human_climate
temporal_events,Europe,4000,human,0.0046,0.001,0.0056,3.06,human_climate_space
temporal_events,Europe,4000,climate,0.0818,-0.0015000000000000013,0.0803,43.88,human_climate_space
temporal_events,Europe,4000,space,0.0967,3.000000000000086e-4,0.097,53.01,human_climate_space
temporal_events,Europe,4500,human,0.004,-6.000000000000003e-4,0.0034,3.82,human_climate
temporal_events,Europe,4500,climate,0.0859,-5.000000000000004e-4,0.0854,95.96,human_climate
temporal_events,Europe,4500,human,0.0032,-1.0000000000000026e-4,0.0031,1.59,human_climate_space
temporal_events,Europe,4500,climate,0.0502,0.017399999999999992,0.0676,34.67,human_climate_space
temporal_events,Europe,4500,space,0.1066,0.018100000000000005,0.1247,63.95,human_climate_space
temporal_events,Europe,5000,human,0.0106,-0.0013000000000000008,0.0093,12.24,human_climate
temporal_events,Europe,5000,climate,0.0686,-0.0013999999999999985,0.0672,88.42,human_climate
temporal_events,Europe,5000,human,0.0076,4.999999999999996e-4,0.0081,4.82,human_climate_space
temporal_events,Europe,5000,climate,0.0515,0.0075,0.059,35.12,human_climate_space
temporal_events,Europe,5000,space,0.091,0.009400000000000006,0.1004,59.76,human_climate_space
temporal_events,Europe,5500,human,0.0047,-0.0012000000000000001,0.0035,3.98,human_climate
temporal_events,Europe,5500,climate,0.0855,-0.0012000000000000066,0.0843,95.8,human_climate
temporal_events,Europe,5500,human,0.0079,-0.0032000000000000006,0.0047,2.46,human_climate_space
temporal_events,Europe,5500,climate,0.0793,0.0016000000000000042,0.0809,42.36,human_climate_space
temporal_events,Europe,5500,space,0.1032,0.0021000000000000046,0.1053,55.13,human_climate_space
temporal_events,Europe,6000,human,0.0068,-0.0016999999999999993,0.0051,6.14,human_climate
temporal_events,Europe,6000,climate,0.0793,-0.0016999999999999932,0.0776,93.49,human_climate
temporal_events,Europe,6000,human,0.0034,5e-4,0.0039,2.2,human_climate_space
temporal_events,Europe,6000,climate,0.0565,0.010199999999999994,0.0667,37.68,human_climate_space
temporal_events,Europe,6000,space,0.0945,0.0121,0.1066,60.23,human_climate_space
temporal_events,Europe,6500,human,0.0043,-0.0021,0.0022,3.24,human_climate
temporal_events,Europe,6500,climate,0.0678,-0.0021000000000000046,0.0657,96.62,human_climate
temporal_events,Europe,6500,human,1e-4,9e-4,0.001,0.58,human_climate_space
temporal_events,Europe,6500,climate,0.0325,0.0165,0.049,28.49,human_climate_space
temporal_events,Europe,6500,space,0.1041,0.0179,0.122,70.93,human_climate_space
temporal_events,Europe,7000,human,0.0114,-0.0014999999999999996,0.0099,11.93,human_climate
temporal_events,Europe,7000,climate,0.0746,-0.0015000000000000013,0.0731,88.07,human_climate
temporal_events,Europe,7000,human,0.0086,5.999999999999998e-4,0.0092,5.38,human_climate_space
temporal_events,Europe,7000,climate,0.0494,0.011799999999999998,0.0612,35.79,human_climate_space
temporal_events,Europe,7000,space,0.0884,0.0126,0.101,59.06,human_climate_space
temporal_events,Europe,7500,human,0.0166,-0.003000000000000001,0.0136,14.78,human_climate
temporal_events,Europe,7500,climate,0.0817,-0.002999999999999989,0.0787,85.54,human_climate
temporal_events,Europe,7500,human,0.0179,-0.0031999999999999997,0.0147,7.7,human_climate_space
temporal_events,Europe,7500,climate,0.0774,-3.999999999999976e-4,0.077,40.31,human_climate_space
temporal_events,Europe,7500,space,0.0987,6.000000000000033e-4,0.0993,51.99,human_climate_space
temporal_events,Europe,8000,human,0.0105,-7.00000000000001e-4,0.0098,11.14,human_climate
temporal_events,Europe,8000,climate,0.0785,-7.000000000000062e-4,0.0778,88.41,human_climate
temporal_events,Europe,8000,human,0.01,-0.0010000000000000009,0.009,5.66,human_climate_space
temporal_events,Europe,8000,climate,0.0664,0.004799999999999999,0.0712,44.78,human_climate_space
temporal_events,Europe,8000,space,0.0716,0.007300000000000001,0.0789,49.62,human_climate_space
temporal_events,Europe,8500,human,0.0036,7.000000000000001e-4,0.0043,5.51,human_climate
temporal_events,Europe,8500,climate,0.0732,6.999999999999923e-4,0.0739,94.74,human_climate
temporal_events,Europe,8500,human,0.0014,0.0013000000000000002,0.0027,1.8,human_climate_space
temporal_events,Europe,8500,climate,0.0775,-0.0020000000000000018,0.0755,50.33,human_climate_space
temporal_events,Europe,8500,space,0.0721,-1.0000000000000286e-4,0.072,48,human_climate_space
temporal_events,North America,500,human,0.0373,0.0174,0.0547,35.06,human_climate
temporal_events,North America,500,climate,0.0839,0.0174,0.1013,64.94,human_climate
temporal_events,North America,500,human,0.0101,0.0254,0.0355,13.65,human_climate_space
temporal_events,North America,500,climate,0.0197,0.04390000000000001,0.0636,24.46,human_climate_space
temporal_events,North America,500,space,0.104,0.0571,0.1611,61.96,human_climate_space
temporal_events,North America,1000,human,0.01,0.0046,0.0146,13.27,human_climate
temporal_events,North America,1000,climate,0.0911,0.004699999999999996,0.0958,87.09,human_climate
temporal_events,North America,1000,human,0.0039,0.0062,0.0101,4.7,human_climate_space
temporal_events,North America,1000,climate,0.0175,0.04,0.0575,26.74,human_climate_space
temporal_events,North America,1000,space,0.1046,0.042800000000000005,0.1474,68.56,human_climate_space
temporal_events,North America,1500,human,6e-4,0.0038000000000000004,0.0044,4.36,human_climate
temporal_events,North America,1500,climate,0.0924,0.003799999999999998,0.0962,95.25,human_climate
temporal_events,North America,1500,human,-9e-4,0.0034000000000000002,0.0025,1.21,human_climate_space
temporal_events,North America,1500,climate,0.0182,0.0397,0.0579,28.11,human_climate_space
temporal_events,North America,1500,space,0.105,0.0402,0.1452,70.49,human_climate_space
temporal_events,North America,2000,human,-0,0.0035,0.0035,3.57,human_climate
temporal_events,North America,2000,climate,0.0907,0.003599999999999992,0.0943,96.22,human_climate
temporal_events,North America,2000,human,-1e-4,0.0026,0.0025,1.25,human_climate_space
temporal_events,North America,2000,climate,0.0198,0.03799999999999999,0.0578,28.9,human_climate_space
temporal_events,North America,2000,space,0.1026,0.03740000000000002,0.14,70,human_climate_space
temporal_events,North America,2500,human,0.0017,0.0045,0.0062,6.08,human_climate
temporal_events,North America,2500,climate,0.091,0.004600000000000007,0.0956,93.73,human_climate
temporal_events,North America,2500,human,0.0024,0.0028,0.0052,2.41,human_climate_space
temporal_events,North America,2500,climate,0.0208,0.0383,0.0591,27.36,human_climate_space
temporal_events,North America,2500,space,0.1138,0.03749999999999999,0.1513,70.05,human_climate_space
temporal_events,North America,3000,human,0.0035,0.004400000000000001,0.0079,7.52,human_climate
temporal_events,North America,3000,climate,0.0926,0.004299999999999998,0.0969,92.29,human_climate
temporal_events,North America,3000,human,0.0037,0.003,0.0067,3.21,human_climate_space
temporal_events,North America,3000,climate,0.0153,0.0417,0.057,27.27,human_climate_space
temporal_events,North America,3000,space,0.1045,0.04110000000000001,0.1456,69.67,human_climate_space
temporal_events,North America,3500,human,0.0038,0.0045000000000000005,0.0083,7.9,human_climate
temporal_events,North America,3500,climate,0.092,0.004500000000000004,0.0965,91.9,human_climate
temporal_events,North America,3500,human,0.0047,0.0027999999999999995,0.0075,3.77,human_climate_space
temporal_events,North America,3500,climate,0.0183,0.0402,0.0585,29.4,human_climate_space
temporal_events,North America,3500,space,0.0943,0.0388,0.1331,66.88,human_climate_space
temporal_events,North America,4000,human,0.0056,0.0045,0.0101,10.52,human_climate
temporal_events,North America,4000,climate,0.0818,0.004500000000000004,0.0863,89.9,human_climate
temporal_events,North America,4000,human,0.0059,0.0030999999999999995,0.009,4.89,human_climate_space
temporal_events,North America,4000,climate,0.0137,0.0373,0.051,27.72,human_climate_space
temporal_events,North America,4000,space,0.0875,0.036500000000000005,0.124,67.39,human_climate_space
temporal_events,North America,4500,human,0.004,0.0039000000000000007,0.0079,7.75,human_climate
temporal_events,North America,4500,climate,0.0906,0.003799999999999998,0.0944,92.55,human_climate
temporal_events,North America,4500,human,0.0041,0.0026999999999999993,0.0068,3.3,human_climate_space
temporal_events,North America,4500,climate,0.0136,0.0412,0.0548,26.6,human_climate_space
temporal_events,North America,4500,space,0.1037,0.04079999999999999,0.1445,70.15,human_climate_space
temporal_events,North America,5000,human,0.0055,0.0031999999999999997,0.0087,8.21,human_climate
temporal_events,North America,5000,climate,0.0936,0.0032999999999999974,0.0969,91.42,human_climate
temporal_events,North America,5000,human,0.0035,0.0032,0.0067,3.35,human_climate_space
temporal_events,North America,5000,climate,0.0143,0.0419,0.0562,28.1,human_climate_space
temporal_events,North America,5000,space,0.0945,0.04269999999999999,0.1372,68.6,human_climate_space
temporal_events,North America,5500,human,0.0056,0.0033,0.0089,9.67,human_climate
temporal_events,North America,5500,climate,0.0796,0.0032999999999999974,0.0829,90.11,human_climate
temporal_events,North America,5500,human,0.0037,0.0031999999999999997,0.0069,3.43,human_climate_space
temporal_events,North America,5500,climate,0.0117,0.036199999999999996,0.0479,23.83,human_climate_space
temporal_events,North America,5500,space,0.1091,0.037099999999999994,0.1462,72.74,human_climate_space
temporal_events,North America,6000,human,0.0036,0.0028000000000000004,0.0064,6.74,human_climate
temporal_events,North America,6000,climate,0.0854,0.002799999999999997,0.0882,92.84,human_climate
temporal_events,North America,6000,human,0.0031,0.0021,0.0052,2.61,human_climate_space
temporal_events,North America,6000,climate,0.0191,0.035,0.0541,27.19,human_climate_space
temporal_events,North America,6000,space,0.1048,0.0353,0.1401,70.4,human_climate_space
temporal_events,North America,6500,human,0.0011,0.002,0.0031,3.1,human_climate
temporal_events,North America,6500,climate,0.095,0.0020000000000000018,0.097,97,human_climate
temporal_events,North America,6500,human,5e-4,0.0017000000000000001,0.0022,1.04,human_climate_space
temporal_events,North America,6500,climate,0.0191,0.0393,0.0584,27.55,human_climate_space
temporal_events,North America,6500,space,0.1123,0.03949999999999999,0.1518,71.6,human_climate_space
temporal_events,North America,7000,human,-4e-4,0.0015,0.0011,1.13,human_climate
temporal_events,North America,7000,climate,0.0939,0.0016000000000000042,0.0955,98.45,human_climate
temporal_events,North America,7000,human,-7e-4,0.0012000000000000001,5e-4,0.24,human_climate_space
temporal_events,North America,7000,climate,0.0284,0.0338,0.0622,29.48,human_climate_space
temporal_events,North America,7000,space,0.1143,0.0339,0.1482,70.24,human_climate_space
temporal_events,North America,7500,human,1e-4,0.0017,0.0018,2.05,human_climate
temporal_events,North America,7500,climate,0.0844,0.0016999999999999932,0.0861,97.84,human_climate
temporal_events,North America,7500,human,-7e-4,0.0015999999999999999,9e-4,0.5,human_climate_space
temporal_events,North America,7500,climate,0.0299,0.028399999999999998,0.0583,32.57,human_climate_space
temporal_events,North America,7500,space,0.091,0.0286,0.1196,66.82,human_climate_space
temporal_events,North America,8000,human,0.0015,0.0018999999999999998,0.0034,3.27,human_climate
temporal_events,North America,8000,climate,0.0989,0.001899999999999999,0.1008,96.92,human_climate
temporal_events,North America,8000,human,0,0.002,0.002,1.09,human_climate_space
temporal_events,North America,8000,climate,0.038,0.0317,0.0697,37.88,human_climate_space
temporal_events,North America,8000,space,0.0798,0.0324,0.1122,60.98,human_climate_space
temporal_events,North America,8500,human,0.0022,7.999999999999999e-4,0.003,2.94,human_climate
temporal_events,North America,8500,climate,0.0977,8.00000000000009e-4,0.0985,96.57,human_climate
temporal_events,North America,8500,human,0.0023,5e-4,0.0028,1.37,human_climate_space
temporal_events,North America,8500,climate,0.0287,0.035,0.0637,31.07,human_climate_space
temporal_events,North America,8500,space,0.1037,0.03499999999999999,0.1387,67.66,human_climate_space
temporal_events,Latin America,500,human,0.0061,0.0036,0.0097,12.44,human_climate
temporal_events,Latin America,500,climate,0.0651,0.003599999999999992,0.0687,88.08,human_climate
temporal_events,Latin America,1000,human,0.0016,0.0024000000000000002,0.004,3.57,human_climate
temporal_events,Latin America,1000,climate,0.1057,0.0023999999999999994,0.1081,96.52,human_climate
temporal_events,Latin America,1500,human,-0.0019,0.0027,8e-4,0.62,human_climate
temporal_events,Latin America,1500,climate,0.1259,0.00269999999999998,0.1286,99.69,human_climate
temporal_events,Latin America,1500,human,0.0043,5.999999999999998e-4,0.0049,3.25,human_climate_space
temporal_events,Latin America,1500,climate,0.1091,0.0121,0.1212,80.26,human_climate_space
temporal_events,Latin America,1500,space,0.0215,0.003300000000000001,0.0248,16.42,human_climate_space
temporal_events,Latin America,2000,human,0.0031,0.0026999999999999997,0.0058,3.69,human_climate
temporal_events,Latin America,2000,climate,0.1484,0.002599999999999991,0.151,96.18,human_climate
temporal_events,Latin America,2000,human,0.0044,0.0031999999999999997,0.0076,4.42,human_climate_space
temporal_events,Latin America,2000,climate,0.1267,0.01469999999999999,0.1414,82.21,human_climate_space
temporal_events,Latin America,2000,space,0.0149,0.0079,0.0228,13.26,human_climate_space
temporal_events,Latin America,2500,human,0.0042,0.012200000000000003,0.0164,10.38,human_climate
temporal_events,Latin America,2500,climate,0.1294,0.012200000000000016,0.1416,89.62,human_climate
temporal_events,Latin America,2500,human,0.0043,0.013699999999999999,0.018,10,human_climate_space
temporal_events,Latin America,2500,climate,0.1115,0.022700000000000012,0.1342,74.56,human_climate_space
temporal_events,Latin America,2500,space,0.0222,0.0058,0.028,15.56,human_climate_space
temporal_events,Latin America,3000,human,-0.0067,0.006200000000000001,-5e-4,-0.31,human_climate
temporal_events,Latin America,3000,climate,0.1534,0.006099999999999994,0.1595,100.31,human_climate
temporal_events,Latin America,3000,human,-0.0065,0.0058,-7e-4,-0.35,human_climate_space
temporal_events,Latin America,3000,climate,0.0961,0.034600000000000006,0.1307,65.02,human_climate_space
temporal_events,Latin America,3000,space,0.0424,0.029000000000000005,0.0714,35.52,human_climate_space
temporal_events,Latin America,4000,human,0.0094,0.003599999999999999,0.013,6.88,human_climate
temporal_events,Latin America,4000,climate,0.1721,0.003700000000000009,0.1758,93.02,human_climate
temporal_events,Latin America,4000,human,0.0215,-0.0023999999999999994,0.0191,9.1,human_climate_space
temporal_events,Latin America,4000,climate,0.1703,0.004599999999999993,0.1749,83.29,human_climate_space
temporal_events,Latin America,4000,space,0.0208,-0.0051,0.0157,7.48,human_climate_space
temporal_events,Latin America,4500,human,0.0021,0.0094,0.0115,6.46,human_climate
temporal_events,Latin America,4500,climate,0.1574,0.009399999999999992,0.1668,93.71,human_climate
temporal_events,Latin America,4500,human,0.0038,0.0063,0.0101,4.45,human_climate_space
temporal_events,Latin America,4500,climate,0.0909,0.040400000000000005,0.1313,57.84,human_climate_space
temporal_events,Latin America,4500,space,0.0491,0.036800000000000006,0.0859,37.84,human_climate_space
temporal_events,Latin America,5000,human,-0.0073,0.0031000000000000003,-0.0042,-2.66,human_climate
temporal_events,Latin America,5000,climate,0.1597,0.0030000000000000027,0.1627,102.97,human_climate
temporal_events,Latin America,5000,human,-0.0052,0.0021999999999999997,-0.003,-1.44,human_climate_space
temporal_events,Latin America,5000,climate,0.0949,0.03560000000000001,0.1305,62.74,human_climate_space
temporal_events,Latin America,5000,space,0.0497,0.030999999999999993,0.0807,38.8,human_climate_space
temporal_events,Latin America,5500,human,-0.0043,7.999999999999999e-4,-0.0035,-2.35,human_climate
temporal_events,Latin America,5500,climate,0.1516,7.999999999999952e-4,0.1524,102.28,human_climate
temporal_events,Latin America,5500,human,-0.0047,0.0019000000000000002,-0.0028,-1.52,human_climate_space
temporal_events,Latin America,5500,climate,0.0754,0.0398,0.1152,62.61,human_climate_space
temporal_events,Latin America,5500,space,0.0355,0.0366,0.0721,39.18,human_climate_space
temporal_events,Latin America,6000,human,0.0039,-0.005,-0.0011,-0.69,human_climate
temporal_events,Latin America,6000,climate,0.1648,-0.0050000000000000044,0.1598,100.5,human_climate
temporal_events,Latin America,6500,human,0.0011,0.0021000000000000003,0.0032,1.95,human_climate
temporal_events,Latin America,6500,climate,0.1588,0.0022000000000000075,0.161,98.17,human_climate
temporal_events,Latin America,7000,human,0.0058,0.0019000000000000006,0.0077,5.83,human_climate
temporal_events,Latin America,7000,climate,0.122,0.0020000000000000018,0.124,93.94,human_climate
temporal_events,Latin America,7500,human,0.0017,9e-4,0.0026,1.82,human_climate
temporal_events,Latin America,7500,climate,0.1395,0.0010000000000000009,0.1405,98.25,human_climate
temporal_events,Latin America,7500,human,0.0096,-0.003599999999999999,0.006,3.68,human_climate_space
temporal_events,Latin America,7500,climate,0.1386,7.999999999999952e-4,0.1394,85.52,human_climate_space
temporal_events,Latin America,7500,space,0.0197,-0.002199999999999997,0.0175,10.74,human_climate_space
temporal_events,Latin America,8000,human,-0.0043,-0.0014000000000000002,-0.0057,-5.18,human_climate
temporal_events,Latin America,8000,climate,0.1166,-0.0013999999999999985,0.1152,104.73,human_climate
temporal_events,Latin America,8500,human,-0.0038,-0.0013999999999999998,-0.0052,-4.44,human_climate
temporal_events,Latin America,8500,climate,0.1233,-0.0014000000000000123,0.1219,104.19,human_climate
temporal_events,Latin America,8500,human,-0.0053,-4.000000000000002e-4,-0.0057,-3.73,human_climate_space
temporal_events,Latin America,8500,climate,0.0613,0.0298,0.0911,59.54,human_climate_space
temporal_events,Latin America,8500,space,0.0363,0.031299999999999994,0.0676,44.18,human_climate_space
temporal_events,Latin America,3500,human,0.0034,0.0179,0.0213,11.64,human_climate
temporal_events,Latin America,3500,climate,0.1438,0.0179,0.1617,88.36,human_climate
temporal_events,Latin America,3500,human,0.0054,0.014299999999999998,0.0197,8.79,human_climate_space
temporal_events,Latin America,3500,climate,0.1052,0.03449999999999999,0.1397,62.37,human_climate_space
temporal_events,Latin America,3500,space,0.0415,0.023600000000000003,0.0651,29.06,human_climate_space
temporal_events,Oceania,500,human,-0.0219,0.0039000000000000007,-0.018,-26.47,human_climate
temporal_events,Oceania,500,climate,0.0816,0.00399999999999999,0.0856,125.88,human_climate
temporal_events,Oceania,1000,human,0.0387,-0.006499999999999999,0.0322,27.06,human_climate
temporal_events,Oceania,1000,climate,0.0929,-0.006499999999999992,0.0864,72.61,human_climate
temporal_events,Oceania,1000,human,0.081,-0.021000000000000005,0.06,33.71,human_climate_space
temporal_events,Oceania,1000,climate,0.0282,0.0324,0.0606,34.04,human_climate_space
temporal_events,Oceania,1000,space,0.0596,-0.0020999999999999977,0.0575,32.3,human_climate_space
temporal_events,Oceania,1500,human,-0.0092,0.0037,-0.0055,-8.21,human_climate
temporal_events,Oceania,1500,climate,0.0689,0.003799999999999998,0.0727,108.51,human_climate
temporal_events,Oceania,1500,human,-0.0145,0.006700000000000001,-0.0078,-7.65,human_climate_space
temporal_events,Oceania,1500,climate,0.0998,-0.011399999999999993,0.0884,86.67,human_climate_space
temporal_events,Oceania,1500,space,0.0346,-0.013499999999999998,0.0211,20.69,human_climate_space
temporal_events,Oceania,2000,human,0.0081,0.0014999999999999996,0.0096,30.97,human_climate
temporal_events,Oceania,2000,climate,0.0195,0.0016000000000000007,0.0211,68.06,human_climate
temporal_events,Oceania,2500,human,0.0182,-0.004900000000000002,0.0133,15.47,human_climate
temporal_events,Oceania,2500,climate,0.0774,-0.004900000000000002,0.0725,84.3,human_climate
temporal_events,Oceania,3000,human,0.0059,0.007500000000000001,0.0134,10.63,human_climate
temporal_events,Oceania,3000,climate,0.1052,0.007599999999999996,0.1128,89.52,human_climate
temporal_events,Oceania,3500,human,-0.0194,0.0043,-0.0151,-14.8,human_climate
temporal_events,Oceania,3500,climate,0.1127,0.004300000000000012,0.117,114.71,human_climate
temporal_events,Oceania,3500,human,-0.0196,0.0046,-0.015,-12.93,human_climate_space
temporal_events,Oceania,3500,climate,0.135,-0.0067000000000000115,0.1283,110.6,human_climate_space
temporal_events,Oceania,3500,space,0.0144,-0.0114,0.003,2.59,human_climate_space
temporal_events,Oceania,4000,human,-0.0186,0.006199999999999999,-0.0124,-19.38,human_climate
temporal_events,Oceania,4000,climate,0.07,0.006199999999999997,0.0762,119.06,human_climate
temporal_events,Asia,1500,human,0.0388,0.018099999999999998,0.0569,55.24,human_climate
temporal_events,Asia,1500,climate,0.0283,0.018099999999999998,0.0464,45.05,human_climate
temporal_events,Asia,2000,human,0.0425,0.015,0.0575,51.34,human_climate
temporal_events,Asia,2000,climate,0.0393,0.015,0.0543,48.48,human_climate
temporal_events,Asia,2500,human,0.0235,0.018099999999999998,0.0416,38.88,human_climate
temporal_events,Asia,2500,climate,0.0474,0.018100000000000005,0.0655,61.21,human_climate
temporal_events,Asia,2500,human,0.024,0.018099999999999998,0.0421,28.45,human_climate_space
temporal_events,Asia,2500,climate,0.0528,0.015600000000000003,0.0684,46.22,human_climate_space
temporal_events,Asia,2500,space,0.0412,-0.0034000000000000002,0.0378,25.54,human_climate_space
temporal_events,Asia,3000,human,0.0324,0.012700000000000003,0.0451,39.56,human_climate
temporal_events,Asia,3000,climate,0.0564,0.012699999999999996,0.0691,60.61,human_climate
temporal_events,Asia,3500,human,0.0085,0.0066,0.0151,15.25,human_climate
temporal_events,Asia,3500,climate,0.0772,0.006499999999999992,0.0837,84.55,human_climate
temporal_events,Asia,4000,human,0.0074,0.003299999999999999,0.0107,13.54,human_climate
temporal_events,Asia,4000,climate,0.0651,0.0032999999999999974,0.0684,86.58,human_climate
temporal_events,Asia,4500,human,0.0125,0.005299999999999999,0.0178,18.35,human_climate
temporal_events,Asia,4500,climate,0.0735,0.005299999999999999,0.0788,81.24,human_climate
temporal_events,Asia,4500,human,0.0169,0.0032000000000000015,0.0201,14.26,human_climate_space
temporal_events,Asia,4500,climate,0.0776,0.0032999999999999974,0.0809,57.38,human_climate_space
temporal_events,Asia,4500,space,0.0446,-0.004400000000000001,0.0402,28.51,human_climate_space
temporal_events,Asia,5000,human,0.0168,0.0051,0.0219,22.35,human_climate
temporal_events,Asia,5000,climate,0.0708,0.0050000000000000044,0.0758,77.35,human_climate
temporal_events,Asia,5000,human,0.0213,0.0028000000000000004,0.0241,18.68,human_climate_space
temporal_events,Asia,5000,climate,0.0701,0.005400000000000002,0.0755,58.53,human_climate_space
temporal_events,Asia,5000,space,0.0316,-0.0020000000000000018,0.0296,22.95,human_climate_space
temporal_events,Asia,5500,human,0.0103,0.0025000000000000005,0.0128,12.31,human_climate
temporal_events,Asia,5500,climate,0.0889,0.0024999999999999883,0.0914,87.88,human_climate
temporal_events,Asia,5500,human,0.0124,0.0017000000000000001,0.0141,10.14,human_climate_space
temporal_events,Asia,5500,climate,0.0883,0.0030999999999999917,0.0914,65.76,human_climate_space
temporal_events,Asia,5500,space,0.035,-0.0014000000000000054,0.0336,24.17,human_climate_space
temporal_events,Asia,6000,human,0.0059,0.0012000000000000005,0.0071,6.89,human_climate
temporal_events,Asia,6000,climate,0.0944,0.0012000000000000066,0.0956,92.82,human_climate
temporal_events,Asia,6000,human,0.0082,9.99999999999994e-5,0.0083,6.38,human_climate_space
temporal_events,Asia,6000,climate,0.0961,3.999999999999976e-4,0.0965,74.23,human_climate_space
temporal_events,Asia,6000,space,0.0275,-0.002100000000000001,0.0254,19.54,human_climate_space
temporal_events,Asia,6500,human,3e-4,0.0013000000000000002,0.0016,1.47,human_climate
temporal_events,Asia,6500,climate,0.1059,0.0014000000000000123,0.1073,98.44,human_climate
temporal_events,Asia,7000,human,9e-4,0.001,0.0019,1.58,human_climate
temporal_events,Asia,7000,climate,0.1167,8.99999999999998e-4,0.1176,98,human_climate
temporal_events,Asia,7500,human,0.0056,0.0024000000000000002,0.008,5.52,human_climate
temporal_events,Asia,7500,climate,0.1343,0.0023999999999999855,0.1367,94.28,human_climate
temporal_events,Asia,8000,human,0.0041,0.0017999999999999995,0.0059,3.62,human_climate
temporal_events,Asia,8000,climate,0.1553,0.001799999999999996,0.1571,96.38,human_climate
temporal_events,Asia,8000,human,0.0065,8.000000000000004e-4,0.0073,3.99,human_climate_space
temporal_events,Asia,8000,climate,0.1485,0.005500000000000005,0.154,84.15,human_climate_space
temporal_events,Asia,8000,space,0.0202,0.0016000000000000007,0.0218,11.91,human_climate_space
temporal_events,Asia,8500,human,0.0054,0.006,0.0114,6.79,human_climate
temporal_events,Asia,8500,climate,0.1501,0.006099999999999994,0.1562,92.98,human_climate
temporal_events,Asia,8500,human,0.0065,0.0056,0.0121,6.58,human_climate_space
temporal_events,Asia,8500,climate,0.1553,0.00360000000000002,0.1589,86.36,human_climate_space
temporal_events,Asia,8500,space,0.0169,-0.003499999999999998,0.0134,7.28,human_climate_space
temporal_events,Asia,1000,human,0.0347,0.0165,0.0512,54.47,human_climate
temporal_events,Asia,1000,climate,0.0264,0.016599999999999997,0.043,45.74,human_climate
temporal_events,Asia,1000,human,0.0297,0.018399999999999996,0.0481,37.87,human_climate_space
temporal_events,Asia,1000,climate,0.0265,0.015799999999999998,0.0423,33.31,human_climate_space
temporal_events,Asia,1000,space,0.0327,0.003700000000000002,0.0364,28.66,human_climate_space
temporal_events,Asia,500,human,0.0419,0.022700000000000005,0.0646,47.5,human_climate
temporal_events,Asia,500,climate,0.0491,0.022700000000000005,0.0718,52.79,human_climate
