radius_km,region,age,status,selection_status,human_climate_only_balance,controlled_human,controlled_climate,controlled_balance,human_climate_only_ranking,controlled_ranking,zero_allocation_human,zero_allocation_climate,zero_allocation_space,unique_adjusted_r2_pure_human,unique_adjusted_r2_pure_climate,unique_adjusted_r2_pure_space,unique_adjusted_r2_shared,unique_adjusted_r2_total_explained,unique_adjusted_r2_unexplained
500,North America,3000,spatial_model_estimated,selected,-0.07590000000000001,0.0193,0.0582,-0.038900000000000004,climate,climate,0.09516765285996055,0.2869822485207101,0.6178500986193294,0.01484754091232987,0.01674403688771331,0.08244085497008335,0.0886970878916109,0.20272952066173744,0.7972704793382626
500,North America,3500,spatial_model_estimated,selected,-0.0843,0.0109,0.0599,-0.049,climate,climate,0.04916553901668922,0.27018493459630133,0.6806495263870095,0.006522166513973193,0.020191867768051264,0.11145796922785778,0.08344953346772566,0.2216215369776079,0.7783784630223921
500,North America,4000,spatial_model_estimated,selected,-0.0645,0.0145,0.0498,-0.0353,climate,climate,0.07842076798269335,0.2693347755543537,0.6522444564629529,0.006802672306091884,0.01279691981070874,0.08238685125321499,0.0829069312276941,0.18489337459770971,0.8151066254022903
500,North America,4500,spatial_model_estimated,selected,-0.0817,0.01,0.0563,-0.0463,climate,climate,0.0474158368895211,0.2669511616880038,0.6856330014224751,0.005225839726014314,0.016129221711348674,0.09907794638875123,0.09050410176516788,0.2109371095912821,0.7890628904087179
500,North America,5000,spatial_model_estimated,selected,-0.0914,0.0062,0.0593,-0.0531,climate,climate,0.03356794802382241,0.32106118029236597,0.6453708716838116,0.0029481160251146887,0.01790483507137952,0.07389199479650943,0.09002056397997471,0.18476550987297835,0.8152344901270216
500,North America,5500,spatial_model_estimated,selected,-0.0731,0.0091,0.0498,-0.0407,climate,climate,0.04484967964514539,0.24544110399211433,0.7097092163627402,0.005725647687092716,0.01401461666745063,0.10298197642491136,0.08019644762501199,0.2029186884044667,0.7970813115955333
500,North America,6000,spatial_model_estimated,selected,-0.0818,0.0089,0.0532,-0.0443,climate,climate,0.04485887096774194,0.26814516129032256,0.6869959677419355,0.008816287540736267,0.015570293704727955,0.0969716310746701,0.07702610692728762,0.19838431924742195,0.801615680752578
500,North America,6500,spatial_model_estimated,selected,-0.09069999999999999,0.0095,0.0601,-0.0506,climate,climate,0.04281207751239297,0.2708427219468229,0.6863452005407842,0.009974045490503958,0.020580325992831328,0.11143559827724392,0.07987221407869083,0.22186218383927003,0.77813781616073
500,North America,7000,spatial_model_estimated,selected,-0.0846,0.0089,0.0629,-0.054,climate,climate,0.039732142857142855,0.28080357142857143,0.6794642857142857,0.0058528748669169905,0.02919639381090211,0.1157840552634769,0.07311195784175761,0.22394528178305362,0.7760547182169464
500,North America,7500,spatial_model_estimated,selected,-0.07590000000000001,0.0102,0.0595,-0.0493,climate,climate,0.054140127388535034,0.31581740976645434,0.6300424628450105,0.008910699076678075,0.03152488535098441,0.08848750376948922,0.059515015541927285,0.188438103739079,0.811561896260921
500,North America,8000,spatial_model_estimated,selected,-0.0892,0.0119,0.0703,-0.0584,climate,climate,0.06346666666666667,0.37493333333333334,0.5616,0.01015008201964096,0.03776055471549167,0.07253456559881033,0.06709909241951262,0.18754429475345558,0.8124557052465444
500,North America,8500,spatial_model_estimated,selected,-0.0882,0.0091,0.0613,-0.052199999999999996,climate,climate,0.043750000000000004,0.29471153846153847,0.6615384615384615,0.004989154156947451,0.02121426368071988,0.09910218487437927,0.0826460755263545,0.2079516782384011,0.7920483217615989
500,Latin America,2000,spatial_model_estimated,selected,-0.1574,-0.0032,0.1459,-0.1491,climate,climate,0,0.8710447761194029,0.12895522388059702,-0.003113500712171313,0.13765755651862777,0.014385364256447208,0.015392926393696604,0.16432234645660027,0.8356776535433997
500,Latin America,2500,no_spatial_terms_selected,no_terms_selected,-0.1543,-0.001,0.1533,-0.1543,climate,climate,0,1,0,-0.001492480051974221,0.15282368005946034,0,9.91964941400747e-4,0.15232316494888687,0.8476768350511131
