radius_km,region,age,status,selection_status,human_climate_only_balance,controlled_human,controlled_climate,controlled_balance,human_climate_only_ranking,controlled_ranking,zero_allocation_human,zero_allocation_climate,zero_allocation_space,unique_adjusted_r2_pure_human,unique_adjusted_r2_pure_climate,unique_adjusted_r2_pure_space,unique_adjusted_r2_shared,unique_adjusted_r2_total_explained,unique_adjusted_r2_unexplained
500,Latin America,3000,spatial_model_estimated,selected,-0.1675,0.0019,0.1316,-0.12969999999999998,climate,climate,0.008727606798346348,0.6045016077170418,0.38677078548461186,-4.7269444555742e-4,0.0915032914330014,0.044704884787632126,0.08200566467478254,0.21774114644985865,0.7822588535501414
500,Latin America,4000,spatial_model_estimated,selected,-0.16610000000000003,0.0266,0.1916,-0.16499999999999998,climate,climate,0.11749116607773852,0.8462897526501767,0.03621908127208481,0.03809409569243927,0.20204671457581824,0.003997967578497907,-0.01785134881435735,0.22628742903239807,0.7737125709676019
500,Latin America,4500,no_spatial_terms_selected,no_terms_selected,-0.15239999999999998,0.0309,0.1833,-0.15239999999999998,climate,climate,0.14425770308123248,0.8557422969187675,0,0.038041030233744944,0.19048863902599178,0,-0.014325296623338035,0.2142043726363987,0.7857956273636013
500,Latin America,5000,spatial_model_estimated,selected,-0.1515,0.0193,0.1316,-0.1123,climate,climate,0.0847606499780413,0.577953447518665,0.3372859025032938,0.014226698634007384,0.0872596678458819,0.03217163041701143,0.0939770257324537,0.22763502262935442,0.7723649773706456
500,Latin America,5500,spatial_model_estimated,selected,-0.10389999999999999,0.0289,0.1084,-0.0795,climate,climate,0.14215445154943432,0.5332021642892277,0.3246433841613379,0.014164232466532978,0.06916729628116713,0.030888216180325667,0.08910948007700303,0.2033292250050288,0.7966707749949712
500,Latin America,6000,no_spatial_terms_selected,no_terms_selected,-0.09920000000000001,0.0255,0.1247,-0.09920000000000001,climate,climate,0.16977363515312915,0.8302263648468708,0,-0.004475470943515303,0.0946505461409971,0,0.06003762473428642,0.15021269993176822,0.8497873000682318
500,Latin America,6500,no_spatial_terms_selected,no_terms_selected,-0.15130000000000002,0.0013,0.1526,-0.15130000000000002,climate,climate,0.008447043534762833,0.9915529564652372,0,-0.009232812262706447,0.1421306125450722,0,0.021013751701950967,0.15391155198431672,0.8460884480156833
500,Latin America,7000,no_spatial_terms_selected,no_terms_selected,-0.07930000000000001,0.0236,0.1029,-0.07930000000000001,climate,climate,0.1865612648221344,0.8134387351778657,0,5.698842768180334e-4,0.07987885442878484,0,0.046065565176164114,0.126514303881767,0.873485696118233
500,Latin America,7500,spatial_model_estimated,selected,-0.1106,0.024,0.1056,-0.0816,climate,climate,0.132890365448505,0.584717607973422,0.2823920265780731,0.013324444872305996,0.06608340945817281,0.03080022401548632,0.07035926386242541,0.18056734220839055,0.8194326577916095
500,Latin America,8000,no_spatial_terms_selected,no_terms_selected,-0.12299999999999998,0.0059,0.1289,-0.12299999999999998,climate,climate,0.04376854599406529,0.9562314540059348,0,0.021010938498920217,0.14399292047776024,0,-0.030199747463468762,0.1348041115132117,0.8651958884867883
500,Latin America,8500,spatial_model_estimated,selected,-0.1174,0.0038,0.0962,-0.0924,climate,climate,0.02310030395136778,0.5848024316109421,0.39209726443768994,0.0062477197512424976,0.07357454871268299,0.03213774932592328,0.05255023566234729,0.16451025345219605,0.835489746547804
500,Latin America,3500,no_spatial_terms_selected,no_spatial_signal,-0.15660000000000002,0.0278,0.1844,-0.15660000000000002,climate,climate,0.13100848256361922,0.8689915174363808,0,0.03270560369757558,0.18934804167792885,0,-0.009859649109852708,0.21219399626565172,0.7878060037343483
500,Oceania,2000,no_spatial_terms_selected,no_terms_selected,-0.004900000000000002,0.0144,0.0193,-0.004900000000000002,climate,climate,0.42729970326409494,0.5727002967359051,0,0.010956734460513373,0.015879182072640052,0,0.00679544968145307,0.033631366214606495,0.9663686337853935
500,Oceania,2500,no_spatial_terms_selected,no_spatial_signal,-0.0408,0.0192,0.06,-0.0408,climate,climate,0.24242424242424243,0.7575757575757576,0,0.011762450206593833,0.05253903651636327,0,0.014967283536533094,0.0792687702594902,0.9207312297405098
500,Oceania,3000,no_spatial_terms_selected,no_spatial_signal,-0.0952,0.0323,0.1275,-0.0952,climate,climate,0.2021276595744681,0.7978723404255319,0,0.039525626265030867,0.13474559093572536,0,-0.014403769617658324,0.1598674475830979,0.8401325524169021
500,Oceania,3500,spatial_model_estimated,selected,-0.1049,0.0242,0.1358,-0.1116,climate,climate,0.14560770156438024,0.8170878459687123,0.037304452466907334,0.03032771740616047,0.14875568892811442,0.019539359713974358,-0.03241968673154616,0.16620307931670308,0.8337969206832969
500,Oceania,4000,no_spatial_terms_selected,no_terms_selected,-0.079,0.0013,0.0803,-0.079,climate,climate,0.01593137254901961,0.9840686274509804,0,-8.479355942790923e-4,0.07816807917525082,0,0.004208976970930256,0.08152912055190198,0.918470879448098
500,Oceania,4500,spatial_model_estimated,selected,-0.11069999999999999,0.0045,0.1209,-0.11639999999999999,climate,climate,0.03419452887537994,0.918693009118541,0.04711246200607903,-0.005825393817827096,0.11631245326465778,0.014768531890482994,0.006258561295809151,0.13151415263312283,0.8684858473668772
500,Oceania,5000,no_spatial_terms_selected,no_spatial_signal,-0.0656,0.0073,0.0729,-0.0656,climate,climate,0.09102244389027431,0.9089775561097256,0,0.005882249270529161,0.07145693002399267,0,0.0028049224337340917,0.08014410172825592,0.9198558982717441
500,Oceania,5500,no_spatial_terms_selected,no_spatial_signal,-0.0642,-0.0027,0.0615,-0.0642,climate,climate,0,1,0,-0.006093857295752181,0.058066692896811656,0,0.006816968190561656,0.05878980379162113,0.9412101962083789
500,Oceania,6000,no_spatial_terms_selected,no_spatial_signal,-0.05070000000000001,0.0197,0.0704,-0.05070000000000001,climate,climate,0.21864594894561598,0.781354051054384,0,0.020111239968103822,0.07077696722950244,0,-7.546082808024268e-4,0.09013359891680384,0.9098664010831962
500,Oceania,7000,spatial_model_estimated,selected,0.006100000000000001,0.0186,0.0152,0.0033999999999999985,human,human,0.375,0.3064516129032258,0.31854838709677424,0.022121583458239003,0.02140019973781815,0.022741848580141943,-0.016680483260425816,0.04958314851577328,0.9504168514842267
500,Oceania,7500,no_spatial_terms_selected,no_spatial_signal,-0.0347,0.0109,0.0456,-0.0347,climate,climate,0.19292035398230087,0.8070796460176991,0,0.011292132129104737,0.046001688109254535,0,-8.535090823341696e-4,0.0564403111560251,0.9435596888439749
500,Asia,2000,spatial_model_estimated,selected,-0.0654,0.0024,0.0728,-0.0704,climate,climate,0.021295474711623776,0.6459627329192547,0.33274179236912155,1.3966683544863745e-4,0.07546996382727666,0.03625877206752881,8.033767556648863e-4,0.112671779485919,0.887328220514081
500,Asia,2500,spatial_model_estimated,selected,-0.08009999999999999,0.0023,0.0807,-0.0784,climate,climate,0.01871440195280716,0.6566314076484947,0.32465419039869814,-0.0013932033373713626,0.07527729262817318,0.04335760993422211,0.005627116313065561,0.12286881553808948,0.8771311844619105
500,Asia,3000,spatial_model_estimated,selected,-0.07339999999999999,0.005,0.074,-0.06899999999999999,climate,climate,0.042625745950554135,0.6308610400682012,0.32651321398124467,2.3016630855499098e-4,0.06484878092953783,0.03698481523980801,0.015130499655683805,0.11719426213358464,0.8828057378664154
500,Asia,3500,no_spatial_terms_selected,no_terms_selected,-0.0605,0.0204,0.0809,-0.0605,climate,climate,0.20138203356367226,0.7986179664363278,0,0.011034883973637943,0.07159875498783674,0,0.018673465546675483,0.10130710450815017,0.8986928954918498
500,Asia,4000,no_spatial_terms_selected,no_terms_selected,-0.042499999999999996,0.0193,0.0618,-0.042499999999999996,climate,climate,0.2379778051787916,0.7620221948212084,0,0.009316248746548794,0.0517829308340515,0,0.019948717054352527,0.08104789663495282,0.9189521033650472
500,Asia,4500,spatial_model_estimated,selected,-0.03969999999999999,0.0272,0.0699,-0.0427,climate,climate,0.20328849028400597,0.5224215246636772,0.2742899850523169,0.0095232188163491,0.055084512707524125,0.03730042694537461,0.0319087717460067,0.13381693021525454,0.8661830697847455
500,Asia,5000,spatial_model_estimated,selected,-0.03280000000000001,0.0352,0.0644,-0.029199999999999997,climate,climate,0.29187396351575456,0.5339966832504146,0.17412935323383086,0.02153795383491197,0.0472580342123704,0.02604921014616801,0.025817188099724886,0.12066238629317527,0.8793376137068247
500,Asia,5500,spatial_model_estimated,selected,-0.0513,0.0296,0.08,-0.0504,climate,climate,0.2358565737051793,0.6374501992031872,0.12669322709163347,0.015673660354500463,0.06520726086246775,0.02048483214784924,0.02404989254341383,0.1254156459082313,0.8745843540917687
500,Asia,6000,no_spatial_terms_selected,no_terms_selected,-0.040100000000000004,0.0395,0.0796,-0.040100000000000004,climate,climate,0.33165407220822835,0.6683459277917716,0,0.02237408317993239,0.06238778411683232,0,0.03434784703910776,0.11910971433587247,0.8808902856641275
500,Asia,6500,no_spatial_terms_selected,no_spatial_signal,-0.08199999999999999,0.0152,0.0972,-0.08199999999999999,climate,climate,0.13523131672597866,0.8647686832740213,0,0.0038419605682276092,0.08585046651741113,0,0.022753345035325778,0.11244577212096452,0.8875542278790355
500,Asia,7000,no_spatial_terms_selected,no_spatial_signal,-0.085,0.0183,0.1033,-0.085,climate,climate,0.15049342105263158,0.8495065789473685,0,0.002963870152120851,0.0880445954987702,0,0.030574643852927186,0.12158310950381823,0.8784168904961818
500,Asia,7500,no_spatial_terms_selected,no_spatial_signal,-0.08910000000000001,0.0327,0.1218,-0.08910000000000001,climate,climate,0.21165048543689322,0.7883495145631069,0,0.015481807643342171,0.10450426572745863,0,0.03451926508138059,0.1545053384521814,0.8454946615478186
500,Asia,8000,spatial_model_estimated,selected,-0.13290000000000002,0.0162,0.1449,-0.1287,climate,climate,0.08852459016393442,0.7918032786885246,0.11967213114754098,0.006329639964251621,0.13087361711141798,0.020725728866019533,0.025063175622583755,0.1829921615642729,0.8170078384357271
500,Asia,8500,spatial_model_estimated,selected,-0.132,0.0132,0.1574,-0.14420000000000002,climate,climate,0.0691823899371069,0.8249475890985325,0.10587002096436057,-0.004176347263479041,0.15215198689665577,0.023377399213054595,0.019511520285131034,0.19086455913136235,0.8091354408686376
500,Oceania,6500,no_spatial_terms_selected,no_spatial_signal,-0.0745,0.0164,0.0909,-0.0745,climate,climate,0.1528424976700839,0.8471575023299162,0,0.01879643515631324,0.09328604092689263,0,-0.0048235510865781706,0.1072589249966277,0.8927410750033723
500,Oceania,8000,no_spatial_terms_selected,no_terms_selected,-0.0633,6e-4,0.0639,-0.0633,climate,climate,0.009302325581395347,0.9906976744186046,0,0.0030287043789388735,0.06625854695004996,0,-0.004771774858361222,0.06451547647062761,0.9354845235293724
500,Oceania,8500,no_spatial_terms_selected,no_terms_selected,-0.065,0.0188,0.0838,-0.065,climate,climate,0.18323586744639378,0.8167641325536062,0,0.0341851596893199,0.09917746001316108,0,-0.030837625279618974,0.102524994422862,0.897475005577138
