region,age,status_250_km,status_500_km,human_climate_only_balance_250_km,human_climate_only_balance_500_km,controlled_human_250_km,controlled_human_500_km,controlled_climate_250_km,controlled_climate_500_km,controlled_balance_250_km,controlled_balance_500_km,zero_allocation_human_250_km,zero_allocation_human_500_km,zero_allocation_climate_250_km,zero_allocation_climate_500_km,zero_allocation_space_250_km,zero_allocation_space_500_km,unique_adjusted_r2_pure_human_250_km,unique_adjusted_r2_pure_human_500_km,unique_adjusted_r2_pure_climate_250_km,unique_adjusted_r2_pure_climate_500_km,unique_adjusted_r2_pure_space_250_km,unique_adjusted_r2_pure_space_500_km,zero_ranking_250_km,zero_ranking_500_km,controlled_ranking_250_km,controlled_ranking_500_km,human_climate_only_ranking_250_km,human_climate_only_ranking_500_km,human_climate_only_balance_delta_500_minus_250,controlled_human_delta_500_minus_250,controlled_climate_delta_500_minus_250,controlled_balance_delta_500_minus_250,zero_allocation_human_delta_500_minus_250,zero_allocation_climate_delta_500_minus_250,zero_allocation_space_delta_500_minus_250,unique_adjusted_r2_pure_human_delta_500_minus_250,unique_adjusted_r2_pure_climate_delta_500_minus_250,unique_adjusted_r2_pure_space_delta_500_minus_250,profile_250_km_present,profile_500_km_present,estimable_250_km,estimable_500_km,matched_estimable,status_changed,zero_ranking_reversal,controlled_ranking_reversal,human_climate_only_ranking_reversal,ranking_reversal,robustness_classification,material_change
Europe,2000,spatial_model_estimated,spatial_model_estimated,-0.0947,-0.0936,0.0027,0.0129,0.0755,0.0775,-0.0728,-0.0646,0.01498335183129855,0.06725755995828989,0.4189789123196449,0.4040667361835245,0.5660377358490566,0.5286757038581856,0.00273118921423087,0.02114062581405196,0.05352442818776715,0.05671584945221475,0.07962699587983035,0.08728912167510672,climate,climate,climate,climate,climate,climate,0.0011000000000000038,0.0102,0.0020000000000000018,0.008199999999999999,0.05227420812699134,-0.014912176136120392,-0.03736203199087096,0.01840943659982109,0.0031914212644476025,0.007662125795276364,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,2500,spatial_model_estimated,spatial_model_estimated,-0.0767,-0.07529999999999999,0.0022,0.0086,0.0719,0.0606,-0.06970000000000001,-0.052,0.01297935103244837,0.04968226458694396,0.424188790560472,0.35008665511265163,0.5628318584070796,0.6002310803004044,0.0014748208038855,0.01465360545092631,0.06399570693810464,0.04337082413121052,0.08544121002718397,0.08808793285927075,climate,climate,climate,climate,climate,climate,0.0014000000000000123,0.0063999999999999994,-0.011300000000000004,0.017700000000000014,0.03670291355449559,-0.07410213544782035,0.037399221893324786,0.01317878464704081,-0.020624882806894118,0.0026467228320867786,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,3000,spatial_model_estimated,spatial_model_estimated,-0.0509,-0.0455,0.0069,0.0108,0.0493,0.048,-0.04239999999999999,-0.0372,0.04700272479564033,0.07531380753138076,0.3358310626702997,0.33472803347280333,0.61716621253406,0.5899581589958158,0.003229163180547,0.00694149505483621,0.03712493272266548,0.03572874984340801,0.08461970881410985,0.08040602174012668,climate,climate,climate,climate,climate,climate,0.005400000000000002,0.0039000000000000007,-0.0012999999999999956,0.005199999999999996,0.028311082735740428,-0.0011030291974963857,-0.02720805353824418,0.00371233187428921,-0.0013961828792574751,-0.0042136870739831744,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,3500,spatial_model_estimated,spatial_model_estimated,-0.0468,-0.042,0.0093,0.0115,0.0587,0.0559,-0.0494,-0.04439999999999999,0.05227655986509274,0.06482525366403608,0.32996065205171443,0.3151071025930101,0.6177627880831927,0.6200676437429538,0.00180102268639037,0.00130827214765283,0.05382223292362487,0.04797389510875793,0.11223768617346042,0.11211880636026116,climate,climate,climate,climate,climate,climate,0.004799999999999999,0.0022000000000000006,-0.002800000000000004,0.005000000000000011,0.012548693798943335,-0.014853549458704318,0.002304855659761018,-4.927505387375402e-4,-0.00584833781486694,-1.1887981319926022e-4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,4000,spatial_model_estimated,spatial_model_estimated,-0.067,-0.05459999999999999,0.008,0.0202,0.0714,0.0567,-0.06340000000000001,-0.0365,0.04568817818389491,0.10509885535900104,0.4077669902912622,0.29500520291363164,0.5465448315248429,0.5998959417273673,0.00196724727256647,0.01687204427249244,0.06180953260107025,0.03523663180484249,0.09661456214779396,0.1120858188964814,climate,climate,climate,climate,climate,climate,0.012400000000000015,0.012199999999999999,-0.014700000000000005,0.026900000000000014,0.05941067717510613,-0.11276178737763054,0.053351110202524366,0.014904796999925972,-0.02657290079622776,0.015471256748687448,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,4500,spatial_model_estimated,spatial_model_estimated,-0.07890000000000001,-0.0601,0.0019,0.024,0.0648,0.0605,-0.0629,-0.0365,0.00994764397905759,0.1234567901234568,0.3392670157068063,0.31121399176954734,0.650785340314136,0.5653292181069959,-0.00120196455030285,0.02402508125758662,0.0457934946057521,0.03696209151478535,0.10677457098772224,0.10560472387613162,climate,climate,climate,climate,climate,climate,0.01880000000000001,0.0221,-0.004299999999999998,0.0264,0.1135091461443992,-0.028053023937258947,-0.08545612220714016,0.025227045807889467,-0.00883140309096675,-0.0011698471115906134,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,5000,spatial_model_estimated,spatial_model_estimated,-0.0565,-0.0481,0.0035,0.0076,0.0563,0.0546,-0.0528,-0.047,0.02190237797246558,0.04570054119061936,0.3523153942428035,0.32832230907997595,0.6257822277847309,0.6259771497294047,-1.556688747397228e-4,0.0010579080670594,0.0490106974402007,0.04705190043464613,0.09311006931217214,0.09867142955265829,climate,climate,climate,climate,climate,climate,0.008400000000000005,0.0040999999999999995,-0.0017000000000000001,0.0058,0.023798163218153777,-0.023993085162827554,1.9492194467374269e-4,0.0012135769417991227,-0.001958797005554569,0.005561360240486146,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,5500,spatial_model_estimated,spatial_model_estimated,-0.0834,-0.0809,5e-4,0.0032,0.0717,0.0713,-0.0712,-0.06810000000000001,0.00255493101686254,0.01608848667672197,0.36637710781808897,0.3584715937657114,0.6310679611650486,0.6254399195575666,2.4379991547229807e-4,0.00345441820655856,0.05923572348148209,0.05868737377145638,0.11120413461307688,0.11315311049903463,climate,climate,climate,climate,climate,climate,0.0025000000000000022,0.0027,-3.999999999999976e-4,0.0030999999999999917,0.01353355565985943,-0.007905514052377549,-0.005628041607481982,0.003210618291086262,-5.483497100257084e-4,0.0019489758859577572,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,6000,spatial_model_estimated,spatial_model_estimated,-0.0588,-0.05339999999999999,0.017,0.0213,0.0651,0.0633,-0.0481,-0.04199999999999999,0.10053222945002956,0.123121387283237,0.3849793021880544,0.36589595375722545,0.514488468361916,0.51098265895953765,0.01601401887323739,0.02007665873987507,0.05345353228777771,0.05065696420478516,0.08543765419956695,0.08905285845363198,climate,climate,climate,climate,climate,climate,0.005400000000000009,0.004299999999999998,-0.00180000000000001,0.006100000000000008,0.022589157833207446,-0.019083348430828928,-0.0035058094023783237,0.004062639866637682,-0.0027965680829925496,0.0036152042540650298,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,6500,spatial_model_estimated,spatial_model_estimated,-0.02,-0.0143,0.0329,0.0392,0.046,0.0456,-0.0131,-0.0064,0.19061413673232908,0.22438465941614197,0.2665121668597914,0.2610188895248998,0.5428736964078795,0.5145964510589582,0.02471577650071088,0.03211097251241024,0.03068344631103436,0.03069407818437508,0.09082970843469552,0.07919175775795062,climate,climate,climate,climate,climate,climate,0.0057,0.0063,-3.999999999999976e-4,0.0067,0.03377052268381289,-0.0054932773348915775,-0.028277245348921287,0.00739519601169936,1.0631873340719716e-5,-0.011637950676744904,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,7000,spatial_model_estimated,spatial_model_estimated,-0.0434,-0.02759999999999999,0.0181,0.0351,0.0546,0.0589,-0.0365,-0.0238,0.11624919717405267,0.2101796407185629,0.3506743737957611,0.35269461077844316,0.5330764290301863,0.437125748502994,0.01092936609801908,0.0294548218194014,0.04050791659980579,0.04952401011561669,0.07494902666977954,0.06594134514546623,climate,climate,climate,climate,climate,climate,0.015800000000000012,0.016999999999999998,0.004299999999999998,0.012699999999999996,0.09393044354451023,0.0020202369826820554,-0.09595068052719224,0.018525455721382318,0.009016093515810897,-0.009007681524313305,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
