region,age,status_250_km,status_500_km,human_climate_only_balance_250_km,human_climate_only_balance_500_km,controlled_human_250_km,controlled_human_500_km,controlled_climate_250_km,controlled_climate_500_km,controlled_balance_250_km,controlled_balance_500_km,zero_allocation_human_250_km,zero_allocation_human_500_km,zero_allocation_climate_250_km,zero_allocation_climate_500_km,zero_allocation_space_250_km,zero_allocation_space_500_km,unique_adjusted_r2_pure_human_250_km,unique_adjusted_r2_pure_human_500_km,unique_adjusted_r2_pure_climate_250_km,unique_adjusted_r2_pure_climate_500_km,unique_adjusted_r2_pure_space_250_km,unique_adjusted_r2_pure_space_500_km,zero_ranking_250_km,zero_ranking_500_km,controlled_ranking_250_km,controlled_ranking_500_km,human_climate_only_ranking_250_km,human_climate_only_ranking_500_km,human_climate_only_balance_delta_500_minus_250,controlled_human_delta_500_minus_250,controlled_climate_delta_500_minus_250,controlled_balance_delta_500_minus_250,zero_allocation_human_delta_500_minus_250,zero_allocation_climate_delta_500_minus_250,zero_allocation_space_delta_500_minus_250,unique_adjusted_r2_pure_human_delta_500_minus_250,unique_adjusted_r2_pure_climate_delta_500_minus_250,unique_adjusted_r2_pure_space_delta_500_minus_250,profile_250_km_present,profile_500_km_present,estimable_250_km,estimable_500_km,matched_estimable,status_changed,zero_ranking_reversal,controlled_ranking_reversal,human_climate_only_ranking_reversal,ranking_reversal,robustness_classification,material_change
Europe,7500,spatial_model_estimated,spatial_model_estimated,-0.01249999999999999,0.0144,0.0496,0.0705,0.0614,0.0582,-0.0118,0.01229999999999999,0.27312775330396477,0.3796445880452342,0.33810572687224677,0.3134087237479806,0.38876651982378857,0.30694668820678517,0.039901176270835,0.05856593237488461,0.05100625645596091,0.0484209405079925,0.06478880067312309,0.04889771391103992,climate,human,climate,human,climate,human,0.02689999999999999,0.020899999999999995,-0.0032000000000000015,0.02409999999999999,0.10651683474126944,-0.024697003124266148,-0.0818198316170034,0.018664756104049614,-0.00258531594796841,-0.015891086762083173,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,ranking_reversal,TRUE
Europe,8000,spatial_model_estimated,spatial_model_estimated,-0.06089999999999999,-0.0395,0.0117,0.0278,0.0746,0.0738,-0.0629,-0.046,0.07235621521335808,0.16838279830405814,0.46134817563389,0.4470018170805573,0.466295609152752,0.38461538461538464,0.0080189687244222,0.02013611636050505,0.07298347506741065,0.07273558837766725,0.06673743448551173,0.05548200260924862,climate,climate,climate,climate,climate,climate,0.02139999999999999,0.016099999999999996,-7.999999999999952e-4,0.0169,0.09602658309070006,-0.014346358553332716,-0.08168022453736734,0.012117147636082848,-2.47886689743404e-4,-0.011255431876263107,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Europe,8500,spatial_model_estimated,spatial_model_estimated,-0.05990000000000001,-0.0319,0.009,0.0317,0.0685,0.0609,-0.0595,-0.0292,0.0594059405940594,0.21983356449375868,0.4521452145214522,0.4223300970873787,0.4884488448844884,0.3578363384188627,0.00270876310204537,0.01854274810174583,0.06185209104632605,0.04493620380972019,0.07438617087412891,0.05615431182097719,climate,climate,climate,climate,climate,climate,0.02800000000000001,0.022699999999999998,-0.007600000000000003,0.030299999999999997,0.16042762389969928,-0.0298151174340735,-0.13061250646562572,0.015833984999700457,-0.016915887236605864,-0.018231859053151722,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,2000,spatial_model_estimated,spatial_model_estimated,-0.0873,-0.0758,0.0061,0.0144,0.0553,0.0565,-0.0492,-0.0421,0.0302579365079365,0.06763738844527947,0.2743055555555556,0.26538280883043686,0.6954365079365079,0.6669798027242837,0.00356389627757058,0.0099014226351255,0.01475749482476318,0.01830082023962742,0.10077411023124085,0.10334596558071683,climate,climate,climate,climate,climate,climate,0.011499999999999996,0.008299999999999998,0.0011999999999999997,0.007100000000000002,0.037379451937342975,-0.008922746725118724,-0.02845670521222421,0.006337526357554921,0.00354332541486424,0.0025718553494759877,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,2500,spatial_model_estimated,spatial_model_estimated,-0.08940000000000001,-0.0743,0.0079,0.0173,0.0597,0.059,-0.0518,-0.0417,0.03627180899908173,0.0820293978188715,0.27410468319559234,0.27975343764817445,0.689623507805326,0.638217164532954,0.00574300535480909,0.01273624248859095,0.02005973185059206,0.02184002421984054,0.10931891646358571,0.09487920770229163,climate,climate,climate,climate,climate,climate,0.015100000000000002,0.009399999999999999,-7.000000000000062e-4,0.010099999999999998,0.04575758881978977,0.0056487544525821165,-0.051406343272372035,0.006993237133781861,0.0017802923692484818,-0.014439708761294079,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,3000,spatial_model_estimated,spatial_model_estimated,-0.0895,-0.07590000000000001,0.0071,0.0193,0.0589,0.0582,-0.0518,-0.0389,0.03438256658595642,0.09516765285996057,0.28523002421307503,0.2869822485207101,0.6803874092009685,0.6178500986193294,0.00358533558742901,0.01484754091232987,0.01769743074053542,0.01674403688771331,0.09552793173400408,0.08244085497008335,climate,climate,climate,climate,climate,climate,0.013599999999999987,0.0122,-6.999999999999992e-4,0.012900000000000002,0.06078508627400415,0.001752224307635053,-0.06253731058163914,0.01126220532490086,-9.533938528221118e-4,-0.013087076763920721,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,3500,spatial_model_estimated,spatial_model_estimated,-0.0948,-0.0843,0.003,0.0109,0.0604,0.0599,-0.0574,-0.049,0.01363636363636363,0.04916553901668922,0.27454545454545454,0.27018493459630133,0.7118181818181818,0.6806495263870095,8.862846201153074e-4,0.00652216651397319,0.02087013676464821,0.02019186776805126,0.11634062538234236,0.11145796922785778,climate,climate,climate,climate,climate,climate,0.010499999999999995,0.0079,-5.000000000000004e-4,0.008399999999999998,0.03552917538032559,-0.004360519949153208,-0.03116865543117231,0.005635881893857882,-6.7826899659695e-4,-0.004882656154484577,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,4000,spatial_model_estimated,spatial_model_estimated,-0.0758,-0.0645,0.0089,0.0145,0.0519,0.0498,-0.043,-0.0353,0.04858078602620087,0.07842076798269335,0.28329694323144106,0.2693347755543537,0.6681222707423581,0.6522444564629529,0.00505637987579743,0.00680267230609188,0.01537242240587266,0.01279691981070874,0.08419242031708518,0.08238685125321499,climate,climate,climate,climate,climate,climate,0.011300000000000004,0.005600000000000001,-0.0021000000000000046,0.0076999999999999985,0.029839981956492477,-0.013962167677087356,-0.015877814279405156,0.0017462924302944502,-0.0025755025951639202,-0.0018055690638701938,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,4500,spatial_model_estimated,spatial_model_estimated,-0.0867,-0.0817,0.0085,0.01,0.0563,0.0563,-0.0478,-0.0463,0.0407088122605364,0.0474158368895211,0.26963601532567055,0.2669511616880038,0.6896551724137931,0.6856330014224751,0.0068268539519839,0.00522583972601431,0.01570191141490018,0.01612922171134867,0.10181397033814243,0.09907794638875124,climate,climate,climate,climate,climate,climate,0.0050000000000000044,0.0014999999999999996,0,0.0015000000000000013,0.006707024628984697,-0.00268485363766674,-0.004022170991318075,-0.0016010142259695898,4.2731029644849094e-4,-0.0027360239493911948,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,5000,spatial_model_estimated,spatial_model_estimated,-0.0926,-0.0914,0.0049,0.0062,0.0591,0.0593,-0.0542,-0.0531,0.02695269526952695,0.03356794802382241,0.3250825082508251,0.32106118029236597,0.647964796479648,0.6453708716838116,0.00268015312789404,0.00294811602511468,0.01851765458737708,0.01790483507137952,0.07430416325108691,0.07389199479650943,climate,climate,climate,climate,climate,climate,0.0012000000000000066,0.0013,1.999999999999988e-4,0.0010999999999999968,0.006615252754295458,-0.004021327958459109,-0.002593924795836422,2.6796289722063986e-4,-6.128195159975577e-4,-4.121684545774773e-4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,5500,spatial_model_estimated,spatial_model_estimated,-0.07350000000000001,-0.0731,0.0107,0.0091,0.0525,0.0498,-0.0418,-0.0407,0.05206812652068126,0.04484967964514539,0.2554744525547445,0.24544110399211433,0.6924574209245742,0.7097092163627402,0.00931666022423427,0.00572564768709271,0.01940377431437212,0.01401461666745063,0.10721076642339789,0.10298197642491136,climate,climate,climate,climate,climate,climate,4.0000000000001146e-4,-0.001599999999999999,-0.002700000000000001,0.0010999999999999968,-0.007218446875535869,-0.010033348562630162,0.017251795438166018,-0.003591012537141559,-0.005389157646921491,-0.004228789998486526,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,6000,spatial_model_estimated,spatial_model_estimated,-0.07730000000000001,-0.0818,0.0129,0.0089,0.0572,0.0532,-0.0443,-0.0443,0.06304985337243402,0.04485887096774194,0.27956989247311825,0.26814516129032256,0.6573802541544478,0.6869959677419355,0.01246356490747446,0.00881628754073626,0.02374217193678762,0.01557029370472795,0.10151143154921471,0.0969716310746701,climate,climate,climate,climate,climate,climate,-0.00449999999999999,-0.004,-0.0040000000000000036,0,-0.01819098240469208,-0.011424731182795689,0.029615713587487713,-0.0036472773667381997,-0.008171878232059669,-0.0045398004745446086,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,6500,spatial_model_estimated,spatial_model_estimated,-0.0893,-0.0907,0.0088,0.0095,0.0592,0.0601,-0.0504,-0.0506,0.04001819008640291,0.04281207751239297,0.2692132787630741,0.2708427219468229,0.690768531150523,0.6863452005407842,0.0080837716479436,0.00997404549050395,0.01958759817468203,0.02058032599283132,0.1114437048051985,0.11143559827724392,climate,climate,climate,climate,climate,climate,-0.0013999999999999985,6.999999999999992e-4,8.99999999999998e-4,-1.999999999999988e-4,0.0027938874259900645,0.0016294431837488021,-0.004423330609738763,0.001890273842560351,9.927278181492902e-4,-8.10652795457667e-6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,7000,spatial_model_estimated,spatial_model_estimated,-0.08349999999999999,-0.0846,0.0112,0.0089,0.0621,0.0629,-0.0509,-0.054,0.05121170553269318,0.03973214285714285,0.2839506172839506,0.28080357142857143,0.6648376771833562,0.6794642857142857,0.00961228595850849,0.00585287486691699,0.02782314284263509,0.02919639381090211,0.11068642785828632,0.1157840552634769,climate,climate,climate,climate,climate,climate,-0.0011000000000000038,-0.0023,7.999999999999952e-4,-0.0030999999999999986,-0.01147956267555033,-0.0031470458553791714,0.014626608530929563,-0.0037594110915915,0.0013732509682670216,0.005097627405190583,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,7500,spatial_model_estimated,spatial_model_estimated,-0.0736,-0.07590000000000001,0.0112,0.0102,0.0585,0.0595,-0.0473,-0.0493,0.06239554317548747,0.05414012738853503,0.32590529247910865,0.31581740976645434,0.611699164345404,0.6300424628450105,0.00957102109389518,0.00891069907667807,0.03041519714019469,0.03152488535098441,0.08009519452619207,0.08848750376948922,climate,climate,climate,climate,climate,climate,-0.0023000000000000104,-9.999999999999992e-4,9.99999999999994e-4,-0.001999999999999995,-0.008255415786952443,-0.010087882712654317,0.018343298499606586,-6.603220172171111e-4,0.00110968821078972,0.008392309243297147,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,8000,spatial_model_estimated,spatial_model_estimated,-0.094,-0.0892,0.0095,0.0119,0.0712,0.0703,-0.0617,-0.0584,0.04861821903787104,0.06346666666666667,0.3643807574206755,0.37493333333333334,0.5870010235414534,0.5616,0.00897681843813347,0.01015008201964096,0.03839254641558731,0.03776055471549167,0.08207268565407866,0.07253456559881033,climate,climate,climate,climate,climate,climate,0.004799999999999999,0.002400000000000001,-8.99999999999998e-4,0.0032999999999999974,0.014848447628795634,0.010552575912657847,-0.02540102354145346,0.0011732635815074905,-6.319917000956396e-4,-0.009538120055268329,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
North America,8500,spatial_model_estimated,spatial_model_estimated,-0.0933,-0.0882,0.0038,0.0091,0.0627,0.0613,-0.05890000000000001,-0.05219999999999999,0.01863658656204021,0.04375,0.3075036782736636,0.29471153846153847,0.6738597351642962,0.6615384615384615,8.65477370500578e-4,0.00498915415694745,0.02541588833437957,0.02121426368071988,0.10014267557962586,0.09910218487437927,climate,climate,climate,climate,climate,climate,0.005099999999999993,0.005300000000000001,-0.0014000000000000054,0.0067000000000000184,0.025113413437959788,-0.012792139812125125,-0.012321273625834683,0.004123676786446872,-0.00420162465365969,-0.0010404907052465884,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Latin America,2000,spatial_model_estimated,spatial_model_estimated,-0.1478,-0.1574,0.006,-0.0032,0.1459,0.1459,-0.1399,-0.1491,0.03470213996529786,0,0.8438403701561596,0.8710447761194029,0.12145748987854252,0.12895522388059702,0.00546009997637042,-0.00311350071217131,0.13749593293620654,0.13765755651862777,0.01291681913732822,0.0143853642564472,climate,climate,climate,climate,climate,climate,-0.009600000000000025,-0.0092,0,-0.009200000000000014,-0.03470213996529786,0.02720440596324325,0.007497734002054501,-0.00857360068854173,1.61623582421222e-4,0.0014685451191189802,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Latin America,2500,no_spatial_terms_selected,no_spatial_terms_selected,-0.15200000000000002,-0.1543,0.0039,-0.001,0.1559,0.1533,-0.15200000000000002,-0.1543,0.0244055068836045,0,0.9755944931163956,1,0,0,0.00599599871466272,-0.00149248005197422,0.1580347535689549,0.15282368005946034,0,0,climate,climate,climate,climate,climate,climate,-0.0022999999999999687,-0.0049,-0.002600000000000019,-0.0022999999999999687,-0.0244055068836045,0.024405506883604433,0,-0.00748847876663694,-0.005211073509494568,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Latin America,3000,spatial_model_estimated,spatial_model_estimated,-0.16999999999999998,-0.1675,-0.0013,0.0019,0.1655,0.1316,-0.1668,-0.12969999999999998,0,0.00872760679834634,0.916389811738649,0.6045016077170418,0.08361018826135105,0.38677078548461186,0.00298668364058107,-4.7269444555742e-4,0.1665800818503259,0.0915032914330014,0.01652277919445022,0.04470488478763212,climate,climate,climate,climate,climate,climate,0.0024999999999999745,0.0031999999999999997,-0.033900000000000013,0.03710000000000002,0.00872760679834634,-0.3118882040216072,0.30316059722326083,-0.00345937808613849,-0.07507679041732451,0.0281821055931819,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Latin America,4000,spatial_model_estimated,spatial_model_estimated,-0.165,-0.16610000000000005,0.0254,0.0266,0.1885,0.1916,-0.1631,-0.16499999999999998,0.1139013452914798,0.11749116607773852,0.8452914798206278,0.8462897526501767,0.04080717488789238,0.03621908127208481,0.034785342690555,0.03809409569243927,0.19592857140079323,0.20204671457581824,0.00592015622534414,0.0039979675784979,climate,climate,climate,climate,climate,climate,-0.0011000000000000454,0.0011999999999999997,0.0030999999999999917,-0.001899999999999985,0.0035898207862587184,9.982728295488963e-4,-0.004588093615807566,0.003308753001884268,0.006118143175025015,-0.0019221886468462407,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Latin America,4500,no_spatial_terms_selected,no_spatial_terms_selected,-0.16110000000000002,-0.15239999999999998,0.017,0.0309,0.1781,0.1833,-0.16110000000000002,-0.15239999999999998,0.08713480266529985,0.14425770308123248,0.9128651973347002,0.8557422969187675,0,0,0.01899957796905138,0.03804103023374494,0.18012406955095361,0.19048863902599175,0,0,climate,climate,climate,climate,climate,climate,0.008700000000000041,0.0139,0.005199999999999982,0.008700000000000041,0.057122900415932626,-0.05712290041593271,0,0.019041452264693556,0.010364569475038138,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Latin America,5000,spatial_model_estimated,spatial_model_estimated,-0.15030000000000002,-0.1515,0.0174,0.0193,0.1352,0.1316,-0.1178,-0.1123,0.07604895104895104,0.0847606499780413,0.5909090909090908,0.577953447518665,0.3330419580419581,0.3372859025032938,0.01536030411877931,0.01422669863400738,0.10067509580923772,0.0872596678458819,0.03739257610676161,0.03217163041701143,climate,climate,climate,climate,climate,climate,-0.0011999999999999789,0.0019000000000000024,-0.003599999999999992,0.005500000000000005,0.008711698929090253,-0.012955643390425875,0.004243944461335747,-0.0011336054847719285,-0.01341542796335582,-0.005220945689750178,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
Latin America,5500,no_spatial_terms_selected,spatial_model_estimated,-0.1204,-0.1039,0.0178,0.0289,0.1382,0.1084,-0.1204,-0.0795,0.1141025641025641,0.14215445154943432,0.8858974358974359,0.5332021642892277,0,0.3246433841613379,0.00273779082151304,0.01416423246653297,0.12307706105310356,0.06916729628116713,0,0.03088821618032566,climate,climate,climate,climate,climate,climate,0.016499999999999987,0.011099999999999999,-0.029799999999999993,0.04089999999999999,0.02805188744687022,-0.3526952716082081,0.3246433841613379,0.01142644164501993,-0.05390976477193643,0.03088821618032566,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
