analysis,region,age,fraction,adjusted_r_squared
temporal_events,Europe,7000,unexplained,0.8286241520958231
temporal_events,Europe,7500,pure_human,0.0178505274933628
temporal_events,Europe,7500,pure_climate,0.07743958538926898
temporal_events,Europe,7500,pure_space,0.09865765131282611
temporal_events,Europe,7500,shared,-0.0029724996912170454
temporal_events,Europe,7500,total_explained,0.19097526450424085
temporal_events,Europe,7500,unexplained,0.8090247354957592
temporal_events,Europe,8000,pure_human,0.009963436617649313
temporal_events,Europe,8000,pure_climate,0.06642973020262588
temporal_events,Europe,8000,pure_space,0.07161549412504276
temporal_events,Europe,8000,shared,0.011196502694632682
temporal_events,Europe,8000,total_explained,0.15920516363995063
temporal_events,Europe,8000,unexplained,0.8407948363600494
temporal_events,Europe,8500,pure_human,0.0014292131296348431
temporal_events,Europe,8500,pure_climate,0.07746125390374337
temporal_events,Europe,8500,pure_space,0.07207284366857858
temporal_events,Europe,8500,shared,-7.707099800537964e-4
temporal_events,Europe,8500,total_explained,0.150192600721903
temporal_events,Europe,8500,unexplained,0.849807399278097
temporal_events,North America,500,pure_human,0.010104262360785432
temporal_events,North America,500,pure_climate,0.019659899137780767
temporal_events,North America,500,pure_space,0.10404829938666005
temporal_events,North America,500,shared,0.12630091688952128
temporal_events,North America,500,total_explained,0.2601133777747475
temporal_events,North America,500,unexplained,0.7398866222252525
temporal_events,North America,1000,pure_human,0.003939648779166749
temporal_events,North America,1000,pure_climate,0.017508470974921586
temporal_events,North America,1000,pure_space,0.10459002903135817
temporal_events,North America,1000,shared,0.08891764439105054
temporal_events,North America,1000,total_explained,0.21495579317649705
temporal_events,North America,1000,unexplained,0.785044206823503
temporal_events,North America,1500,pure_human,-9.405160753939157e-4
temporal_events,North America,1500,pure_climate,0.018206084280305235
temporal_events,North America,1500,pure_space,0.10496002655525682
temporal_events,North America,1500,shared,0.08332809597635316
temporal_events,North America,1500,total_explained,0.2055536907365213
temporal_events,North America,1500,unexplained,0.7944463092634787
temporal_events,North America,2000,pure_human,-7.358776301868986e-5
temporal_events,North America,2000,pure_climate,0.019782820327128414
temporal_events,North America,2000,pure_space,0.10258706165972509
temporal_events,North America,2000,shared,0.0780406652120752
temporal_events,North America,2000,total_explained,0.20033695943591
temporal_events,North America,2000,unexplained,0.79966304056409
temporal_events,North America,2500,pure_human,0.0023819067961982077
temporal_events,North America,2500,pure_climate,0.020804352226063694
temporal_events,North America,2500,pure_space,0.11382912507817922
temporal_events,North America,2500,shared,0.07854396157448462
temporal_events,North America,2500,total_explained,0.21555934567492574
temporal_events,North America,2500,unexplained,0.7844406543250743
temporal_events,North America,3000,pure_human,0.0037038154474700047
temporal_events,North America,3000,pure_climate,0.015299876335464813
temporal_events,North America,3000,pure_space,0.10447194013086936
temporal_events,North America,3000,shared,0.08579444851980134
temporal_events,North America,3000,total_explained,0.2092700804336055
temporal_events,North America,3000,unexplained,0.7907299195663945
temporal_events,North America,3500,pure_human,0.004694005190616801
temporal_events,North America,3500,pure_climate,0.018318679636528223
temporal_events,North America,3500,pure_space,0.09427563601285338
temporal_events,North America,3500,shared,0.08180688579096629
temporal_events,North America,3500,total_explained,0.1990952066309647
temporal_events,North America,3500,unexplained,0.8009047933690353
temporal_events,North America,4000,pure_human,0.005858561827348785
temporal_events,North America,4000,pure_climate,0.013670027971997567
temporal_events,North America,4000,pure_space,0.08749596512195967
temporal_events,North America,4000,shared,0.07692470919766059
temporal_events,North America,4000,total_explained,0.18394926411896662
temporal_events,North America,4000,unexplained,0.8160507358810334
temporal_events,North America,4500,pure_human,0.0040518408908171155
temporal_events,North America,4500,pure_climate,0.013634412054745582
temporal_events,North America,4500,pure_space,0.10374406774670641
temporal_events,North America,4500,shared,0.08461577845924273
temporal_events,North America,4500,total_explained,0.20604609915151184
temporal_events,North America,4500,unexplained,0.7939539008484882
temporal_events,North America,5000,pure_human,0.0034917975205954743
temporal_events,North America,5000,pure_climate,0.014283330227623736
temporal_events,North America,5000,pure_space,0.09453129745098043
temporal_events,North America,5000,shared,0.08779634393794677
temporal_events,North America,5000,total_explained,0.20010276913714642
temporal_events,North America,5000,unexplained,0.7998972308628536
temporal_events,North America,5500,pure_human,0.003677800313857116
temporal_events,North America,5500,pure_climate,0.01172086493050939
temporal_events,North America,5500,pure_space,0.10908876887742847
temporal_events,North America,5500,shared,0.07638340690943646
temporal_events,North America,5500,total_explained,0.20087084103123143
temporal_events,North America,5500,unexplained,0.7991291589687686
temporal_events,North America,6000,pure_human,0.0030838925458360755
temporal_events,North America,6000,pure_climate,0.019052887851635503
temporal_events,North America,6000,pure_space,0.10483021999489095
temporal_events,North America,6000,shared,0.07242250164674857
temporal_events,North America,6000,total_explained,0.1993895020391111
temporal_events,North America,6000,unexplained,0.8006104979608889
temporal_events,North America,6500,pure_human,4.863995973867219e-4
temporal_events,North America,6500,pure_climate,0.01914427251975248
temporal_events,North America,6500,pure_space,0.11230807143623567
temporal_events,North America,6500,shared,0.08043579439277782
temporal_events,North America,6500,total_explained,0.21237453794615269
temporal_events,North America,6500,unexplained,0.7876254620538473
temporal_events,North America,7000,pure_human,-6.912251285784432e-4
temporal_events,North America,7000,pure_climate,0.028414683979287036
temporal_events,North America,7000,pure_space,0.11430394489005125
temporal_events,North America,7000,shared,0.06888785847498513
temporal_events,North America,7000,total_explained,0.21091526221574497
temporal_events,North America,7000,unexplained,0.789084737784255
temporal_events,North America,7500,pure_human,-6.980305681115739e-4
temporal_events,North America,7500,pure_climate,0.029932003987612532
temporal_events,North America,7500,pure_space,0.09095402855073476
temporal_events,North America,7500,shared,0.05864137212405407
temporal_events,North America,7500,total_explained,0.17882937409428978
temporal_events,North America,7500,unexplained,0.8211706259057102
temporal_events,North America,8000,pure_human,4.8175276738504635e-5
temporal_events,North America,8000,pure_climate,0.03802699109097829
temporal_events,North America,8000,pure_space,0.0797567757587444
temporal_events,North America,8000,shared,0.06618429969234496
temporal_events,North America,8000,total_explained,0.18401624181880616
temporal_events,North America,8000,unexplained,0.8159837581811938
temporal_events,North America,8500,pure_human,0.0022526821704894617
temporal_events,North America,8500,pure_climate,0.028683097745265784
temporal_events,North America,8500,pure_space,0.1037096067514105
temporal_events,North America,8500,shared,0.07056981958477704
temporal_events,North America,8500,total_explained,0.20521520625194278
temporal_events,North America,8500,unexplained,0.7947847937480572
temporal_events,Latin America,500,pure_human,0.006085179822064801
temporal_events,Latin America,500,pure_climate,0.06508422453924301
temporal_events,Latin America,500,pure_space,0
temporal_events,Latin America,500,shared,0.007270487902905409
temporal_events,Latin America,500,total_explained,0.07843989226421322
temporal_events,Latin America,500,unexplained,0.9215601077357868
temporal_events,Latin America,1000,pure_human,0.0015746637498834648
temporal_events,Latin America,1000,pure_climate,0.10574197198284097
temporal_events,Latin America,1000,pure_space,0
temporal_events,Latin America,1000,shared,0.004812182584170266
temporal_events,Latin America,1000,total_explained,0.1121288183168947
temporal_events,Latin America,1000,unexplained,0.8878711816831053
temporal_events,Latin America,1500,pure_human,0.004274009828983516
temporal_events,Latin America,1500,pure_climate,0.10910615732828388
temporal_events,Latin America,1500,pure_space,0.021502651264229122
temporal_events,Latin America,1500,shared,0.01603972363626205
temporal_events,Latin America,1500,total_explained,0.15092254205775857
temporal_events,Latin America,1500,unexplained,0.8490774579422414
temporal_events,Latin America,2000,pure_human,0.00437307549982302
temporal_events,Latin America,2000,pure_climate,0.12667654782692606
temporal_events,Latin America,2000,pure_space,0.014938616375129388
temporal_events,Latin America,2000,shared,0.025820682966716135
temporal_events,Latin America,2000,total_explained,0.1718089226685946
temporal_events,Latin America,2000,unexplained,0.8281910773314054
temporal_events,Latin America,2500,pure_human,0.004310795764642661
temporal_events,Latin America,2500,pure_climate,0.11146934809213915
temporal_events,Latin America,2500,pure_space,0.022240875498003465
temporal_events,Latin America,2500,shared,0.04224212530835336
temporal_events,Latin America,2500,total_explained,0.18026314466313864
temporal_events,Latin America,2500,unexplained,0.8197368553368614
temporal_events,Latin America,3000,pure_human,-0.00652651219751843
temporal_events,Latin America,3000,pure_climate,0.09613724381592281
temporal_events,Latin America,3000,pure_space,0.04241947752470998
temporal_events,Latin America,3000,shared,0.0694344608003854
temporal_events,Latin America,3000,total_explained,0.20146466994349976
temporal_events,Latin America,3000,unexplained,0.7985353300565002
temporal_events,Latin America,4000,pure_human,0.021491490399907276
temporal_events,Latin America,4000,pure_climate,0.17031743409430133
temporal_events,Latin America,4000,pure_space,0.02084522636069841
temporal_events,Latin America,4000,shared,-0.002969327115040943
temporal_events,Latin America,4000,total_explained,0.20968482373986608
temporal_events,Latin America,4000,unexplained,0.7903151762601339
temporal_events,Latin America,4500,pure_human,0.0038097882941859895
temporal_events,Latin America,4500,pure_climate,0.09091129471818427
temporal_events,Latin America,4500,pure_space,0.04905921771878685
temporal_events,Latin America,4500,shared,0.08356850489422085
temporal_events,Latin America,4500,total_explained,0.22734880562537796
temporal_events,Latin America,4500,unexplained,0.772651194374622
temporal_events,Latin America,5000,pure_human,-0.005190372925890974
temporal_events,Latin America,5000,pure_climate,0.09491248041435163
temporal_events,Latin America,5000,pure_space,0.04974470351514482
temporal_events,Latin America,5000,shared,0.06875114006585048
temporal_events,Latin America,5000,total_explained,0.20821795106945595
temporal_events,Latin America,5000,unexplained,0.791782048930544
temporal_events,Latin America,5500,pure_human,-0.004671374441485687
temporal_events,Latin America,5500,pure_climate,0.07537025619574744
temporal_events,Latin America,5500,pure_space,0.03552051637676146
temporal_events,Latin America,5500,shared,0.0782742199659866
temporal_events,Latin America,5500,total_explained,0.18449361809700981
temporal_events,Latin America,5500,unexplained,0.8155063819029902
temporal_events,Latin America,6000,pure_human,0.003929384412721393
temporal_events,Latin America,6000,pure_climate,0.16482210003466768
temporal_events,Latin America,6000,pure_space,0
temporal_events,Latin America,6000,shared,-0.010133929159384714
temporal_events,Latin America,6000,total_explained,0.15861755528800436
temporal_events,Latin America,6000,unexplained,0.8413824447119956
temporal_events,Latin America,6500,pure_human,0.0010513046894126132
temporal_events,Latin America,6500,pure_climate,0.15877945599313914
temporal_events,Latin America,6500,pure_space,0
temporal_events,Latin America,6500,shared,0.004364908253883915
temporal_events,Latin America,6500,total_explained,0.16419566893643567
temporal_events,Latin America,6500,unexplained,0.8358043310635643
temporal_events,Latin America,7000,pure_human,0.005756720953555172
temporal_events,Latin America,7000,pure_climate,0.12196807620269434
temporal_events,Latin America,7000,pure_space,0
temporal_events,Latin America,7000,shared,0.003976343402255056
temporal_events,Latin America,7000,total_explained,0.13170114055850457
temporal_events,Latin America,7000,unexplained,0.8682988594414954
temporal_events,Latin America,7500,pure_human,0.009642938361568154
temporal_events,Latin America,7500,pure_climate,0.1385550212395973
temporal_events,Latin America,7500,pure_space,0.01972247829947571
temporal_events,Latin America,7500,shared,-0.005086157387702461
temporal_events,Latin America,7500,total_explained,0.1628342805129387
temporal_events,Latin America,7500,unexplained,0.8371657194870613
temporal_events,Latin America,8000,pure_human,-0.004301236912515827
temporal_events,Latin America,8000,pure_climate,0.11656888845367919
temporal_events,Latin America,8000,pure_space,0
temporal_events,Latin America,8000,shared,-0.002775715439387705
temporal_events,Latin America,8000,total_explained,0.10949193610177566
temporal_events,Latin America,8000,unexplained,0.8905080638982243
temporal_events,Latin America,8500,pure_human,-0.005255062893637863
temporal_events,Latin America,8500,pure_climate,0.061326623133824865
temporal_events,Latin America,8500,pure_space,0.036309629781281605
temporal_events,Latin America,8500,shared,0.060626280785847086
temporal_events,Latin America,8500,total_explained,0.1530074708073157
temporal_events,Latin America,8500,unexplained,0.8469925291926843
temporal_events,Latin America,3500,pure_human,0.005427279108730421
temporal_events,Latin America,3500,pure_climate,0.10515123350297517
temporal_events,Latin America,3500,pure_space,0.04149851509621538
temporal_events,Latin America,3500,shared,0.07235699709349352
temporal_events,Latin America,3500,total_explained,0.2244340248014145
temporal_events,Latin America,3500,unexplained,0.7755659751985855
temporal_events,Oceania,500,pure_human,-0.021927017514618563
temporal_events,Oceania,500,pure_climate,0.08163428616882873
temporal_events,Oceania,500,pure_space,0
temporal_events,Oceania,500,shared,0.007894004097645069
temporal_events,Oceania,500,total_explained,0.06760127275185523
temporal_events,Oceania,500,unexplained,0.9323987272481448
temporal_events,Oceania,1000,pure_human,0.08104315908924598
temporal_events,Oceania,1000,pure_climate,0.028170926343114355
temporal_events,Oceania,1000,pure_space,0.059576344595222874
temporal_events,Oceania,1000,shared,0.009328536757319927
temporal_events,Oceania,1000,total_explained,0.17811896678490313
temporal_events,Oceania,1000,unexplained,0.8218810332150969
temporal_events,Oceania,1500,pure_human,-0.014477769414237285
temporal_events,Oceania,1500,pure_climate,0.09978621588514336
temporal_events,Oceania,1500,pure_space,0.03455259874156624
temporal_events,Oceania,1500,shared,-0.018089612048316717
temporal_events,Oceania,1500,total_explained,0.1017714331641556
temporal_events,Oceania,1500,unexplained,0.8982285668358444
temporal_events,Oceania,2000,pure_human,0.008070917522671306
temporal_events,Oceania,2000,pure_climate,0.01954542119519609
temporal_events,Oceania,2000,pure_space,0
temporal_events,Oceania,2000,shared,0.003129210558897033
temporal_events,Oceania,2000,total_explained,0.030745549276764428
temporal_events,Oceania,2000,unexplained,0.9692544507232356
temporal_events,Oceania,2500,pure_human,0.018243956213138124
temporal_events,Oceania,2500,pure_climate,0.07740535207719201
temporal_events,Oceania,2500,pure_space,0
temporal_events,Oceania,2500,shared,-0.009899032024295651
temporal_events,Oceania,2500,total_explained,0.08575027626603449
temporal_events,Oceania,2500,unexplained,0.9142497237339655
temporal_events,Oceania,3000,pure_human,0.005866008326541827
temporal_events,Oceania,3000,pure_climate,0.10520301972783719
temporal_events,Oceania,3000,pure_space,0
temporal_events,Oceania,3000,shared,0.015138801590230067
temporal_events,Oceania,3000,total_explained,0.12620782964460908
temporal_events,Oceania,3000,unexplained,0.8737921703553909
temporal_events,Oceania,3500,pure_human,-0.019573029371023565
temporal_events,Oceania,3500,pure_climate,0.13503752780759326
temporal_events,Oceania,3500,pure_space,0.014427117354110841
temporal_events,Oceania,3500,shared,-0.013589283251161821
temporal_events,Oceania,3500,total_explained,0.11630233253951872
temporal_events,Oceania,3500,unexplained,0.8836976674604813
temporal_events,Oceania,4000,pure_human,-0.018645430654847472
temporal_events,Oceania,4000,pure_climate,0.06997390507452272
temporal_events,Oceania,4000,pure_space,0
temporal_events,Oceania,4000,shared,0.01240315107165868
temporal_events,Oceania,4000,total_explained,0.06373162549133393
temporal_events,Oceania,4000,unexplained,0.9362683745086661
temporal_events,Asia,1500,pure_human,0.038797726765748
temporal_events,Asia,1500,pure_climate,0.02833467941572443
temporal_events,Asia,1500,pure_space,0
temporal_events,Asia,1500,shared,0.036226531284115016
temporal_events,Asia,1500,total_explained,0.10335893746558744
temporal_events,Asia,1500,unexplained,0.8966410625344126
temporal_events,Asia,2000,pure_human,0.04246504099603843
temporal_events,Asia,2000,pure_climate,0.039250873244280116
temporal_events,Asia,2000,pure_space,0
temporal_events,Asia,2000,shared,0.030013886446045634
temporal_events,Asia,2000,total_explained,0.11172980068636418
temporal_events,Asia,2000,unexplained,0.8882701993136358
temporal_events,Asia,2500,pure_human,0.024008191917298527
temporal_events,Asia,2500,pure_climate,0.0528279399376298
temporal_events,Asia,2500,pure_space,0.04122602674661291
temporal_events,Asia,2500,shared,0.030208052191218138
temporal_events,Asia,2500,total_explained,0.14827021079275937
temporal_events,Asia,2500,unexplained,0.8517297892072406
temporal_events,Asia,3000,pure_human,0.032434173684771195
temporal_events,Asia,3000,pure_climate,0.05644890873743402
temporal_events,Asia,3000,pure_space,0
temporal_events,Asia,3000,shared,0.025337312174264603
temporal_events,Asia,3000,total_explained,0.11422039459646982
temporal_events,Asia,3000,unexplained,0.8857796054035302
temporal_events,Asia,3500,pure_human,0.008527977610060855
temporal_events,Asia,3500,pure_climate,0.07720988108554205
temporal_events,Asia,3500,pure_space,0
temporal_events,Asia,3500,shared,0.013062339448970173
temporal_events,Asia,3500,total_explained,0.09880019814457308
temporal_events,Asia,3500,unexplained,0.9011998018554269
temporal_events,Asia,4000,pure_human,0.007442490831842341
temporal_events,Asia,4000,pure_climate,0.06511955437322214
temporal_events,Asia,4000,pure_space,0
temporal_events,Asia,4000,shared,0.006612093515181772
temporal_events,Asia,4000,total_explained,0.07917413872024626
temporal_events,Asia,4000,unexplained,0.9208258612797537
temporal_events,Asia,4500,pure_human,0.016887779238760614
temporal_events,Asia,4500,pure_climate,0.07758997444172622
temporal_events,Asia,4500,pure_space,0.04457513693830706
temporal_events,Asia,4500,shared,0.002128600018871829
temporal_events,Asia,4500,total_explained,0.14118149063766572
temporal_events,Asia,4500,unexplained,0.8588185093623343
temporal_events,Asia,5000,pure_human,0.02125640973382603
temporal_events,Asia,5000,pure_climate,0.0701144055568711
temporal_events,Asia,5000,pure_space,0.03161692383147818
temporal_events,Asia,5000,shared,0.006286492047766656
temporal_events,Asia,5000,total_explained,0.12927423116994197
temporal_events,Asia,5000,unexplained,0.870725768830058
temporal_events,Asia,5500,pure_human,0.012361253390871907
temporal_events,Asia,5500,pure_climate,0.08828613306371291
temporal_events,Asia,5500,pure_space,0.034995704318680154
temporal_events,Asia,5500,shared,0.0035184704111823617
temporal_events,Asia,5500,total_explained,0.13916156118444734
temporal_events,Asia,5500,unexplained,0.8608384388155527
temporal_events,Asia,6000,pure_human,0.008191643727674336
temporal_events,Asia,6000,pure_climate,0.09605154647184111
temporal_events,Asia,6000,pure_space,0.02754639947085369
temporal_events,Asia,6000,shared,-0.0015885183874790876
temporal_events,Asia,6000,total_explained,0.13020107128289005
temporal_events,Asia,6000,unexplained,0.86979892871711
temporal_events,Asia,6500,pure_human,2.521931682903933e-4
temporal_events,Asia,6500,pure_climate,0.10592200236775884
temporal_events,Asia,6500,pure_space,0
temporal_events,Asia,6500,shared,0.002681809184978068
temporal_events,Asia,6500,total_explained,0.1088560047210273
temporal_events,Asia,6500,unexplained,0.8911439952789727
temporal_events,Asia,7000,pure_human,8.953926992353312e-4
temporal_events,Asia,7000,pure_climate,0.11667567218980635
temporal_events,Asia,7000,pure_space,0
temporal_events,Asia,7000,shared,0.0019435671618908135
temporal_events,Asia,7000,total_explained,0.11951463205093249
temporal_events,Asia,7000,unexplained,0.8804853679490675
temporal_events,Asia,7500,pure_human,0.005631367602955906
temporal_events,Asia,7500,pure_climate,0.1343284904212606
temporal_events,Asia,7500,pure_space,0
temporal_events,Asia,7500,shared,0.004695040387579064
temporal_events,Asia,7500,total_explained,0.14465489841179557
temporal_events,Asia,7500,unexplained,0.8553451015882044
temporal_events,Asia,8000,pure_human,0.0064701731301036736
temporal_events,Asia,8000,pure_climate,0.14850455157739273
temporal_events,Asia,8000,pure_space,0.0202276908050415
temporal_events,Asia,8000,shared,0.007930279217587155
temporal_events,Asia,8000,total_explained,0.18313269473012506
temporal_events,Asia,8000,unexplained,0.8168673052698749
temporal_events,Asia,8500,pure_human,0.006529051854376466
temporal_events,Asia,8500,pure_climate,0.15529988412804896
temporal_events,Asia,8500,pure_space,0.01687526163073272
temporal_events,Asia,8500,shared,0.005714948613854132
temporal_events,Asia,8500,total_explained,0.18441914622701228
temporal_events,Asia,8500,unexplained,0.8155808537729877
temporal_events,Asia,1000,pure_human,0.0297273380705676
temporal_events,Asia,1000,pure_climate,0.026494614006342898
temporal_events,Asia,1000,pure_space,0.0326653505127974
temporal_events,Asia,1000,shared,0.03797098832702284
temporal_events,Asia,1000,total_explained,0.12685829091673073
temporal_events,Asia,1000,unexplained,0.8731417090832693
temporal_events,Asia,500,pure_human,0.04192090886640332
temporal_events,Asia,500,pure_climate,0.04911765543418356
temporal_events,Asia,500,pure_space,0
temporal_events,Asia,500,shared,0.045442853894954616
temporal_events,Asia,500,total_explained,0.1364814181955415
temporal_events,Asia,500,unexplained,0.8635185818044585
